id,title,condition,catalog_product_id,listing_type_id,permalink,buying_mode,site_id,category_id,domain_id,price,original_price,available_quantity,official_store_id,accepts_mercadopago,stop_time,catalog_listing,promotions,official_store_name,category,shipping_store_pick_up,shipping_free_shipping,shipping_logistic_type,shipping_mode,shipping_tags,shipping_benefits,shipping_promise,seller_id,seller_nickname,installments_quantity,installments_amount,installments_rate,installments_currency_id,brand_value_name
MCO1377612109,Smartwatch Huawei Watch Gt 4 46mm Gris Titanio Pnx-b19 Color De La Caja Negro,new,MCO27823156,gold_special,https://www.mercadolibre.com.co/smartwatch-huawei-watch-gt-4-46mm-gris-titanio-pnx-b19-color-de-la-caja-negro/p/MCO27823156,buy_it_now,MCO,MCO118449,MCO-SMARTWATCHES,1690911,1690911.0,1,,True,2043-12-29T04:00:00.000Z,True,[],,MCO3937,False,True,xd_drop_off,me2,"['self_service_in', 'mandatory_free_shipping']",,,352040801,TECNOJMGSOLUCIONES,36.0,46969.75,0.0,COP,Huawei
MCO2037352700,Reloj Casio Linea General Ltp-1215a-1a2df Mujer Color De La Correa Plateado Color Del Bisel Plata Color Del Fondo Negro,new,MCO22723857,gold_special,https://www.mercadolibre.com.co/reloj-casio-linea-general-ltp-1215a-1a2df-mujer-color-de-la-correa-plateado-color-del-bisel-plata-color-del-fondo-negro/p/MCO22723857,buy_it_now,MCO,MCO1442,MCO-WRISTWATCHES,156900,,1,1318.0,True,2043-11-15T04:00:00.000Z,True,[],Casio Relojes,MCO3937,False,True,xd_drop_off,me2,['mandatory_free_shipping'],,,632202555,GRUPOSTATUR,36.0,4358.33,0.0,COP,Casio
MCO815992185,100 Argollas Para Llavero De 2cms Herraje Metálico,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-815992185-100-argollas-para-llavero-de-2cms-herraje-metalico-_JM,buy_it_now,MCO,MCO442079,MCO-JEWELRY_TOOLS,28072,31900.0,1,,True,2043-08-17T17:48:29.000Z,False,[],,MCO3937,False,False,fulfillment,me2,"['fulfillment', 'self_service_in']",,,747309168,AMERICANADGRABADOS,36.0,779.78,0.0,COP,Red Diamond
MCO2037301394,"Reloj Casio Dama Casual, Ltp-v002l-7b2, Fecha,",new,MCO20829415,gold_special,https://www.mercadolibre.com.co/reloj-casio-dama-casual-ltp-v002l-7b2-fecha/p/MCO20829415,buy_it_now,MCO,MCO1442,MCO-WRISTWATCHES,145600,,1,1318.0,True,2043-11-15T04:00:00.000Z,True,[],Casio Relojes,MCO3937,False,True,xd_drop_off,me2,['mandatory_free_shipping'],,,632202555,GRUPOSTATUR,36.0,4044.44,0.0,COP,Casio
MCO1784740078,Pulseras Oro Para Hombre Aro Pulsera Laminado Oro 3 Unidades,new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-1784740078-pulseras-oro-para-hombre-aro-pulsera-laminado-oro-3-unidades-_JM,buy_it_now,MCO,MCO1434,MCO-BRACELETS_AND_ANKLE_BRACELETS,142405,149900.0,1,,True,2043-08-17T17:01:12.000Z,False,[],,MCO3937,False,True,fulfillment,me2,"['fulfillment', 'self_service_in', 'mandatory_free_shipping']",,,1218680826,MINRYJOYASYACCESORIOS,12.0,11867.08,0.0,COP,Oro Laminado
MCO1376138107,Reloj Para Hombre Q&q Q206j204 Q206j204y Plateado,new,MCO22794336,gold_pro,https://www.mercadolibre.com.co/reloj-para-hombre-qq-q206j204-q206j204y-plateado/p/MCO22794336,buy_it_now,MCO,MCO1442,MCO-WRISTWATCHES,89900,149900.0,1,84.0,True,2043-12-24T04:00:00.000Z,True,[],QyQ,MCO3937,False,True,cross_docking,me2,['self_service_in'],,,171765936,KRONOTIME,12.0,7491.67,0.0,COP,Q&Q
MCO1790944232,Reloj Smatwatch Inteligente Para Ñinos Gps Llamadas 2 Pulsos,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-1790944232-reloj-smatwatch-inteligente-para-ninos-gps-llamadas-2-pulsos-_JM,buy_it_now,MCO,MCO118449,MCO-SMARTWATCHES,120900,,1,,True,2043-08-11T04:00:00.000Z,False,[],,MCO3937,False,True,xd_drop_off,me2,"['self_service_in', 'mandatory_free_shipping']",,,443454264,PUMA852793,36.0,3358.33,0.0,COP,Smartwatch
MCO2141508440,"Reloj Pulsera Casio Vintage A159 De Cuerpo Color Plateado, Digital, Fondo Negro, Con Correa De Acero Inoxidable Color Plateado, Dial Negro, Minutero/segundero Negro, Bisel Color Plateado Y Hebilla De",new,MCO18069809,gold_pro,https://www.mercadolibre.com.co/reloj-pulsera-casio-vintage-a159-de-cuerpo-color-plateado-digital-fondo-negro-con-correa-de-acero-inoxidable-color-plateado-dial-negro-minuterosegundero-negro-bisel-color-plateado-y-hebilla-de/p/MCO18069809,buy_it_now,MCO,MCO1442,MCO-WRISTWATCHES,98934,149900.0,50,,True,2044-01-04T04:00:00.000Z,True,[],,MCO3937,False,True,xd_drop_off,me2,"['self_service_in', 'mandatory_free_shipping']",,,230963359,GAST1437361,12.0,8244.5,0.0,COP,Casio
MCO548350450,Pulsera Manilla Piedra Natural Amatista Picada ,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-548350450-pulsera-manilla-piedra-natural-amatista-picada-_JM,buy_it_now,MCO,MCO1434,MCO-BRACELETS_AND_ANKLE_BRACELETS,11000,,1,,True,2040-01-15T15:34:31.000Z,False,[],,MCO3937,False,False,cross_docking,me2,[],,,41622494,KUBBONET,,,,,Meridian Shop
MCO2154431680,Reloj Invicta Angel Dama,new,MCO20537966,gold_special,https://www.mercadolibre.com.co/reloj-invicta-angel-dama/p/MCO20537966,buy_it_now,MCO,MCO1442,MCO-WRISTWATCHES,369900,,1,,True,2044-01-10T04:00:00.000Z,True,[],,MCO3937,False,True,drop_off,me2,['mandatory_free_shipping'],,,205036097,QUILLATIME BQ,36.0,10275.0,0.0,COP,Invicta
