id,title,condition,listing_type_id,permalink,buying_mode,site_id,category_id,domain_id,price,original_price,available_quantity,accepts_mercadopago,stop_time,catalog_listing,promotions,category,shipping_store_pick_up,shipping_free_shipping,shipping_logistic_type,shipping_mode,shipping_tags,shipping_benefits,shipping_promise,seller_id,seller_nickname,installments_quantity,installments_amount,installments_rate,installments_currency_id,brand_value_name
MCO477362679,Lote De Monedas Colombia 10 Pesos 1989 Y 1990,used,gold_special,https://articulo.mercadolibre.com.co/MCO-477362679-lote-de-monedas-colombia-10-pesos-1989-y-1990-_JM,buy_it_now,MCO,MCO9355,MCO-COINS,6500,,1,True,2038-07-08T04:00:00.000Z,False,[],MCO1367,False,False,xd_drop_off,me2,[],,,285275226,IJGU IJGU,,,,,
MCO1947283704,Billete De 10 Pesos Oro De Colombia 20 De Julio De 1943,new,gold_special,https://articulo.mercadolibre.com.co/MCO-1947283704-billete-de-10-pesos-oro-de-colombia-20-de-julio-de-1943-_JM,buy_it_now,MCO,MCO9356,MCO-COLLECTIBLE_BILLS,669900,,1,True,2043-09-29T04:00:00.000Z,False,[],MCO1367,False,True,xd_drop_off,me2,['mandatory_free_shipping'],,,179783507,LEONZ146,36.0,18608.33,0.0,COP,Genérica
MCO827901313,Guía Telefónica Cali - Directorio Telefónico 2015 - 2016,used,gold_pro,https://articulo.mercadolibre.com.co/MCO-827901313-guia-telefonica-cali-directorio-telefonico-2015-2016-_JM,buy_it_now,MCO,MCO1885,MCO-ANTIQUES,40000,,1,True,2041-10-28T04:00:00.000Z,False,[],MCO1367,False,False,xd_drop_off,me2,[],,,75046308,MI.TIENDA.VIRTUAL.FAVORITA,12.0,3333.33,0.0,COP,Publicar
MCO477482939,Moneda Argentina 5 Centavos 2007,used,gold_special,https://articulo.mercadolibre.com.co/MCO-477482939-moneda-argentina-5-centavos-2007-_JM,buy_it_now,MCO,MCO9355,MCO-COINS,6000,,1,True,2038-07-09T04:00:00.000Z,False,[],MCO1367,False,False,xd_drop_off,me2,[],,,285275226,IJGU IJGU,,,,,
MCO620752236,Venezuela 20000 Bolívares 1998 ,new,gold_special,https://articulo.mercadolibre.com.co/MCO-620752236-venezuela-20000-bolivares-1998-_JM,buy_it_now,MCO,MCO9356,MCO-COLLECTIBLE_BILLS,13000,,1,True,2041-04-28T04:00:00.000Z,False,[],MCO1367,False,False,xd_drop_off,me2,['self_service_in'],,,748264739,COLECCIONES PRODUCTOSBOGOTA,,,,,
MCO508225705,20 Centavos 1897 Bogotá Plata,used,gold_special,https://articulo.mercadolibre.com.co/MCO-508225705-20-centavos-1897-bogota-plata-_JM,buy_it_now,MCO,MCO9355,MCO-COINS,200000,,1,True,2039-03-25T04:00:00.000Z,False,[],MCO1367,False,False,xd_drop_off,me2,[],,,143141724,WORLD COLLECTIONS100,36.0,5555.56,0.0,COP,
MCO1207764953,"Trofeo Copa Del Mundo De Fútbol 21cm, Mundial De Catar 2022",new,gold_pro,https://articulo.mercadolibre.com.co/MCO-1207764953-trofeo-copa-del-mundo-de-futbol-21cm-mundial-de-catar-2022-_JM,buy_it_now,MCO,MCO413508,MCO-TROPHIES,141747,,50,True,2043-01-24T04:00:00.000Z,False,[],MCO1367,False,True,drop_off,me2,['mandatory_free_shipping'],,,1229216347,CNKEQIDIANZI0597-COR,12.0,11812.25,0.0,COP,
MCO1243673694,Carretilla Pequeña Antigua En Bronce Macizo Tallado De Toros,used,gold_special,https://articulo.mercadolibre.com.co/MCO-1243673694-carretilla-pequena-antigua-en-bronce-macizo-tallado-de-toros-_JM,buy_it_now,MCO,MCO442201,MCO-SCULPTURES_AND_STATUES,120000,,1,True,2043-02-12T04:00:00.000Z,False,[],MCO1367,False,False,custom,custom,[],,,142560917,PULGUEROPERSACALI,36.0,3333.33,0.0,COP,ANTIQUES
MCO878640076,1 Peso 1859 Bogotá Confederación Granadina Plata,used,gold_special,https://articulo.mercadolibre.com.co/MCO-878640076-1-peso-1859-bogota-confederacion-granadina-plata-_JM,buy_it_now,MCO,MCO9355,MCO-COINS,600000,,1,True,2042-03-31T04:00:00.000Z,False,[],MCO1367,False,False,xd_drop_off,me2,[],,,65616184,WORLD COLLECTIONS200,36.0,16666.67,0.0,COP,
MCO649005461,Cambodia 1000 Riels,new,gold_special,https://articulo.mercadolibre.com.co/MCO-649005461-cambodia-1000-riels-_JM,buy_it_now,MCO,MCO9356,MCO-COLLECTIBLE_BILLS,9000,,1,True,2041-07-17T04:00:00.000Z,False,[],MCO1367,False,False,xd_drop_off,me2,['self_service_in'],,,748264739,COLECCIONES PRODUCTOSBOGOTA,,,,,
MCO1318818947,"Mini Reproductor De Casetes, Grabadora De Cinta, Radio Fm Co",new,gold_pro,https://articulo.mercadolibre.com.co/MCO-1318818947-mini-reproductor-de-casetes-grabadora-de-cinta-radio-fm-co-_JM,buy_it_now,MCO,MCO442108,MCO-ANTIQUE_TAPE_RECORDERS,139594,147570.0,150,True,2043-07-20T04:00:00.000Z,False,[],MCO1367,False,True,drop_off,me2,['mandatory_free_shipping'],,,1201633629,CNELECPLAYER-COR,12.0,11632.83,0.0,COP,Genérica
MCO899891603,Moneda Colombia 20 Centavos 1959 Usada Circulada,used,gold_special,https://articulo.mercadolibre.com.co/MCO-899891603-moneda-colombia-20-centavos-1959-usada-circulada-_JM,buy_it_now,MCO,MCO9355,MCO-COINS,10000,,1,True,2042-05-21T04:00:00.000Z,False,[],MCO1367,False,False,xd_drop_off,me2,[],,,285275226,IJGU IJGU,,,,,
MCO1277942922,Dúo Consecutivo 200 Pesos 7 Agosto 1975,used,gold_special,https://articulo.mercadolibre.com.co/MCO-1277942922-duo-consecutivo-200-pesos-7-agosto-1975-_JM,buy_it_now,MCO,MCO9356,MCO-COLLECTIBLE_BILLS,92000,,1,True,2043-02-27T04:00:00.000Z,False,[],MCO1367,False,False,drop_off,me2,[],,,91086457,NIKY6919,36.0,2555.56,0.0,COP,
MCO1322431151,"Martillo Mjolnir Thor Kratos Dios De La Guerra 49cms, 2kg",new,gold_pro,https://articulo.mercadolibre.com.co/MCO-1322431151-martillo-mjolnir-thor-kratos-dios-de-la-guerra-49cms-2kg-_JM,buy_it_now,MCO,MCO442246,MCO-COLLECTIBLE_SWORDS,1358405,1429900.0,1,True,2043-07-30T04:00:00.000Z,False,[],MCO1367,False,True,xd_drop_off,me2,['mandatory_free_shipping'],,,655393932,IMPOCOLOMBIA2,12.0,113200.42,0.0,COP,God Of War
MCO906599370,Moneda Chile 100 Pesos 2017 Bimetalica Usada Circulada,used,gold_special,https://articulo.mercadolibre.com.co/MCO-906599370-moneda-chile-100-pesos-2017-bimetalica-usada-circulada-_JM,buy_it_now,MCO,MCO9355,MCO-COINS,12000,,1,True,2042-06-05T04:00:00.000Z,False,[],MCO1367,False,False,xd_drop_off,me2,[],,,285275226,IJGU IJGU,,,,,
MCO1314889287,Alemania 20 Marcos,new,gold_special,https://articulo.mercadolibre.com.co/MCO-1314889287-alemania-20-marcos-_JM,buy_it_now,MCO,MCO9356,MCO-COLLECTIBLE_BILLS,15000,,1,True,2043-07-08T04:00:00.000Z,False,[],MCO1367,False,False,xd_drop_off,me2,['self_service_in'],,,748264739,COLECCIONES PRODUCTOSBOGOTA,,,,,
MCO1356814605,Antiguo Televisor  De 14 ' Funcionado ,used,gold_special,https://articulo.mercadolibre.com.co/MCO-1356814605-antiguo-televisor-de-14-funcionado-_JM,buy_it_now,MCO,MCO439433,MCO-ANTIQUES,245000,,1,True,2043-11-01T19:52:52.000Z,False,[],MCO1367,False,False,not_specified,not_specified,[],,,264966210,ANTIGÜEDADES VITANGE,36.0,6805.56,0.0,COP,Genérica
MCO916970533,Album Para 300 Monedas Antiguas Excelente Calidad 15 Hojas,new,gold_special,https://articulo.mercadolibre.com.co/MCO-916970533-album-para-300-monedas-antiguas-excelente-calidad-15-hojas-_JM,buy_it_now,MCO,MCO9355,MCO-COINS,80900,,1,True,2042-06-24T04:00:00.000Z,False,[],MCO1367,False,False,xd_drop_off,me2,"['MCO-chg-threshold-Jan-23', 'self_service_in']",,,572547717,ECONATION3000COM,36.0,2247.22,0.0,COP,Econation3000
MCO1946857606,Billete De Costa Rica Cinco Colones 1981,new,gold_special,https://articulo.mercadolibre.com.co/MCO-1946857606-billete-de-costa-rica-cinco-colones-1981-_JM,buy_it_now,MCO,MCO9356,MCO-COLLECTIBLE_BILLS,20000,,1,True,2043-09-28T04:00:00.000Z,False,[],MCO1367,False,False,xd_drop_off,me2,['self_service_in'],,,748264739,COLECCIONES PRODUCTOSBOGOTA,36.0,555.56,0.0,COP,
MCO1366136139,"Broche  De La Mano Del Rey De Juego De Tronos, Metal 7cm",new,gold_special,https://articulo.mercadolibre.com.co/MCO-1366136139-broche-de-la-mano-del-rey-de-juego-de-tronos-metal-7cm-_JM,buy_it_now,MCO,MCO1885,MCO-ANTIQUES,40000,,1,True,2043-11-24T04:00:00.000Z,False,[],MCO1367,False,False,xd_drop_off,me2,[],,,279622626,ADRIANFPUBLICIDAD,36.0,1111.11,0.0,COP,
