id,title,condition,listing_type_id,permalink,buying_mode,site_id,category_id,domain_id,price,original_price,available_quantity,official_store_id,accepts_mercadopago,stop_time,catalog_listing,promotions,official_store_name,category,shipping_store_pick_up,shipping_free_shipping,shipping_logistic_type,shipping_mode,shipping_tags,shipping_benefits,shipping_promise,seller_id,seller_nickname,installments_quantity,installments_amount,installments_rate,installments_currency_id,brand_value_name
MCO986676506,Turkiye Cumhuriyet 100.000 Turk Lisari,new,gold_special,https://articulo.mercadolibre.com.co/MCO-986676506-turkiye-cumhuriyet-100000-turk-lisari-_JM,buy_it_now,MCO,MCO9356,MCO-COLLECTIBLE_BILLS,10000,,1,,True,2042-10-06T04:00:00.000Z,False,[],,MCO1367,False,False,xd_drop_off,me2,['self_service_in'],,,748264739,COLECCIONES PRODUCTOSBOGOTA,,,,,
MCO528874917,Moneda Italia 1974 100 Liras 100  G. Marconi Nice Grade !!,used,gold_special,https://articulo.mercadolibre.com.co/MCO-528874917-moneda-italia-1974-100-liras-100-g-marconi-nice-grade--_JM,buy_it_now,MCO,MCO9355,MCO-COINS,14666,,1,,True,2042-11-16T18:16:10.000Z,False,[],,MCO1367,False,False,xd_drop_off,me2,[],,,95325698,RONCESVALLES2010,,,,,
MCO892953396,Coca Cola Mini Botellas Brasil 2014 Set Completo,new,gold_special,https://articulo.mercadolibre.com.co/MCO-892953396-coca-cola-mini-botellas-brasil-2014-set-completo-_JM,buy_it_now,MCO,MCO1885,MCO-ANTIQUES,155000,,1,,True,2042-07-18T01:51:38.000Z,False,[],,MCO1367,False,True,xd_drop_off,me2,['mandatory_free_shipping'],,,61994115,EILCOLOMBIAN,36.0,4305.56,0.0,COP,Coca-Cola
MCO1205303794,Soporte Pared Para Discos Victrola Va-75-esp,new,gold_special,https://articulo.mercadolibre.com.co/MCO-1205303794-soporte-pared-para-discos-victrola-va-75-esp-_JM,buy_it_now,MCO,MCO442105,MCO-ANTIQUES,155900,,1,209.0,True,2043-01-22T04:00:00.000Z,False,[],Teknopolis,MCO1367,False,False,not_specified,not_specified,[],,,205606809,TEKNOPOLISCOLOMBIA,36.0,4330.56,0.0,COP,Victrola
MCO599844034,50 Centavos 1932 Bogotá Marca De Ceca Remarcada Plata,used,gold_special,https://articulo.mercadolibre.com.co/MCO-599844034-50-centavos-1932-bogota-marca-de-ceca-remarcada-plata-_JM,buy_it_now,MCO,MCO9355,MCO-COINS,90000,,1,,True,2040-12-24T04:00:00.000Z,False,[],,MCO1367,False,False,xd_drop_off,me2,[],,,143141724,WORLD COLLECTIONS100,36.0,2500.0,0.0,COP,
MCO1168725819,Bavaria Reimpresión Etiquetas Antiguas No Más Chicha Y Bier ,new,gold_special,https://articulo.mercadolibre.com.co/MCO-1168725819-bavaria-reimpresion-etiquetas-antiguas-no-mas-chicha-y-bier-_JM,buy_it_now,MCO,MCO9356,MCO-COLLECTIBLE_BILLS,42000,,1,,True,2042-12-25T04:00:00.000Z,False,[],,MCO1367,False,False,xd_drop_off,me2,[],,,143141724,WORLD COLLECTIONS100,36.0,1166.67,0.0,COP,
MCO1307983291,Set X8 Placas Metálicas Segunda Edición Billete Colombiano,new,gold_pro,https://articulo.mercadolibre.com.co/MCO-1307983291-set-x8-placas-metalicas-segunda-edicion-billete-colombiano-_JM,buy_it_now,MCO,MCO1885,MCO-ANTIQUES,79900,,50,,True,2043-06-18T04:00:00.000Z,False,[],,MCO1367,False,False,xd_drop_off,me2,['self_service_in'],,,84864013,TIENDATHT,12.0,6658.33,0.0,COP,Genérica
MCO866046280,Colombia Moneda 20 Pesos 1989,new,gold_special,https://articulo.mercadolibre.com.co/MCO-866046280-colombia-moneda-20-pesos-1989-_JM,buy_it_now,MCO,MCO9355,MCO-COINS,12000,,1,,True,2042-02-26T04:00:00.000Z,False,[],,MCO1367,False,False,drop_off,me2,[],,,91086457,NIKY6919,,,,,
MCO1297191715,Billetes De 100 Dolares Dinero Realista Juego 300 Unidades,new,gold_special,https://articulo.mercadolibre.com.co/MCO-1297191715-billetes-de-100-dolares-dinero-realista-juego-300-unidades-_JM,buy_it_now,MCO,MCO9356,MCO-COLLECTIBLE_BILLS,139700,,1,,True,2043-05-16T04:00:00.000Z,False,[],,MCO1367,False,True,xd_drop_off,me2,['mandatory_free_shipping'],,,166877629,GETITO.CO,36.0,3880.56,0.0,COP,
MCO553338786,Bricero Italy Antiguo Cristal Opalizado Lámpara Precio X C/u,used,gold_pro,https://articulo.mercadolibre.com.co/MCO-553338786-bricero-italy-antiguo-cristal-opalizado-lampara-precio-x-cu-_JM,buy_it_now,MCO,MCO439433,MCO-ANTIQUES,45000,,1,,True,2041-06-12T16:00:48.000Z,False,[],,MCO1367,False,False,custom,custom,[],,,142560917,PULGUEROPERSACALI,12.0,3750.0,0.0,COP,ANTIQUES
MCO873369430,Moneda Aruba 10 Centavos De Florin 1988 Usado Circulado,used,gold_special,https://articulo.mercadolibre.com.co/MCO-873369430-moneda-aruba-10-centavos-de-florin-1988-usado-circulado-_JM,buy_it_now,MCO,MCO9355,MCO-COINS,5000,,1,,True,2042-03-17T04:00:00.000Z,False,[],,MCO1367,False,False,xd_drop_off,me2,[],,,285275226,IJGU IJGU,,,,,
MCO1595655528,Billete 5000 Pesos Serial Radar 09844890 31/ago/2013 Unc,new,gold_pro,https://articulo.mercadolibre.com.co/MCO-1595655528-billete-5000-pesos-serial-radar-09844890-31ago2013-unc-_JM,buy_it_now,MCO,MCO9356,MCO-COLLECTIBLE_BILLS,110000,,1,,True,2043-05-13T04:00:00.000Z,False,[],,MCO1367,False,True,xd_drop_off,me2,"['self_service_in', 'mandatory_free_shipping']",,,156347552,CAROLN2014,12.0,9166.67,0.0,COP,
MCO805471218,8×10cm Hot Foil Stamping Máquina De Estampado En Relieve Máq,new,gold_pro,https://articulo.mercadolibre.com.co/MCO-805471218-810cm-hot-foil-stamping-maquina-de-estampado-en-relieve-maq-_JM,buy_it_now,MCO,MCO416694,MCO-ANTIQUE_KNIVES,785881,,150,,True,2041-09-03T04:00:00.000Z,False,[],,MCO1367,False,True,cross_docking,me2,['mandatory_free_shipping'],,,744958781,QIANQIANCO,12.0,65490.08,0.0,COP,Genérica
MCO893981900,1982 S Ee. Uu. Juego De Prueba Embalaje Original Del Gobiern,new,gold_special,https://articulo.mercadolibre.com.co/MCO-893981900-1982-s-ee-uu-juego-de-prueba-embalaje-original-del-gobiern-_JM,buy_it_now,MCO,MCO9355,MCO-COINS,140000,,1,,True,2042-05-08T04:00:00.000Z,False,[],,MCO1367,False,True,cross_docking,me2,['mandatory_free_shipping'],,,451140712,FREE_ZONE_CO,36.0,3888.89,0.0,COP,
MCO591306253,"Artistic Wire  alambre (36,6 m, Calibre 28 alambre De Plata",new,gold_special,https://articulo.mercadolibre.com.co/MCO-591306253-artistic-wirealambre-366m-calibre-28alambre-de-plata-_JM,buy_it_now,MCO,MCO9356,MCO-COLLECTIBLE_BILLS,167000,,1,,True,2040-10-19T04:00:00.000Z,False,[],,MCO1367,False,True,cross_docking,me2,['mandatory_free_shipping'],,,192538642,MIBICY_COM,36.0,4638.89,0.0,COP,
