id,title,condition,listing_type_id,permalink,buying_mode,site_id,category_id,domain_id,price,available_quantity,accepts_mercadopago,stop_time,location,seller_contact,catalog_listing,promotions,category,shipping_store_pick_up,shipping_free_shipping,shipping_logistic_type,shipping_mode,shipping_tags,shipping_benefits,shipping_promise,seller_id,seller_nickname
MCO1395781583,Apartamento Reserva De Cañaveral Condominio Club Floridablanca,used,gold_premium,https://apartamento.mercadolibre.com.co/MCO-1395781583-apartamento-reserva-de-canaveral-condominio-club-floridablanca-_JM,classified,MCO,MCO1474,MCO-INDIVIDUAL_APARTMENTS_FOR_SALE,400000000,1,False,2024-08-22T04:00:00.000Z,"{'address_line': 'Floridablanca, Santander, Colombia', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {}, 'city': {'id': 'TUNPQ0ZMTzcwZTNh', 'name': 'Floridablanca'}, 'state': {'id': 'TUNPUFNBTnJlMjMw', 'name': 'Santander'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 7.0720568, 'longitude': -73.1068227}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1459,False,False,,not_specified,[],,,1682077478,COAR20240213131148
MCO1395771487,Casa Monteverde Calera ,used,gold_premium,https://casa.mercadolibre.com.co/MCO-1395771487-casa-monteverde-calera-_JM,classified,MCO,MCO1468,MCO-INDIVIDUAL_HOUSES_FOR_SALE,453000000,1,False,2024-08-22T04:00:00.000Z,"{'address_line': 'La Calera, Cundinamarca, Colombia', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkxBQzMyMDE4OA', 'name': 'La Calera'}, 'city': {'id': 'TUNPQ0xBWjFhZDU3', 'name': 'La Calera'}, 'state': {'id': 'TUNPUENVTmE3NmQ4', 'name': 'Cundinamarca'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.7191983, 'longitude': -73.9690753}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1459,False,False,,not_specified,[],,,1682077478,COAR20240213131148
MCO1395197185,"Lote En Venta Envigado Alto De Las Palmas, Vereda Perico",new,gold_premium,https://lote-casalote.mercadolibre.com.co/MCO-1395197185-lote-en-venta-envigado-alto-de-las-palmas-vereda-perico-_JM,classified,MCO,MCO52059,MCO-INDIVIDUAL_LANDS_FOR_SALE,890000000,1,False,2025-02-21T04:00:00.000Z,"{'address_line': 'Alto De Las Palmas Vereda Perico', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {}, 'city': {'id': 'TUNPQ0VOVjU5YjYx', 'name': 'Envigado'}, 'state': {'id': 'TUNPUEFOVGFiZWI3', 'name': 'Antioquia'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 6.175969, 'longitude': -75.5027676}","{'contact': 'Óptimos Espacios', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1459,False,False,,not_specified,[],,,1694770994,ESO20240221190049
MCO1395100321,Local En Segundo Piso,used,gold_premium,https://inmueble.mercadolibre.com.co/MCO-1395100321-local-en-segundo-piso-_JM,classified,MCO,MCO60849,MCO-BUILDINGS_FOR_RENT,3000000,1,False,2025-02-21T04:00:00.000Z,"{'address_line': 'Calle 72, Bogotá, Colombia', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQlBBTDIyOTgw', 'name': 'Palo Blanco'}, 'city': {'id': 'TUNPQ0VORzkzMTUz', 'name': 'Engativa'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.6851115, 'longitude': -74.092674}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1459,False,False,,not_specified,[],,,1680617812,ENCASA_INMOBILIARIA
MCO1393413237,"Venta De Lote De 75.000 Mt2 Para Proyecto Con Embalse En Guatape, Ant.",new,gold_premium,https://lote-casalote.mercadolibre.com.co/MCO-1393413237-venta-de-lote-de-75000-mt2-para-proyecto-con-embalse-en-guatape-ant-_JM,classified,MCO,MCO52059,MCO-INDIVIDUAL_LANDS_FOR_SALE,4500000000,1,False,2025-02-18T04:00:00.000Z,"{'address_line': 'Vereda La Peña', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {}, 'city': {'id': 'TUNPQ0dVQTdjMmNk', 'name': 'Guatapé'}, 'state': {'id': 'TUNPUEFOVGFiZWI3', 'name': 'Antioquia'}, 'country': {'id': 'CO', 'name': 'Colombia'}}","{'contact': 'CasaImpacto Inmobiliaria', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1459,False,False,,not_specified,[],,,1083787315,CASA_IMPACTO INMOBILIARIA
MCO2215312066,"Apartamento En Venta En San Antonio De Prado, 2, Habitaciones",used,gold_premium,https://apartamento.mercadolibre.com.co/MCO-2215312066-apartamento-en-venta-en-san-antonio-de-prado-2-habitaciones-_JM,classified,MCO,MCO1474,MCO-INDIVIDUAL_APARTMENTS_FOR_SALE,240000000,1,False,2024-08-17T04:00:00.000Z,"{'address_line': 'Carrera 58 & Calle 48 Sur, Medellín, Antioquia, Colombia', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQlNBTjUxNjM4Ng', 'name': 'San Antonio de Prado'}, 'city': {'id': 'TUNPQ01FRGRjNjc4', 'name': 'Medellín'}, 'state': {'id': 'TUNPUEFOVGFiZWI3', 'name': 'Antioquia'}, 'country': {'id': 'CO', 'name': 'Colombia'}}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1459,False,False,,not_specified,[],,,1230668903,ANDRESHPROPIEDADES
MCO1394575303,Vendo Lote Todo Encerrado En El Barrio Urbanizacion Pereira Via Juanchito Con Todos Sus Servicios,used,gold_premium,https://lote-casalote.mercadolibre.com.co/MCO-1394575303-vendo-lote-todo-encerrado-en-el-barrio-urbanizacion-pereira-via-juanchito-con-todos-sus-servicios-_JM,classified,MCO,MCO52059,MCO-INDIVIDUAL_LANDS_FOR_SALE,960000000,1,False,2025-02-20T04:00:00.000Z,"{'address_line': 'Cra. 7s Bis, Puerto Nuevo, Cali, Valle del Cauca, Colombia', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQlBVRTU2NTYyMQ', 'name': 'Puerto Nuevo'}, 'city': {'id': 'TUNPQ0NBTDYyZDA0', 'name': 'Cali'}, 'state': {'id': 'TUNPUFZBTGExNmNjNg', 'name': 'Valle Del Cauca'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 3.4536412, 'longitude': -76.4824225}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1459,False,False,,not_specified,[],,,1341510919,DIANA JIMENEZASESORIAINMOBILIA
MCO2223861086,Local Esquinero Calle 72,used,gold_premium,https://inmueble.mercadolibre.com.co/MCO-2223861086-local-esquinero-calle-72-_JM,classified,MCO,MCO50560,MCO-RETAIL_SPACE_FOR_RENT,6300000,1,False,2025-02-22T04:00:00.000Z,"{'address_line': 'Calle 72 #52, Norte Centro Historico, Barranquilla, Atlántico, Colombia', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkNPTDU5NTgyMA', 'name': 'Colombia'}, 'city': {'id': 'TUNPQ0JBUjkzOTg0', 'name': 'Barranquilla'}, 'state': {'id': 'TUNPUEFUTG9mNDk5', 'name': 'Atlántico'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 10.9960813, 'longitude': -74.8044225}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1459,False,False,,not_specified,[],,,760808263,ILBIENESRAICES
MCO2215399764,"Bodega En Arriendo, Fontibon, Sobre Via Principal ",used,gold_premium,https://inmueble.mercadolibre.com.co/MCO-2215399764-bodega-en-arriendo-fontibon-sobre-via-principal-_JM,classified,MCO,MCO50565,MCO-WAREHOUSES_FOR_RENT,54700000,1,False,2025-02-18T04:00:00.000Z,"{'address_line': 'Fontibon', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {}, 'city': {'id': 'TUNPQ0ZPTjcyNzAz', 'name': 'Fontibón'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.6789042, 'longitude': -74.1541324}","{'contact': 'STEVEEN MARTINEZ', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1459,False,False,,not_specified,[],,,296979004,HOUSESOLUCIONESINMOBILIARIAS
MCO1395805633,Oferta Apto Nilo Cundinamarca,used,gold_premium,https://apartamento.mercadolibre.com.co/MCO-1395805633-oferta-apto-nilo-cundinamarca-_JM,classified,MCO,MCO1474,MCO-INDIVIDUAL_APARTMENTS_FOR_SALE,363377000,1,False,2024-08-22T04:00:00.000Z,"{'address_line': 'Nilo, Cundinamarca, Colombia', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {}, 'city': {'id': 'TUNPQ05JTDNmZDJh', 'name': 'Nilo'}, 'state': {'id': 'TUNPUENVTmE3NmQ4', 'name': 'Cundinamarca'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.307339, 'longitude': -74.619935}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1459,False,False,,not_specified,[],,,1682077478,COAR20240213131148
