id,title,condition,listing_type_id,permalink,buying_mode,site_id,category_id,domain_id,price,original_price,available_quantity,accepts_mercadopago,stop_time,catalog_listing,promotions,category,shipping_store_pick_up,shipping_free_shipping,shipping_logistic_type,shipping_mode,shipping_tags,shipping_benefits,shipping_promise,seller_id,seller_nickname,installments_quantity,installments_amount,installments_rate,installments_currency_id,brand_value_name
MCO499475436,Llavero Lujo Carro Elegante Marca Logo Volkswagen Accesorio ,new,gold_special,https://articulo.mercadolibre.com.co/MCO-499475436-llavero-lujo-carro-elegante-marca-logo-volkswagen-accesorio-_JM,buy_it_now,MCO,MCO172914,MCO-KEYCHAINS,27990,,1,True,2042-11-25T14:07:58.000Z,False,[],MCO1367,False,False,xd_drop_off,me2,['self_service_in'],,,262782175,GUZMANYULE,36.0,777.5,0.0,COP,Genérica
MCO1367973711,Moneda De La Oea 5000 Año 1998 En Su Propio Blisters .,new,gold_pro,https://articulo.mercadolibre.com.co/MCO-1367973711-moneda-de-la-oea-5000-ano-1998-en-su-propio-blisters--_JM,buy_it_now,MCO,MCO9355,MCO-COINS,400000,,1,True,2043-11-28T04:00:00.000Z,False,[],MCO1367,False,True,xd_drop_off,me2,['mandatory_free_shipping'],,,37389731,PUPI_650,12.0,33333.33,0.0,COP,OEA
MCO498731145,Colombia 200 Pesos Oro 1 Noviembre 1988,new,gold_special,https://articulo.mercadolibre.com.co/MCO-498731145-colombia-200-pesos-oro-1-noviembre-1988-_JM,buy_it_now,MCO,MCO9356,MCO-COLLECTIBLE_BILLS,15000,,1,True,2038-12-18T04:00:00.000Z,False,[],MCO1367,False,False,drop_off,me2,[],,,91086457,NIKY6919,,,,,
MCO621251606,Bandera De Colombia Tricolor Selección 1mtr X1.5mtr Tifón,new,gold_pro,https://articulo.mercadolibre.com.co/MCO-621251606-bandera-de-colombia-tricolor-seleccion-1mtr-x15mtr-tifon-_JM,buy_it_now,MCO,MCO393901,MCO-FLAGS,26000,,1,True,2041-04-30T04:00:00.000Z,False,[],MCO1367,False,False,cross_docking,me2,['self_service_in'],,,687395989,HOBBYHOUSE.COM,12.0,2166.67,0.0,COP,
MCO1164987939,50 Centavos 1958 Nueva,new,gold_special,https://articulo.mercadolibre.com.co/MCO-1164987939-50-centavos-1958-nueva-_JM,buy_it_now,MCO,MCO9355,MCO-COINS,80000,,1,True,2042-12-23T04:00:00.000Z,False,[],MCO1367,False,False,xd_drop_off,me2,[],,,143141724,WORLD COLLECTIONS100,36.0,2222.22,0.0,COP,
MCO1788857316,Libano 10000 Libras 2021,new,gold_special,https://articulo.mercadolibre.com.co/MCO-1788857316-libano-10000-libras-2021-_JM,buy_it_now,MCO,MCO9356,MCO-COLLECTIBLE_BILLS,13000,,1,True,2043-08-10T04:00:00.000Z,False,[],MCO1367,False,False,drop_off,me2,[],,,91086457,NIKY6919,,,,,
MCO622854570,Medalla San Benito Llavero Doble Cara Metal Plateado ,new,gold_special,https://articulo.mercadolibre.com.co/MCO-622854570-medalla-san-benito-llavero-doble-cara-metal-plateado-_JM,buy_it_now,MCO,MCO172914,MCO-KEYCHAINS,10260,,1,True,2041-05-07T04:00:00.000Z,False,[],MCO1367,False,False,cross_docking,me2,['self_service_in'],,,432789495,INVERSIONES MAZUGI,,,,,Mazugi
MCO493733564,Guyana 50 Dolares 2016,new,gold_special,https://articulo.mercadolibre.com.co/MCO-493733564-guyana-50-dolares-2016-_JM,buy_it_now,MCO,MCO9356,MCO-COLLECTIBLE_BILLS,18000,,1,True,2038-11-14T04:00:00.000Z,False,[],MCO1367,False,False,drop_off,me2,[],,,91086457,NIKY6919,,,,,n
MCO940869007,Llavero De Lujo Para Moto Excelente Calidad Logo Honda Hrc,new,gold_special,https://articulo.mercadolibre.com.co/MCO-940869007-llavero-de-lujo-para-moto-excelente-calidad-logo-honda-hrc-_JM,buy_it_now,MCO,MCO172914,MCO-KEYCHAINS,19855,20900.0,1,True,2044-01-30T14:45:15.274Z,False,[],MCO1367,False,False,xd_drop_off,me2,['self_service_in'],,,262782175,GUZMANYULE,36.0,551.53,0.0,COP,Genérica
MCO895815433,Franklin Pierce Us Presidential Dollar Un Solo Moneda Por Mo,new,gold_special,https://articulo.mercadolibre.com.co/MCO-895815433-franklin-pierce-us-presidential-dollar-un-solo-moneda-por-mo-_JM,buy_it_now,MCO,MCO9355,MCO-COINS,119000,,1,True,2042-05-13T04:00:00.000Z,False,[],MCO1367,False,True,cross_docking,me2,['mandatory_free_shipping'],,,660574270,TATITEL.CO,36.0,3305.56,0.0,COP,
MCO946711596,Macedonia 10 Macedonios 2007,new,gold_special,https://articulo.mercadolibre.com.co/MCO-946711596-macedonia-10-macedonios-2007-_JM,buy_it_now,MCO,MCO9356,MCO-COLLECTIBLE_BILLS,16000,,1,True,2042-08-15T04:00:00.000Z,False,[],MCO1367,False,False,drop_off,me2,[],,,91086457,NIKY6919,,,,,
MCO601477397,Llavero Lujo Elegant Marca Mercedes Benz Clase A B C E G M ,new,gold_special,https://articulo.mercadolibre.com.co/MCO-601477397-llavero-lujo-elegant-marca-mercedes-benz-clase-a-b-c-e-g-m-_JM,buy_it_now,MCO,MCO172914,MCO-KEYCHAINS,24900,,1,True,2042-12-02T05:05:15.000Z,False,[],MCO1367,False,False,xd_drop_off,me2,['self_service_in'],,,262782175,GUZMANYULE,36.0,691.67,0.0,COP,Genérica
MCO1972247868,Moneda Filipinas 1.894,new,gold_pro,https://articulo.mercadolibre.com.co/MCO-1972247868-moneda-filipinas-1894-_JM,buy_it_now,MCO,MCO9355,MCO-COINS,53910,59900.0,1,True,2043-10-14T04:00:00.000Z,False,[],MCO1367,False,True,xd_drop_off,me2,[],,,80417616,KOMBUSTIBLE 26,12.0,4492.5,0.0,COP,Filipinas
MCO612876409,"Abanico Madera Stikers Ahds Boda, Matrimonio, Shower 15 Años",new,gold_special,https://articulo.mercadolibre.com.co/MCO-612876409-abanico-madera-stikers-ahds-boda-matrimonio-shower-15-anos-_JM,buy_it_now,MCO,MCO442135,MCO-FANS,4000,,1,True,2041-03-15T04:00:00.000Z,False,[],MCO1367,False,False,cross_docking,me2,[],,,117759656,GLORIAJJW,,,,,Studio. G  Fotografia
MCO1351707143,Burundí 500 Francos 2018,new,gold_special,https://articulo.mercadolibre.com.co/MCO-1351707143-burundi-500-francos-2018-_JM,buy_it_now,MCO,MCO9356,MCO-COLLECTIBLE_BILLS,16000,,1,True,2043-10-19T04:00:00.000Z,False,[],MCO1367,False,False,drop_off,me2,[],,,91086457,NIKY6919,,,,,
MCO1352570285,Moneda Reina De Las Españas,new,gold_pro,https://articulo.mercadolibre.com.co/MCO-1352570285-moneda-reina-de-las-espanas-_JM,buy_it_now,MCO,MCO9355,MCO-COINS,69900,,1,True,2043-10-21T04:00:00.000Z,False,[],MCO1367,False,True,xd_drop_off,me2,[],,,80417616,KOMBUSTIBLE 26,12.0,5825.0,0.0,COP,Isabel
MCO528877649,Set De Quidditch Colección De Harry Potter,new,gold_special,https://articulo.mercadolibre.com.co/MCO-528877649-set-de-quidditch-coleccion-de-harry-potter-_JM,buy_it_now,MCO,MCO1885,MCO-ANTIQUES,258550,,1,True,2039-08-03T04:00:00.000Z,False,[],MCO1367,False,True,cross_docking,me2,['mandatory_free_shipping'],,,218237182,SIMARO.CO,36.0,7181.94,0.0,COP,Running Press
MCO453216286,Indonesia 5000 Rupias 2022,new,gold_special,https://articulo.mercadolibre.com.co/MCO-453216286-indonesia-5000-rupias-2022-_JM,buy_it_now,MCO,MCO9356,MCO-COLLECTIBLE_BILLS,12000,,1,True,2037-07-24T15:58:54.000Z,False,[],MCO1367,False,False,drop_off,me2,[],,,91086457,NIKY6919,,,,,
MCO492927061,Llavero Casco Moto Tipo Jet Cafe Racer Miniatura Blanco,new,gold_special,https://articulo.mercadolibre.com.co/MCO-492927061-llavero-casco-moto-tipo-jet-cafe-racer-miniatura-blanco-_JM,buy_it_now,MCO,MCO172914,MCO-KEYCHAINS,13500,,1,True,2043-01-29T22:00:08.000Z,False,[],MCO1367,False,False,xd_drop_off,me2,['self_service_in'],,,262782175,GUZMANYULE,,,,,Genérica
MCO610950584,Colombia 20 Pesos 1 Enero 1983,new,gold_special,https://articulo.mercadolibre.com.co/MCO-610950584-colombia-20-pesos-1-enero-1983-_JM,buy_it_now,MCO,MCO9356,MCO-COLLECTIBLE_BILLS,10000,,1,True,2041-03-03T04:00:00.000Z,False,[],MCO1367,False,False,drop_off,me2,[],,,91086457,NIKY6919,,,,,
