id,title,condition,catalog_product_id,listing_type_id,permalink,buying_mode,site_id,category_id,domain_id,price,original_price,available_quantity,official_store_id,official_store_name,accepts_mercadopago,stop_time,catalog_listing,promotions,category,shipping_store_pick_up,shipping_free_shipping,shipping_logistic_type,shipping_mode,shipping_tags,shipping_benefits,shipping_promise,seller_id,seller_nickname,installments_quantity,installments_amount,installments_rate,installments_currency_id,brand_value_name
MCO1372627253,1 Llanta 215/55r16 Yokohama Advan Fleva V701 93w 110170176,new,MCO20660411,gold_special,https://www.mercadolibre.com.co/1-llanta-21555r16-yokohama-advan-fleva-v701-93w-110170176/p/MCO20660411,buy_it_now,MCO,MCO23030,MCO-AUTOMOTIVE_TIRES,584910,,1,1175.0,Tullantacom,True,2043-12-13T04:00:00.000Z,True,[],MCO1747,False,True,drop_off,me2,['mandatory_free_shipping'],,,522571010,TULLANTA,36.0,16247.5,0.0,COP,Yokohama
MCO1361482627,Llanta 100/80-17 Tl 8pr Pg74t Grizzly Max,new,MCO26013246,gold_special,https://www.mercadolibre.com.co/llanta-10080-17-tl-8pr-pg74t-grizzly-max/p/MCO26013246,buy_it_now,MCO,MCO167778,MCO-MOTORCYCLE_TIRES,126350,133000.0,1,1389.0,Grizzly Max,True,2043-11-12T04:00:00.000Z,True,[],MCO1747,False,True,cross_docking,me2,['mandatory_free_shipping'],,,656512207,REENCAFÉ SAS,36.0,3509.72,0.0,COP,Grizzly Max
MCO807125978,Carpas Impermeables Niños Ropa Lluvia Vestuario Invierno,new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-807125978-carpas-impermeables-ninos-ropa-lluvia-vestuario-invierno-_JM,buy_it_now,MCO,MCO90075,MCO-MOTORCYCLE_RAIN_SUITS,28560,35700.0,1,,,True,2043-04-16T04:10:35.000Z,False,[],MCO1747,False,False,xd_drop_off,me2,['self_service_in'],,,819796248,JAIVISA COLOMBIA,12.0,2380.0,0.0,COP,Cute Rain Coat
MCO1037054269,Tapetes Termoformados Mate Todoparts Mazda 2 2016 A 2023,new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-1037054269-tapetes-termoformados-mate-todoparts-mazda-2-2016-a-2023-_JM,buy_it_now,MCO,MCO87916,MCO-VEHICLE_MATS,522405,549900.0,50,964.0,FoxCol,True,2042-10-29T04:00:00.000Z,False,[],MCO1747,False,True,drop_off,me2,['mandatory_free_shipping'],,,418992324,FOXCOL TIENDA,12.0,43533.75,0.0,COP,Todoparts
MCO2041020056,Ambientador Simoniz Shick Gel 80g Gel,new,MCO26804120,gold_special,https://www.mercadolibre.com.co/ambientador-simoniz-shick-gel-80g-gel/p/MCO26804120,buy_it_now,MCO,MCO424978,MCO-VEHICLE_AIR_FRESHENERS,22673,,1,,,True,2043-12-22T20:53:42.581Z,True,[],MCO1747,False,False,xd_drop_off,me2,['self_service_in'],,,1022943701,SHOPI. BIKE,36.0,629.81,0.0,COP,Simoniz
MCO1728094246,Base Termostato Sonic Tracker Cruze En Aluminio ,new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-1728094246-base-termostato-sonic-tracker-cruze-en-aluminio-_JM,buy_it_now,MCO,MCO174867,MCO-VEHICLE_ENGINE_COOLANT_THERMOSTATS,115000,,1,,,True,2043-07-16T04:00:00.000Z,False,[],MCO1747,False,True,fulfillment,me2,"['fulfillment', 'self_service_in', 'mandatory_free_shipping']",,,432957960,VIRTUALDRIVE BOGOTA,12.0,9583.33,0.0,COP,Chevrolet
MCO989114625,"Carpa Pijama Para Moto Con Maletero, Contra Rayos Uv ",new,,gold_special,https://articulo.mercadolibre.com.co/MCO-989114625-carpa-pijama-para-moto-con-maletero-contra-rayos-uv-_JM,buy_it_now,MCO,MCO432971,MCO-VEHICLE_COVERS,59900,,500,,,True,2042-10-08T04:00:00.000Z,False,[],MCO1747,False,False,cross_docking,me2,[],,,216893546,LAVEF SAS,36.0,1663.89,0.0,COP,LAVEF
MCO2215439794,Aspiradora Truper Asp-12 45l Sólidos Y Líquidos 5hp 127v Color Naranja/negro 120v,new,MCO18758585,gold_pro,https://www.mercadolibre.com.co/aspiradora-truper-asp-12-45l-solidos-y-liquidos-5hp-127v-color-naranjanegro-120v/p/MCO18758585,buy_it_now,MCO,MCO424979,MCO-VACUUM_AND_STEAM_CLEANERS,528000,,1,,,True,2044-02-14T04:00:00.000Z,True,[],MCO1747,False,True,xd_drop_off,me2,"['self_service_in', 'mandatory_free_shipping']",,,1331254489,RODRIGUEZPAOLA20230315105756,12.0,44000.0,0.0,COP,Truper
MCO801042039,Forro Timon Protector Carro Funda Vinil - Cuero Kit Completo,new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-801042039-forro-timon-protector-carro-funda-vinil-cuero-kit-completo-_JM,buy_it_now,MCO,MCO173824,MCO-VEHICLE_STEERING_WHEELS,34900,,1,,,True,2041-08-24T04:00:00.000Z,False,[],MCO1747,False,False,fulfillment,me2,['fulfillment'],,,379392488,LUJOSYACCESORIOS JP,12.0,2908.33,0.0,COP,TIM-ON
MCO1327769675,Toalla De Microfibra Meguiars Supreme  Microfibra,new,MCO21622913,gold_special,https://www.mercadolibre.com.co/toalla-de-microfibra-meguiars-supreme-microfibra/p/MCO21622913,buy_it_now,MCO,MCO424491,MCO-CLEANING_CLOTHS,90000,,1,,,True,2043-08-13T04:00:00.000Z,True,[],MCO1747,False,True,xd_drop_off,me2,"['self_service_out', 'mandatory_free_shipping']",,,271327889,AUTOBOUTIQUESAS,36.0,2500.0,0.0,COP,Meguiar's
MCO493194080,Set Fundas Asiento Forro Protector Silla 11 Piezas Sparco ,new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-493194080-set-fundas-asiento-forro-protector-silla-11-piezas-sparco-_JM,buy_it_now,MCO,MCO178000,MCO-VEHICLE_SEAT_COVERS,169900,179900.0,1,642.0,Sparco Corsa,True,2039-11-07T21:14:08.000Z,False,[],MCO1747,False,True,fulfillment,me2,"['fulfillment', 'self_service_out', 'mandatory_free_shipping']",,,353899337,COMERCIALLACABRERASAS,12.0,14158.33,0.0,COP,Sparco
MCO811538235,Carpa Para Moto Contra Rayos Uv Con Argolla Metálica Talla L,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-811538235-carpa-para-moto-contra-rayos-uv-con-argolla-metalica-talla-l-_JM,buy_it_now,MCO,MCO90075,MCO-MOTORCYCLE_RAIN_SUITS,52155,54900.0,50,,,True,2041-09-17T04:00:00.000Z,False,[],MCO1747,False,False,cross_docking,me2,[],,,216893546,LAVEF SAS,36.0,1448.75,0.0,COP,LAVEF
MCO549774708,Tapa Centro Rin Suzuki Grand Vitara Ertiga Celerio,new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-549774708-tapa-centro-rin-suzuki-grand-vitara-ertiga-celerio-_JM,buy_it_now,MCO,MCO116350,MCO-VEHICLE_EMBLEMS,10000,,1,,,True,2042-10-27T21:31:41.000Z,False,[],MCO1747,False,False,fulfillment,me2,"['fulfillment', 'self_service_out']",,,246588922,IMPORTADORALGH,,,,,Suzuki
MCO1941825132,Llanta Bicicleta Chaoyang Plegable 700x25 Antipinchazo Ruta Color Negro,new,MCO27204041,gold_special,https://www.mercadolibre.com.co/llanta-bicicleta-chaoyang-plegable-700x25-antipinchazo-ruta-color-negro/p/MCO27204041,buy_it_now,MCO,MCO158251,MCO-BICYCLE_TIRES,86000,,1,,,True,2043-09-26T04:00:00.000Z,True,[],MCO1747,False,False,xd_drop_off,me2,"['MCO-chg-threshold-Jan-23', 'self_service_in']",,,180307134,SMARTECH BICYCLES,36.0,2388.89,0.0,COP,Chaoyang
MCO1393642525,Llanta Ovation 225/65 R17 Vi-286 Ht Ecovision,new,MCO33121912,gold_special,https://www.mercadolibre.com.co/llanta-ovation-22565-r17-vi-286-ht-ecovision/p/MCO33121912,buy_it_now,MCO,MCO23030,MCO-AUTOMOTIVE_TIRES,388900,,50,2.0,Virtualllantas,True,2044-02-14T04:00:00.000Z,True,[],MCO1747,False,True,xd_drop_off,me2,['mandatory_free_shipping'],,,661837973,VIRTUALLLANTAS.SAS,36.0,10802.78,0.0,COP,Ovation
