id,title,condition,catalog_product_id,listing_type_id,permalink,buying_mode,site_id,category_id,domain_id,price,original_price,available_quantity,accepts_mercadopago,stop_time,catalog_listing,promotions,category,shipping_store_pick_up,shipping_free_shipping,shipping_logistic_type,shipping_mode,shipping_tags,shipping_benefits,shipping_promise,seller_id,seller_nickname,installments_quantity,installments_amount,installments_rate,installments_currency_id,brand_value_name
MCO1684121068,Vaso Pitillo Sorpresa Amy Rose Sonic X6  Fiesta Infantil ,new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-1684121068-vaso-pitillo-sorpresa-amy-rose-sonic-x6-fiesta-infantil-_JM,buy_it_now,MCO,MCO118212,MCO-PINATAS,22000,,1,True,2043-06-25T04:00:00.000Z,False,[],MCO118204,False,False,cross_docking,me2,['self_service_in'],,,1196168641,LA JUGUETERIA2022,12.0,1833.33,0.0,COP,LA JUGUETERIA
MCO1009281402,Mascara Anonymous V Vendetta Purga Golden Edition Vip,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-1009281402-mascara-anonymous-v-vendetta-purga-golden-edition-vip-_JM,buy_it_now,MCO,MCO157459,MCO-PARTY_MASKS,23990,,1,True,2042-10-16T04:00:00.000Z,False,[],MCO118204,False,False,cross_docking,me2,['self_service_in'],,,17691737,MIELTECH,36.0,666.39,0.0,COP,Mieltech
MCO614413706,Cajita Feliz Sorpresas X12und Sonic,new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-614413706-cajita-feliz-sorpresas-x12und-sonic-_JM,buy_it_now,MCO,MCO8591,MCO-SOUVENIRS,20000,,500,True,2041-03-26T04:00:00.000Z,False,[],MCO118204,False,False,xd_drop_off,me2,[],,,207125861,FIESTA ARLEQUIN1,12.0,1666.67,0.0,COP,
MCO1197478116,Bouquet 5 Pcs Dinosaurio Cuello Largo + Numero Set De Globos,new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-1197478116-bouquet-5-pcs-dinosaurio-cuello-largo-numero-set-de-globos-_JM,buy_it_now,MCO,MCO435356,MCO-PARTY_DECORATION_KITS,19500,,50,True,2043-01-14T04:00:00.000Z,False,[],MCO118204,False,False,cross_docking,me2,['self_service_in'],,,1196168641,LA JUGUETERIA2022,,,,,CYM
MCO1304563669,Globo Numero Dorado 1 2 3 4 5 6 7 8 9 0 Altura 82 Cm,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-1304563669-globo-numero-dorado-1-2-3-4-5-6-7-8-9-0-altura-82-cm-_JM,buy_it_now,MCO,MCO435877,MCO-BALLOONS,4700,,500,True,2043-06-05T04:00:00.000Z,False,[],MCO118204,False,False,xd_drop_off,me2,['self_service_in'],,,1026596468,GLOBOS_Y_PELUCHES_MASMELO,,,,,Genérica
MCO842684297,Globo Metalizado Ovni Platillo Volador Espacial 52x60cm,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-842684297-globo-metalizado-ovni-platillo-volador-espacial-52x60cm-_JM,buy_it_now,MCO,MCO435877,MCO-BALLOONS,6990,,50,True,2041-12-11T04:00:00.000Z,False,[],MCO118204,False,False,xd_drop_off,me2,['self_service_in'],,,573609394,PELUCHES MASMELO,,,,,Genérica
MCO1197473226,Bouquet 5 Pcs Plim Plim + Numero Set De Globos,new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-1197473226-bouquet-5-pcs-plim-plim-numero-set-de-globos-_JM,buy_it_now,MCO,MCO435356,MCO-PARTY_DECORATION_KITS,18500,,50,True,2043-01-14T04:00:00.000Z,False,[],MCO118204,False,False,cross_docking,me2,['self_service_in'],,,1196168641,LA JUGUETERIA2022,,,,,CYM
MCO863515896,Juego Apex Octane Reliquia Cosplay Mariposa Baliso Paquete D,new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-863515896-juego-apex-octane-reliquia-cosplay-mariposa-baliso-paquete-d-_JM,buy_it_now,MCO,MCO8591,MCO-SOUVENIRS,119248,,1,True,2042-02-18T04:00:00.000Z,False,[],MCO118204,False,True,cross_docking,me2,['mandatory_free_shipping'],,,799369795,UNIQUECO,12.0,9937.33,0.0,COP,
MCO1703129602,Vara De Luz Led Neón Hora Loca Fiesta Luces De Colores Decor,new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-1703129602-vara-de-luz-led-neon-hora-loca-fiesta-luces-de-colores-decor-_JM,buy_it_now,MCO,MCO432047,MCO-PARTY_SUPPLY_KITS,5900,,50,True,2043-07-05T04:00:00.000Z,False,[],MCO118204,False,False,cross_docking,me2,['self_service_in'],,,480483865,VEES6706847,,,,,Hobby
MCO1295981771,Globo Forma De Fresa Frutas Comida Dulce Candy 60x50cm,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-1295981771-globo-forma-de-fresa-frutas-comida-dulce-candy-60x50cm-_JM,buy_it_now,MCO,MCO435877,MCO-BALLOONS,6900,,1,True,2043-05-12T04:00:00.000Z,False,[],MCO118204,False,False,xd_drop_off,me2,['self_service_in'],,,573609394,PELUCHES MASMELO,,,,,Genérica
