id,title,condition,catalog_product_id,listing_type_id,permalink,buying_mode,site_id,category_id,domain_id,price,original_price,available_quantity,official_store_id,accepts_mercadopago,stop_time,catalog_listing,promotions,official_store_name,category,shipping_store_pick_up,shipping_free_shipping,shipping_logistic_type,shipping_mode,shipping_tags,shipping_benefits,shipping_promise,seller_id,seller_nickname,installments_quantity,installments_amount,installments_rate,installments_currency_id,brand_value_name
MCO2163173710,Intercomunicador Auriculares Casco Bluetooh Bt12 Moto Musica,new,MCO23892470,gold_pro,https://www.mercadolibre.com.co/intercomunicador-auriculares-casco-bluetooh-bt12-moto-musica/p/MCO23892470,buy_it_now,MCO,MCO90069,MCO-MOTORCYCLE_INTERCOMMUNICATORS,61524,,100,,True,2044-01-14T04:00:00.000Z,True,[],,MCO1747,False,False,xd_drop_off,me2,['self_service_in'],,,42485793,MOBILEK2011,12.0,5127.0,0.0,COP,Sikeo
MCO1022676703,Protector Forro Cubre Asiento Carro Perros Mascotas Petpal,new,MCO28306370,gold_special,https://articulo.mercadolibre.com.co/MCO-1022676703-protector-forro-cubre-asiento-carro-perros-mascotas-petpal-_JM,buy_it_now,MCO,MCO407376,MCO-AUTOMOTIVE_PET_SEAT_COVERS,129990,149990.0,50,,True,2042-10-22T04:00:00.000Z,False,[],,MCO1747,False,True,fulfillment,me2,"['fulfillment', 'self_service_out', 'mandatory_free_shipping']",,,160820235,BUILDER CO,36.0,3610.83,0.0,COP,PetPal
MCO468073609,Limpiador De Inyectores De Motor A Gasolina Liqui Moly 300ml,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-468073609-limpiador-de-inyectores-de-motor-a-gasolina-liqui-moly-300ml-_JM,buy_it_now,MCO,MCO166028,MCO-VEHICLE_FUEL_INJECTORS,42900,,500,,True,2040-07-12T22:08:56.000Z,False,[],,MCO1747,False,False,cross_docking,me2,['self_service_in'],,,31508529,JAVMARINOMOLINA,36.0,1191.67,0.0,COP,Liqui Moly
MCO1334258689,Mini Compresor Inflador Portátil Xiaomi Color Negro,new,MCO21954302,gold_special,https://www.mercadolibre.com.co/mini-compresor-inflador-portatil-xiaomi-color-negro/p/MCO21954302,buy_it_now,MCO,MCO370796,MCO-AIR_COMPRESSORS,199009,,1,,True,2043-08-28T04:00:00.000Z,True,[],,MCO1747,False,True,xd_drop_off,me2,"['self_service_in', 'mandatory_free_shipping']",,,1240103180,GSM_TECHNOLOGY,36.0,5528.03,0.0,COP,Xiaomi
MCO1318967321,Eslinga Con Ratchet Reata Correa Media 400kg Truper 101739,new,MCO24776680,gold_special,https://www.mercadolibre.com.co/eslinga-con-ratchet-reata-correa-media-400kg-truper-101739/p/MCO24776680,buy_it_now,MCO,MCO430581,MCO-VEHICLE_TOW_ROPES,37488,37488.0,1,1961.0,True,2043-07-20T04:00:00.000Z,True,[],GM Comunicaciones,MCO1747,False,False,fulfillment,me2,"['fulfillment', 'self_service_in']",,,147458773,GMCOMUNICACIONESY ELECTRONICA,36.0,1041.33,0.0,COP,Truper
MCO2181215724,Candado Para Disco De Moto,new,MCO28829772,gold_special,https://www.mercadolibre.com.co/candado-para-disco-de-moto/p/MCO28829772,buy_it_now,MCO,MCO90072,MCO-BICYCLE_AND_MOTORCYCLE_ALARMS,40900,,1,,True,2044-01-23T04:00:00.000Z,True,[],,MCO1747,False,False,xd_drop_off,me2,['self_service_in'],,,822638329,MALLIMPORT_7,36.0,1136.11,0.0,COP,Genérica
MCO2080394114,Espejo Retrovisor Con Cámara Táctil 9.66 Inch Dvr 1080p P2,new,MCO28368900,gold_pro,https://www.mercadolibre.com.co/espejo-retrovisor-con-camara-tactil-966-inch-dvr-1080p-p2/p/MCO28368900,buy_it_now,MCO,MCO177991,MCO-VEHICLE_CAMERAS,229900,,100,,True,2043-11-30T04:00:00.000Z,True,[],,MCO1747,False,True,xd_drop_off,me2,['mandatory_free_shipping'],,,1201272393,COLMETECNO SAS,12.0,19158.33,0.0,COP,Genérica
MCO548989931,Espejo Retrovisor Punto Ciego 360 Grados  - 2 Unidades,new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-548989931-espejo-retrovisor-punto-ciego-360-grados-2-unidades-_JM,buy_it_now,MCO,MCO174843,MCO-LIGHT_VEHICLE_PARTS,13200,,1,,True,2042-07-17T03:37:17.000Z,False,[],,MCO1747,False,False,fulfillment,me2,"['fulfillment', 'self_service_out']",,,145181776,SKYD.CO,,,,,Genérica
MCO1443199894,Casco Moto Ich 501 Sp Integral Plano Certificado Color Negro Mate Tamaño Del Casco M,new,MCO22344395,gold_special,https://www.mercadolibre.com.co/casco-moto-ich-501-sp-integral-plano-certificado-color-negro-mate-tamano-del-casco-m/p/MCO22344395,buy_it_now,MCO,MCO21947,MCO-MOTORCYCLE_HELMETS,124900,,1,,True,2043-04-07T04:00:00.000Z,True,[],,MCO1747,False,True,xd_drop_off,me2,"['self_service_in', 'mandatory_free_shipping']",,,187465913,LUJOACCESORIOS,36.0,3469.44,0.0,COP,ICH
MCO1669647250,Compresor De Aire Para Carro 12v Con Maletín Truper 19999 Color Naranja/negro,new,MCO15583371,gold_special,https://www.mercadolibre.com.co/compresor-de-aire-para-carro-12v-con-maletin-truper-19999-color-naranjanegro/p/MCO15583371,buy_it_now,MCO,MCO370796,MCO-AIR_COMPRESSORS,142000,,1,,True,2043-10-08T21:43:43.000Z,True,[],,MCO1747,False,True,xd_drop_off,me2,['mandatory_free_shipping'],,,71486471,AGROCOLOMBIA SAS,36.0,3944.44,0.0,COP,Truper
MCO895819394,Aspiradora De Tacho Truper Asp-06 23l  Naranja Y Negra 120v 60hz,new,MCO15961655,gold_special,https://www.mercadolibre.com.co/aspiradora-de-tacho-truper-asp-06-23l-naranja-y-negra-120v-60hz/p/MCO15961655,buy_it_now,MCO,MCO424979,MCO-VACUUM_AND_STEAM_CLEANERS,346050,346050.0,1,1961.0,True,2042-05-13T04:00:00.000Z,True,[],GM Comunicaciones,MCO1747,False,True,fulfillment,me2,"['fulfillment', 'self_service_in', 'mandatory_free_shipping']",,,147458773,GMCOMUNICACIONESY ELECTRONICA,36.0,9612.5,0.0,COP,Truper
MCO1312378271,Llanta Hifly Hf201 P 185/60r14 82 H,new,MCO17976345,gold_special,https://www.mercadolibre.com.co/llanta-hifly-hf201-p-18560r14-82-h/p/MCO17976345,buy_it_now,MCO,MCO23030,MCO-AUTOMOTIVE_TIRES,148500,198000.0,1,,True,2043-07-02T04:00:00.000Z,True,[],,MCO1747,False,True,cross_docking,me2,"['self_service_in', 'mandatory_free_shipping']",,,305902091,IMCOVALLE SAS,36.0,4125.0,0.0,COP,Hifly
MCO1385981789,Intercomunicador Bluetooth T-com Vb 800mts Radio Fm Moto,new,MCO26661439,gold_pro,https://www.mercadolibre.com.co/intercomunicador-bluetooth-t-com-vb-800mts-radio-fm-moto/p/MCO26661439,buy_it_now,MCO,MCO90069,MCO-MOTORCYCLE_INTERCOMMUNICATORS,235641,243999.0,1,,True,2044-01-22T04:00:00.000Z,True,[],,MCO1747,False,True,xd_drop_off,me2,"['self_service_out', 'mandatory_free_shipping']",,,1329687433,IMPORTACIONESMATMAC,12.0,19636.75,0.0,COP,FreedConn
MCO1904472702,Xiaomi 70mai 1s 1080p Camara Dvr Auto Dash Smart Wifi ,new,MCO23492063,gold_special,https://www.mercadolibre.com.co/xiaomi-70mai-1s-1080p-camara-dvr-auto-dash-smart-wifi/p/MCO23492063,buy_it_now,MCO,MCO177991,MCO-VEHICLE_CAMERAS,201537,,1,,True,2043-09-07T04:00:00.000Z,True,[],,MCO1747,False,True,xd_drop_off,me2,['mandatory_free_shipping'],,,458734948,CARSTUDIOSTORE.MERCADOSHOPS.CO,36.0,5598.25,0.0,COP,70mai
MCO464586517,Tapa Fugas De Radiador Liqui Moly 150ml,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-464586517-tapa-fugas-de-radiador-liqui-moly-150ml-_JM,buy_it_now,MCO,MCO165954,MCO-VEHICLE_WATER_RADIATORS,34000,,500,,True,2040-07-12T22:09:01.000Z,False,[],,MCO1747,False,False,cross_docking,me2,['self_service_in'],,,31508529,JAVMARINOMOLINA,36.0,944.44,0.0,COP,Liqui Moly
MCO2128279626,Refrigerante Acdelco Naranja Dexcool 50/50 Cantidad 4 Litros,new,MCO28711219,gold_special,https://www.mercadolibre.com.co/refrigerante-acdelco-naranja-dexcool-5050-cantidad-4-litros/p/MCO28711219,buy_it_now,MCO,MCO431474,MCO-VEHICLE_COOLANTS_AND_ANTIFREEZE,60000,,1,,True,2043-12-29T04:00:00.000Z,True,[],,MCO1747,False,False,xd_drop_off,me2,"['MCO-chg-threshold-Jan-23', 'self_service_in']",,,1248621827,BAUTOSBSSASBAUTOSBSSA,36.0,1666.67,0.0,COP,ACDelco
MCO1338090409,Casco Para Moto Tech T10  Negro Mate Talla Xl ,new,MCO25413637,gold_special,https://www.mercadolibre.com.co/casco-para-moto-tech-t10-negro-mate-talla-xl/p/MCO25413637,buy_it_now,MCO,MCO21947,MCO-MOTORCYCLE_HELMETS,90000,,1,,True,2043-09-09T04:00:00.000Z,True,[],,MCO1747,False,True,cross_docking,me2,"['self_service_in', 'mandatory_free_shipping']",,,305902091,IMCOVALLE SAS,36.0,2500.0,0.0,COP,Tech
MCO1207222771,Compresor De Aire Digital Para Auto Bomba Infladora Portátil,new,MCO21025487,gold_special,https://www.mercadolibre.com.co/compresor-de-aire-digital-para-auto-bomba-infladora-portatil/p/MCO21025487,buy_it_now,MCO,MCO370796,MCO-AIR_COMPRESSORS,94900,,1,,True,2043-01-23T04:00:00.000Z,True,[],,MCO1747,False,True,fulfillment,me2,"['fulfillment', 'self_service_in', 'mandatory_free_shipping']",,,61678362,ARTICULOSALTAGAMA,36.0,2636.11,0.0,COP,Carsun
MCO1263412601,Aspiradora Para Automovil Black+decker Bdcv370-la 370ml  Gris Y Naranja 12v,new,MCO19032254,gold_special,https://www.mercadolibre.com.co/aspiradora-para-automovil-blackdecker-bdcv370-la-370ml-gris-y-naranja-12v/p/MCO19032254,buy_it_now,MCO,MCO424979,MCO-VACUUM_AND_STEAM_CLEANERS,144500,202000.0,1,1999.0,True,2043-02-23T04:00:00.000Z,True,[],Ferreteria Master,MCO1747,False,True,fulfillment,me2,"['fulfillment', 'mandatory_free_shipping']",,,420311211,FERRETERÍA MASTER,36.0,4013.89,0.0,COP,Black+Decker
MCO2032141316,Espejo Carro Retrovisor Dvr Cámara D Reversa 4.3 PuLG 1080hd,new,MCO23810310,gold_special,https://www.mercadolibre.com.co/espejo-carro-retrovisor-dvr-camara-d-reversa-43-pulg-1080hd/p/MCO23810310,buy_it_now,MCO,MCO177991,MCO-VEHICLE_CAMERAS,66257,,500,,True,2043-11-12T04:00:00.000Z,True,[],,MCO1747,False,False,cross_docking,me2,[],,,1451186726,MELAOSBOGOTA,36.0,1840.47,0.0,COP,Black Box
MCO460468229,Tapa Fugas De Aceite  Aditivo De Motor Liqui Moly 300ml,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-460468229-tapa-fugas-de-aceite-aditivo-de-motor-liqui-moly-300ml-_JM,buy_it_now,MCO,MCO373291,MCO-VEHICLE_ENGINE_OIL_FILLER_CAPS,43900,,250,,True,2040-07-12T22:09:01.000Z,False,[],,MCO1747,False,False,cross_docking,me2,['self_service_in'],,,31508529,JAVMARINOMOLINA,36.0,1219.44,0.0,COP,Liqui Moly
MCO1393910725,Candado Con Alarma Para Motos Y Bicicletas,new,MCO27911986,gold_pro,https://www.mercadolibre.com.co/candado-con-alarma-para-motos-y-bicicletas/p/MCO27911986,buy_it_now,MCO,MCO180780,MCO-BICYCLE_AND_MOTORCYCLE_ALARMS,22000,,50,,True,2044-02-15T04:00:00.000Z,True,[],,MCO1747,False,False,xd_drop_off,me2,['self_service_in'],,,556471382,TG PRODUCTOS,12.0,1833.33,0.0,COP,Alarm Lock
MCO1818665444,Compresor De Aire Mini A Bateria Portatil Inflador Color Negro,new,MCO24345743,gold_pro,https://www.mercadolibre.com.co/compresor-de-aire-mini-a-bateria-portatil-inflador-color-negro/p/MCO24345743,buy_it_now,MCO,MCO370796,MCO-AIR_COMPRESSORS,89544,159900.0,1,,True,2043-08-20T04:00:00.000Z,True,[],,MCO1747,False,False,fulfillment,me2,"['fulfillment', 'self_service_out']",,,549259885,COMERCIALIZADORABITEXSAS,12.0,7462.0,0.0,COP,Vaclife
MCO1026599897,Aceite Para Motor Liqui Moly Sintético 10w-40 Para Motos Y Cuatriciclos,new,MCO19628282,gold_special,https://www.mercadolibre.com.co/aceite-para-motor-liqui-moly-sintetico-10w-40-para-motos-y-cuatriciclos/p/MCO19628282,buy_it_now,MCO,MCO429228,MCO-ENGINE_OILS,52000,,500,,True,2042-10-23T04:00:00.000Z,True,[],,MCO1747,False,False,cross_docking,me2,['self_service_in'],,,31508529,JAVMARINOMOLINA,36.0,1444.44,0.0,COP,Liqui Moly
MCO1391809777,Pijama Para Carros Cubre Autos Capa De Algodon Tallas S,new,MCO29503303,gold_special,https://www.mercadolibre.com.co/pijama-para-carros-cubre-autos-capa-de-algodon-tallas-s/p/MCO29503303,buy_it_now,MCO,MCO173788,MCO-VEHICLE_COVERS,149000,,1,,True,2044-02-09T04:00:00.000Z,True,[],,MCO1747,False,True,fulfillment,me2,"['fulfillment', 'self_service_in', 'mandatory_free_shipping']",,,65624855,IMPORTACIONESHYP,36.0,4138.89,0.0,COP,D&MAUTO
MCO446651424,Candado Freno De Disco Con Alarma Para Moto O Bicicleta Inox,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-446651424-candado-freno-de-disco-con-alarma-para-moto-o-bicicleta-inox-_JM,buy_it_now,MCO,MCO90072,MCO-BICYCLE_AND_MOTORCYCLE_ALARMS,39900,42000.0,150,,True,2037-05-15T17:51:18.000Z,False,[],,MCO1747,False,False,fulfillment,me2,"['fulfillment', 'self_service_in']",,,61678362,ARTICULOSALTAGAMA,36.0,1108.33,0.0,COP,Genérica
