id,title,condition,catalog_product_id,listing_type_id,permalink,buying_mode,site_id,category_id,domain_id,price,original_price,available_quantity,official_store_id,official_store_name,accepts_mercadopago,stop_time,location,seller_contact,catalog_listing,promotions,category,shipping_store_pick_up,shipping_free_shipping,shipping_logistic_type,shipping_mode,shipping_tags,shipping_benefits,shipping_promise,seller_id,seller_nickname,brand_value_name
MCO1388233365,Bmw X3 Xdrive35i Executive 2012,used,MCO17044753,gold_premium,https://carro.mercadolibre.com.co/MCO-1388233365-bmw-x3-xdrive35i-executive-2012-_JM,classified,MCO,MCO1744,MCO-CARS_AND_VANS,69900000,75900000.0,1,1254.0,Motor Group,False,2024-06-01T15:15:57.000Z,"{'address_line': '', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkxBUzI4Njk3', 'name': 'Las Ferias'}, 'city': {'id': 'TUNPQ0VORzkzMTUz', 'name': 'Engativa'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.685618, 'longitude': -74.0843523}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1743,False,False,,not_specified,[],,,463923512,MOTOR GROUP,BMW
MCO1388165441,Chevrolet Dmax,used,MCO17046168,gold_premium,https://carro.mercadolibre.com.co/MCO-1388165441-chevrolet-dmax-_JM,classified,MCO,MCO1744,MCO-CARS_AND_VANS,103000000,,1,,,False,2024-03-03T04:00:06.000Z,"{'address_line': '', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkVMNTU2OTI', 'name': 'El Pinar'}, 'city': {'id': 'TUNPQ1NVQjUzNzQ4', 'name': 'Suba'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1743,False,False,,not_specified,[],,,1207226752,SLU8064142,Chevrolet
MCO1388113865,Toyota Hilux 2.4 4x4 Diesel,used,MCO17067304,gold_premium,https://carro.mercadolibre.com.co/MCO-1388113865-toyota-hilux-24-4x4-diesel-_JM,classified,MCO,MCO1744,MCO-CARS_AND_VANS,170000000,,1,,,False,2024-03-03T04:00:42.000Z,"{'address_line': '', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkVMNTU2OTI', 'name': 'El Pinar'}, 'city': {'id': 'TUNPQ1NVQjUzNzQ4', 'name': 'Suba'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1743,False,False,,not_specified,[],,,1207226752,SLU8064142,Toyota
MCO1388164495,Mazda 3 All New 2.0,used,MCO17056954,gold_premium,https://carro.mercadolibre.com.co/MCO-1388164495-mazda-3-all-new-20-_JM,classified,MCO,MCO1744,MCO-CARS_AND_VANS,39500000,,1,,,False,2024-03-03T04:00:04.000Z,"{'address_line': '', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQlZJTDY3Mjk5', 'name': 'Villa Mayor Oriental'}, 'city': {'id': 'TUNPQ0FOVDMyNjIx', 'name': 'Antonio Nariño'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}}","{'contact': 'EFRAIN LEON.', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1743,False,False,,not_specified,[],,,1666374186,ELEON28090,Mazda
MCO1388151187,Mazda 2 1.5 Grand Touring Lx 2022,used,MCO21073347,gold_premium,https://carro.mercadolibre.com.co/MCO-1388151187-mazda-2-15-grand-touring-lx-2022-_JM,classified,MCO,MCO1744,MCO-CARS_AND_VANS,82000000,,1,,,False,2024-03-03T04:00:05.000Z,"{'address_line': '', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkVMUDI3MDA0Ng', 'name': 'El Poblado'}, 'city': {'id': 'TUNPQ01FRGRjNjc4', 'name': 'Medellín'}, 'state': {'id': 'TUNPUEFOVGFiZWI3', 'name': 'Antioquia'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 6.2034815, 'longitude': -75.5716589}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1743,False,False,,not_specified,[],,,1207862144,CONSTANTINOOLANO,Mazda
MCO1388189795,Ford Focus Titanium 2014,used,MCO17050615,gold_premium,https://carro.mercadolibre.com.co/MCO-1388189795-ford-focus-titanium-2014-_JM,classified,MCO,MCO1744,MCO-CARS_AND_VANS,39900000,43900000.0,1,1254.0,Motor Group,False,2024-06-01T15:15:57.000Z,"{'address_line': '', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkxBUzI4Njk3', 'name': 'Las Ferias'}, 'city': {'id': 'TUNPQ0VORzkzMTUz', 'name': 'Engativa'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.685618, 'longitude': -74.0843523}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1743,False,False,,not_specified,[],,,463923512,MOTOR GROUP,Ford
MCO1388112021,Kia Rio Ub Ex 2017,used,,gold_premium,https://carro.mercadolibre.com.co/MCO-1388112021-kia-rio-ub-ex-2017-_JM,classified,MCO,MCO1744,MCO-CARS_AND_VANS,47000000,,1,,,False,2024-03-03T04:01:16.000Z,"{'address_line': '', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkJBVDg5MTc2', 'name': 'Batavia'}, 'city': {'id': 'TUNPQ0ZPTjcyNzAz', 'name': 'Fontibón'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.6830661, 'longitude': -74.1537243}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1743,False,False,,not_specified,[],,,1141015167,CEF1629840,Kia
MCO1388136355,Ford Bronco Sport Wildtrak 2.0t 2021 Sunroof Tc 4x4 250hp ,used,,gold_premium,https://carro.mercadolibre.com.co/MCO-1388136355-ford-bronco-sport-wildtrak-20t-2021-sunroof-tc-4x4-250hp-_JM,classified,MCO,MCO1744,MCO-CARS_AND_VANS,134800000,,1,1468.0,Ardila Amaya,False,2024-06-01T04:00:00.000Z,"{'address_line': '', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQlNBTjI1MzE5', 'name': 'San José del Prado'}, 'city': {'id': 'TUNPQ1NVQjUzNzQ4', 'name': 'Suba'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1743,False,False,,not_specified,[],,,402307014,ARDILAYAMAYACONCESIONARIO,Ford
MCO1388223443,Jaguar Xe 2.0 L Prestige  2000cc At Aa,used,MCO17054068,gold_premium,https://carro.mercadolibre.com.co/MCO-1388223443-jaguar-xe-20-l-prestige-2000cc-at-aa-_JM,classified,MCO,MCO1744,MCO-CARS_AND_VANS,95000000,,1,,,False,2024-03-03T04:00:00.000Z,"{'address_line': '', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkdBTDI2NDc1', 'name': 'Galerías'}, 'city': {'id': 'TUNPQ1RFVTY1OTk1', 'name': 'Teusaquillo'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}}","{'contact': 'Andres B', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1743,False,False,,not_specified,[],,,224661264,TUC_PALOQUEMAO,Jaguar
MCO2203010114,Audi Q3 Sportback 2.0 Sline 4x4 At Kon312,used,,gold_premium,https://carro.mercadolibre.com.co/MCO-2203010114-audi-q3-sportback-20-sline-4x4-at-kon312-_JM,classified,MCO,MCO1744,MCO-CARS_AND_VANS,185000000,,1,50484.0,Los coches Usados,False,2024-06-07T04:00:00.000Z,"{'address_line': '', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQlNBTjk3NDM2', 'name': 'San Ignacio'}, 'city': {'id': 'TUNPQ0VORzkzMTUz', 'name': 'Engativa'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.6744279, 'longitude': -74.1129847}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1743,False,False,,not_specified,[],,,159138388,DISTRIBUIDOSLOSCOCHESLASAB,Audi
