id,title,condition,catalog_product_id,listing_type_id,permalink,buying_mode,site_id,category_id,domain_id,price,available_quantity,official_store_id,accepts_mercadopago,stop_time,catalog_listing,promotions,official_store_name,category,shipping_store_pick_up,shipping_free_shipping,shipping_logistic_type,shipping_mode,shipping_tags,shipping_benefits,shipping_promise,seller_id,seller_nickname,installments_quantity,installments_amount,installments_rate,installments_currency_id,brand_value_name
MCO1380461573,Porta Cigarros Encendedor,new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-1380461573-porta-cigarros-encendedor-_JM,buy_it_now,MCO,MCO172908,MCO-LIGHTERS,29900,1,,True,2044-01-07T04:00:00.000Z,False,[],,MCO1953,False,False,xd_drop_off,me2,['self_service_in'],,,1177161918,MEGAOFERTAS_SHOP,12.0,2491.67,0.0,COP,Genérica
MCO841246452,"Salvia Blanca, Vara Palo Santo, Atado Abundante Y Cuarzo ",new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-841246452-salvia-blanca-vara-palo-santo-atado-abundante-y-cuarzo-_JM,buy_it_now,MCO,MCO387586,MCO-INCENSES,54900,50,,True,2041-12-07T04:00:00.000Z,False,[],,MCO1953,False,False,xd_drop_off,me2,['self_service_out'],,,161771933,WITCH_HOUSE_,12.0,4575.0,0.0,COP,Witch house
MCO1365419583,Impresora De Tatuaje Inalámbrica Con Bluetooth,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-1365419583-impresora-de-tatuaje-inalambrica-con-bluetooth-_JM,buy_it_now,MCO,MCO412107,MCO-TATTOO_MACHINES,902000,1,,True,2043-11-22T04:00:00.000Z,False,[],,MCO1953,False,True,cross_docking,me2,['mandatory_free_shipping'],,,666167877,MERA NATURAL,36.0,25055.56,0.0,COP,Genérica
MCO573438779,Incienso Liturgico Natural Libra,new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-573438779-incienso-liturgico-natural-libra-_JM,buy_it_now,MCO,MCO387586,MCO-INCENSES,39000,1,,True,2040-07-24T04:00:00.000Z,False,[],,MCO1953,False,False,xd_drop_off,me2,['self_service_in'],,,617579092,CIRIOSVELASYVELONES,12.0,3250.0,0.0,COP,Genérica
MCO593354360,"Transformador Dsc Para Alarma, Voltaje 110",new,,gold_special,https://articulo.mercadolibre.com.co/MCO-593354360-transformador-dsc-para-alarma-voltaje-110-_JM,buy_it_now,MCO,MCO3530,MCO-UNCLASSIFIED_PRODUCTS,55000,1,,True,2041-09-05T13:17:23.000Z,False,[],,MCO1953,False,False,not_specified,not_specified,[],,,283837683,REDESDECOLOMBIA.COM.CO,36.0,1527.78,0.0,COP,DSC
MCO972781814,Encendedor Llavero Granada,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-972781814-encendedor-llavero-granada-_JM,buy_it_now,MCO,MCO172908,MCO-LIGHTERS,32000,1,,True,2042-09-22T04:00:00.000Z,False,[],,MCO1953,False,False,custom,custom,['is_flammable'],,,269100027,WITOTO1,36.0,888.89,0.0,COP,ZHONG LONG LIGHTER
MCO1845396672,Cadena Porta Cables Plastica 57 X 24 Mm,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-1845396672-cadena-porta-cables-plastica-57-x-24-mm-_JM,buy_it_now,MCO,MCO3530,MCO-UNCLASSIFIED_PRODUCTS,245500,1,,True,2043-08-27T04:00:00.000Z,False,[],,MCO1953,False,False,not_specified,not_specified,[],,,16959780,FELIPEAGUDELOPULGARIN,36.0,6819.44,0.0,COP,
MCO943250884,Ganesha Porta Vela Incienso Tureloj,new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-943250884-ganesha-porta-vela-incienso-tureloj-_JM,buy_it_now,MCO,MCO413742,MCO-INCENSE_HOLDERS,59900,50,,True,2042-08-08T04:00:00.000Z,False,[],,MCO1953,False,False,xd_drop_off,me2,['self_service_in'],,,706673549,TURELOJS,12.0,4991.67,0.0,COP,
MCO1277553483,Buda Porta Vela Incienso Dayoshop,new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-1277553483-buda-porta-vela-incienso-dayoshop-_JM,buy_it_now,MCO,MCO413742,MCO-INCENSE_HOLDERS,59900,50,,True,2043-03-25T04:00:00.000Z,False,[],,MCO1953,False,False,xd_drop_off,me2,['self_service_in'],,,706673549,TURELOJS,12.0,4991.67,0.0,COP,
MCO816596800,2 Piezas De Piel Sintética De 20x29 Cms Y 3mm De Grosor,new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-816596800-2-piezas-de-piel-sintetica-de-20x29-cms-y-3mm-de-grosor-_JM,buy_it_now,MCO,MCO412100,MCO-UNCLASSIFIED_PRODUCTS,50000,1,,True,2041-09-27T04:00:00.000Z,False,[],,MCO1953,False,False,xd_drop_off,me2,[],,,104300606,ES ORIGINAL,12.0,4166.67,0.0,COP,Tattoo skin
MCO1237229727,Maquina Para Tatuar Tatuaje Tattoo Rotativa Profesional Z3,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-1237229727-maquina-para-tatuar-tatuaje-tattoo-rotativa-profesional-z3-_JM,buy_it_now,MCO,MCO412107,MCO-TATTOO_MACHINES,129900,1,,True,2043-02-08T04:00:00.000Z,False,[],,MCO1953,False,True,xd_drop_off,me2,['mandatory_free_shipping'],,,134346335,USAIMPORTACIONESUSA,36.0,3608.33,0.0,COP,Vgeby
MCO2196562152,Estuche Encendedor Cigarreras Porta Cigarrillos 10 Cigarros,new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-2196562152-estuche-encendedor-cigarreras-porta-cigarrillos-10-cigarros-_JM,buy_it_now,MCO,MCO172908,MCO-LIGHTERS,25000,1,,True,2044-01-29T04:00:00.000Z,False,[],,MCO1953,False,False,xd_drop_off,me2,['self_service_in'],,,307471965,COLOMBIA.DSHOPPING,12.0,2083.33,0.0,COP,x
MCO1636284924,3 Cajas  Rolling Papers Cueros Raw Organic Hemp #9 1 1/4,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-1636284924-3-cajas-rolling-papers-cueros-raw-organic-hemp-9-1-14-_JM,buy_it_now,MCO,MCO417902,MCO-CIGARETTE_PAPERS,24500,1,,True,2043-05-31T04:00:00.000Z,False,[],,MCO1953,False,False,xd_drop_off,me2,['self_service_in'],,,1388587919,ARTEFACTOS DIVERSOS,36.0,680.56,0.0,COP,RAW
MCO609810015,Caja De Incienso De Los 7 Arcángeles,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-609810015-caja-de-incienso-de-los-7-arcangeles-_JM,buy_it_now,MCO,MCO387586,MCO-INCENSES,10000,1,,True,2043-09-20T04:06:34.000Z,False,[],,MCO1953,False,False,xd_drop_off,me2,[],,,608580004,LAURAMILENAFUENTES,,,,,SAC
