id,title,condition,catalog_product_id,listing_type_id,permalink,buying_mode,site_id,category_id,domain_id,price,original_price,available_quantity,accepts_mercadopago,stop_time,catalog_listing,promotions,category,shipping_store_pick_up,shipping_free_shipping,shipping_logistic_type,shipping_mode,shipping_tags,shipping_benefits,shipping_promise,seller_id,seller_nickname,installments_quantity,installments_amount,installments_rate,installments_currency_id,brand_value_name
MCO981518279,Disfraz Coneja Tutú Diadema Orejas Rosa Niñas Halloween,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-981518279-disfraz-coneja-tutu-diadema-orejas-rosa-ninas-halloween-_JM,buy_it_now,MCO,MCO118203,MCO-COSTUMES,39990,,1,True,2043-11-15T02:39:29.011Z,False,[],MCO118204,False,False,cross_docking,me2,['self_service_in'],,,193264204,VITTORIA.COM.CO,36.0,1110.83,0.0,COP,Vittoria
MCO1584811160,Bouquet 5 Globos Aironman 60cm3d+4metalizados 45cm+rojo,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-1584811160-bouquet-5-globos-aironman-60cm3d4metalizados-45cmrojo-_JM,buy_it_now,MCO,MCO435877,MCO-BALLOONS,13990,,500,True,2043-05-10T04:00:00.000Z,False,[],MCO118204,False,False,xd_drop_off,me2,['self_service_in'],,,1085789498,LENCERIASEDUCTORA.CO,,,,,Premium
MCO1287714043,Recordatorios Vela Flor Bautizo Shower Boda Cumple Comun X12,new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-1287714043-recordatorios-vela-flor-bautizo-shower-boda-cumple-comun-x12-_JM,buy_it_now,MCO,MCO8591,MCO-SOUVENIRS,66000,,500,True,2044-02-16T12:01:21.280Z,False,[],MCO118204,False,False,xd_drop_off,me2,[],,,119575910,FASHION ACCESSORIESS,12.0,5500.0,0.0,COP,
MCO1332302699,Gafas Luminosas Neon Lentes Led Fiesta,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-1332302699-gafas-luminosas-neon-lentes-led-fiesta-_JM,buy_it_now,MCO,MCO430966,MCO-PARTY_GLASSES,27900,,1,True,2043-08-23T04:00:00.000Z,False,[],MCO118204,False,False,cross_docking,me2,['self_service_in'],,,777243455,COYOTEMARKETCOL,36.0,775.0,0.0,COP,Genérica
MCO1584977188,"Set Bouquet De 9 Globos, 1 Estrella 45cm  Y 8 Latex R12 ",new,,gold_special,https://articulo.mercadolibre.com.co/MCO-1584977188-set-bouquet-de-9-globos-1-estrella-45cm-y-8-latex-r12-_JM,buy_it_now,MCO,MCO435877,MCO-BALLOONS,9999,,500,True,2043-10-10T23:29:50.000Z,False,[],MCO118204,False,False,xd_drop_off,me2,['self_service_in'],,,1372300779,VARIEDAD_RR,,,,,Premium
MCO1264120870,Botilito Vaso Sorpresa X 12 Vaso Fiesta Mohana Maui Decoraci,new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-1264120870-botilito-vaso-sorpresa-x-12-vaso-fiesta-mohana-maui-decoraci-_JM,buy_it_now,MCO,MCO413643,MCO-DISPOSABLE_CUPS,48000,,500,True,2043-02-23T04:00:00.000Z,False,[],MCO118204,False,False,xd_drop_off,me2,[],,,207125861,FIESTA ARLEQUIN1,12.0,4000.0,0.0,COP,Arlequin
MCO1584585092,Happy Birthday Globo Metalizado Letras Cursiva,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-1584585092-happy-birthday-globo-metalizado-letras-cursiva-_JM,buy_it_now,MCO,MCO435877,MCO-BALLOONS,10500,,200,True,2043-05-10T04:00:00.000Z,False,[],MCO118204,False,False,xd_drop_off,me2,['self_service_in'],,,1085789498,LENCERIASEDUCTORA.CO,,,,,Premium
MCO847694729,12 Velas Recordatorio Primera Comunión Bautizo Personalizada,new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-847694729-12-velas-recordatorio-primera-comunion-bautizo-personalizada-_JM,buy_it_now,MCO,MCO8591,MCO-SOUVENIRS,189905,199900.0,1,True,2041-12-31T04:00:00.000Z,False,[],MCO118204,False,True,xd_drop_off,me2,['mandatory_free_shipping'],,,132776184,MOS PUBLICIDAD,12.0,15825.42,0.0,COP,
MCO446250598,¡ Cinta Decorativa Crime Scene Fiestas D Terror Halloween !,new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-446250598--cinta-decorativa-crime-scene-fiestas-d-terror-halloween--_JM,buy_it_now,MCO,MCO441200,MCO-PARTY_SUPPLIES,18270,25900.0,1,True,2041-01-29T15:42:27.000Z,False,[],MCO118204,False,False,not_specified,not_specified,[],,,70087856,APRECIOSDEREMATE,,,,,Halloween Fantasía
MCO2077922288,Guante Spiderman Lanza Dardos + Muñeco 17cm Juguete,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-2077922288-guante-spiderman-lanza-dardos-muneco-17cm-juguete-_JM,buy_it_now,MCO,MCO455861,MCO-TOY_GLOVES,39990,,1,True,2044-01-14T15:19:26.340Z,False,[],MCO118204,False,False,cross_docking,me2,['self_service_in'],,,254808136,VITTORIA FAST,36.0,1110.83,0.0,COP,Spiderman Glove Launcher Set Plastic Toy Cosplay
MCO1584620040,"Set Bouquet De 9 Globos, 1 Estrella 45cm  Y 8 Latex R12 ",new,,gold_special,https://articulo.mercadolibre.com.co/MCO-1584620040-set-bouquet-de-9-globos-1-estrella-45cm-y-8-latex-r12-_JM,buy_it_now,MCO,MCO435877,MCO-BALLOONS,9999,,500,True,2043-05-10T04:00:00.000Z,False,[],MCO118204,False,False,xd_drop_off,me2,['self_service_in'],,,1085789498,LENCERIASEDUCTORA.CO,,,,,Premium
MCO1347129555,"Recordatorio Niño En Cristal Primera Comunión, Bautizo X12un",new,,gold_special,https://articulo.mercadolibre.com.co/MCO-1347129555-recordatorio-nino-en-cristal-primera-comunion-bautizo-x12un-_JM,buy_it_now,MCO,MCO8591,MCO-SOUVENIRS,120000,,1,True,2043-10-06T04:00:00.000Z,False,[],MCO118204,False,True,xd_drop_off,me2,['mandatory_free_shipping'],,,256630100,LIBSAGRADAFAMILIA,36.0,3333.33,0.0,COP,
