id,title,condition,listing_type_id,permalink,buying_mode,site_id,category_id,domain_id,price,original_price,available_quantity,accepts_mercadopago,stop_time,catalog_listing,promotions,category,shipping_store_pick_up,shipping_free_shipping,shipping_logistic_type,shipping_mode,shipping_tags,shipping_benefits,shipping_promise,seller_id,seller_nickname,installments_quantity,installments_amount,installments_rate,installments_currency_id,brand_value_name
MCO1584565080,Billete Error 20000 Pesos 12/oct/2000 Colombia Xf Espejo,used,gold_pro,https://articulo.mercadolibre.com.co/MCO-1584565080-billete-error-20000-pesos-12oct2000-colombia-xf-espejo-_JM,buy_it_now,MCO,MCO9356,MCO-COLLECTIBLE_BILLS,650000,,1,True,2043-05-10T04:00:00.000Z,False,[],MCO1367,False,True,xd_drop_off,me2,['self_service_in'],,,156347552,CAROLN2014,12.0,54166.67,0.0,COP,
MCO601176590,Llavero Lujo Elegante Para Marca Logo Emblema Honda Cuero ,new,gold_pro,https://articulo.mercadolibre.com.co/MCO-601176590-llavero-lujo-elegante-para-marca-logo-emblema-honda-cuero-_JM,buy_it_now,MCO,MCO172914,MCO-KEYCHAINS,24990,,1,True,2042-10-11T02:42:33.000Z,False,[],MCO1367,False,False,xd_drop_off,me2,['self_service_in'],,,262782175,GUZMANYULE,12.0,2082.5,0.0,COP,Genérica
MCO1164924135,Colombia Moneda 50 Centavos 1958,new,gold_special,https://articulo.mercadolibre.com.co/MCO-1164924135-colombia-moneda-50-centavos-1958-_JM,buy_it_now,MCO,MCO9355,MCO-COINS,14000,,1,True,2042-12-23T04:00:00.000Z,False,[],MCO1367,False,False,drop_off,me2,[],,,91086457,NIKY6919,,,,,
MCO1861707082,Colombia Trio Consecutivos 50 Pesos Oro 1974 Sin Circular,new,gold_special,https://articulo.mercadolibre.com.co/MCO-1861707082-colombia-trio-consecutivos-50-pesos-oro-1974-sin-circular-_JM,buy_it_now,MCO,MCO9356,MCO-COLLECTIBLE_BILLS,59900,,1,True,2043-08-29T04:00:00.000Z,False,[],MCO1367,False,False,xd_drop_off,me2,[],,,179783507,LEONZ146,36.0,1663.89,0.0,COP,Genérica
MCO477480154,"Moneda Argentina, 50 Centavos 1994",used,gold_special,https://articulo.mercadolibre.com.co/MCO-477480154-moneda-argentina-50-centavos-1994-_JM,buy_it_now,MCO,MCO9355,MCO-COINS,10000,,1,True,2038-07-09T04:00:00.000Z,False,[],MCO1367,False,False,xd_drop_off,me2,[],,,285275226,IJGU IJGU,,,,,
MCO547874223,Llavero Elegante Exclusivo Carro Marca Logo Emblema Mazda Me,new,gold_special,https://articulo.mercadolibre.com.co/MCO-547874223-llavero-elegante-exclusivo-carro-marca-logo-emblema-mazda-me-_JM,buy_it_now,MCO,MCO172914,MCO-KEYCHAINS,23900,,1,True,2042-11-29T01:13:32.000Z,False,[],MCO1367,False,False,xd_drop_off,me2,['self_service_in'],,,262782175,GUZMANYULE,36.0,663.89,0.0,COP,Genérica
MCO1235509655,Billete Colombiano De 1977 De 100pesos  ,used,gold_special,https://articulo.mercadolibre.com.co/MCO-1235509655-billete-colombiano-de-1977-de-100pesos-_JM,buy_it_now,MCO,MCO9356,MCO-COLLECTIBLE_BILLS,100000,,1,True,2043-02-06T04:00:00.000Z,False,[],MCO1367,False,True,xd_drop_off,me2,[],,,638328013,NANCYNELLYMOSQUERA,36.0,2777.78,0.0,COP,
MCO594552102,Moneda 5 Centavos 1957 Jefferson Estados Unidos,used,gold_pro,https://articulo.mercadolibre.com.co/MCO-594552102-moneda-5-centavos-1957-jefferson-estados-unidos-_JM,buy_it_now,MCO,MCO9355,MCO-COINS,39000,,1,True,2040-11-08T04:00:00.000Z,False,[],MCO1367,False,False,xd_drop_off,me2,[],,,582524681,COMPRA A1CLICK,12.0,3250.0,0.0,COP,
MCO886067994,Llavero Lujo Elegante Exclusiv Logo Emblema Chevrolet Cuero ,new,gold_special,https://articulo.mercadolibre.com.co/MCO-886067994-llavero-lujo-elegante-exclusiv-logo-emblema-chevrolet-cuero-_JM,buy_it_now,MCO,MCO172914,MCO-KEYCHAINS,29500,,1,True,2043-04-13T04:38:10.000Z,False,[],MCO1367,False,False,xd_drop_off,me2,['self_service_in'],,,262782175,GUZMANYULE,36.0,819.44,0.0,COP,Genérica
MCO2126532198,Billete Colombia 500 Pesos Certificado 1 Abril 1979,new,gold_special,https://articulo.mercadolibre.com.co/MCO-2126532198-billete-colombia-500-pesos-certificado-1-abril-1979-_JM,buy_it_now,MCO,MCO9356,MCO-COLLECTIBLE_BILLS,220000,,1,True,2043-12-28T04:00:00.000Z,False,[],MCO1367,False,True,cross_docking,me2,['mandatory_free_shipping'],,,55172203,DISTRIBUCIONES SANTANDER,36.0,6111.11,0.0,COP,Banco República
MCO622326588,"Moneda Peru 1 Un Sol De Oro 1975, Circulada",used,gold_special,https://articulo.mercadolibre.com.co/MCO-622326588-moneda-peru-1-un-sol-de-oro-1975-circulada-_JM,buy_it_now,MCO,MCO9355,MCO-COINS,4000,,1,True,2041-05-05T04:00:00.000Z,False,[],MCO1367,False,False,xd_drop_off,me2,[],,,285275226,IJGU IJGU,,,,,
