id,title,condition,catalog_product_id,listing_type_id,permalink,buying_mode,site_id,category_id,domain_id,price,available_quantity,official_store_id,accepts_mercadopago,stop_time,catalog_listing,promotions,official_store_name,category,shipping_store_pick_up,shipping_free_shipping,shipping_logistic_type,shipping_mode,shipping_tags,shipping_benefits,shipping_promise,seller_id,seller_nickname,installments_quantity,installments_amount,installments_rate,installments_currency_id,brand_value_name
MCO1321324047,Libro Cuaderno De Bitacora Para El Peregrino,new,MCO22878375,gold_special,https://www.mercadolibre.com.co/libro-cuaderno-de-bitacora-para-el-peregrino/p/MCO22878375,buy_it_now,MCO,MCO1196,MCO-BOOKS,111050,1,,True,2043-07-27T04:00:00.000Z,True,[],,MCO3025,False,True,xd_drop_off,me2,['mandatory_free_shipping'],,,791273252,LIBERIMPORTACINSASLIBERIMP,36,3084.72,0,COP,ALMUZARA EDITORIAL
MCO2011398342,"Liderazgo Virtuoso, De Havard, Alexandre. En Español",new,MCO21269188,gold_special,https://www.mercadolibre.com.co/liderazgo-virtuoso-de-havard-alexandre-en-espanol/p/MCO21269188,buy_it_now,MCO,MCO1196,MCO-BOOKS,115149,1,,True,2043-11-02T04:00:00.000Z,True,[],,MCO3025,False,True,xd_drop_off,me2,['mandatory_free_shipping'],,,791273252,LIBERIMPORTACINSASLIBERIMP,36,3198.58,0,COP,"Ediciones Palabra, S.A."
MCO1281481135,¡ La Adolescencia Se Termina! Guía Para Buena Convivencia,new,MCO21311180,gold_pro,https://www.mercadolibre.com.co/-la-adolescencia-se-termina-guia-para-buena-convivencia/p/MCO21311180,buy_it_now,MCO,MCO1196,MCO-BOOKS,111000,1,,True,2043-04-04T04:00:00.000Z,True,[],,MCO3025,False,True,cross_docking,me2,"['self_service_in', 'mandatory_free_shipping']",,,438128163,SOLUCIONESONLINE_COLOMBIA_SAS,12,9250.0,0,COP,
MCO2011387186,"Historia Desconocida Del Descubrimiento De América: En Busca De La Nueva Ruta De La Seda (biblioteca De Historia), De Luis Antequera. Editorial Almuzara, Tapa Tapa Blanda En Español",new,MCO25115644,gold_special,https://www.mercadolibre.com.co/historia-desconocida-del-descubrimiento-de-america-en-busca-de-la-nueva-ruta-de-la-seda-biblioteca-de-historia-de-luis-antequera-editorial-almuzara-tapa-tapa-blanda-en-espanol/p/MCO25115644,buy_it_now,MCO,MCO1196,MCO-BOOKS,115541,1,,True,2043-11-02T04:00:00.000Z,True,[],,MCO3025,False,True,xd_drop_off,me2,['mandatory_free_shipping'],,,791273252,LIBERIMPORTACINSASLIBERIMP,36,3209.47,0,COP,Almuzara
MCO1320598815,Profiler. Los Secretos Del Analisis De Conducta Criminal ...,new,MCO20928459,gold_special,https://www.mercadolibre.com.co/profiler-los-secretos-del-analisis-de-conducta-criminal-/p/MCO20928459,buy_it_now,MCO,MCO1196,MCO-BOOKS,115319,1,,True,2043-07-25T04:00:00.000Z,True,[],,MCO3025,False,True,xd_drop_off,me2,['mandatory_free_shipping'],,,791273252,LIBERIMPORTACINSASLIBERIMP,36,3203.31,0,COP,Ediciones Pirámide
MCO1321645071,"Veinte Mil Leguas De Viaje Submarino..., De Verne, Julio. Editorial Edimat Libros, Tapa Dura, Edición 1 En Español, 2022",new,MCO24769889,gold_special,https://www.mercadolibre.com.co/veinte-mil-leguas-de-viaje-submarino-de-verne-julio-editorial-edimat-libros-tapa-dura-edicion-1-en-espanol-2022/p/MCO24769889,buy_it_now,MCO,MCO1196,MCO-BOOKS,114304,1,,True,2043-07-28T04:00:00.000Z,True,[],,MCO3025,False,True,xd_drop_off,me2,['mandatory_free_shipping'],,,791273252,LIBERIMPORTACINSASLIBERIMP,36,3175.11,0,COP,EDIMAT LIBROS
MCO1912531318,"Edgar Allan Poe Obras Completas  Volumen Iv, De Poe, Edgar Allan. Editorial Edimat Libros, Tapa Dura, Edición 1 En Español, 2021",new,MCO25459582,gold_special,https://www.mercadolibre.com.co/edgar-allan-poe-obras-completas-volumen-iv-de-poe-edgar-allan-editorial-edimat-libros-tapa-dura-edicion-1-en-espanol-2021/p/MCO25459582,buy_it_now,MCO,MCO1196,MCO-BOOKS,114304,1,,True,2043-09-12T04:00:00.000Z,True,[],,MCO3025,False,True,xd_drop_off,me2,"['MCO-chg-threshold-Jan-23', 'mandatory_free_shipping']",,,791273252,LIBERIMPORTACINSASLIBERIMP,36,3175.11,0,COP,EDIMAT LIBROS S.A.
MCO614095834,"Álgebra, Aritmética, Geometría Y Trigonometría De Baldor ",new,MCO19829793,gold_special,https://articulo.mercadolibre.com.co/MCO-614095834-algebra-aritmetica-geometria-y-trigonometria-de-baldor-_JM,buy_it_now,MCO,MCO1196,MCO-BOOKS,255000,1,,True,2041-03-24T04:00:00.000Z,False,[],,MCO3025,False,True,xd_drop_off,me2,"['self_service_in', 'mandatory_free_shipping']",,,212059432,LIBRERIATIQUE,36,7083.33,0,COP,
MCO1320366095,El Cementerio Sin Lapidas Y Otras Historias - Neil Gaiman,new,MCO21374516,gold_special,https://www.mercadolibre.com.co/el-cementerio-sin-lapidas-y-otras-historias-neil-gaiman/p/MCO21374516,buy_it_now,MCO,MCO1196,MCO-BOOKS,115096,1,,True,2043-07-24T04:00:00.000Z,True,[],,MCO3025,False,True,xd_drop_off,me2,['mandatory_free_shipping'],,,791273252,LIBERIMPORTACINSASLIBERIMP,36,3197.11,0,COP,Roca Editorial
MCO1320550757,"Brujas - Chollet, Mona",new,MCO22173125,gold_special,https://www.mercadolibre.com.co/brujas-chollet-mona/p/MCO22173125,buy_it_now,MCO,MCO1196,MCO-BOOKS,115096,1,,True,2043-07-25T04:00:00.000Z,True,[],,MCO3025,False,True,xd_drop_off,me2,['mandatory_free_shipping'],,,791273252,LIBERIMPORTACINSASLIBERIMP,36,3197.11,0,COP,B (Ediciones B)
