id,title,condition,catalog_product_id,listing_type_id,permalink,buying_mode,site_id,category_id,domain_id,price,original_price,available_quantity,official_store_id,accepts_mercadopago,stop_time,catalog_listing,promotions,official_store_name,category,shipping_store_pick_up,shipping_free_shipping,shipping_logistic_type,shipping_mode,shipping_tags,shipping_benefits,shipping_promise,seller_id,seller_nickname,installments_quantity,installments_amount,installments_rate,installments_currency_id,brand_value_name
MCO1816999508,Cable Tipo C Realme 6.5a 65w 50w Oppo Super Dart Vooc 1.5mt,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-1816999508-cable-tipo-c-realme-65a-65w-50w-oppo-super-dart-vooc-15mt-_JM,buy_it_now,MCO,MCO4922,MCO-DATA_CABLES_AND_ADAPTERS,26391,29990.0,1,,True,2043-08-19T04:00:00.000Z,False,[],,MCO1051,False,False,fulfillment,me2,['fulfillment'],,,197996850,AMAZONING PLUS,36.0,733.08,0.0,COP,Realme
MCO1041833922,Correa Pulso Para Garmin Forerunner 235/220/230/620/630/735,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-1041833922-correa-pulso-para-garmin-forerunner-235220230620630735-_JM,buy_it_now,MCO,MCO434353,MCO-SMARTWATCH_AND_WATCH_BANDS,28499,29999.0,100,,True,2042-11-01T04:00:00.000Z,False,[],,MCO1051,False,False,cross_docking,me2,['self_service_in'],,,145328341,MERAKIESHOP.CO,36.0,791.64,0.0,COP,Genérica
MCO2201178484,"Smartwatch Amazfit Active Con Coach I A, Gps, Alexa (black) Color De La Caja Negro Color De La Correa Negro Diseño De La Correa Liberación Rápida",new,MCO29100324,gold_special,https://www.mercadolibre.com.co/smartwatch-amazfit-active-con-coach-i-a-gps-alexa-black-color-de-la-caja-negro-color-de-la-correa-negro-diseno-de-la-correa-liberacion-rapida/p/MCO29100324,buy_it_now,MCO,MCO118449,MCO-SMARTWATCHES,549900,,1,,True,2044-02-01T04:00:00.000Z,True,[],,MCO1051,False,True,fulfillment,me2,"['fulfillment', 'self_service_in', 'mandatory_free_shipping']",,,242854941,WIKI ELECTRONIC,36.0,15275.0,0.0,COP,Amazfit
MCO1331613161,Celular Vivo V25 Pro 12gb 256gb Negro Color Negro,new,MCO24364910,gold_pro,https://www.mercadolibre.com.co/celular-vivo-v25-pro-12gb-256gb-negro-color-negro/p/MCO24364910,buy_it_now,MCO,MCO1055,MCO-CELLPHONES,1682522,,1,,True,2044-02-04T11:46:03.828Z,True,[],,MCO1051,False,True,xd_drop_off,me2,['mandatory_free_shipping'],,,1075372014,KOROLOS_KSPORTS,12.0,140210.17,0.0,COP,Vivo
MCO1332856105,"Smartwatch Fitbit Sense 2 Caja De  Aluminio  Grafito, Malla  Gris",new,MCO22915660,gold_special,https://www.mercadolibre.com.co/smartwatch-fitbit-sense-2-caja-de-aluminio-grafito-malla-gris/p/MCO22915660,buy_it_now,MCO,MCO118449,MCO-SMARTWATCHES,1850000,,1,,True,2043-08-24T04:00:00.000Z,True,[],,MCO1051,False,True,xd_drop_off,me2,['mandatory_free_shipping'],,,302612225,LEFTIMPORTACIONES,36.0,51388.89,0.0,COP,Fitbit
MCO887135626,Pila Bateria Radio  Baofeng Uv5r 7.4v 1800mah Bl-5 Walkie,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-887135626-pila-bateria-radio-baofeng-uv5r-74v-1800mah-bl-5-walkie-_JM,buy_it_now,MCO,MCO39224,MCO-WALKIE_TALKIE_BATTERIES,36950,,1,,True,2042-04-22T04:00:00.000Z,False,[],,MCO1051,False,False,not_specified,not_specified,['is_flammable'],,,187032347,MAXI_VENTAS_MEDELLIN,36.0,1026.39,0.0,COP,Baofeng
MCO625855518,Nuevo Airtag Apple | Apple Airtag Pack X 4 Und,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-625855518-nuevo-airtag-apple-apple-airtag-pack-x-4-und-_JM,buy_it_now,MCO,MCO5549,MCO-CELLPHONE_ACCESSORIES,575800,,1,,True,2041-05-16T04:00:00.000Z,False,[],,MCO1051,False,True,cross_docking,me2,"['self_service_in', 'mandatory_free_shipping']",,,406781619,TECHNOLOGYRIVER,36.0,15994.44,0.0,COP,Apple
MCO1943497226,Smartwatch Rojo Modelo Fd68s,new,MCO22252101,gold_pro,https://www.mercadolibre.com.co/smartwatch-rojo-modelo-fd68s/p/MCO22252101,buy_it_now,MCO,MCO118449,MCO-SMARTWATCHES,33731,37900.0,1,,True,2043-10-28T16:08:41.000Z,True,[],,MCO1051,False,False,cross_docking,me2,[],,,120655255,IVANMARMOLEJO,12.0,2810.92,0.0,COP,Fd68
MCO1944019780,Cargador De 20w Y Cable 1.5m Usb-c Anker Carga Rápida Qc 3.0 Color Blanco,new,MCO27290240,gold_special,https://www.mercadolibre.com.co/cargador-de-20w-y-cable-15m-usb-c-anker-carga-rapida-qc-30-color-blanco/p/MCO27290240,buy_it_now,MCO,MCO39268,MCO-MOBILE_DEVICE_CHARGERS,90000,,1,,True,2043-09-28T04:00:00.000Z,True,[],,MCO1051,False,True,cross_docking,me2,"['self_service_in', 'mandatory_free_shipping']",,,4944181,TIENDA ELECTROTECNO,36.0,2500.0,0.0,COP,Anker
MCO2201180256,Auriculares Redmi Buds 4 Active Color Blanco,new,MCO29692197,gold_special,https://www.mercadolibre.com.co/auriculares-redmi-buds-4-active-color-blanco/p/MCO29692197,buy_it_now,MCO,MCO5072,MCO-HEADPHONES,91900,,1,,True,2044-02-01T04:00:00.000Z,True,[],,MCO1051,False,True,fulfillment,me2,"['fulfillment', 'self_service_in', 'mandatory_free_shipping']",,,242854941,WIKI ELECTRONIC,36.0,2552.78,0.0,COP,Redmi Buds 4 Active
