id,title,condition,catalog_product_id,listing_type_id,permalink,buying_mode,site_id,category_id,domain_id,price,original_price,available_quantity,official_store_id,official_store_name,accepts_mercadopago,stop_time,catalog_listing,promotions,category,shipping_store_pick_up,shipping_free_shipping,shipping_logistic_type,shipping_mode,shipping_tags,shipping_benefits,shipping_promise,seller_id,seller_nickname,installments_quantity,installments_amount,installments_rate,installments_currency_id,brand_value_name
MCO1161945492,El Curioso Incidente Del Perro A Media / Letras De Bolsillo,new,MCO20768814,gold_special,https://www.mercadolibre.com.co/el-curioso-incidente-del-perro-a-media-letras-de-bolsillo/p/MCO20768814,buy_it_now,MCO,MCO1196,MCO-BOOKS,45000,,1,2068.0,LIBRERIA EBOOK,True,2042-12-22T04:00:00.000Z,True,[],MCO3025,False,False,cross_docking,me2,['self_service_in'],,,515528688,E-BOOK S.A.S,36,1250.0,0,COP,
MCO1338183409,Meditaciones Y Afirmaciones (cartas),new,MCO21557810,gold_special,https://www.mercadolibre.com.co/meditaciones-y-afirmaciones-cartas/p/MCO21557810,buy_it_now,MCO,MCO1196,MCO-BOOKS,124000,,1,,,True,2043-09-09T04:00:00.000Z,True,[],MCO3025,False,True,xd_drop_off,me2,"['self_service_in', 'mandatory_free_shipping']",,,512146939,ZULUPRINTS SAS,36,3444.44,0,COP,
MCO1777898174,Libro Los Hermanos Karamazov - Original,new,MCO20772211,gold_special,https://www.mercadolibre.com.co/libro-los-hermanos-karamazov-original/p/MCO20772211,buy_it_now,MCO,MCO1196,MCO-BOOKS,57000,,1,2064.0,El Bibliotecologo Libros,True,2043-08-02T04:00:00.000Z,True,[],MCO3025,False,False,cross_docking,me2,['self_service_in'],,,213566545,ELBIBLIOTECOLOGO,36,1583.33,0,COP,
MCO1682010262,"Pequeño Cerdo Capitalista, De Macias Gonzalez, Sofia. Editorial Aguilar, Tapa Blanda En Español",new,MCO23806021,gold_special,https://www.mercadolibre.com.co/pequeno-cerdo-capitalista-de-macias-gonzalez-sofia-editorial-aguilar-tapa-blanda-en-espanol/p/MCO23806021,buy_it_now,MCO,MCO1196,MCO-BOOKS,46000,,1,,,True,2043-06-24T04:00:00.000Z,True,[],MCO3025,False,False,cross_docking,me2,['self_service_in'],,,394380898,MUNDIALDELIBROS,36,1277.78,0,COP,
MCO1731041176,"Los Compas Escapan De La Prisión, De El Trollino, Mikecrack Y Timba Vk. Editorial Martínez Roca En Español",new,MCO23629736,gold_special,https://www.mercadolibre.com.co/los-compas-escapan-de-la-prision-de-el-trollino-mikecrack-y-timba-vk-editorial-martinez-roca-en-espanol/p/MCO23629736,buy_it_now,MCO,MCO1196,MCO-BOOKS,55000,,1,2068.0,LIBRERIA EBOOK,True,2043-07-18T04:00:00.000Z,True,[],MCO3025,False,False,cross_docking,me2,['self_service_in'],,,515528688,E-BOOK S.A.S,36,1527.78,0,COP,
MCO1344333623,Biblia Devocional De Estudio Mujer Verdader - Reina Valera ,new,MCO21172384,gold_pro,https://www.mercadolibre.com.co/biblia-devocional-de-estudio-mujer-verdader-reina-valera/p/MCO21172384,buy_it_now,MCO,MCO1196,MCO-BOOKS,204000,,1,,,True,2043-12-06T11:25:20.000Z,True,[],MCO3025,False,True,xd_drop_off,me2,"['self_service_in', 'mandatory_free_shipping']",,,398896295,LIBRERIA247,12,17000.0,0,COP,
MCO1336163663,"Capitalismo Y Pulsion De Muerte (reimp.col/2022) Articulos Y, De Han, Byung-chul. Editorial Herder, Tapa Blanda En Español, 2022",new,MCO22007015,gold_special,https://www.mercadolibre.com.co/capitalismo-y-pulsion-de-muerte-reimpcol2022-articulos-y-de-han-byung-chul-editorial-herder-tapa-blanda-en-espanol-2022/p/MCO22007015,buy_it_now,MCO,MCO1196,MCO-BOOKS,47000,,1,,,True,2043-09-03T04:00:00.000Z,True,[],MCO3025,False,False,cross_docking,me2,['self_service_in'],,,394380898,MUNDIALDELIBROS,36,1305.56,0,COP,
MCO1857738380,Agenda Aleida 2024 ( Nueva Y Original ),new,,gold_special,https://articulo.mercadolibre.com.co/MCO-1857738380-agenda-aleida-2024-nueva-y-original--_JM,buy_it_now,MCO,MCO1196,MCO-BOOKS,54000,,1,,,True,2043-08-29T04:00:00.000Z,False,[],MCO3025,False,False,cross_docking,me2,['self_service_in'],,,394380898,MUNDIALDELIBROS,36,1500.0,0,COP,
MCO1371500185,"Los Límites Del Amor. Cómo Amar Sin Renunciar A Ti Mismo, De Walter Riso. Serie 9584277213, Vol. 1. Editorial Grupo Planeta, Tapa Blanda, Edición 2019 En Español, 2019",new,MCO22003661,gold_special,https://www.mercadolibre.com.co/los-limites-del-amor-como-amar-sin-renunciar-a-ti-mismo-de-walter-riso-serie-9584277213-vol-1-editorial-grupo-planeta-tapa-blanda-edicion-2019-en-espanol-2019/p/MCO22003661,buy_it_now,MCO,MCO1196,MCO-BOOKS,49000,,1,1278.0,Libreria de la U,True,2043-12-09T04:00:00.000Z,True,[],MCO3025,False,False,cross_docking,me2,[],,,279263455,HIPERTEXTOSAS,36,1361.11,0,COP,Grupo Planeta
MCO2008286786,Libro La Revolución De La Glucosa: El Método - Jessie Inchauspé - Diana,new,MCO24601611,gold_special,https://www.mercadolibre.com.co/libro-la-revolucion-de-la-glucosa-el-metodo-jessie-inchauspe-diana/p/MCO24601611,buy_it_now,MCO,MCO1196,MCO-BOOKS,64900,,1,,,True,2043-10-31T04:00:00.000Z,True,[],MCO3025,False,False,xd_drop_off,me2,['self_service_in'],,,37483254,IMPORTADORA RAMSA,36,1802.78,0,COP,
MCO1747877482,Libro Ahora Te Toca Ser Feliz [ Incluye Agenda Semanal ],new,MCO19988538,gold_special,https://www.mercadolibre.com.co/libro-ahora-te-toca-ser-feliz-incluye-agenda-semanal-/p/MCO19988538,buy_it_now,MCO,MCO1196,MCO-BOOKS,110827,,1,,,True,2043-07-23T04:00:00.000Z,True,[],MCO3025,False,True,xd_drop_off,me2,['mandatory_free_shipping'],,,791273252,LIBERIMPORTACINSASLIBERIMP,36,3078.53,0,COP,Editorial Planeta
MCO1320598369,Nbla Biblia De Estudio Macarthur Tapa Dura Azul,new,MCO22004466,gold_pro,https://www.mercadolibre.com.co/nbla-biblia-de-estudio-macarthur-tapa-dura-azul/p/MCO22004466,buy_it_now,MCO,MCO1196,MCO-BOOKS,270275,284500.0,1,,,True,2043-11-08T21:42:12.000Z,True,[],MCO3025,False,True,cross_docking,me2,"['self_service_in', 'mandatory_free_shipping']",,,610312125,PUNTO GENESIS,12,22522.92,0,COP,
MCO1292104903,Historia De Un Duelo - Carolina Soto,new,MCO22017805,gold_special,https://www.mercadolibre.com.co/historia-de-un-duelo-carolina-soto/p/MCO22017805,buy_it_now,MCO,MCO1196,MCO-BOOKS,44300,,1,,,True,2043-05-01T04:00:00.000Z,True,[],MCO3025,False,False,cross_docking,me2,['self_service_in'],,,394380898,MUNDIALDELIBROS,36,1230.56,0,COP,
MCO1327001729,Escape Dross,new,MCO22058025,gold_special,https://www.mercadolibre.com.co/escape-dross/p/MCO22058025,buy_it_now,MCO,MCO1196,MCO-BOOKS,45000,,1,,,True,2043-08-11T04:00:00.000Z,True,[],MCO3025,False,False,cross_docking,me2,['self_service_in'],,,394380898,MUNDIALDELIBROS,36,1250.0,0,COP,
MCO2096487344,Tus Zonas Mágicas / Wayne W. Dyer / Debolsillo,new,MCO20744074,gold_special,https://www.mercadolibre.com.co/tus-zonas-magicas-wayne-w-dyer-debolsillo/p/MCO20744074,buy_it_now,MCO,MCO1196,MCO-BOOKS,39950,47000.0,1,1278.0,Libreria de la U,True,2043-12-09T04:00:00.000Z,True,[],MCO3025,False,False,cross_docking,me2,[],,,279263455,HIPERTEXTOSAS,36,1109.72,0,COP,Penguin Random House
