id,title,condition,catalog_product_id,listing_type_id,permalink,buying_mode,site_id,category_id,domain_id,price,original_price,available_quantity,official_store_id,official_store_name,accepts_mercadopago,stop_time,catalog_listing,promotions,category,shipping_store_pick_up,shipping_free_shipping,shipping_logistic_type,shipping_mode,shipping_tags,shipping_benefits,shipping_promise,seller_id,seller_nickname,installments_quantity,installments_amount,installments_rate,installments_currency_id,brand_value_name
MCO1269031935,Pelota De Fútbol Golty Fútbol Sala Competition Golty On Color Blanco,new,MCO19725310,gold_special,https://www.mercadolibre.com.co/pelota-de-futbol-golty-futbol-sala-competition-golty-on-color-blanco/p/MCO19725310,buy_it_now,MCO,MCO12370,MCO-FOOTBALL_BALLS,104950,,1,52442.0,Golty Outlet,True,2043-03-04T04:00:00.000Z,True,[],MCO1276,False,True,cross_docking,me2,"['MCO-chg-threshold-Jan-23', 'mandatory_free_shipping']",,,607765523,GOLTY OUTLET,36.0,2915.28,0.0,COP,Golty
MCO542392967,Theraband Juego 3 Bandas Sportfitness X2mt C/u Ejercicio Gym,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-542392967-theraband-juego-3-bandas-sportfitness-x2mt-cu-ejercicio-gym-_JM,buy_it_now,MCO,MCO179924,MCO-RESISTANCE_BANDS,44900,,1,,,True,2043-09-08T11:29:55.000Z,False,[],MCO1276,False,False,drop_off,me2,[],,,29789735,EQUIPOSDEGIMNASIA,36.0,1247.22,0.0,COP,Sportfitness
MCO1337601773,Casco De Bicicleta Con Lentes Luz De Advertencia Recargable,new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-1337601773-casco-de-bicicleta-con-lentes-luz-de-advertencia-recargable-_JM,buy_it_now,MCO,MCO158235,MCO-CYCLING_SKATEBOARDING_AND_SKATING_HELMETS,134900,,150,,,True,2043-09-07T04:00:00.000Z,False,[],MCO1276,False,True,xd_drop_off,me2,"['self_service_in', 'mandatory_free_shipping']",,,1354859702,TIENDA BUNKERBIKER,12.0,11241.67,0.0,COP,Bunker Biker
MCO1327400025,Mug Vaso Termo Agua Cafe 570ml Buffer Acero Inox + Tapas,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-1327400025-mug-vaso-termo-agua-cafe-570ml-buffer-acero-inox-tapas-_JM,buy_it_now,MCO,MCO166171,MCO-THERMOSES,64990,79990.0,100,,,True,2043-08-12T04:00:00.000Z,False,[],MCO1276,False,False,fulfillment,me2,"['fulfillment', 'self_service_in']",,,160820235,BUILDER CO,36.0,1805.28,0.0,COP,Buffer
MCO1332240421,Soporte Para Colgar Bicicleta De Pared Con Gancho Giratorio,new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-1332240421-soporte-para-colgar-bicicleta-de-pared-con-gancho-giratorio-_JM,buy_it_now,MCO,MCO168924,MCO-BICYCLE_WALL_MOUNT_RACKS,49900,,1,,,True,2043-08-23T04:00:00.000Z,False,[],MCO1276,False,False,cross_docking,me2,['self_service_in'],,,632236208,MEGAOFERTAS_ONLINE,12.0,4158.33,0.0,COP,Genérica
MCO2000765862,Balon Futbol Pro Golty Dualtech N.4 Color Verde,new,MCO21287550,gold_special,https://www.mercadolibre.com.co/balon-futbol-pro-golty-dualtech-n4-color-verde/p/MCO21287550,buy_it_now,MCO,MCO12370,MCO-FOOTBALL_BALLS,133000,,1,52442.0,Golty Outlet,True,2043-10-27T04:00:00.000Z,True,[],MCO1276,False,True,cross_docking,me2,['mandatory_free_shipping'],,,607765523,GOLTY OUTLET,36.0,3694.44,0.0,COP,Golty
MCO618405322,Maquina De Belleza Para Cintura Gym Tonificadora,new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-618405322-maquina-de-belleza-para-cintura-gym-tonificadora-_JM,buy_it_now,MCO,MCO40937,MCO-AEROBIC_CRUNCH_MACHINES,147849,289900.0,1,,,True,2041-04-17T04:00:00.000Z,False,[],MCO1276,False,True,fulfillment,me2,"['fulfillment', 'self_service_out', 'mandatory_free_shipping']",,,703728628,SUBE SAS,12.0,12320.75,0.0,COP,Sube sas
MCO1291729519,Galapago Sillin Gw As1 Antiprostatico Mtb Ruta Anatomico,new,MCO27776445,gold_special,https://articulo.mercadolibre.com.co/MCO-1291729519-galapago-sillin-gw-as1-antiprostatico-mtb-ruta-anatomico-_JM,buy_it_now,MCO,MCO158243,MCO-BICYCLE_SEATS,26190,,1,,,True,2043-04-30T04:00:00.000Z,False,[],MCO1276,False,False,fulfillment,me2,['fulfillment'],,,53544979,VOY ENBICI,36.0,727.5,0.0,COP,GW
MCO891637710,Monopatin Scooter Para Niño Y Niña Ruedas Con Luces 2021,new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-891637710-monopatin-scooter-para-nino-y-nina-ruedas-con-luces-2021-_JM,buy_it_now,MCO,MCO176686,MCO-KICK_SCOOTERS,139500,155000.0,500,,,True,2042-05-04T04:00:00.000Z,False,[],MCO1276,False,True,cross_docking,me2,"['self_service_in', 'mandatory_free_shipping']",,,204941083,MULTIPLACECOLOMBIA.COM,12.0,11625.0,0.0,COP,Foxer
MCO832780909,"Bicicletero Soporte Bicicleta Fixie, Ruta O Llantas Delgadas",new,,gold_special,https://articulo.mercadolibre.com.co/MCO-832780909-bicicletero-soporte-bicicleta-fixie-ruta-o-llantas-delgadas-_JM,buy_it_now,MCO,MCO168924,MCO-BICYCLE_WALL_MOUNT_RACKS,36000,,500,,,True,2041-11-12T04:00:00.000Z,False,[],MCO1276,False,False,cross_docking,me2,[],,,17396386,PITTSMAN,36.0,1000.0,0.0,COP,Pittsman
