id,title,condition,listing_type_id,permalink,buying_mode,site_id,category_id,domain_id,price,available_quantity,accepts_mercadopago,stop_time,location,seller_contact,catalog_listing,promotions,category,shipping_store_pick_up,shipping_free_shipping,shipping_logistic_type,shipping_mode,shipping_tags,shipping_benefits,shipping_promise,seller_id,seller_nickname
MCO1384535835,Apartamento En Venta La América ,used,gold_premium,https://apartamento.mercadolibre.com.co/MCO-1384535835-apartamento-en-venta-la-america-_JM,classified,MCO,MCO1474,MCO-INDIVIDUAL_APARTMENTS_FOR_SALE,245000000,1,False,2024-07-21T04:00:00.000Z,"{'address_line': '', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkxBQTg5MzU0NA', 'name': 'La América'}, 'city': {'id': 'TUNPQ01FRGRjNjc4', 'name': 'Medellín'}, 'state': {'id': 'TUNPUEFOVGFiZWI3', 'name': 'Antioquia'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 6.2549359, 'longitude': -75.6085551}","{'contact': 'VIVA INMOBILIARIA ASOCIADOS SAS', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1459,False,False,,not_specified,[],,,1460148565,VIVAVIVA20230825110301
MCO1375381729,"Facatativa - El Rosal, Predio Con Chalet, Tres Habitaciones",used,gold_premium,https://casa.mercadolibre.com.co/MCO-1375381729-facatativa-el-rosal-predio-con-chalet-tres-habitaciones-_JM,classified,MCO,MCO1468,MCO-INDIVIDUAL_HOUSES_FOR_SALE,1800000000,1,False,2024-06-24T04:00:00.000Z,"{'address_line': 'Arrayanes', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {}, 'city': {'id': 'TUNPQ0VMUjQ2OTM0Mw', 'name': 'El Rosal'}, 'state': {'id': 'TUNPUENVTmE3NmQ4', 'name': 'Cundinamarca'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.85225, 'longitude': -74.264824}","{'contact': 'Gladys  Diaz Quintero', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1459,False,False,,not_specified,[],,,229687182,GLADYSPRISCILADIAZQUINTERO
MCO2121881650,Hermosa Casa En Venta Ubicada En Sector Vizcaya,used,gold_premium,https://casa.mercadolibre.com.co/MCO-2121881650-hermosa-casa-en-venta-ubicada-en-sector-vizcaya-_JM,classified,MCO,MCO1468,MCO-INDIVIDUAL_HOUSES_FOR_SALE,185000000,1,False,2024-06-27T15:23:28.509Z,"{'address_line': 'Cl. 4b #18-2, Villavicencio, Meta, Colombia', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {}, 'city': {'id': 'TUNPQ1ZJTDNiNzQ2', 'name': 'Villavicencio'}, 'state': {'id': 'TUNPUE1FVGExNzFjNQ', 'name': 'Meta'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.1278252, 'longitude': -73.6164951}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1459,False,False,,not_specified,[],,,1614239446,PELE20231228161748
MCO1332741345,Local En Arriendo En Cali Salomia. Cod 15456,used,gold_premium,https://inmueble.mercadolibre.com.co/MCO-1332741345-local-en-arriendo-en-cali-salomia-cod-15456-_JM,classified,MCO,MCO50560,MCO-RETAIL_SPACE_FOR_RENT,6500000,1,False,2024-10-09T01:42:46.921Z,"{'address_line': '', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQlNBTDQwNDkxMw', 'name': 'Salomia'}, 'city': {'id': 'TUNPQ0NBTDYyZDA0', 'name': 'Cali'}, 'state': {'id': 'TUNPUFZBTGExNmNjNg', 'name': 'Valle Del Cauca'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 3.467, 'longitude': -76.503}","{'contact': 'somosbrokersinmobiliarios', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1459,False,False,,not_specified,[],,,181627009,YAMILETHGARCIAOCHOA
MCO1619382552,Local En Arriendo En Floridablanca Cañaveral. Cod 16183,used,gold_premium,https://inmueble.mercadolibre.com.co/MCO-1619382552-local-en-arriendo-en-floridablanca-canaveral-cod-16183-_JM,classified,MCO,MCO50560,MCO-RETAIL_SPACE_FOR_RENT,4500000,1,False,2024-05-26T04:00:00.000Z,"{'address_line': '', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {}, 'city': {'id': 'TUNPQ0ZMTzcwZTNh', 'name': 'Floridablanca'}, 'state': {'id': 'TUNPUFNBTnJlMjMw', 'name': 'Santander'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 7.069, 'longitude': -73.105}","{'contact': 'INMOBILIARIA ALIANZA', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1459,False,False,,not_specified,[],,,287412539,ALIANZAINMOBILIARIASA
MCO1361514709,"Oportunidad Venta De Hermoso Apartamento En Conjunto Turpial Ciudad Sabana, Mosquera Bogotá Colombia",used,gold_premium,https://apartamento.mercadolibre.com.co/MCO-1361514709-oportunidad-venta-de-hermoso-apartamento-en-conjunto-turpial-ciudad-sabana-mosquera-bogota-colombia-_JM,classified,MCO,MCO1474,MCO-INDIVIDUAL_APARTMENTS_FOR_SALE,145000000,1,False,2024-05-20T20:48:40.320Z,"{'address_line': 'Calle 20 #19A-15, Mosquera, Cundinamarca, Colombia', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {}, 'city': {'id': 'TUNPQ01PUzRiMGY3', 'name': 'Mosquera'}, 'state': {'id': 'TUNPUENVTmE3NmQ4', 'name': 'Cundinamarca'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.7118928, 'longitude': -74.2187622}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1459,False,False,,not_specified,[],,,1541705300,CHRISROJASINMUEBLES
MCO1333353649,Vende Apartamento Alhambra,used,gold_premium,https://apartamento.mercadolibre.com.co/MCO-1333353649-vende-apartamento-alhambra-_JM,classified,MCO,MCO1474,MCO-INDIVIDUAL_APARTMENTS_FOR_SALE,449990000,1,False,2024-02-27T04:00:00.000Z,"{'address_line': 'Calle 116 #48-26, Suba, Cundinamarca, Colombia', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkFMSDMzNzQ0', 'name': 'Alhambra'}, 'city': {'id': 'TUNPQ1NVQjUzNzQ4', 'name': 'Suba'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.7002473, 'longitude': -74.0586022}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1459,False,False,,not_specified,[],,,1309649001,VENDOTUCASACOLOMBIA2023
MCO1392229105,Apartamento En Venta En El Poblado Castropol Lalinde,used,gold_premium,https://apartamento.mercadolibre.com.co/MCO-1392229105-apartamento-en-venta-en-el-poblado-castropol-lalinde-_JM,classified,MCO,MCO1474,MCO-INDIVIDUAL_APARTMENTS_FOR_SALE,795000000,1,False,2024-08-13T04:00:00.000Z,"{'address_line': 'El Poblado Lalinde', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {}, 'city': {'id': 'TUNPQ01FRGRjNjc4', 'name': 'Medellín'}, 'state': {'id': 'TUNPUEFOVGFiZWI3', 'name': 'Antioquia'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 6.2130667, 'longitude': -75.569222}","{'contact': 'KOTA', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1459,False,False,,not_specified,[],,,285476014,KOTA GROUP_INMOBILIARIA
MCO1371416577,Venta apartamento ciudad Jardín Cali Valle Del Cauca,used,gold_premium,https://apartamento.mercadolibre.com.co/MCO-1371416577-ventaapartamentociudad-jardin-cali-valle-del-cauca-_JM,classified,MCO,MCO1474,MCO-INDIVIDUAL_APARTMENTS_FOR_SALE,550000000,1,False,2024-06-11T04:00:00.000Z,"{'address_line': '', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkNJVTM3OTgyMg', 'name': 'Ciudad Jardín'}, 'city': {'id': 'TUNPQ0NBTDYyZDA0', 'name': 'Cali'}, 'state': {'id': 'TUNPUFZBTGExNmNjNg', 'name': 'Valle Del Cauca'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 3.3538484, 'longitude': -76.5366626}","{'contact': 'FELIPE GONZALEZ COLLAZOS', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1459,False,False,,not_specified,[],,,534472279,DESCANSEMOSSALES
MCO1319201927,Casalote En Venta En Cali El Porvenir. Cod 14396,used,gold_premium,https://lote-casalote.mercadolibre.com.co/MCO-1319201927-casalote-en-venta-en-cali-el-porvenir-cod-14396-_JM,classified,MCO,MCO52059,MCO-INDIVIDUAL_LANDS_FOR_SALE,290000000,1,False,2024-09-07T21:51:59.368Z,"{'address_line': '', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQlBPUjk2OTMwOQ', 'name': 'Porvenir'}, 'city': {'id': 'TUNPQ0NBTDYyZDA0', 'name': 'Cali'}, 'state': {'id': 'TUNPUFZBTGExNmNjNg', 'name': 'Valle Del Cauca'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 3.459, 'longitude': -76.514}","{'contact': 'somosbrokersinmobiliarios', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1459,False,False,,not_specified,[],,,181627009,YAMILETHGARCIAOCHOA
