id,title,condition,catalog_product_id,listing_type_id,permalink,buying_mode,site_id,category_id,domain_id,price,original_price,available_quantity,accepts_mercadopago,stop_time,catalog_listing,promotions,category,shipping_store_pick_up,shipping_free_shipping,shipping_logistic_type,shipping_mode,shipping_tags,shipping_benefits,shipping_promise,seller_id,seller_nickname,installments_quantity,installments_amount,installments_rate,installments_currency_id,brand_value_name
MCO1358956531,Drone Wifi Con Cámara Hd Con Retorno Dispara Orbeez Hidrogel,new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-1358956531-drone-wifi-con-camara-hd-con-retorno-dispara-orbeez-hidrogel-_JM,buy_it_now,MCO,MCO156677,MCO-DRONES,279500,,50,True,2043-11-06T04:00:00.000Z,False,[],MCO1039,False,True,xd_drop_off,me2,"['self_service_in', 'mandatory_free_shipping']",,,520109866,TECNOHOGARJS,12.0,23291.67,0.0,COP,Drone S60
MCO939290679,Selfie Bluetooth Palo Monopod Yunteng Baston Selfie Yt1288,new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-939290679-selfie-bluetooth-palo-monopod-yunteng-baston-selfie-yt1288-_JM,buy_it_now,MCO,MCO441348,MCO-MONOPODS_AND_SELFIE_STICKS,25592,31990.0,1,True,2042-08-01T04:00:00.000Z,False,[],MCO1039,False,False,cross_docking,me2,['self_service_in'],,,1113894288,AVILAVERONICA20220427142633,12.0,2132.67,0.0,COP,Yungteng
MCO1903371898,Cámara De Vídeo Portátil Ordro Ep7 Head 4k 60 Fps En Primera,new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-1903371898-camara-de-video-portatil-ordro-ep7-head-4k-60-fps-en-primera-_JM,buy_it_now,MCO,MCO1042,MCO-DIGITAL_CAMERAS,552340,,150,True,2043-09-07T04:00:00.000Z,False,[],MCO1039,False,True,drop_off,me2,['mandatory_free_shipping'],,,806950688,SUPERMALLCO1,12.0,46028.33,0.0,COP,Ordro
MCO1391565029,Greika Ys505 - Portapapeles Con Fondo Infinito Para 3 Unidades,new,MCO25451110,gold_special,https://www.mercadolibre.com.co/greika-ys505-portapapeles-con-fondo-infinito-para-3-unidades/p/MCO25451110,buy_it_now,MCO,MCO414212,MCO-PHOTOGRAPHY_BACKDROP_STANDS,229000,,1,True,2044-02-08T04:00:00.000Z,True,[],MCO1039,False,True,xd_drop_off,me2,"['self_service_in', 'mandatory_free_shipping']",,,267692555,JOALMAOZDIGITAL,36.0,6361.11,0.0,COP,Greika
MCO453310006,Maletin Maleta Impermeable Camara Dslr Canon Nikon Sony,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-453310006-maletin-maleta-impermeable-camara-dslr-canon-nikon-sony-_JM,buy_it_now,MCO,MCO432142,MCO-PHOTOGRAPHIC_EQUIPMENT_SUITCASES,102900,,1,True,2037-07-26T16:46:51.000Z,False,[],MCO1039,False,True,fulfillment,me2,"['fulfillment', 'self_service_in', 'mandatory_free_shipping']",,,132499720,MUYBARATICOSS,36.0,2858.33,0.0,COP,Genérica
MCO636621632,Cámara Acuática Sumergible Polaroid 18mp 4k Uhd Original,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-636621632-camara-acuatica-sumergible-polaroid-18mp-4k-uhd-original-_JM,buy_it_now,MCO,MCO8876,MCO-VIDEO_CAMERAS,421789,,1,True,2041-07-24T17:23:59.000Z,False,[],MCO1039,False,True,xd_drop_off,me2,['mandatory_free_shipping'],,,263065566,DISRUPTIVOS,36.0,11716.36,0.0,COP,Polaroid
MCO576321775,Estuche Instax Mini 11,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-576321775-estuche-instax-mini-11-_JM,buy_it_now,MCO,MCO80997,MCO-PHOTOGRAPHY_ACCESSORIES_AND_SPARE_PARTS,67500,67500.0,1,True,2041-12-15T03:38:34.000Z,False,[],MCO1039,False,False,fulfillment,me2,"['fulfillment', 'MCO-chg-threshold-Jan-23', 'self_service_in']",,,22412288,SAMUONLINE,36.0,1875.0,0.0,COP,Caiul
MCO1339898561,Drone 998 Plegable Con Camara Ideal Para Principiantes ,new,MCO19881915,gold_special,https://articulo.mercadolibre.com.co/MCO-1339898561-drone-998-plegable-con-camara-ideal-para-principiantes-_JM,buy_it_now,MCO,MCO156677,MCO-DRONES,186426,,1,True,2043-09-27T18:05:29.000Z,False,[],MCO1039,False,True,fulfillment,me2,"['fulfillment', 'self_service_in', 'mandatory_free_shipping']",,,515467467,ONEPIXELCO,36.0,5178.5,0.0,COP,998
MCO943259759,Tripode Con Soporte De Celular Y Control Bluetooth  Dk-3888,new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-943259759-tripode-con-soporte-de-celular-y-control-bluetooth-dk-3888-_JM,buy_it_now,MCO,MCO40736,MCO-CAMERA_TRIPODS,25432,28900.0,1,True,2042-08-08T04:00:00.000Z,False,[],MCO1039,False,False,cross_docking,me2,['self_service_in'],,,265213021,CASTROLAURA19980512,12.0,2119.33,0.0,COP,Genérica
MCO551832053,Binoculares 20x50 Largo Alcance Con Estuche Ak-20x50,new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-551832053-binoculares-20x50-largo-alcance-con-estuche-ak-20x50-_JM,buy_it_now,MCO,MCO4707,MCO-BINOCULARS,118915,139900.0,1,True,2040-02-01T04:00:00.000Z,False,[],MCO1039,False,True,fulfillment,me2,"['fulfillment', 'self_service_in', 'mandatory_free_shipping']",,,108098646,COMPRALOENCASA.COM,12.0,10492.5,0.0,COP,Genérica
