id,title,condition,catalog_product_id,listing_type_id,permalink,buying_mode,site_id,category_id,domain_id,price,original_price,available_quantity,official_store_id,official_store_name,accepts_mercadopago,stop_time,catalog_listing,promotions,category,shipping_store_pick_up,shipping_free_shipping,shipping_logistic_type,shipping_mode,shipping_tags,shipping_benefits,shipping_promise,seller_id,seller_nickname,installments_quantity,installments_amount,installments_rate,installments_currency_id,brand_value_name
MCO1205283004,Báscula Mecánica Gramera 2k Pretul Capacidad Máxima 2 Kg Color Blanco,new,MCO27428271,gold_special,https://www.mercadolibre.com.co/bascula-mecanica-gramera-2k-pretul-capacidad-maxima-2-kg-color-blanco/p/MCO27428271,buy_it_now,MCO,MCO118000,MCO-COOKING_SCALES,29990,,50,1188.0,Ferreco,True,2043-01-22T04:00:00.000Z,True,[],MCO5726,False,False,cross_docking,me2,['self_service_in'],,,244719950,FERRECO.,36.0,833.06,0.0,COP,Ferreco Basics
MCO560816434,Bandeja Para Serpentin Original Nevera Mabe Y Centrales ,new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-560816434-bandeja-para-serpentin-original-nevera-mabe-y-centrales-_JM,buy_it_now,MCO,MCO438219,MCO-HOME_APPLIANCES_ACCESSORIES_AND_SPARE_PARTS,15390,,1,,,True,2040-04-25T04:00:00.000Z,False,[],MCO5726,False,False,drop_off,me2,[],,,96526507,DISTRIREPUESTOS GYG,,,,,MABE Y CENTRALES
MCO2200824406,Mini Lavadora De Ropa Portatil Electrica Recargable Usb Colo,new,MCO21909203,gold_pro,https://articulo.mercadolibre.com.co/MCO-2200824406-mini-lavadora-de-ropa-portatil-electrica-recargable-usb-colo-_JM,buy_it_now,MCO,MCO159881,MCO-WASHING_MACHINES,17050,,1,,,True,2044-02-01T04:00:00.000Z,False,[],MCO5726,False,False,xd_drop_off,me2,['self_service_in'],,,1234228543,GIRALDONORIS20221107233235,,,,,Genérica
MCO654879762,Cafetera Breville The Barista Express Bes870 Super Automática Brushed Stainless Steel Expreso 110v - 120v,new,MCO7476473,gold_special,https://www.mercadolibre.com.co/cafetera-breville-the-barista-express-bes870-super-automatica-brushed-stainless-steel-expreso-110v-120v/p/MCO7476473,buy_it_now,MCO,MCO4340,MCO-ELECTRIC_COFFEE_MAKERS,4505025,,1,,,True,2041-08-05T04:00:00.000Z,True,[],MCO5726,False,True,cross_docking,me2,['mandatory_free_shipping'],,,72610329,TIENDA.SPEEDOX,36.0,125139.58,0.0,COP,Breville
MCO609817658,Filtro De Agua Tipo Whirpool  Para Nevera Externo Genérico,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-609817658-filtro-de-agua-tipo-whirpool-para-nevera-externo-generico-_JM,buy_it_now,MCO,MCO433579,MCO-REFRIGERATOR_WATER_FILTERS,35000,,1,,,True,2041-02-24T04:00:00.000Z,False,[],MCO5726,False,False,fulfillment,me2,"['fulfillment', 'self_service_out']",,,492223731,REFRIGERACION TODOFRIO,36.0,972.22,0.0,COP,Kar parts
MCO551420555,Ventilador Kalley De Torre K-tf60n,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-551420555-ventilador-kalley-de-torre-k-tf60n-_JM,buy_it_now,MCO,MCO115346,MCO-FANS,206900,222900.0,250,398.0,Kalley,True,2040-01-29T04:00:00.000Z,False,[],MCO5726,False,True,cross_docking,me2,['mandatory_free_shipping'],,,238038329,TIENDA-OFICIAL-EN-LINEA,36.0,5747.22,0.0,COP,Kalley
MCO832837942,Máquina De Coser Recta Brother Hc1850 Portable Blanca 110v,new,MCO15272332,gold_pro,https://www.mercadolibre.com.co/maquina-de-coser-recta-brother-hc1850-portable-blanca-110v/p/MCO15272332,buy_it_now,MCO,MCO117988,MCO-SEWING_MACHINES,1359900,,1,,,True,2043-10-06T19:28:04.000Z,True,[],MCO5726,False,True,xd_drop_off,me2,"['self_service_in', 'fbm_in_process', 'mandatory_free_shipping']",,,803123730,TECNICOSTURASATECNICOSTURA,12.0,113325.0,0.0,COP,Brother
MCO1326008139,Licuadora Imusa Infiny Force 10 V Blanca Color Blanco 110v,new,MCO24096528,gold_special,https://www.mercadolibre.com.co/licuadora-imusa-infiny-force-10-v-blanca-color-blanco-110v/p/MCO24096528,buy_it_now,MCO,MCO163045,MCO-BLENDERS,135900,,1,1966.0,Electro Online,True,2043-08-09T04:00:00.000Z,True,[],MCO5726,False,True,drop_off,me2,"['self_service_out', 'mandatory_free_shipping']",,,736690803,ELECTRONLINE TIENDA,36.0,3775.0,0.0,COP,Imusa
MCO453327270,Filtro De Agua Para Nevera  Electrolux Ref 502417010002,new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-453327270-filtro-de-agua-para-nevera-electrolux-ref-502417010002-_JM,buy_it_now,MCO,MCO433579,MCO-REFRIGERATOR_WATER_FILTERS,149000,,1,,,True,2040-09-02T01:08:27.000Z,False,[],MCO5726,False,True,fulfillment,me2,"['fulfillment', 'self_service_in', 'mandatory_free_shipping']",,,87806673,SOLO_FILTROS,12.0,12416.67,0.0,COP,MCM
MCO595223898,Lavadora Whirlpool Carga Superior Xpert System 24 Kg - Blanc,new,MCO17798109,gold_pro,https://articulo.mercadolibre.com.co/MCO-595223898-lavadora-whirlpool-carga-superior-xpert-system-24-kg-blanc-_JM,buy_it_now,MCO,MCO159881,MCO-WASHING_MACHINES,2699900,3659990.0,1,145.0,Whirlpool,True,2042-09-22T22:06:06.000Z,False,[],MCO5726,False,True,drop_off,me2,['mandatory_free_shipping'],,,206703904,WHIRLPOOL COLOMBIA,12.0,224991.67,0.0,COP,Whirlpool
