id,title,condition,catalog_product_id,listing_type_id,permalink,buying_mode,site_id,category_id,domain_id,price,available_quantity,accepts_mercadopago,stop_time,catalog_listing,promotions,category,shipping_store_pick_up,shipping_free_shipping,shipping_logistic_type,shipping_mode,shipping_tags,shipping_benefits,shipping_promise,seller_id,seller_nickname,installments_quantity,installments_amount,installments_rate,installments_currency_id,brand_value_name
MCO1342574165,"Embossing Machine Arts, Troquel De Corte Portátil, Manualida",new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-1342574165-embossing-machine-arts-troquel-de-corte-portatil-manualida-_JM,buy_it_now,MCO,MCO1169,MCO-PHYSICAL_MOVIES,926834,150,True,2043-09-21T04:00:00.000Z,False,[],MCO1168,False,True,cross_docking,me2,['mandatory_free_shipping'],,,780516576,MIAOKEYINGCO,12,77236.17,0,COP,Genérica
MCO1323676601,Panic At The Disco Viva Las Vengeance / Disco Cd,new,MCO23562251,gold_pro,https://www.mercadolibre.com.co/panic-at-the-disco-viva-las-vengeance-disco-cd/p/MCO23562251,buy_it_now,MCO,MCO1176,MCO-MUSIC_ALBUMS,60000,1,True,2043-08-03T04:00:00.000Z,True,[],MCO1168,False,True,xd_drop_off,me2,['self_service_out'],,,181939816,HITMUSICAL DISCOTIENDA,12,5000.0,0,COP,
MCO1323689603,Pepe Aguilar - No Lo Había Dicho- Cd 2016 Producido Por Sony Music,new,MCO23764469,gold_pro,https://www.mercadolibre.com.co/pepe-aguilar-no-lo-habia-dicho-cd-2016-producido-por-sony-music/p/MCO23764469,buy_it_now,MCO,MCO1176,MCO-MUSIC_ALBUMS,40000,1,True,2043-08-03T04:00:00.000Z,True,[],MCO1168,False,True,xd_drop_off,me2,['self_service_out'],,,181939816,HITMUSICAL DISCOTIENDA,12,3333.33,0,COP,
MCO1342740609,Lámpara De Concierto Nct Lightstick,new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-1342740609-lampara-de-concierto-nct-lightstick-_JM,buy_it_now,MCO,MCO1176,MCO-MUSIC_ALBUMS,177545,1,True,2043-09-22T04:00:00.000Z,False,[],MCO1168,False,True,drop_off,me2,['mandatory_free_shipping'],,,1300179012,CNHUAXIN-COR,12,14795.42,0,COP,
MCO1350673205,Slipknot - .5: The Gray Chapter - Deluxe Edition - 2cd,new,MCO22998752,gold_pro,https://www.mercadolibre.com.co/slipknot-5-the-gray-chapter-deluxe-edition-2cd/p/MCO22998752,buy_it_now,MCO,MCO1176,MCO-MUSIC_ALBUMS,110000,1,True,2043-10-16T04:00:00.000Z,True,[],MCO1168,False,True,xd_drop_off,me2,"['MCO-chg-threshold-Jan-23', 'self_service_out', 'mandatory_free_shipping']",,,181939816,HITMUSICAL DISCOTIENDA,12,9166.67,0,COP,
MCO1360914751,Natti Natasha - Nattividad - Cd Versión Del Álbum Estándar,new,MCO22913589,gold_pro,https://www.mercadolibre.com.co/natti-natasha-nattividad-cd-version-del-album-estandar/p/MCO22913589,buy_it_now,MCO,MCO1176,MCO-MUSIC_ALBUMS,70000,1,True,2043-11-11T04:00:00.000Z,True,[],MCO1168,False,True,xd_drop_off,me2,['self_service_out'],,,181939816,HITMUSICAL DISCOTIENDA,12,5833.33,0,COP,
MCO1871059544,Película 4k Ultra Hd Original Enter The Dragon Bruce Lee New,new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-1871059544-pelicula-4k-ultra-hd-original-enter-the-dragon-bruce-lee-new-_JM,buy_it_now,MCO,MCO1169,MCO-PHYSICAL_MOVIES,169900,1,True,2043-08-31T01:28:34.000Z,False,[],MCO1168,False,True,xd_drop_off,me2,['mandatory_free_shipping'],,,665460382,ARTEMANIA-OFICIAL,12,14158.33,0,COP,
MCO1360961035,Yuridia Pa Luego Es Tarde / Disco Cd,new,MCO22842946,gold_pro,https://www.mercadolibre.com.co/yuridia-pa-luego-es-tarde-disco-cd/p/MCO22842946,buy_it_now,MCO,MCO1176,MCO-MUSIC_ALBUMS,70000,1,True,2043-11-11T04:00:00.000Z,True,[],MCO1168,False,True,xd_drop_off,me2,['self_service_out'],,,181939816,HITMUSICAL DISCOTIENDA,12,5833.33,0,COP,
MCO1368657745,Rush - Retrospective 1974-1980 - Cd Versión Del Álbum Estándar,new,MCO22810544,gold_pro,https://www.mercadolibre.com.co/rush-retrospective-1974-1980-cd-version-del-album-estandar/p/MCO22810544,buy_it_now,MCO,MCO1176,MCO-MUSIC_ALBUMS,60000,1,True,2043-11-30T04:00:00.000Z,True,[],MCO1168,False,True,xd_drop_off,me2,['self_service_out'],,,181939816,HITMUSICAL DISCOTIENDA,12,5000.0,0,COP,
MCO1368658121,Anthrax Among The Living Cd Importado,new,MCO23074450,gold_pro,https://www.mercadolibre.com.co/anthrax-among-the-living-cd-importado/p/MCO23074450,buy_it_now,MCO,MCO1176,MCO-MUSIC_ALBUMS,70000,1,True,2043-11-30T04:00:00.000Z,True,[],MCO1168,False,True,xd_drop_off,me2,"['MCO-chg-threshold-Jan-23', 'self_service_out']",,,181939816,HITMUSICAL DISCOTIENDA,12,5833.33,0,COP,
