id,title,condition,listing_type_id,permalink,buying_mode,site_id,category_id,domain_id,price,available_quantity,accepts_mercadopago,stop_time,location,seller_contact,catalog_listing,promotions,category,shipping_store_pick_up,shipping_free_shipping,shipping_logistic_type,shipping_mode,shipping_tags,shipping_benefits,shipping_promise,seller_id,seller_nickname
MCO2177892424,"Casa En Maratu, Engativa",used,gold_premium,https://casa.mercadolibre.com.co/MCO-2177892424-casa-en-maratu-engativa-_JM,classified,MCO,MCO1468,MCO-INDIVIDUAL_HOUSES_FOR_SALE,280000000,1,False,2024-07-24T04:00:00.000Z,"{'address_line': 'Cl. 69b #9410, Bogotá, Colombia', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQk1BUjQ4NTgy', 'name': 'Maratú'}, 'city': {'id': 'TUNPQ0VORzkzMTUz', 'name': 'Engativa'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.6971387, 'longitude': -74.1146649}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1459,False,False,,not_specified,[],,,636024928,INVERSIONESFINCARAIZ M.B
MCO1996625552,Vendo Apartamento Envigado Las Antillas Con Terraza Campestre,used,gold_premium,https://apartamento.mercadolibre.com.co/MCO-1996625552-vendo-apartamento-envigado-las-antillas-con-terraza-campestre-_JM,classified,MCO,MCO1474,MCO-INDIVIDUAL_APARTMENTS_FOR_SALE,530000000,1,False,2024-05-31T06:23:16.799Z,"{'address_line': '', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {}, 'city': {'id': 'TUNPQ0VOVjU5YjYx', 'name': 'Envigado'}, 'state': {'id': 'TUNPUEFOVGFiZWI3', 'name': 'Antioquia'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 6.1672865, 'longitude': -75.5836963}","{'contact': 'Natalia Orozco', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1459,False,False,,not_specified,[],,,1202465702,QUALITYHOMESCO
MCO1392091541,"Venta Casa Ciudad Country Falco Jamundi, Esquinera. 130m2,  3 Habitaciones, 4 Baños, 2 Parqueaderos, Balcon, Patio",used,gold_premium,https://casa.mercadolibre.com.co/MCO-1392091541-venta-casa-ciudad-country-falco-jamundi-esquinera-130m2-3-habitaciones-4-banos-2-parqueaderos-balcon-patio-_JM,classified,MCO,MCO1468,MCO-INDIVIDUAL_HOUSES_FOR_SALE,640000000,1,False,2024-03-16T04:00:00.000Z,"{'address_line': 'ciudad country falco #18', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {}, 'city': {'id': 'TUNPQ0pBTTIwMTk', 'name': 'Jamundí'}, 'state': {'id': 'TUNPUFZBTGExNmNjNg', 'name': 'Valle Del Cauca'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 3.2788817, 'longitude': -76.5216675}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1459,False,False,not_specified,not_specified,[],,,62933857,SMONCADA0505
MCO2208924616,"Venta De Casa En Unidad Cerrada En El Poblado, Loma Del Indio",used,gold_premium,https://casa.mercadolibre.com.co/MCO-2208924616-venta-de-casa-en-unidad-cerrada-en-el-poblado-loma-del-indio-_JM,classified,MCO,MCO1468,MCO-INDIVIDUAL_HOUSES_FOR_SALE,750000000,1,False,2024-08-13T04:00:00.000Z,"{'address_line': 'Calle 29C #33-50, Medellín, Antioquia, Colombia', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkVMUDI3MDA0Ng', 'name': 'El Poblado'}, 'city': {'id': 'TUNPQ01FRGRjNjc4', 'name': 'Medellín'}, 'state': {'id': 'TUNPUEFOVGFiZWI3', 'name': 'Antioquia'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 6.229736, 'longitude': -75.5635817}","{'contact': '', 'other_info': '407190379', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1459,False,False,,not_specified,[],,,407190379,STOCKURBANOINMOBILIARIA
MCO2196561046,Se Vende Apto O Se Permuta Por Casa Fusagasugá O Clima Caliente En Conjunto Cerrado,used,gold_premium,https://apartamento.mercadolibre.com.co/MCO-2196561046-se-vende-apto-o-se-permuta-por-casa-fusagasuga-o-clima-caliente-en-conjunto-cerrado-_JM,classified,MCO,MCO1474,MCO-INDIVIDUAL_APARTMENTS_FOR_SALE,400000000,1,False,2024-08-01T04:00:00.000Z,"{'address_line': 'Avenida Carrera 30 #63f-89, Bogotá, Colombia', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkJFTjUwNjkx', 'name': 'Benjamín Herrera'}, 'city': {'id': 'TUNPQ0JBUjEyNTcx', 'name': 'Barrios Unidos'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.6577116, 'longitude': -74.0774173}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1459,False,False,,not_specified,[],,,1350269451,GHQINMOBILIA
MCO1371455027,Alquiler Finca Magno  Chinauta Cundinamarca,used,gold_premium,https://inmueble.mercadolibre.com.co/MCO-1371455027-alquiler-finca-magno-chinauta-cundinamarca-_JM,classified,MCO,MCO6402,MCO-FARM_HOUSES_FOR_RENT,59900,1,False,2024-12-13T04:00:00.000Z,"{'address_line': 'Chinauta', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {}, 'city': {'id': 'TUNPQ0NISTE1MTMw', 'name': 'Chinauta'}, 'state': {'id': 'TUNPUENVTmE3NmQ4', 'name': 'Cundinamarca'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.3127761, 'longitude': -74.4361496}","{'contact': 'FELIPE GONZALEZ COLLAZOS', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1459,False,False,,not_specified,[],,,534472279,DESCANSEMOSSALES
MCO2201306856,Finca Con Espectacular Vista Y Piscina. Finca Hermosa Con Piscina En Unidad Cerrada Con Vigilancia 24/7 En Copacabana,used,gold_premium,https://inmueble.mercadolibre.com.co/MCO-2201306856-finca-con-espectacular-vista-y-piscina-finca-hermosa-con-piscina-en-unidad-cerrada-con-vigilancia-247-en-copacabana-_JM,classified,MCO,MCO6403,MCO-FARM_HOUSES_FOR_SALE,980000000,1,False,2025-02-05T04:00:00.000Z,"{'address_line': 'Cl. 49 #50-1, Copacabana, Antioquia, Colombia', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {}, 'city': {'id': 'TUNPQ0NPUDhkMjM1', 'name': 'Copacabana'}, 'state': {'id': 'TUNPUEFOVGFiZWI3', 'name': 'Antioquia'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 6.3460242, 'longitude': -75.5083144}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1459,False,False,,not_specified,[],,,200322166,TÚ.CASA.SOÑADA.YOUR.DREAMHAUSE
MCO1945953628,Apartamento En Venta En Bello Ciudad Fabricato ,used,gold_premium,https://apartamento.mercadolibre.com.co/MCO-1945953628-apartamento-en-venta-en-bello-ciudad-fabricato-_JM,classified,MCO,MCO1474,MCO-INDIVIDUAL_APARTMENTS_FOR_SALE,480000000,1,False,2024-03-31T04:00:00.000Z,"{'address_line': 'Bello Ciudad Fabricato', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {}, 'city': {'id': 'TUNPQ0JFTDg0Y2E', 'name': 'Bello'}, 'state': {'id': 'TUNPUEFOVGFiZWI3', 'name': 'Antioquia'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 6.324812, 'longitude': -75.5615467}","{'contact': 'MYE Propiedad Raiz', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1459,False,False,,not_specified,[],,,1205739771,PROPIEDADMYE
MCO2153028360,"El Lote Mas Hermoso, Plano Y Exclusivo Del Retiro! En Parcelación, Linda Vista!",used,gold_premium,https://lote-casalote.mercadolibre.com.co/MCO-2153028360-el-lote-mas-hermoso-plano-y-exclusivo-del-retiro-en-parcelacion-linda-vista-_JM,classified,MCO,MCO52059,MCO-INDIVIDUAL_LANDS_FOR_SALE,790000000,1,False,2025-01-13T04:00:00.000Z,"{'address_line': 'El Retiro, Retiro, Antioquia, Colombia', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TVhYUGFudGFuaWxsb1RVTlBRMUpGVkRsbU16Z', 'name': 'Pantanillo'}, 'city': {'id': 'TUNPQ1JFVDlmMzgz', 'name': 'Retiro'}, 'state': {'id': 'TUNPUEFOVGFiZWI3', 'name': 'Antioquia'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 6.060955, 'longitude': -75.502582}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1459,False,False,,not_specified,[],,,168189074,LAGENCIAMED
MCO1366595851,Atencion Compradores ! Les Presentamos Una Oportunidad Única Para Comenzar 2024 Siendo Propietario ¡,used,gold_premium,https://lote-casalote.mercadolibre.com.co/MCO-1366595851-atencion-compradores-les-presentamos-una-oportunidad-unica-para-comenzar-2024-siendo-propietario--_JM,classified,MCO,MCO52059,MCO-INDIVIDUAL_LANDS_FOR_SALE,170000000,1,False,2024-11-29T14:24:27.378Z,"{'address_line': '5R29+39 Lebrija, Santander, Colombia', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {}, 'city': {'id': 'TUNPQ0xFQmFlODU1', 'name': 'Lebrija'}, 'state': {'id': 'TUNPUFNBTnJlMjMw', 'name': 'Santander'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 7.1501886, 'longitude': -73.1815305}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1459,False,False,,not_specified,[],,,670917951,GLORIAURIBESI
