id,title,condition,catalog_product_id,listing_type_id,permalink,buying_mode,site_id,category_id,domain_id,price,original_price,available_quantity,accepts_mercadopago,stop_time,catalog_listing,promotions,category,shipping_store_pick_up,shipping_free_shipping,shipping_logistic_type,shipping_mode,shipping_tags,shipping_benefits,shipping_promise,seller_id,seller_nickname,installments_quantity,installments_amount,installments_rate,installments_currency_id,brand_value_name
MCO1628320558,Bolsa Protectora Para Celulares Impermeable Ideal Piscina,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-1628320558-bolsa-protectora-para-celulares-impermeable-ideal-piscina-_JM,buy_it_now,MCO,MCO169817,MCO-CELLPHONE_COVERS,6900,,500,True,2043-05-25T04:00:00.000Z,False,[],MCO1051,False,False,xd_drop_off,me2,['self_service_in'],,,268631406,TOTEM INTERNACIONAL,,,,,Genérica
MCO870709406,Pulsera De Repuesto Para Redmi Watch 2 Lite + Protector 3d,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-870709406-pulsera-de-repuesto-para-redmi-watch-2-lite-protector-3d-_JM,buy_it_now,MCO,MCO434353,MCO-SMARTWATCH_AND_WATCH_BANDS,26980,,250,True,2042-03-10T04:00:00.000Z,False,[],MCO1051,False,False,cross_docking,me2,['self_service_in'],,,139705540,MUNDONETTECH,36.0,749.44,0.0,COP,Genérica
MCO1041792249,Case Funda Protector Acrílico Para Xiaomi Mi Watch,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-1041792249-case-funda-protector-acrilico-para-xiaomi-mi-watch-_JM,buy_it_now,MCO,MCO417718,MCO-SMARTWATCH_AND_WRISTWATCH_SCREEN_PROTECTORS,19949,20999.0,150,True,2042-10-31T04:00:00.000Z,False,[],MCO1051,False,False,cross_docking,me2,['self_service_in'],,,145328341,MERAKIESHOP.CO,36.0,554.14,0.0,COP,Genérica
MCO1196302910,Cordón Universal Seguridad Celular Ajustable Envio Ya¡ ,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-1196302910-cordon-universal-seguridad-celular-ajustable-envio-ya-_JM,buy_it_now,MCO,MCO6944,MCO-CELLPHONE_ACCESSORIES,10260,10800.0,100,True,2043-08-31T21:15:28.661Z,False,[],MCO1051,False,False,xd_drop_off,me2,['self_service_in'],,,148766666,GREIGOMEZ,,,,,Genérica
MCO1269739041,Adaptador Otg  Tipo  C  Hembra A Usb 3.0  Macho  Essager ,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-1269739041-adaptador-otg-tipo-c-hembra-a-usb-30-macho-essager-_JM,buy_it_now,MCO,MCO181196,MCO-DATA_CABLES_AND_ADAPTERS,20976,22800.0,50,True,2043-03-05T04:00:00.000Z,False,[],MCO1051,False,False,xd_drop_off,me2,['self_service_in'],,,236731081,KEDUARDMONT 7,36.0,582.67,0.0,COP,OEM
MCO1255804095, Forro Protector Funda Antishock Para Varios Modelos ,new,MCO24541436,gold_pro,https://articulo.mercadolibre.com.co/MCO-1255804095-forro-protector-funda-antishock-para-varios-modelos-_JM,buy_it_now,MCO,MCO169817,MCO-CELLPHONE_COVERS,29900,,500,True,2043-08-08T00:04:57.637Z,False,[],MCO1051,False,False,xd_drop_off,me2,['self_service_in'],,,1077700162,DUMA4207677,12.0,2491.67,0.0,COP,Genérica
MCO938038222,Soporte Celular Alum No3 Base Redonda Para Movil Escritorio,new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-938038222-soporte-celular-alum-no3-base-redonda-para-movil-escritorio-_JM,buy_it_now,MCO,MCO6944,MCO-CELLPHONE_ACCESSORIES,15900,,500,True,2042-07-30T04:00:00.000Z,False,[],MCO1051,False,False,cross_docking,me2,['self_service_in'],,,490112815,KOKOLOVE DESIGN,,,,,Genérica
MCO1196980104,Pulsera De Repuesto Metalica Para Xiaomi Mi Band 7 Pro,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-1196980104-pulsera-de-repuesto-metalica-para-xiaomi-mi-band-7-pro-_JM,buy_it_now,MCO,MCO434353,MCO-SMARTWATCH_AND_WATCH_BANDS,34890,,50,True,2043-01-14T04:00:00.000Z,False,[],MCO1051,False,False,cross_docking,me2,['self_service_in'],,,139705540,MUNDONETTECH,36.0,969.17,0.0,COP,Genérica
MCO1353342789,Armor Anillo Antishock Con Protector De Camara Deslizable,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-1353342789-armor-anillo-antishock-con-protector-de-camara-deslizable-_JM,buy_it_now,MCO,MCO169817,MCO-CELLPHONE_COVERS,27747,34990.0,500,True,2043-10-22T04:00:00.000Z,False,[],MCO1051,False,False,xd_drop_off,me2,['self_service_in'],,,496129560,ASMOVILACCESORIOS,36.0,770.75,0.0,COP,Genérica
MCO862955378,Forro Protector Funda Antishock Para Varias Referencias,new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-862955378-forro-protector-funda-antishock-para-varias-referencias-_JM,buy_it_now,MCO,MCO169817,MCO-CELLPHONE_COVERS,46900,,500,True,2042-02-18T00:31:09.000Z,False,[],MCO1051,False,False,xd_drop_off,me2,['self_service_in'],,,1077700162,DUMA4207677,12.0,3908.33,0.0,COP,TikiTaka
