id,title,condition,listing_type_id,permalink,buying_mode,site_id,category_id,domain_id,price,original_price,available_quantity,accepts_mercadopago,stop_time,catalog_listing,promotions,category,shipping_store_pick_up,shipping_free_shipping,shipping_logistic_type,shipping_mode,shipping_tags,shipping_benefits,shipping_promise,seller_id,seller_nickname,installments_quantity,installments_amount,installments_rate,installments_currency_id,brand_value_name
MCO1304538055,Kit Globos Decoracion Baby Shark Tiburon Marino Azul Cortina,new,gold_special,https://articulo.mercadolibre.com.co/MCO-1304538055-kit-globos-decoracion-baby-shark-tiburon-marino-azul-cortina-_JM,buy_it_now,MCO,MCO435877,MCO-BALLOONS,38000,,500,True,2043-06-05T04:00:00.000Z,False,[],MCO118204,False,False,xd_drop_off,me2,['self_service_in'],,,1026596468,GLOBOS_Y_PELUCHES_MASMELO,36.0,1055.56,0.0,COP,Genérica
MCO889324352,Colorante De Alimentos Rojo - mL a $500,new,gold_pro,https://articulo.mercadolibre.com.co/MCO-889324352-colorante-de-alimentos-rojo-_JM,buy_it_now,MCO,MCO416942,MCO-FOOD_AND_DRINK_COLORINGS,6000,,50,True,2042-04-29T04:00:00.000Z,False,[],MCO118204,False,False,cross_docking,me2,['self_service_in'],,,198793887,DAVIDOSPINARAMIREZ,,,,,Colorisa
MCO657809207,Kit Decoración Fiesta Hora Loca Set Carnaval Accesorios,new,gold_pro,https://articulo.mercadolibre.com.co/MCO-657809207-kit-decoracion-fiesta-hora-loca-set-carnaval-accesorios-_JM,buy_it_now,MCO,MCO435356,MCO-PARTY_DECORATION_KITS,69999,,500,True,2041-08-15T04:00:00.000Z,False,[],MCO118204,False,False,xd_drop_off,me2,[],,,207125861,FIESTA ARLEQUIN1,12.0,5833.25,0.0,COP,Fiesta Arlequín Kit Decoración
MCO822991202,5 Mascaras Antifaz Romano Espartano Soldado Veneciano Fiesta,new,gold_special,https://articulo.mercadolibre.com.co/MCO-822991202-5-mascaras-antifaz-romano-espartano-soldado-veneciano-fiesta-_JM,buy_it_now,MCO,MCO157459,MCO-PARTY_MASKS,54990,,1,True,2041-10-15T04:00:00.000Z,False,[],MCO118204,False,False,cross_docking,me2,['self_service_in'],,,17691737,MIELTECH,36.0,1527.5,0.0,COP,Mieltech
MCO599025764,20 Recordatorios En Mdf Para Nacimiento Bebes ,new,gold_special,https://articulo.mercadolibre.com.co/MCO-599025764-20-recordatorios-en-mdf-para-nacimiento-bebes-_JM,buy_it_now,MCO,MCO8591,MCO-SOUVENIRS,58000,,1,True,2040-12-14T04:00:00.000Z,False,[],MCO118204,False,False,xd_drop_off,me2,[],,,464132744,TIMICOLOMBIA,36.0,1611.11,0.0,COP,
MCO1226113641,Set X5 Globos Metalizado Bouquet Personajes Fiesta Masha Oso,new,gold_special,https://articulo.mercadolibre.com.co/MCO-1226113641-set-x5-globos-metalizado-bouquet-personajes-fiesta-masha-oso-_JM,buy_it_now,MCO,MCO435877,MCO-BALLOONS,15490,,1,True,2043-11-15T21:30:40.460Z,False,[],MCO118204,False,False,cross_docking,me2,['self_service_in'],,,193264204,VITTORIA.COM.CO,,,,,Vittoria
MCO1304574915,Kit Decoración Globos Ariel Sirenita Cortina Numero Marino,new,gold_special,https://articulo.mercadolibre.com.co/MCO-1304574915-kit-decoracion-globos-ariel-sirenita-cortina-numero-marino-_JM,buy_it_now,MCO,MCO435877,MCO-BALLOONS,38000,,500,True,2043-06-05T04:00:00.000Z,False,[],MCO118204,False,False,xd_drop_off,me2,['self_service_in'],,,1026596468,GLOBOS_Y_PELUCHES_MASMELO,36.0,1055.56,0.0,COP,Genérica
MCO1970607662,Renos De Navidad Decoración 3 Renos Globos,new,gold_pro,https://articulo.mercadolibre.com.co/MCO-1970607662-renos-de-navidad-decoracion-3-renos-globos-_JM,buy_it_now,MCO,MCO435877,MCO-BALLOONS,35000,,1,True,2043-10-13T04:00:00.000Z,False,[],MCO118204,False,False,xd_drop_off,me2,['self_service_in'],,,1331398059,ANDRADESONIA20230315134745,12.0,2916.67,0.0,COP,Globos de Agua
MCO604199245,Vela Velones Altar Eventos Religionario Luz Pila Full,new,gold_special,https://articulo.mercadolibre.com.co/MCO-604199245-vela-velones-altar-eventos-religionario-luz-pila-full-_JM,buy_it_now,MCO,MCO441217,MCO-BIRTHDAY_CANDLES_AND_SPARKLERS,23900,,1,True,2041-01-21T04:00:00.000Z,False,[],MCO118204,False,False,cross_docking,me2,['self_service_in'],,,432789495,INVERSIONES MAZUGI,36.0,663.89,0.0,COP,Vela
MCO1299194428,Caja Recordatorio Primera Comunión X12un Bautizo Personaliza,new,gold_special,https://articulo.mercadolibre.com.co/MCO-1299194428-caja-recordatorio-primera-comunion-x12un-bautizo-personaliza-_JM,buy_it_now,MCO,MCO8591,MCO-SOUVENIRS,41850,,1,True,2043-03-05T04:00:00.000Z,False,[],MCO118204,False,False,xd_drop_off,me2,[],,,129042011,SUSYZUSTORE,36.0,1162.5,0.0,COP,
