id,title,condition,listing_type_id,permalink,buying_mode,site_id,category_id,domain_id,price,original_price,available_quantity,accepts_mercadopago,stop_time,catalog_listing,promotions,category,shipping_store_pick_up,shipping_free_shipping,shipping_logistic_type,shipping_mode,shipping_tags,shipping_benefits,shipping_promise,seller_id,seller_nickname,installments_quantity,installments_amount,installments_rate,installments_currency_id,brand_value_name
MCO595378564,Moneda Tipo Lingote Coleccionable Johnson Matthen Asayers,new,gold_pro,https://articulo.mercadolibre.com.co/MCO-595378564-moneda-tipo-lingote-coleccionable-johnson-matthen-asayers-_JM,buy_it_now,MCO,MCO9355,MCO-COINS,45799,,1,True,2040-11-14T04:00:00.000Z,False,[],MCO1367,False,False,xd_drop_off,me2,[],,,202556176,AMSGAR,12.0,3816.58,0.0,COP,
MCO465035989,Mapa Para Raspar Scratch Colombia Poster Mapamundi Viajero,new,gold_pro,https://articulo.mercadolibre.com.co/MCO-465035989-mapa-para-raspar-scratch-colombia-poster-mapamundi-viajero-_JM,buy_it_now,MCO,MCO168946,MCO-POSTERS,55000,,1,True,2038-02-17T04:00:00.000Z,False,[],MCO1367,False,False,fulfillment,me2,['fulfillment'],,,244018195,VIAJEROS DYD,12.0,4583.33,0.0,COP,Viajeros DyD
MCO447676631,Bombillo Platillo Giratorio Luz Led Discoteca Navidad,new,gold_pro,https://articulo.mercadolibre.com.co/MCO-447676631-bombillo-platillo-giratorio-luz-led-discoteca-navidad-_JM,buy_it_now,MCO,MCO1885,MCO-ANTIQUES,26600,28000.0,1,True,2037-07-02T13:20:04.000Z,False,[],MCO1367,False,False,cross_docking,me2,['self_service_in'],,,169129062,LUZANGELAPENAURREA,12.0,2216.67,0.0,COP,Platillo led
MCO622388488,Moneda Conmemorativa Muhammad Ali Boxeador Coleccionable ,new,gold_pro,https://articulo.mercadolibre.com.co/MCO-622388488-moneda-conmemorativa-muhammad-ali-boxeador-coleccionable-_JM,buy_it_now,MCO,MCO9355,MCO-COINS,46672,,1,True,2041-05-05T04:00:00.000Z,False,[],MCO1367,False,False,xd_drop_off,me2,[],,,202556176,AMSGAR,12.0,3889.33,0.0,COP,
MCO2020282332,Colombia 200 Pesos Oro  7 De Agosto De 1975 Sin Circular,new,gold_special,https://articulo.mercadolibre.com.co/MCO-2020282332-colombia-200-pesos-oro-7-de-agosto-de-1975-sin-circular-_JM,buy_it_now,MCO,MCO9356,MCO-COLLECTIBLE_BILLS,59900,,1,True,2043-11-07T04:00:00.000Z,False,[],MCO1367,False,False,xd_drop_off,me2,[],,,179783507,LEONZ146,36.0,1663.89,0.0,COP,Bsnco de la Republica
MCO648286593,Envase Perfumero Atomizador Clásico Con Bomba Vidrio 100ml,new,gold_special,https://articulo.mercadolibre.com.co/MCO-648286593-envase-perfumero-atomizador-clasico-con-bomba-vidrio-100ml-_JM,buy_it_now,MCO,MCO430308,MCO-DECORATIVE_PERFUME_BOTTLES,65000,,1,True,2041-07-15T04:00:00.000Z,False,[],MCO1367,False,False,cross_docking,me2,[],,,81523149,PRODUCTOSPARA BAR,36.0,1805.56,0.0,COP,Genérica
MCO622321761,Moneda Conmemorativa 1944.6.6 D-día 82nd Airborne Ejercito,new,gold_pro,https://articulo.mercadolibre.com.co/MCO-622321761-moneda-conmemorativa-194466-d-dia-82nd-airborne-ejercito-_JM,buy_it_now,MCO,MCO9355,MCO-COINS,46598,,1,True,2041-05-05T04:00:00.000Z,False,[],MCO1367,False,False,xd_drop_off,me2,[],,,202556176,AMSGAR,12.0,3883.17,0.0,COP,
MCO613033097,"Album Para Coleccionar 45 Billetes, Con Pasta Dura",new,gold_special,https://articulo.mercadolibre.com.co/MCO-613033097-album-para-coleccionar-45-billetes-con-pasta-dura-_JM,buy_it_now,MCO,MCO9356,MCO-COLLECTIBLE_BILLS,67000,,1,True,2041-03-17T04:00:00.000Z,False,[],MCO1367,False,False,xd_drop_off,me2,[],,,91012369,SAMIME,36.0,1861.11,0.0,COP,
MCO2215429546,Soporte  Exhibición De Monedas De Acrílico Transparente 20,new,gold_special,https://articulo.mercadolibre.com.co/MCO-2215429546-soporte-exhibicion-de-monedas-de-acrilico-transparente-20-_JM,buy_it_now,MCO,MCO9355,MCO-COINS,35000,,1,True,2044-02-14T04:00:00.000Z,False,[],MCO1367,False,False,cross_docking,me2,[],,,55172203,DISTRIBUCIONES SANTANDER,36.0,972.22,0.0,COP,Soporte
MCO867338943,Bandera Colombia Con Escudo 1mtr X1.5mt Exterior Grande,new,gold_special,https://articulo.mercadolibre.com.co/MCO-867338943-bandera-colombia-con-escudo-1mtr-x15mt-exterior-grande-_JM,buy_it_now,MCO,MCO393901,MCO-FLAGS,32290,33990.0,1,True,2043-11-17T22:57:20.583Z,False,[],MCO1367,False,False,cross_docking,me2,['self_service_in'],,,499836100,FARSSI_LA_BARBA,36.0,896.94,0.0,COP,
MCO1312300693,Billete De 2 Dólares.,new,gold_special,https://articulo.mercadolibre.com.co/MCO-1312300693-billete-de-2-dolares-_JM,buy_it_now,MCO,MCO9356,MCO-COLLECTIBLE_BILLS,81900,,1,True,2043-09-30T02:54:21.000Z,False,[],MCO1367,False,False,xd_drop_off,me2,[],,,760855399,PEVA2725437,36.0,2275.0,0.0,COP,
MCO901509001,Moneda Masónica Desafío Chapado En Oro Monedas Conmemorat.,new,gold_special,https://articulo.mercadolibre.com.co/MCO-901509001-moneda-masonica-desafio-chapado-en-oro-monedas-conmemorat-_JM,buy_it_now,MCO,MCO9355,MCO-COINS,104990,,1,True,2042-05-26T04:00:00.000Z,False,[],MCO1367,False,True,drop_off,me2,['mandatory_free_shipping'],,,268658500,EMIL SANCHEZ,36.0,2916.39,0.0,COP,WOERDA
MCO1167287163,Album Para 400 Tazos 20 Hojas Colección Excelente Calidad 1a,new,gold_special,https://articulo.mercadolibre.com.co/MCO-1167287163-album-para-400-tazos-20-hojas-coleccion-excelente-calidad-1a-_JM,buy_it_now,MCO,MCO413011,MCO-POGS,111500,,1,True,2042-12-24T04:00:00.000Z,False,[],MCO1367,False,True,xd_drop_off,me2,"['self_service_in', 'mandatory_free_shipping']",,,572547717,ECONATION3000COM,36.0,3097.22,0.0,COP,Econation3000
MCO2153655696,Billetes De 2 Dólares X4 Uni,new,gold_special,https://articulo.mercadolibre.com.co/MCO-2153655696-billetes-de-2-dolares-x4-uni-_JM,buy_it_now,MCO,MCO9356,MCO-COLLECTIBLE_BILLS,60000,,1,True,2044-01-10T04:00:00.000Z,False,[],MCO1367,False,False,xd_drop_off,me2,[],,,760855399,PEVA2725437,36.0,1666.67,0.0,COP,Dolar
