id,title,condition,catalog_product_id,listing_type_id,permalink,buying_mode,site_id,category_id,domain_id,price,original_price,available_quantity,accepts_mercadopago,stop_time,catalog_listing,promotions,category,shipping_store_pick_up,shipping_free_shipping,shipping_logistic_type,shipping_mode,shipping_tags,shipping_benefits,shipping_promise,seller_id,seller_nickname,installments_quantity,installments_amount,installments_rate,installments_currency_id,brand_value_name
MCO1321563604,Pack 2 Vaso Recipiente Para Cereal Yogur Cierre Hermético#02,new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-1321563604-pack-2-vaso-recipiente-para-cereal-yogur-cierre-hermetico02-_JM,buy_it_now,MCO,MCO166165,MCO-DRINKING_GLASSES,27550,29000.0,1,True,2043-03-12T04:00:00.000Z,False,[],MCO1574,False,False,cross_docking,me2,['self_service_in'],,,1059215078,DISTRIBUCIONES_NACHITA,12.0,2295.83,0.0,COP,Genérica
MCO882364627,Candado Clave 4 Dígitos Seguridad Para Maletas Casillero Gym,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-882364627-candado-clave-4-digitos-seguridad-para-maletas-casillero-gym-_JM,buy_it_now,MCO,MCO177812,MCO-PADLOCKS,28310,29800.0,100,True,2042-10-11T20:30:02.000Z,False,[],MCO1574,False,False,xd_drop_off,me2,['self_service_in'],,,236731081,KEDUARDMONT 7,36.0,786.39,0.0,COP,Password Lock
MCO598661870,Dispensador De Jabón Líquido O Gel 600 Ml Premium,new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-598661870-dispensador-de-jabon-liquido-o-gel-600-ml-premium-_JM,buy_it_now,MCO,MCO175793,MCO-MANUAL_SOAP_AND_DETERGENT_DISPENSERS,27200,,1,True,2040-12-11T04:00:00.000Z,False,[],MCO1574,False,False,fulfillment,me2,['fulfillment'],,,394624141,TRIPLE CLEAN,12.0,2266.67,0.0,COP,Triple Clean
MCO1704646050,Bolsa Organizadora Cubrelechos Sabanas Armario Tela Set X3 ,new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-1704646050-bolsa-organizadora-cubrelechos-sabanas-armario-tela-set-x3-_JM,buy_it_now,MCO,MCO166344,MCO-BED_SHEETS,63900,,1,True,2043-07-06T04:00:00.000Z,False,[],MCO1574,False,False,xd_drop_off,me2,['self_service_in'],,,474005597,KC ST0RE,12.0,5325.0,0.0,COP,Genérica
MCO563733276,Secador Manos Automático Acero Con Sensor 110v,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-563733276-secador-manos-automatico-acero-con-sensor-110v-_JM,buy_it_now,MCO,MCO173551,MCO-BATHROOM_SUPPLIES,682409,749900.0,1,True,2041-05-09T00:43:39.000Z,False,[],MCO1574,False,True,cross_docking,me2,"['self_service_in', 'mandatory_free_shipping']",,,82947860,COMERCIALIZAMOSENCOLOMBIASAS,36.0,18955.81,0.0,COP,CCOL
MCO818379707,Termo Inteligente Con Pantalla Led Medidor De Temperatura,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-818379707-termo-inteligente-con-pantalla-led-medidor-de-temperatura-_JM,buy_it_now,MCO,MCO441480,MCO-THERMOSES,33250,35000.0,1,True,2041-10-02T04:00:00.000Z,False,[],MCO1574,False,False,fulfillment,me2,"['fulfillment', 'self_service_in']",,,133317622,JOTAEL51,36.0,923.61,0.0,COP,Genérica
MCO654240205,Antorcha De Bambú Fiestas Eventos Cena 15años Caminos Playa ,new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-654240205-antorcha-de-bambu-fiestas-eventos-cena-15anos-caminos-playa-_JM,buy_it_now,MCO,MCO416540,MCO-GARDEN_TORCHES,16900,,50,True,2041-08-04T04:00:00.000Z,False,[],MCO1574,False,False,xd_drop_off,me2,['self_service_out'],,,219098540,TECIMPORTAMOS2016,,,,,TECIMPORTAMOS BAMBU
MCO593314435,"4 Cubresillas, Forros Para Sillas Navideños + Env. Grat",new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-593314435-4-cubresillas-forros-para-sillas-navidenos-env-grat-_JM,buy_it_now,MCO,MCO116439,MCO-CHRISTMAS_DOLLS,160000,,50,True,2041-11-15T15:48:18.000Z,False,[],MCO1574,False,True,cross_docking,me2,['mandatory_free_shipping'],,,183453906,GERARDOGUERRERO2007,12.0,13333.33,0.0,COP,Propia
MCO1985126310,Tendedero Ropa Plegable Piso Multifunción Apartamento Casa,new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-1985126310-tendedero-ropa-plegable-piso-multifuncion-apartamento-casa-_JM,buy_it_now,MCO,MCO180750,MCO-DRYING_RACKS,59900,,250,True,2043-10-20T04:00:00.000Z,False,[],MCO1574,False,False,cross_docking,me2,['self_service_in'],,,263335107,VENTASBOGOTAOFICIAL,12.0,4991.67,0.0,COP,Force
MCO619590477,Pegante Trampa Ratones Grande,new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-619590477-pegante-trampa-ratones-grande-_JM,buy_it_now,MCO,MCO170293,MCO-RODENT_TRAPS,6490,,500,True,2041-04-24T04:00:00.000Z,False,[],MCO1574,False,False,cross_docking,me2,[],,,569567091,FERRELECTRICOSJD,,,,,
