id,title,condition,catalog_product_id,listing_type_id,permalink,buying_mode,site_id,category_id,domain_id,price,original_price,available_quantity,accepts_mercadopago,stop_time,catalog_listing,promotions,category,shipping_store_pick_up,shipping_free_shipping,shipping_logistic_type,shipping_mode,shipping_tags,shipping_benefits,shipping_promise,seller_id,seller_nickname,installments_quantity,installments_amount,installments_rate,installments_currency_id,brand_value_name
MCO557883177,Tarot Marsella Fournier Autoconocimiento Carta Original.,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-557883177-tarot-marsella-fournier-autoconocimiento-carta-original-_JM,buy_it_now,MCO,MCO414133,MCO-TAROT_CARDS,149489,,1,True,2040-03-26T04:00:00.000Z,False,[],MCO1953,False,True,xd_drop_off,me2,"['self_service_in', 'mandatory_free_shipping']",,,2257768,ENIGMA717DCG,36.0,4152.47,0.0,COP,Fournier
MCO886118604,Repuesto Perilla Boton Estufa Haceb Arometal X 4und,new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-886118604-repuesto-perilla-boton-estufa-haceb-arometal-x-4und-_JM,buy_it_now,MCO,MCO3530,MCO-UNCLASSIFIED_PRODUCTS,34900,,50,True,2042-04-20T04:00:00.000Z,False,[],MCO1953,False,False,custom,custom,[],,,217317315,FABIANQUICAZAQUE,12.0,2908.33,0.0,COP,Haceb
MCO458719736,Zippo Cromo Cepillado Delgado Encendedor De Bolsillo.,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-458719736-zippo-cromo-cepillado-delgado-encendedor-de-bolsillo-_JM,buy_it_now,MCO,MCO172908,MCO-LIGHTERS,181000,,1,True,2038-08-05T12:53:44.000Z,False,[],MCO1953,False,False,not_specified,not_specified,['is_flammable'],,,163181195,MAUJA_BUSINESS,36.0,5027.78,0.0,COP,Zippo Manfacturing Company
MCO1336168520,Carrillon De 7 Chakras Zenergy Campana Cimbalo,new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-1336168520-carrillon-de-7-chakras-zenergy-campana-cimbalo-_JM,buy_it_now,MCO,MCO3530,MCO-UNCLASSIFIED_PRODUCTS,137800,149000.0,1,True,2043-03-15T04:00:00.000Z,False,[],MCO1953,False,False,not_specified,not_specified,[],,,520674693,SAFE3858301,12.0,11483.33,0.0,COP,
MCO1307707567,Mixer Radiant 1 Oz Tattoo & Tatuaje Sombras ,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-1307707567-mixer-radiant-1-oz-tattoo-tatuaje-sombras-_JM,buy_it_now,MCO,MCO412100,MCO-UNCLASSIFIED_PRODUCTS,33000,,1,True,2043-06-17T04:00:00.000Z,False,[],MCO1953,False,False,xd_drop_off,me2,[],,,7449230,RICHMITATTOO,36.0,916.67,0.0,COP,
MCO518249626,Virgen De Guadalupe En Yeso,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-518249626-virgen-de-guadalupe-en-yeso-_JM,buy_it_now,MCO,MCO116987,MCO-ESOTERIC_PRODUCTS,9000,,1,True,2039-06-13T04:00:00.000Z,False,[],MCO1953,False,False,xd_drop_off,me2,[],,,325060226,FIGURASYESOYCERAMICA,,,,,
MCO945176638,Kit Pen Maquina Rotativa Tattoo Tatuaje Fuente Inalámbrica,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-945176638-kit-pen-maquina-rotativa-tattoo-tatuaje-fuente-inalambrica-_JM,buy_it_now,MCO,MCO412110,MCO-TATTOO_KITS,329900,,1,True,2042-08-12T04:00:00.000Z,False,[],MCO1953,False,True,xd_drop_off,me2,['mandatory_free_shipping'],,,270437816,RIAN1146938,36.0,9163.89,0.0,COP,Wormhole
MCO1762660688,Imagen San José Dormido Sueño Resina 30 Cm + Canasto,new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-1762660688-imagen-san-jose-dormido-sueno-resina-30-cm-canasto-_JM,buy_it_now,MCO,MCO116987,MCO-ESOTERIC_PRODUCTS,229900,,1,True,2043-07-28T21:48:30.000Z,False,[],MCO1953,False,True,cross_docking,me2,['mandatory_free_shipping'],,,216484233,ALMACEN LITURGICO,12.0,19158.33,0.0,COP,
MCO615556945,Encendedor Zippo Genuine Design Side Tribar Cross Emblem Bla,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-615556945-encendedor-zippo-genuine-design-side-tribar-cross-emblem-bla-_JM,buy_it_now,MCO,MCO172908,MCO-LIGHTERS,642000,,1,True,2041-04-02T04:00:00.000Z,False,[],MCO1953,False,False,not_specified,not_specified,['is_flammable'],,,279242493,YMAGINARIUM,36.0,17833.33,0.0,COP,Genérica
MCO1968864930,Bong Percolador  100% Doble Funcion + Accesorios ,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-1968864930-bong-percolador-100-doble-funcion-accesorios-_JM,buy_it_now,MCO,MCO417908,MCO-BONGS,138862,,1,True,2043-10-13T04:00:00.000Z,False,[],MCO1953,False,True,xd_drop_off,me2,"['self_service_in', 'mandatory_free_shipping']",,,1388587919,ARTEFACTOS DIVERSOS,36.0,3857.28,0.0,COP,Bong   100% vidrio + blow parea flor + banger para extracciones + tapete
