id,title,condition,catalog_product_id,listing_type_id,permalink,buying_mode,site_id,category_id,domain_id,price,original_price,available_quantity,official_store_id,official_store_name,accepts_mercadopago,stop_time,catalog_listing,promotions,category,shipping_store_pick_up,shipping_free_shipping,shipping_logistic_type,shipping_mode,shipping_tags,shipping_benefits,shipping_promise,seller_id,seller_nickname,installments_quantity,installments_amount,installments_rate,installments_currency_id,brand_value_name
MCO1048744677,Tenis Hiran Gris Para Niño Los Gomosos,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-1048744677-tenis-hiran-gris-para-nino-los-gomosos-_JM,buy_it_now,MCO,MCO5607,MCO-SNEAKERS,69900,109900.0,150,1117.0,Croydon,True,2042-11-04T04:00:00.000Z,False,[],MCO1430,False,True,cross_docking,me2,[],,,313600420,CROYDONCOLOMBIA,36.0,1941.67,0.0,COP,Los Gomosos
MCO623389234,Promocion Pantalon En Dril Rigido X 3 Unidades,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-623389234-promocion-pantalon-en-dril-rigido-x-3-unidades-_JM,buy_it_now,MCO,MCO157289,MCO-PANTS,169900,,500,,,True,2042-07-31T15:12:18.000Z,False,[],MCO1430,False,True,cross_docking,me2,"['self_service_in', 'mandatory_free_shipping']",,,129621061,ANTOZ ONLINE,36.0,4719.44,0.0,COP,zawer
MCO946446981,Guantes Y Gorro Térmico Para El Frío En Color Negro - Unisex,new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-946446981-guantes-y-gorro-termico-para-el-frio-en-color-negro-unisex-_JM,buy_it_now,MCO,MCO166225,MCO-GLOVES_AND_MITTENS,25000,,250,,,True,2042-08-14T04:00:00.000Z,False,[],MCO1430,False,False,xd_drop_off,me2,['self_service_in'],,,1123809573,KIDA.COL,12.0,2083.33,0.0,COP,KIDA
MCO647429575,Pantufla Babucha Materna Dama Sateen ,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-647429575-pantufla-babucha-materna-dama-sateen-_JM,buy_it_now,MCO,MCO414610,MCO-SLIPPERS,44500,,500,,,True,2041-07-12T04:00:00.000Z,False,[],MCO1430,False,False,xd_drop_off,me2,['self_service_in'],,,132107260,AMARE_PANTUFLAS,36.0,1236.11,0.0,COP,Amare Pantuflas S.A.S
MCO2093197754,Tenis Edlin Negro Para Niño Croydon,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-2093197754-tenis-edlin-negro-para-nino-croydon-_JM,buy_it_now,MCO,MCO441597,MCO-SNEAKERS,119900,,1,1117.0,Croydon,True,2043-12-08T04:00:00.000Z,False,[],MCO1430,False,True,cross_docking,me2,['mandatory_free_shipping'],,,313600420,CROYDONCOLOMBIA,36.0,3330.56,0.0,COP,Croydon
MCO1146532877,Babydoll Lenceria Ropa Interior Referencias Elegir Diseño ,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-1146532877-babydoll-lenceria-ropa-interior-referencias-elegir-diseno-_JM,buy_it_now,MCO,MCO162616,MCO-BABYDOLLS,39990,,200,,,True,2042-12-11T04:00:00.000Z,False,[],MCO1430,False,False,xd_drop_off,me2,['self_service_in'],,,525014642,TABUSHOPPING,36.0,1110.83,0.0,COP,Nacional
MCO589525443,Camibuzos Manga Larga 100% Algodón Cuello Redondo 6 Colores,new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-589525443-camibuzos-manga-larga-100-algodon-cuello-redondo-6-colores-_JM,buy_it_now,MCO,MCO157281,MCO-SWEATSHIRTS_AND_HOODIES,23740,24990.0,500,,,True,2044-02-09T00:25:13.708Z,False,[],MCO1430,False,False,cross_docking,me2,['self_service_in'],,,143111463,LA ESTACIÓNDELACAMISETA,12.0,1978.33,0.0,COP,Fabrición 100% Nacional.
MCO546472659,Boxer Hombre Tarrao Largo Microfibra Lisa Williams Combo X6,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-546472659-boxer-hombre-tarrao-largo-microfibra-lisa-williams-combo-x6-_JM,buy_it_now,MCO,MCO162236,MCO-UNDERPANTS,104405,109900.0,50,,,True,2039-12-16T04:00:00.000Z,False,[],MCO1430,False,True,cross_docking,me2,"['fs_threshold_mco_change_apr2021', 'fs_threshold_mco_change_jul2021', 'self_service_in', 'mandatory_free_shipping']",,,69084100,METEORASTORECOLOMBIA,36.0,2900.14,0.0,COP,Tarrao
MCO1360473407,Sombrilla Automática Umbre Con Forro Y Estuche,new,MCO24703959,gold_special,https://articulo.mercadolibre.com.co/MCO-1360473407-sombrilla-automatica-umbre-con-forro-y-estuche-_JM,buy_it_now,MCO,MCO166237,MCO-UMBRELLAS,56900,94900.0,1,1084.0,Totto,True,2043-11-10T04:00:00.000Z,False,[],MCO1430,False,True,cross_docking,me2,[],,,282454060,NALSANISAS,36.0,1580.56,0.0,COP,Totto
MCO1818826064,Tenis Happer Azul Osc Para Niño Croydon,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-1818826064-tenis-happer-azul-osc-para-nino-croydon-_JM,buy_it_now,MCO,MCO441597,MCO-SNEAKERS,119900,,100,1117.0,Croydon,True,2043-08-20T04:00:00.000Z,False,[],MCO1430,False,True,cross_docking,me2,['mandatory_free_shipping'],,,313600420,CROYDONCOLOMBIA,36.0,3330.56,0.0,COP,Croydon
