id,title,condition,catalog_product_id,listing_type_id,permalink,buying_mode,site_id,category_id,domain_id,price,available_quantity,accepts_mercadopago,stop_time,catalog_listing,promotions,category,shipping_store_pick_up,shipping_free_shipping,shipping_logistic_type,shipping_mode,shipping_tags,shipping_benefits,shipping_promise,seller_id,seller_nickname,installments_quantity,installments_amount,installments_rate,installments_currency_id,brand_value_name
MCO1228409408,Wrong Turn / Camino Sangriento Collection Bluray Full Hd Mkv,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-1228409408-wrong-turn-camino-sangriento-collection-bluray-full-hd-mkv-_JM,buy_it_now,MCO,MCO1169,MCO-PHYSICAL_MOVIES,19900,1,True,2043-02-10T22:49:10.000Z,False,[],MCO1168,False,False,drop_off,me2,[],,,130852877,ANIME CINEMANEKI,36,552.78,0,COP,Blu-Ray
MCO563509851,Joaquín Sabina - El Hombre Del Traje Gris,new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-563509851-joaquin-sabina-el-hombre-del-traje-gris-_JM,buy_it_now,MCO,MCO1176,MCO-MUSIC_ALBUMS,45000,1,True,2040-07-27T02:24:45.000Z,False,[],MCO1168,False,True,xd_drop_off,me2,['self_service_out'],,,181939816,HITMUSICAL DISCOTIENDA,12,3750.0,0,COP,
MCO651712438,Diomedes Dionisio Diaz - Siguiendo Los Pasos,new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-651712438-diomedes-dionisio-diaz-siguiendo-los-pasos-_JM,buy_it_now,MCO,MCO1176,MCO-MUSIC_ALBUMS,40000,1,True,2041-07-25T04:00:00.000Z,False,[],MCO1168,False,True,xd_drop_off,me2,['self_service_out'],,,181939816,HITMUSICAL DISCOTIENDA,12,3333.33,0,COP,
MCO653327384,Época De Oro Del Vallenato - Cd,new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-653327384-epoca-de-oro-del-vallenato-cd-_JM,buy_it_now,MCO,MCO1176,MCO-MUSIC_ALBUMS,35000,1,True,2041-07-31T04:00:00.000Z,False,[],MCO1168,False,True,xd_drop_off,me2,['self_service_out'],,,181939816,HITMUSICAL DISCOTIENDA,12,2916.67,0,COP,
MCO914625960,Grupo Suramerica - ¡como Duele Mi Ciudad! - Cd,used,,gold_special,https://articulo.mercadolibre.com.co/MCO-914625960-grupo-suramerica-como-duele-mi-ciudad-cd-_JM,buy_it_now,MCO,MCO1176,MCO-MUSIC_ALBUMS,35000,1,True,2042-06-20T04:00:00.000Z,False,[],MCO1168,False,False,xd_drop_off,me2,[],,,87550573,MARMAR13,36,972.22,0,COP,
MCO1278991289,Serie Naruto Completa (naruto Y Naruto Shippuden),new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-1278991289-serie-naruto-completa-naruto-y-naruto-shippuden-_JM,buy_it_now,MCO,MCO5633,MCO-TV_SERIES,49900,250,True,2043-03-28T04:00:00.000Z,False,[],MCO1168,False,False,not_specified,not_specified,[],,,171048984,IROBOTIC,12,4158.33,0,COP,GEN
MCO1228582592,Soldado Universal Collection Bluray Full Hd 1080p Mkv,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-1228582592-soldado-universal-collection-bluray-full-hd-1080p-mkv-_JM,buy_it_now,MCO,MCO1169,MCO-PHYSICAL_MOVIES,19900,1,True,2043-02-10T22:49:09.000Z,False,[],MCO1168,False,False,drop_off,me2,[],,,130852877,ANIME CINEMANEKI,36,552.78,0,COP,Universal
MCO1297520537,"Cd Radio Hits 5 - Calamaro, Charly García Y Más - Excelente ",used,,gold_special,https://articulo.mercadolibre.com.co/MCO-1297520537-cd-radio-hits-5-calamaro-charly-garcia-y-mas-excelente-_JM,buy_it_now,MCO,MCO1176,MCO-MUSIC_ALBUMS,35900,1,True,2043-05-17T04:00:00.000Z,False,[],MCO1168,False,False,xd_drop_off,me2,['self_service_in'],,,639160850,GOODBETMUSIC,36,997.22,0,COP,
MCO1328420949,Caifanes Lp Caifanes Vinilo Edición De Época,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-1328420949-caifanes-lp-caifanes-vinilo-edicion-de-epoca-_JM,buy_it_now,MCO,MCO1176,MCO-MUSIC_ALBUMS,283997,1,True,2043-08-14T04:00:00.000Z,False,[],MCO1168,False,True,drop_off,me2,['mandatory_free_shipping'],,,94016040,HALCON DEACERO777,36,7888.81,0,COP,
MCO1363051099,Rammstein - Rammstein Paris / The Concert - 2 Cd,new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-1363051099-rammstein-rammstein-paris-the-concert-2-cd-_JM,buy_it_now,MCO,MCO1176,MCO-MUSIC_ALBUMS,110000,1,True,2043-11-16T04:00:00.000Z,False,[],MCO1168,False,True,xd_drop_off,me2,"['self_service_out', 'mandatory_free_shipping']",,,181939816,HITMUSICAL DISCOTIENDA,12,9166.67,0,COP,
