id,title,condition,catalog_product_id,listing_type_id,permalink,buying_mode,site_id,category_id,domain_id,price,available_quantity,official_store_id,accepts_mercadopago,stop_time,catalog_listing,promotions,official_store_name,category,shipping_store_pick_up,shipping_free_shipping,shipping_logistic_type,shipping_mode,shipping_tags,shipping_benefits,shipping_promise,seller_id,seller_nickname,installments_quantity,installments_amount,installments_rate,installments_currency_id,brand_value_name
MCO1915645782,"Libro Tambien Es Posible Para Ti - Badillo, Maria Elena",new,MCO22136844,gold_special,https://www.mercadolibre.com.co/libro-tambien-es-posible-para-ti-badillo-maria-elena/p/MCO22136844,buy_it_now,MCO,MCO1196,MCO-BOOKS,114800,250,,True,2043-09-15T04:00:00.000Z,True,[],,MCO3025,False,True,xd_drop_off,me2,['mandatory_free_shipping'],,,664025950,EDICIONES GAVIOTA,36,3188.89,0,COP,
MCO1319100669,Prometheus. Atlas De Anatomía 4a Ed 2022 ,new,MCO19989207,gold_special,https://www.mercadolibre.com.co/prometheus-atlas-de-anatomia-4a-ed-2022/p/MCO19989207,buy_it_now,MCO,MCO1196,MCO-BOOKS,460000,1,,True,2043-07-21T04:00:00.000Z,True,[],,MCO3025,False,True,xd_drop_off,me2,"['self_service_in', 'mandatory_free_shipping']",,,582293691,ELMO_2100421,36,12777.78,0,COP,
MCO1747876580,"Seth Speaks: The Eternal Validity Of The Soul, De Jane Roberts. Editorial Amber-allen Publishing, Tapa Blanda En Inglés, 1994",new,MCO23457967,gold_special,https://www.mercadolibre.com.co/seth-speaks-the-eternal-validity-of-the-soul-de-jane-roberts-editorial-amber-allen-publishing-tapa-blanda-en-ingles-1994/p/MCO23457967,buy_it_now,MCO,MCO1196,MCO-BOOKS,194694,1,,True,2043-07-23T04:00:00.000Z,True,[],,MCO3025,False,True,xd_drop_off,me2,['mandatory_free_shipping'],,,791273252,LIBERIMPORTACINSASLIBERIMP,36,5408.17,0,COP,NEW WORLD LIBRARY
MCO1744247556,"La Mansion. Tiempo De Resurgir - Jacobs, Anne",new,MCO21981050,gold_special,https://www.mercadolibre.com.co/la-mansion-tiempo-de-resurgir-jacobs-anne/p/MCO21981050,buy_it_now,MCO,MCO1196,MCO-BOOKS,217063,1,,True,2043-07-22T04:00:00.000Z,True,[],,MCO3025,False,True,xd_drop_off,me2,['mandatory_free_shipping'],,,791273252,LIBERIMPORTACINSASLIBERIMP,36,6029.53,0,COP,PLAZA & JANES
MCO1735548826,"El Eternauta, De H.g.oesterheld. Editorial Planeta Cómic, Tapa Blanda En Español, 2023",new,MCO23244072,gold_special,https://www.mercadolibre.com.co/el-eternauta-de-hgoesterheld-editorial-planeta-comic-tapa-blanda-en-espanol-2023/p/MCO23244072,buy_it_now,MCO,MCO1196,MCO-BOOKS,98000,1,2064.0,True,2043-07-19T04:00:00.000Z,True,[],El Bibliotecologo Libros,MCO3025,False,True,cross_docking,me2,"['self_service_in', 'mandatory_free_shipping']",,,213566545,ELBIBLIOTECOLOGO,36,2722.22,0,COP,
MCO1344421965,Libro El Arte Del Color - Johannes Itten - Gustavo Gili,new,MCO19844770,gold_pro,https://www.mercadolibre.com.co/libro-el-arte-del-color-johannes-itten-gustavo-gili/p/MCO19844770,buy_it_now,MCO,MCO1196,MCO-BOOKS,179000,1,,True,2043-09-28T04:00:00.000Z,True,[],,MCO3025,False,True,cross_docking,me2,"['self_service_in', 'mandatory_free_shipping']",,,438128163,SOLUCIONESONLINE_COLOMBIA_SAS,12,14916.67,0,COP,"Editorial Gustavo Gili, S.A."
MCO1744261932,Libro La Rebelión De Atlas - A. Rand [ Pasta Dura ] Original,new,MCO19959974,gold_special,https://www.mercadolibre.com.co/libro-la-rebelion-de-atlas-a-rand-pasta-dura-original/p/MCO19959974,buy_it_now,MCO,MCO1196,MCO-BOOKS,170361,1,,True,2043-07-22T04:00:00.000Z,True,[],,MCO3025,False,True,xd_drop_off,me2,['mandatory_free_shipping'],,,791273252,LIBERIMPORTACINSASLIBERIMP,36,4732.25,0,COP,Deusto
MCO2043705068,"Bleach Maximum 21-24, De Tite Kubo. Editorial Panini, Tapa Blanda En Español, 2022",new,MCO25351982,gold_special,https://www.mercadolibre.com.co/bleach-maximum-21-24-de-tite-kubo-editorial-panini-tapa-blanda-en-espanol-2022/p/MCO25351982,buy_it_now,MCO,MCO1196,MCO-BOOKS,174284,1,,True,2043-11-17T04:00:00.000Z,True,[],,MCO3025,False,True,xd_drop_off,me2,['mandatory_free_shipping'],,,791273252,LIBERIMPORTACINSASLIBERIMP,36,4841.22,0,COP,Panini
MCO1808671882,Thompson Genetica En Medicina + Acceso Online 8ed,new,MCO20747640,gold_special,https://www.mercadolibre.com.co/thompson-genetica-en-medicina-acceso-online-8ed/p/MCO20747640,buy_it_now,MCO,MCO1196,MCO-BOOKS,408000,1,,True,2043-08-17T04:00:00.000Z,True,[],,MCO3025,False,True,xd_drop_off,me2,"['self_service_in', 'mandatory_free_shipping']",,,721069600,LIBRERIAMEDICA CELSUS,36,11333.33,0,COP,
MCO2096474298,"1001 Lugares Historicos Que Hay Que Ver Antes De M, De Cavendish, Richard. Editorial Grijalbo En Español",new,MCO24524604,gold_special,https://www.mercadolibre.com.co/1001-lugares-historicos-que-hay-que-ver-antes-de-m-de-cavendish-richard-editorial-grijalbo-en-espanol/p/MCO24524604,buy_it_now,MCO,MCO1196,MCO-BOOKS,179000,1,1278.0,True,2043-12-09T04:00:00.000Z,True,[],Libreria de la U,MCO3025,False,True,cross_docking,me2,['mandatory_free_shipping'],,,279263455,HIPERTEXTOSAS,36,4972.22,0,COP,Penguin Random House
