id,title,condition,listing_type_id,permalink,buying_mode,site_id,category_id,domain_id,price,original_price,available_quantity,official_store_id,accepts_mercadopago,stop_time,catalog_listing,promotions,official_store_name,category,shipping_store_pick_up,shipping_free_shipping,shipping_logistic_type,shipping_mode,shipping_tags,shipping_benefits,shipping_promise,seller_id,seller_nickname,installments_quantity,installments_amount,installments_rate,installments_currency_id,brand_value_name
MCO619198982,Colombia 10 Pesos Oro 20 De Julio 1974,new,gold_special,https://articulo.mercadolibre.com.co/MCO-619198982-colombia-10-pesos-oro-20-de-julio-1974-_JM,buy_it_now,MCO,MCO9356,MCO-COLLECTIBLE_BILLS,28000,,1,,True,2041-04-22T04:00:00.000Z,False,[],,MCO1367,False,False,drop_off,me2,[],,,91086457,NIKY6919,36.0,777.78,0.0,COP,
MCO1436233598,"Moneda Perú 20 Centimos 2019, Circulado ",used,gold_special,https://articulo.mercadolibre.com.co/MCO-1436233598-moneda-peru-20-centimos-2019-circulado-_JM,buy_it_now,MCO,MCO9355,MCO-COINS,7500,,1,,True,2043-04-05T04:00:00.000Z,False,[],,MCO1367,False,False,xd_drop_off,me2,[],,,285275226,IJGU IJGU,,,,,
MCO1348573541,Llavero Led Turbo Con Sonido Y Luz Alimentado Por Batería,new,gold_pro,https://articulo.mercadolibre.com.co/MCO-1348573541-llavero-led-turbo-con-sonido-y-luz-alimentado-por-bateria-_JM,buy_it_now,MCO,MCO172914,MCO-KEYCHAINS,53830,,50,,True,2043-10-11T04:00:00.000Z,False,[],,MCO1367,False,True,drop_off,me2,['mandatory_free_shipping'],,,1098918524,CNJUPITER-COR,12.0,4485.83,0.0,COP,Genérica
MCO1092272701,Bandera De Argentina 1.50 X 1.00cm ,new,gold_pro,https://articulo.mercadolibre.com.co/MCO-1092272701-bandera-de-argentina-150-x-100cm-_JM,buy_it_now,MCO,MCO393901,MCO-FLAGS,45590,47990.0,1,,True,2042-11-20T04:00:00.000Z,False,[],,MCO1367,False,False,xd_drop_off,me2,['self_service_in'],,,1103242719,BARRIOSLAURA20220408162419,12.0,3799.17,0.0,COP,
MCO2205636660,Moneda Conmemorativa Ejercito Nacional 1819 - 2019,new,gold_pro,https://articulo.mercadolibre.com.co/MCO-2205636660-moneda-conmemorativa-ejercito-nacional-1819-2019-_JM,buy_it_now,MCO,MCO9355,MCO-COINS,46665,54900.0,1,,True,2044-02-06T04:00:00.000Z,False,[],,MCO1367,False,True,xd_drop_off,me2,[],,,46182819,FUTUMATRIX,12.0,4117.5,0.0,COP,Genérica
MCO1235529940,Billete Colombiano De 1964 De 50 Pesos ,used,gold_special,https://articulo.mercadolibre.com.co/MCO-1235529940-billete-colombiano-de-1964-de-50-pesos-_JM,buy_it_now,MCO,MCO9356,MCO-COLLECTIBLE_BILLS,200000,,1,,True,2043-02-06T04:00:00.000Z,False,[],,MCO1367,False,True,xd_drop_off,me2,[],,,638328013,NANCYNELLYMOSQUERA,36.0,5555.56,0.0,COP,
MCO1807990564,Juego De 8 Sellos De Estímulo Para Calificar En El Aula.,new,gold_pro,https://articulo.mercadolibre.com.co/MCO-1807990564-juego-de-8-sellos-de-estimulo-para-calificar-en-el-aula-_JM,buy_it_now,MCO,MCO442066,MCO-COLLECTIBLE_POSTAGE_STAMPS,72513,,500,,True,2043-08-17T04:00:00.000Z,False,[],,MCO1367,False,True,drop_off,me2,['mandatory_free_shipping'],,,1190531127,CNMAMPATTY-COR,12.0,6042.75,0.0,COP,MY
MCO2136962618,Moneda Conmemorativa Policarpa Salavarrieta La Pola 200 Años,new,gold_special,https://articulo.mercadolibre.com.co/MCO-2136962618-moneda-conmemorativa-policarpa-salavarrieta-la-pola-200-anos-_JM,buy_it_now,MCO,MCO9355,MCO-COINS,276660,290000.0,1,,True,2044-01-02T04:00:00.000Z,False,[],,MCO1367,False,True,cross_docking,me2,['mandatory_free_shipping'],,,55172203,DISTRIBUCIONES SANTANDER,36.0,7685.0,0.0,COP,Banco de la Republica
MCO1330459925,Colombia Duo Consecutivos 500 Pesos 1993sin Circular,new,gold_special,https://articulo.mercadolibre.com.co/MCO-1330459925-colombia-duo-consecutivos-500-pesos-1993sin-circular-_JM,buy_it_now,MCO,MCO9356,MCO-COLLECTIBLE_BILLS,28900,,1,,True,2043-08-19T04:00:00.000Z,False,[],,MCO1367,False,False,xd_drop_off,me2,[],,,179783507,LEONZ146,36.0,802.78,0.0,COP,Genérica
MCO847830574,Álbum Para Guardar 30 Billetes Excelente Calidad.,new,gold_pro,https://articulo.mercadolibre.com.co/MCO-847830574-album-para-guardar-30-billetes-excelente-calidad-_JM,buy_it_now,MCO,MCO441114,MCO-ANTIQUES,50000,,1,,True,2041-12-31T04:00:00.000Z,False,[],,MCO1367,False,False,xd_drop_off,me2,['self_service_in'],,,5417795,NUMISTOOLS,12.0,4166.67,0.0,COP,Marca Beba
