id,title,condition,listing_type_id,permalink,buying_mode,site_id,category_id,domain_id,price,original_price,available_quantity,accepts_mercadopago,stop_time,catalog_listing,promotions,category,shipping_store_pick_up,shipping_free_shipping,shipping_logistic_type,shipping_mode,shipping_tags,shipping_benefits,shipping_promise,seller_id,seller_nickname,installments_quantity,installments_amount,installments_rate,installments_currency_id,brand_value_name
MCO597688003,Recordatorios En Mdf Para Nacimiento Bebes ,new,gold_pro,https://articulo.mercadolibre.com.co/MCO-597688003-recordatorios-en-mdf-para-nacimiento-bebes-_JM,buy_it_now,MCO,MCO8591,MCO-SOUVENIRS,2900,,1,True,2040-12-02T04:00:00.000Z,False,[],MCO118204,False,False,xd_drop_off,me2,[],,,464132744,TIMICOLOMBIA,,,,,
MCO1267037043,"Decoración Dragon Ball, Globos Fiesta De Cumpleaños X 32 Pcs",new,gold_special,https://articulo.mercadolibre.com.co/MCO-1267037043-decoracion-dragon-ball-globos-fiesta-de-cumpleanos-x-32-pcs-_JM,buy_it_now,MCO,MCO435877,MCO-BALLOONS,42800,,1,True,2043-02-28T04:00:00.000Z,False,[],MCO118204,False,False,xd_drop_off,me2,['self_service_in'],,,561860386,DOMA.VARIEDADES,36.0,1188.89,0.0,COP,Genérica
MCO1529313376,Kit Bouquet Globo Gamer Feliz Cumpleaños Jugador,new,gold_pro,https://articulo.mercadolibre.com.co/MCO-1529313376-kit-bouquet-globo-gamer-feliz-cumpleanos-jugador-_JM,buy_it_now,MCO,MCO435877,MCO-BALLOONS,17900,,50,True,2043-04-28T04:00:00.000Z,False,[],MCO118204,False,False,xd_drop_off,me2,['self_service_in'],,,706673549,TURELOJS,,,,,Genérica
MCO657543179,Decoración Infantil Fiesta La Granja De Zenón Set X24,new,gold_pro,https://articulo.mercadolibre.com.co/MCO-657543179-decoracion-infantil-fiesta-la-granja-de-zenon-set-x24-_JM,buy_it_now,MCO,MCO435356,MCO-PARTY_DECORATION_KITS,38000,,500,True,2041-08-14T04:00:00.000Z,False,[],MCO118204,False,False,xd_drop_off,me2,[],,,167434573,FIESTAS ARLEQUIN04,12.0,3166.67,0.0,COP,Fiesta Arlequín Kits de Decoración
MCO1299139494,Bouquet Globos Mi Bautizo Ñina Rosado Religioso Cruz,new,gold_special,https://articulo.mercadolibre.com.co/MCO-1299139494-bouquet-globos-mi-bautizo-nina-rosado-religioso-cruz-_JM,buy_it_now,MCO,MCO435877,MCO-BALLOONS,15900,,50,True,2043-03-05T04:00:00.000Z,False,[],MCO118204,False,False,xd_drop_off,me2,['self_service_in'],,,573609394,PELUCHES MASMELO,,,,,Genérica
MCO605519244,Recordatorio Baby Shower Vela,new,gold_pro,https://articulo.mercadolibre.com.co/MCO-605519244-recordatorio-baby-shower-vela-_JM,buy_it_now,MCO,MCO8591,MCO-SOUVENIRS,111900,,50,True,2043-03-06T14:30:28.000Z,False,[],MCO118204,False,True,xd_drop_off,me2,"['fs_threshold_mco_change_jul2021', 'mandatory_free_shipping']",,,17119773,VELAS_ORION3208483866,12.0,9325.0,0.0,COP,
MCO2177917984,Piñatas Dinosaurios Jurassi X 20 Crecen Agua Biogel Sorpresa,new,gold_pro,https://articulo.mercadolibre.com.co/MCO-2177917984-pinatas-dinosaurios-jurassi-x-20-crecen-agua-biogel-sorpresa-_JM,buy_it_now,MCO,MCO118212,MCO-PINATAS,17500,,1,True,2044-01-21T04:00:00.000Z,False,[],MCO118204,False,False,xd_drop_off,me2,['self_service_in'],,,1314331870,FORBABAY,,,,,Colores growing
MCO1834635978,Kit 12 Vasos 12 Platos Decorativos Minnie Mouse,new,gold_special,https://articulo.mercadolibre.com.co/MCO-1834635978-kit-12-vasos-12-platos-decorativos-minnie-mouse-_JM,buy_it_now,MCO,MCO413643,MCO-DISPOSABLE_CUPS,14900,,50,True,2043-08-24T04:00:00.000Z,False,[],MCO118204,False,False,xd_drop_off,me2,['self_service_in'],,,573609394,PELUCHES MASMELO,,,,,Globos y Peluches Masmelo
MCO1447363616,Globos Happy Birth Day Gratis Base Para 7 Globos Decoración,new,gold_pro,https://articulo.mercadolibre.com.co/MCO-1447363616-globos-happy-birth-day-gratis-base-para-7-globos-decoracion-_JM,buy_it_now,MCO,MCO435877,MCO-BALLOONS,12500,,1,True,2043-04-08T04:00:00.000Z,False,[],MCO118204,False,False,xd_drop_off,me2,['self_service_in'],,,1331398059,ANDRADESONIA20230315134745,,,,,de fiesta con lyly
MCO1105540739,Recordatorio Baby Shower  Elefante ,new,gold_pro,https://articulo.mercadolibre.com.co/MCO-1105540739-recordatorio-baby-shower-elefante-_JM,buy_it_now,MCO,MCO8591,MCO-SOUVENIRS,5500,,1,True,2043-02-23T10:19:15.000Z,False,[],MCO118204,False,False,xd_drop_off,me2,[],,,17119773,VELAS_ORION3208483866,,,,,
