id,title,condition,catalog_product_id,listing_type_id,permalink,buying_mode,site_id,category_id,domain_id,price,available_quantity,official_store_id,accepts_mercadopago,stop_time,location,seller_contact,catalog_listing,promotions,official_store_name,category,shipping_store_pick_up,shipping_free_shipping,shipping_logistic_type,shipping_mode,shipping_tags,shipping_benefits,shipping_promise,seller_id,seller_nickname,brand_value_name
MCO1395576721,Renault Koleos 2.0 Dynamique Turbo Diesel 4x4 2011,used,MCO17064377,gold_premium,https://carro.mercadolibre.com.co/MCO-1395576721-renault-koleos-20-dynamique-turbo-diesel-4x4-2011-_JM,classified,MCO,MCO1744,MCO-CARS_AND_VANS,41000000,1,,False,2024-03-24T04:01:55.000Z,"{'address_line': '', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {}, 'city': {'id': 'TUNPQ0lUQThkMzc5', 'name': 'Itaguí'}, 'state': {'id': 'TUNPUEFOVGFiZWI3', 'name': 'Antioquia'}, 'country': {'id': 'CO', 'name': 'Colombia'}}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],,MCO1743,False,False,,not_specified,[],,,1697853246,MVANEGAS93978,Renault
MCO1395522003,Cheverlot  Tracker ,used,MCO17047314,gold_premium,https://carro.mercadolibre.com.co/MCO-1395522003-cheverlot-tracker-_JM,classified,MCO,MCO1744,MCO-CARS_AND_VANS,45500000,1,,False,2024-03-24T04:00:00.000Z,"{'address_line': '', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQk1PUjI2NzM2', 'name': 'Morato'}, 'city': {'id': 'TUNPQ1NVQjUzNzQ4', 'name': 'Suba'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}}","{'contact': 'GERMAN MARTINEZ', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],,MCO1743,False,False,,not_specified,[],,,1317682419,CENTROFOTOGRAFIATOBERIN,Chevrolet
MCO1395609061,Bmw 225xe Active Tourer 2019,used,,gold_premium,https://carro.mercadolibre.com.co/MCO-1395609061-bmw-225xe-active-tourer-2019-_JM,classified,MCO,MCO1744,MCO-CARS_AND_VANS,99900000,1,,False,2024-06-22T04:00:00.000Z,"{'address_line': '', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkxBUzEyODY5MQ', 'name': 'Las Palmas'}, 'city': {'id': 'TUNPQ01FRGRjNjc4', 'name': 'Medellín'}, 'state': {'id': 'TUNPUEFOVGFiZWI3', 'name': 'Antioquia'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 6.2386625, 'longitude': -75.564787}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],,MCO1743,False,False,,not_specified,[],,,339592220,CONCESIONARIO DANCARS,BMW
MCO1395596823,Mercedes Benz A 200 2016,used,MCO17058743,gold_premium,https://carro.mercadolibre.com.co/MCO-1395596823-mercedes-benz-a-200-2016-_JM,classified,MCO,MCO1744,MCO-CARS_AND_VANS,71500000,1,,False,2024-03-24T04:01:17.000Z,"{'address_line': '', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkNBUjQxMzUwMg', 'name': 'Carlos E. Restrepo'}, 'city': {'id': 'TUNPQ01FRGRjNjc4', 'name': 'Medellín'}, 'state': {'id': 'TUNPUEFOVGFiZWI3', 'name': 'Antioquia'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 6.2584723, 'longitude': -75.5807954}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],,MCO1743,False,False,,not_specified,[],,,1195913065,ALCE1963272,Mercedes-Benz
MCO1395516695,Renault Kangoo Van Carga Modelo 2023,used,MCO21074402,gold_premium,https://carro.mercadolibre.com.co/MCO-1395516695-renault-kangoo-van-carga-modelo-2023-_JM,classified,MCO,MCO1744,MCO-CARS_AND_VANS,70000000,1,,False,2024-06-22T04:00:00.000Z,"{'address_line': '', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkxBMzk0Mzk', 'name': 'La Libertad'}, 'city': {'id': 'TUNPQ0JPUzQwMzcw', 'name': 'Bosa'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],,MCO1743,False,False,,not_specified,[],,,727124849,CVTUCARROMEDELLIN2,Renault
MCO2223989980,Ford Ranger 2014,used,MCO17050905,gold_premium,https://carro.mercadolibre.com.co/MCO-2223989980-ford-ranger-2014-_JM,classified,MCO,MCO1744,MCO-CARS_AND_VANS,78000000,1,,False,2024-03-24T04:01:54.000Z,"{'address_line': '', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQk5VRTU4MDc4', 'name': 'Nueva Marsella I, Ii  y III Sector'}, 'city': {'id': 'TUNPQ0tFTjQyODYy', 'name': 'Kennedy'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.6268339, 'longitude': -74.1313365}","{'contact': 'Daniel Gomez', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],,MCO1743,False,False,,not_specified,[],,,1029813420,GODA9254552,Ford
MCO1395591967,Ford F-150 Fhev Hibrida At Doblecabina 4x4 3500cc ,used,,gold_premium,https://carro.mercadolibre.com.co/MCO-1395591967-ford-f-150-fhev-hibrida-at-doblecabina-4x4-3500cc-_JM,classified,MCO,MCO1744,MCO-CARS_AND_VANS,345000000,1,,False,2024-03-24T04:00:00.000Z,"{'address_line': '', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQlNBTjY2Mzgw', 'name': 'Santa Isabel'}, 'city': {'id': 'TUNPQ01BUjU5NzU1', 'name': 'Martires'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.5993866, 'longitude': -74.1027069}","{'contact': 'Ernesto G', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],,MCO1743,False,False,,not_specified,[],,,224661264,TUC_PALOQUEMAO,Ford
MCO2223971926,Ford Ranger 3.2 Limited Black 4x4 2023,used,MCO21074103,gold_premium,https://carro.mercadolibre.com.co/MCO-2223971926-ford-ranger-32-limited-black-4x4-2023-_JM,classified,MCO,MCO1744,MCO-CARS_AND_VANS,179000000,1,,False,2024-03-24T04:01:52.000Z,"{'address_line': '', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkVMUDI3MDA0Ng', 'name': 'El Poblado'}, 'city': {'id': 'TUNPQ01FRGRjNjc4', 'name': 'Medellín'}, 'state': {'id': 'TUNPUEFOVGFiZWI3', 'name': 'Antioquia'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 6.2034815, 'longitude': -75.5716589}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],,MCO1743,False,False,,not_specified,[],,,1231069331,LIDA4832519,Ford
MCO2223855908,Ford Fiesta Sportback Titanium 2017,used,MCO17050580,gold_premium,https://carro.mercadolibre.com.co/MCO-2223855908-ford-fiesta-sportback-titanium-2017-_JM,classified,MCO,MCO1744,MCO-CARS_AND_VANS,48000000,1,,False,2024-06-22T04:00:00.000Z,"{'address_line': '', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkxBUzEyODY5MQ', 'name': 'Las Palmas'}, 'city': {'id': 'TUNPQ01FRGRjNjc4', 'name': 'Medellín'}, 'state': {'id': 'TUNPUEFOVGFiZWI3', 'name': 'Antioquia'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 6.2386625, 'longitude': -75.564787}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],,MCO1743,False,False,,not_specified,[],,,339592220,CONCESIONARIO DANCARS,Ford
MCO2223829146,Chevrolet Npr,used,,gold_premium,https://vehiculo.mercadolibre.com.co/MCO-2223829146-chevrolet-npr-_JM,classified,MCO,MCO41696,MCO-TRUCKS,152900000,1,,False,2024-03-24T04:01:53.000Z,"{'address_line': '', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQlNBTjIwNjYw', 'name': 'San Cipriano'}, 'city': {'id': 'TUNPQ1NVQjUzNzQ4', 'name': 'Suba'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.7453959, 'longitude': -74.0559956}","{'contact': 'HUMBERTO BAYONA', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],,MCO1743,False,False,,not_specified,[],,,1697646970,HBAYONA23862,Chevrolet
MCO2223853520,Ford Explorer Limited,used,MCO21073740,gold_premium,https://carro.mercadolibre.com.co/MCO-2223853520-ford-explorer-limited-_JM,classified,MCO,MCO1744,MCO-CARS_AND_VANS,208000000,1,,False,2024-03-24T04:01:16.000Z,"{'address_line': '', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQlRFSjY4NTIy', 'name': 'Tejares Del Norte'}, 'city': {'id': 'TUNPQ1NVQjUzNzQ4', 'name': 'Suba'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.7649937, 'longitude': -74.0455731}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],,MCO1743,False,False,,not_specified,[],,,1109438800,GJA1175536,Ford
MCO2223810104,Nissan Qashqai 1997 A/c 4x2 At Gris Modleo 2015 Placa Bxo368,used,MCO18355057,gold_premium,https://carro.mercadolibre.com.co/MCO-2223810104-nissan-qashqai-1997-ac-4x2-at-gris-modleo-2015-placa-bxo368-_JM,classified,MCO,MCO1744,MCO-CARS_AND_VANS,59000000,1,1958.0,False,2024-06-22T04:00:00.000Z,"{'address_line': '', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQk5JWjQ3MDYz', 'name': 'Niza'}, 'city': {'id': 'TUNPQ1NVQjUzNzQ4', 'name': 'Suba'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],Sanautos Usados,MCO1743,False,False,,not_specified,[],,,259900520,SANAUTOS S.A,Nissan
MCO1395473927,Foton Aumark 2.8 Bj5031 Diesel 2015,used,,gold_premium,https://vehiculo.mercadolibre.com.co/MCO-1395473927-foton-aumark-28-bj5031-diesel-2015-_JM,classified,MCO,MCO41696,MCO-TRUCKS,45000000,1,,False,2024-03-24T04:00:05.000Z,"{'address_line': '', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TVhYTGEgY29saW5hVFVOUFEwSlBSell3TmpZd', 'name': 'La colina'}, 'city': {'id': 'TUNPQ0JPRzYwNjYwNA', 'name': 'Bogota'}, 'state': {'id': 'TUNPUENVTmE3NmQ4', 'name': 'Cundinamarca'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 5.026003, 'longitude': -74.0300122}","{'contact': 'PABLO CORRALES', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],,MCO1743,False,False,,not_specified,[],,,1487965841,AARLOSRESTREPOSAS45275,Foton
MCO1395434993,Nissan Pathfinder 3.5 R52 Exclusive,used,MCO17062248,gold_premium,https://carro.mercadolibre.com.co/MCO-1395434993-nissan-pathfinder-35-r52-exclusive-_JM,classified,MCO,MCO1744,MCO-CARS_AND_VANS,106000000,1,,False,2024-03-24T04:00:00.000Z,"{'address_line': '', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {}, 'city': {'id': 'TUNPQ0NBSmUwZTcz', 'name': 'Cajicá'}, 'state': {'id': 'TUNPUENVTmE3NmQ4', 'name': 'Cundinamarca'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.9187217, 'longitude': -74.022557}","{'contact': 'Camilo Ballestas', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],,MCO1743,False,False,,not_specified,[],,,1074743086,TUC_CAJICA2,Nissan
MCO1395496075,Toyota Prado 3.0 Vx Fl Blindada 2016,used,MCO17067818,gold_premium,https://carro.mercadolibre.com.co/MCO-1395496075-toyota-prado-30-vx-fl-blindada-2016-_JM,classified,MCO,MCO1744,MCO-CARS_AND_VANS,250000000,1,,False,2024-03-24T04:00:05.000Z,"{'address_line': '', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkVMUDI3MDA0Ng', 'name': 'El Poblado'}, 'city': {'id': 'TUNPQ01FRGRjNjc4', 'name': 'Medellín'}, 'state': {'id': 'TUNPUEFOVGFiZWI3', 'name': 'Antioquia'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 6.2034815, 'longitude': -75.5716589}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],,MCO1743,False,False,,not_specified,[],,,1231069331,LIDA4832519,Toyota
MCO1395403061,Bmw S1000r 2023 Motorsport Bajo Kilometraje S 1000 R,used,,gold_premium,https://moto.mercadolibre.com.co/MCO-1395403061-bmw-s1000r-2023-motorsport-bajo-kilometraje-s-1000-r-_JM,classified,MCO,MCO1763,MCO-MOTORCYCLES,103500000,1,1004.0,False,2024-06-22T04:00:00.000Z,"{'address_line': '', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {}, 'city': {'id': 'TUNPQ0lCQTI0NzNh', 'name': 'Ibagué'}, 'state': {'id': 'TUNPUFRPTGExNGZkNA', 'name': 'Tolima'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.444676, 'longitude': -75.242438}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],Autogermana,MCO1743,False,False,,not_specified,[],,,25167880,AUTOGERMANA S.A.S,BMW
