id,title,condition,catalog_product_id,listing_type_id,permalink,buying_mode,site_id,category_id,domain_id,price,available_quantity,official_store_id,accepts_mercadopago,stop_time,catalog_listing,promotions,official_store_name,category,shipping_store_pick_up,shipping_free_shipping,shipping_logistic_type,shipping_mode,shipping_tags,shipping_benefits,shipping_promise,seller_id,seller_nickname,installments_quantity,installments_amount,installments_rate,installments_currency_id,brand_value_name
MCO1640929236,"Historia Miente,la - Von Daniken,erich",new,MCO22261736,gold_pro,https://www.mercadolibre.com.co/historia-mientela-von-danikenerich/p/MCO22261736,buy_it_now,MCO,MCO1196,MCO-BOOKS,137000,1,,True,2043-06-02T04:00:00.000Z,True,[],,MCO3025,False,True,cross_docking,me2,"['self_service_in', 'mandatory_free_shipping']",,,438128163,SOLUCIONESONLINE_COLOMBIA_SAS,12,11416.67,0,COP,
MCO1333406375,"El Fantasma Del Rey Leopoldo, De Hochschild, Adam. Editorial Ediciones Península, Tapa Blanda En Español",new,MCO24781008,gold_special,https://www.mercadolibre.com.co/el-fantasma-del-rey-leopoldo-de-hochschild-adam-editorial-ediciones-peninsula-tapa-blanda-en-espanol/p/MCO24781008,buy_it_now,MCO,MCO1196,MCO-BOOKS,136486,1,,True,2043-08-26T04:00:00.000Z,True,[],,MCO3025,False,True,xd_drop_off,me2,['mandatory_free_shipping'],,,791273252,LIBERIMPORTACINSASLIBERIMP,36,3791.28,0,COP,Ediciones Península
MCO1364523603,"Planeta Silencioso, De Dave Goulson. Editorial Crítica, Tapa Dura En Español, 2023",new,MCO24932915,gold_special,https://www.mercadolibre.com.co/planeta-silencioso-de-dave-goulson-editorial-critica-tapa-dura-en-espanol-2023/p/MCO24932915,buy_it_now,MCO,MCO1196,MCO-BOOKS,136486,1,,True,2043-11-19T04:00:00.000Z,True,[],,MCO3025,False,True,xd_drop_off,me2,['mandatory_free_shipping'],,,791273252,LIBERIMPORTACINSASLIBERIMP,36,3791.28,0,COP,CRITICA
MCO1321671829,Libro La Corte Del Zar Rojo - Simon Sebag Montefiore,new,MCO22260718,gold_special,https://www.mercadolibre.com.co/libro-la-corte-del-zar-rojo-simon-sebag-montefiore/p/MCO22260718,buy_it_now,MCO,MCO1196,MCO-BOOKS,136486,1,,True,2043-07-28T04:00:00.000Z,True,[],,MCO3025,False,True,xd_drop_off,me2,['mandatory_free_shipping'],,,791273252,LIBERIMPORTACINSASLIBERIMP,36,3791.28,0,COP,Editorial Critica
MCO2026590290,"Libro Mierda Y Catástrofe - Castro Florez, Fernando",new,MCO21427141,gold_special,https://www.mercadolibre.com.co/libro-mierda-y-catastrofe-castro-florez-fernando/p/MCO21427141,buy_it_now,MCO,MCO1196,MCO-BOOKS,135571,1,,True,2043-11-10T04:00:00.000Z,True,[],,MCO3025,False,True,xd_drop_off,me2,['mandatory_free_shipping'],,,791273252,LIBERIMPORTACINSASLIBERIMP,36,3765.86,0,COP,Fórcola Ediciones
MCO1752234194,"El Muchacho Persa, De Renault, Mary. Editorial Debolsillo, Tapa Blanda En Español",new,MCO24248235,gold_special,https://www.mercadolibre.com.co/el-muchacho-persa-de-renault-mary-editorial-debolsillo-tapa-blanda-en-espanol/p/MCO24248235,buy_it_now,MCO,MCO1196,MCO-BOOKS,118259,1,,True,2043-07-24T04:00:00.000Z,True,[],,MCO3025,False,True,xd_drop_off,me2,"['MCO-chg-threshold-Jan-23', 'mandatory_free_shipping']",,,791273252,LIBERIMPORTACINSASLIBERIMP,36,3284.97,0,COP,DEBOLSILLO
MCO1318635225,"Ngeles Y Demonios.dan Brown, De Dan Brown., Vol. 1. Editorial Grupo Planeta, Tapa Dura, Edición Grupo Planeta En Español, 2014",new,MCO23745325,gold_special,https://www.mercadolibre.com.co/ngeles-y-demoniosdan-brown-de-dan-brown-vol-1-editorial-grupo-planeta-tapa-dura-edicion-grupo-planeta-en-espanol-2014/p/MCO23745325,buy_it_now,MCO,MCO1196,MCO-BOOKS,54000,1,2064.0,True,2043-07-19T04:00:00.000Z,True,[],El Bibliotecologo Libros,MCO3025,False,False,cross_docking,me2,['self_service_in'],,,213566545,ELBIBLIOTECOLOGO,36,1500.0,0,COP,Grupo Planeta
MCO1354922775,"A Paso De Cangrejo, De Grass, Gunter. Editorial Debolsillo, Tapa Blanda En Español",new,MCO24916829,gold_special,https://www.mercadolibre.com.co/a-paso-de-cangrejo-de-grass-gunter-editorial-debolsillo-tapa-blanda-en-espanol/p/MCO24916829,buy_it_now,MCO,MCO1196,MCO-BOOKS,136140,1,,True,2043-10-27T04:00:00.000Z,True,[],,MCO3025,False,True,xd_drop_off,me2,['mandatory_free_shipping'],,,791273252,LIBERIMPORTACINSASLIBERIMP,36,3781.67,0,COP,DEBOLSILLO
MCO2043134484,"Descubriendo El Cerebro - Manes, Facundo",new,MCO22133158,gold_special,https://www.mercadolibre.com.co/descubriendo-el-cerebro-manes-facundo/p/MCO22133158,buy_it_now,MCO,MCO1196,MCO-BOOKS,167383,1,,True,2043-11-17T04:00:00.000Z,True,[],,MCO3025,False,True,xd_drop_off,me2,['mandatory_free_shipping'],,,791273252,LIBERIMPORTACINSASLIBERIMP,36,4649.53,0,COP,Planeta Publishing
MCO1371416317,"A Contracorriente: Cómo Resolver Los Problemas Antes De Que Ocurran, De Dan Heath. Serie 8417963262, Vol. 1. Editorial Ediciones Urano, Tapa Blanda, Edición 2021 En Español, 2021",new,MCO22180233,gold_special,https://www.mercadolibre.com.co/a-contracorriente-como-resolver-los-problemas-antes-de-que-ocurran-de-dan-heath-serie-8417963262-vol-1-editorial-ediciones-urano-tapa-blanda-edicion-2021-en-espanol-2021/p/MCO22180233,buy_it_now,MCO,MCO1196,MCO-BOOKS,124000,1,1278.0,True,2043-12-09T04:00:00.000Z,True,[],Libreria de la U,MCO3025,False,True,cross_docking,me2,['mandatory_free_shipping'],,,279263455,HIPERTEXTOSAS,36,3444.44,0,COP,Ediciones Urano
MCO1333452271,Olvida Mi Nombre - Zerocalcare,new,MCO21143244,gold_special,https://www.mercadolibre.com.co/olvida-mi-nombre-zerocalcare/p/MCO21143244,buy_it_now,MCO,MCO1196,MCO-BOOKS,135093,1,,True,2043-08-26T04:00:00.000Z,True,[],,MCO3025,False,True,xd_drop_off,me2,['mandatory_free_shipping'],,,791273252,LIBERIMPORTACINSASLIBERIMP,36,3752.58,0,COP,RESERVOIR BOOKS
MCO1346438627,"Veinticuatro Horas En La Vida De Una Mujer, De Zweig, Stefan. Editorial Alma, Tapa Dura En Español",new,MCO25325774,gold_special,https://www.mercadolibre.com.co/veinticuatro-horas-en-la-vida-de-una-mujer-de-zweig-stefan-editorial-alma-tapa-dura-en-espanol/p/MCO25325774,buy_it_now,MCO,MCO1196,MCO-BOOKS,58900,1,2064.0,True,2043-10-04T04:00:00.000Z,True,[],El Bibliotecologo Libros,MCO3025,False,False,cross_docking,me2,['self_service_in'],,,213566545,ELBIBLIOTECOLOGO,36,1636.11,0,COP,
MCO1311472933,Libro Regreso A Las Estrellas,new,MCO21221170,gold_pro,https://www.mercadolibre.com.co/libro-regreso-a-las-estrellas/p/MCO21221170,buy_it_now,MCO,MCO1196,MCO-BOOKS,137000,1,,True,2043-06-30T04:00:00.000Z,True,[],,MCO3025,False,True,cross_docking,me2,"['self_service_in', 'mandatory_free_shipping']",,,438128163,SOLUCIONESONLINE_COLOMBIA_SAS,12,11416.67,0,COP,
MCO1762370192,"Biblioteca Marvel. El Asombroso Spiderman 1, De Jack Kirby. Editorial Panini España S A, Tapa Blanda En Español, 2023",new,MCO23752425,gold_special,https://www.mercadolibre.com.co/biblioteca-marvel-el-asombroso-spiderman-1-de-jack-kirby-editorial-panini-espana-s-a-tapa-blanda-en-espanol-2023/p/MCO23752425,buy_it_now,MCO,MCO1196,MCO-BOOKS,130761,1,,True,2043-07-28T04:00:00.000Z,True,[],,MCO3025,False,True,xd_drop_off,me2,['mandatory_free_shipping'],,,791273252,LIBERIMPORTACINSASLIBERIMP,36,3632.25,0,COP,Panini Comics
MCO1320009287,"Hijo De Hamás, De Mosab Yousef. Editorial Grupo Nelson, Tapa Blanda En Español, 2011",new,MCO23683482,gold_special,https://www.mercadolibre.com.co/hijo-de-hamas-de-mosab-yousef-editorial-grupo-nelson-tapa-blanda-en-espanol-2011/p/MCO23683482,buy_it_now,MCO,MCO1196,MCO-BOOKS,133125,1,,True,2043-07-23T04:00:00.000Z,True,[],,MCO3025,False,True,xd_drop_off,me2,['mandatory_free_shipping'],,,791273252,LIBERIMPORTACINSASLIBERIMP,36,3697.92,0,COP,GARDNERS
MCO1371487691,Libro Romance En Tres Patas - Katie Hafner - Elefanta,new,MCO20944480,gold_special,https://www.mercadolibre.com.co/libro-romance-en-tres-patas-katie-hafner-elefanta/p/MCO20944480,buy_it_now,MCO,MCO1196,MCO-BOOKS,104000,1,1278.0,True,2043-12-09T04:00:00.000Z,True,[],Libreria de la U,MCO3025,False,True,cross_docking,me2,['mandatory_free_shipping'],,,279263455,HIPERTEXTOSAS,36,2888.89,0,COP,Universidad Veracruzana
MCO1321248833,Libro Dune Messiah: 2 A,new,MCO22098279,gold_special,https://www.mercadolibre.com.co/libro-dune-messiah-2-a/p/MCO22098279,buy_it_now,MCO,MCO1196,MCO-BOOKS,97296,1,,True,2043-07-27T04:00:00.000Z,True,[],,MCO3025,False,True,xd_drop_off,me2,['mandatory_free_shipping'],,,791273252,LIBERIMPORTACINSASLIBERIMP,36,2702.67,0,COP,GARDNERS
MCO1950792870,"Manual Del Guerrero Interdimensional: Libro 1 (spanish Edition), De Manu M. Editorial Independently Published (july 2, 2021), Tapa Blanda En Español, 2021",new,MCO24824847,gold_pro,https://www.mercadolibre.com.co/manual-del-guerrero-interdimensional-libro-1-spanish-edition-de-manu-m-editorial-independently-published-july-2-2021-tapa-blanda-en-espanol-2021/p/MCO24824847,buy_it_now,MCO,MCO1196,MCO-BOOKS,146982,50,,True,2043-10-01T04:00:00.000Z,True,[],,MCO3025,False,True,cross_docking,me2,['mandatory_free_shipping'],,,817708959,THEBOOKSTORECO,12,12248.5,0,COP,OEM
MCO2049466032,Adios Tristeza - Wighard Strehlow ,new,MCO21375707,gold_special,https://www.mercadolibre.com.co/adios-tristeza-wighard-strehlow/p/MCO21375707,buy_it_now,MCO,MCO1196,MCO-BOOKS,91336,1,,True,2043-11-19T04:00:00.000Z,True,[],,MCO3025,False,True,xd_drop_off,me2,['mandatory_free_shipping'],,,791273252,LIBERIMPORTACINSASLIBERIMP,36,2537.11,0,COP,LIBROS LIBRES
MCO1387786149,"En Tu Amor Encontré Mi Hogar: Testimonio De Una Madre Adoptiva, De Marisa Lacouture. Editorial Penguin Random House, Tapa Blanda, Edición 2022 En Español",new,MCO24830960,gold_pro,https://www.mercadolibre.com.co/en-tu-amor-encontre-mi-hogar-testimonio-de-una-madre-adoptiva-de-marisa-lacouture-editorial-penguin-random-house-tapa-blanda-edicion-2022-en-espanol/p/MCO24830960,buy_it_now,MCO,MCO1196,MCO-BOOKS,51205,1,,True,2044-01-27T04:00:00.000Z,True,[],,MCO3025,False,False,xd_drop_off,me2,['self_service_in'],,,322012472,LIBRO TOPO,12,4267.08,0,COP,
MCO1353148245,La Luz Que No Puedes Ver. Anthony Doerr,new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-1353148245-la-luz-que-no-puedes-ver-anthony-doerr-_JM,buy_it_now,MCO,MCO1196,MCO-BOOKS,63000,1,,True,2043-10-22T04:00:00.000Z,False,[],,MCO3025,False,False,cross_docking,me2,['self_service_in'],,,438128163,SOLUCIONESONLINE_COLOMBIA_SAS,12,5250.0,0,COP,Debolsillo
MCO1784187680,"El Arte De Vivir - Thich, Nhat Hanh",new,MCO19800705,gold_pro,https://www.mercadolibre.com.co/el-arte-de-vivir-thich-nhat-hanh/p/MCO19800705,buy_it_now,MCO,MCO1196,MCO-BOOKS,55200,1,,True,2043-08-05T04:00:00.000Z,True,[],,MCO3025,False,False,xd_drop_off,me2,[],,,513821925,SANANDOME TIENDAHOLISTICA,12,4600.0,0,COP,
MCO1748349198,"The Body Keeps The Score, De Bessel Van Der Kolk. Editorial Penguin Books, Tapa Blanda En Inglés, 2015",new,MCO23712829,gold_special,https://www.mercadolibre.com.co/the-body-keeps-the-score-de-bessel-van-der-kolk-editorial-penguin-books-tapa-blanda-en-ingles-2015/p/MCO23712829,buy_it_now,MCO,MCO1196,MCO-BOOKS,176008,1,,True,2043-07-23T04:00:00.000Z,True,[],,MCO3025,False,True,xd_drop_off,me2,['mandatory_free_shipping'],,,791273252,LIBERIMPORTACINSASLIBERIMP,36,4889.11,0,COP,Penguin Books
MCO1333432553,Energía Solar Autónoma: Una Guía Práctica Para Enten,new,MCO22055805,gold_special,https://www.mercadolibre.com.co/energia-solar-autonoma-una-guia-practica-para-enten/p/MCO22055805,buy_it_now,MCO,MCO1196,MCO-BOOKS,116566,1,,True,2043-08-26T04:00:00.000Z,True,[],,MCO3025,False,True,xd_drop_off,me2,['mandatory_free_shipping'],,,791273252,LIBERIMPORTACINSASLIBERIMP,36,3237.94,0,COP,Old Sequoia Publishing
MCO1339125613,"El Unico Indio Bueno, De Graham Jones, Stephen. Editorial La Biblioteca De Carfax En Español",new,MCO25840391,gold_special,https://www.mercadolibre.com.co/el-unico-indio-bueno-de-graham-jones-stephen-editorial-la-biblioteca-de-carfax-en-espanol/p/MCO25840391,buy_it_now,MCO,MCO1196,MCO-BOOKS,131593,1,,True,2043-09-12T04:00:00.000Z,True,[],,MCO3025,False,True,xd_drop_off,me2,['mandatory_free_shipping'],,,791273252,LIBERIMPORTACINSASLIBERIMP,36,3655.36,0,COP,LA BIBLIOTECA DE CARFAX
MCO1385038340,El Nombre Del Mundo Es Bosque Ursula K. Le Guin,new,MCO20747689,gold_special,https://www.mercadolibre.com.co/el-nombre-del-mundo-es-bosque-ursula-k-le-guin/p/MCO20747689,buy_it_now,MCO,MCO1196,MCO-BOOKS,56100,1,2064.0,True,2043-03-25T04:00:00.000Z,True,[],El Bibliotecologo Libros,MCO3025,False,False,cross_docking,me2,['self_service_in'],,,213566545,ELBIBLIOTECOLOGO,36,1558.33,0,COP,
MCO2009645314,"El Bosque Oscuro (los Tres Cuerpos 2) - Liu, Cixin",new,MCO21986603,gold_special,https://www.mercadolibre.com.co/el-bosque-oscuro-los-tres-cuerpos-2-liu-cixin/p/MCO21986603,buy_it_now,MCO,MCO1196,MCO-BOOKS,127948,1,,True,2043-11-01T04:00:00.000Z,True,[],,MCO3025,False,True,xd_drop_off,me2,['mandatory_free_shipping'],,,791273252,LIBERIMPORTACINSASLIBERIMP,36,3554.11,0,COP,Nova
MCO1333440773,"Profecia Del Armadillo,la - Zerocalcare",new,MCO20932762,gold_special,https://www.mercadolibre.com.co/profecia-del-armadillola-zerocalcare/p/MCO20932762,buy_it_now,MCO,MCO1196,MCO-BOOKS,222527,1,,True,2043-08-26T04:00:00.000Z,True,[],,MCO3025,False,True,xd_drop_off,me2,['mandatory_free_shipping'],,,791273252,LIBERIMPORTACINSASLIBERIMP,36,6181.31,0,COP,RESERVOIR BOOKS
MCO1751867298,"Abrazame Fuerte - Johnson, Sue",new,MCO22058558,gold_special,https://www.mercadolibre.com.co/abrazame-fuerte-johnson-sue/p/MCO22058558,buy_it_now,MCO,MCO1196,MCO-BOOKS,132249,1,,True,2043-07-24T04:00:00.000Z,True,[],,MCO3025,False,True,xd_drop_off,me2,['mandatory_free_shipping'],,,791273252,LIBERIMPORTACINSASLIBERIMP,36,3673.58,0,COP,Alba Editorial
MCO1911719906,"Desesperado, El - Leon Bloy, De León Bloy. Editorial La Pajarita De Papel Ediciones, Tapa Blanda En Español",new,MCO25670774,gold_special,https://www.mercadolibre.com.co/desesperado-el-leon-bloy-de-leon-bloy-editorial-la-pajarita-de-papel-ediciones-tapa-blanda-en-espanol/p/MCO25670774,buy_it_now,MCO,MCO1196,MCO-BOOKS,132661,1,,True,2043-09-11T04:00:00.000Z,True,[],,MCO3025,False,True,xd_drop_off,me2,['mandatory_free_shipping'],,,791273252,LIBERIMPORTACINSASLIBERIMP,36,3685.03,0,COP,LA PAJARITA DE PAPEL EDICIONES
MCO1321276397,Libro Beren Y Lúthien - J. R Tolkien [ Pasta Dura ] Original,new,MCO19969798,gold_special,https://www.mercadolibre.com.co/libro-beren-y-luthien-j-r-tolkien-pasta-dura-original/p/MCO19969798,buy_it_now,MCO,MCO1196,MCO-BOOKS,130761,1,,True,2043-07-27T04:00:00.000Z,True,[],,MCO3025,False,True,xd_drop_off,me2,['mandatory_free_shipping'],,,791273252,LIBERIMPORTACINSASLIBERIMP,36,3632.25,0,COP,Minotauro
MCO1998471376,Biblia De Estudio Scofield Rvr 1960 Piel Negro Índice,new,MCO21654396,gold_special,https://www.mercadolibre.com.co/biblia-de-estudio-scofield-rvr-1960-piel-negro-indice/p/MCO21654396,buy_it_now,MCO,MCO1196,MCO-BOOKS,286700,1,,True,2043-10-26T04:00:00.000Z,True,[],,MCO3025,False,True,xd_drop_off,me2,"['self_service_in', 'mandatory_free_shipping']",,,398896295,LIBRERIA247,36,7963.89,0,COP,
MCO1371448313,Libro Morir En Paz Los Últimos Días De Vida Gómez,new,MCO23651536,gold_special,https://www.mercadolibre.com.co/libro-morir-en-paz-los-ultimos-dias-de-vida-gomez/p/MCO23651536,buy_it_now,MCO,MCO1196,MCO-BOOKS,142000,1,1278.0,True,2043-12-09T04:00:00.000Z,True,[],Libreria de la U,MCO3025,False,True,cross_docking,me2,['mandatory_free_shipping'],,,279263455,HIPERTEXTOSAS,36,3944.44,0,COP,Manual Moderno
MCO1845396110,El Club De Cómics De Supergatito - Hombre Perro - Dav Pilkey,new,MCO21175475,gold_special,https://www.mercadolibre.com.co/el-club-de-comics-de-supergatito-hombre-perro-dav-pilkey/p/MCO21175475,buy_it_now,MCO,MCO1196,MCO-BOOKS,133449,1,,True,2043-08-27T04:00:00.000Z,True,[],,MCO3025,False,True,xd_drop_off,me2,['mandatory_free_shipping'],,,791273252,LIBERIMPORTACINSASLIBERIMP,36,3706.92,0,COP,SCHOLASTIC EN ESPANOL
MCO1757567620,Sigmund Freud: Obras Completas - Tomo 2 Amorrortu,new,MCO21496391,gold_special,https://www.mercadolibre.com.co/sigmund-freud-obras-completas-tomo-2-amorrortu/p/MCO21496391,buy_it_now,MCO,MCO1196,MCO-BOOKS,241960,1,,True,2043-07-26T04:00:00.000Z,True,[],,MCO3025,False,True,xd_drop_off,me2,['mandatory_free_shipping'],,,791273252,LIBERIMPORTACINSASLIBERIMP,36,6721.11,0,COP,Amorrortu Editores España SL
MCO1735560908,"Redes Cisco: Guía De Estudio Para La Certificación  Ccnp Routing Y Switching, De Ernesto Ariganello, Enrique Barrientos Sevilla. Editorial Ediciones De La U, Tapa Dura En Español",new,MCO24144755,gold_special,https://www.mercadolibre.com.co/redes-cisco-guia-de-estudio-para-la-certificacion-ccnp-routing-y-switching-de-ernesto-ariganello-enrique-barrientos-sevilla-editorial-ediciones-de-la-u-tapa-dura-en-espanol/p/MCO24144755,buy_it_now,MCO,MCO1196,MCO-BOOKS,132000,1,1278.0,True,2043-07-19T04:00:00.000Z,True,[],Libreria de la U,MCO3025,False,True,cross_docking,me2,['mandatory_free_shipping'],,,279263455,HIPERTEXTOSAS,36,3666.67,0,COP,Ediciones de la U
MCO1270269379,Las Venas Abiertas De América Latina. Edición 50 Aniversario,new,MCO22085528,gold_special,https://www.mercadolibre.com.co/las-venas-abiertas-de-america-latina-edicion-50-aniversario/p/MCO22085528,buy_it_now,MCO,MCO1196,MCO-BOOKS,130000,1,2068.0,True,2043-03-07T04:00:00.000Z,True,[],LIBRERIA EBOOK,MCO3025,False,True,cross_docking,me2,"['self_service_in', 'mandatory_free_shipping']",,,515528688,E-BOOK S.A.S,36,3611.11,0,COP,
MCO1762366016,"Atrocidades Nazis, De Soler, Claudio. Editorial Robinbook, Tapa Blanda, Edición 1 En Español, 2022",new,MCO23589253,gold_special,https://www.mercadolibre.com.co/atrocidades-nazis-de-soler-claudio-editorial-robinbook-tapa-blanda-edicion-1-en-espanol-2022/p/MCO23589253,buy_it_now,MCO,MCO1196,MCO-BOOKS,132661,1,,True,2043-07-28T04:00:00.000Z,True,[],,MCO3025,False,True,xd_drop_off,me2,['mandatory_free_shipping'],,,791273252,LIBERIMPORTACINSASLIBERIMP,36,3685.03,0,COP,"EDICIONES ROBINBOOK, S.L."
MCO1277530125,Los Miserables - Victor Hugo - Obra Completa - Libro,new,MCO21385831,gold_special,https://www.mercadolibre.com.co/los-miserables-victor-hugo-obra-completa-libro/p/MCO21385831,buy_it_now,MCO,MCO1196,MCO-BOOKS,47500,1,2064.0,True,2043-03-25T04:00:00.000Z,True,[],El Bibliotecologo Libros,MCO3025,False,False,cross_docking,me2,['self_service_in'],,,213566545,ELBIBLIOTECOLOGO,36,1319.44,0,COP,Comcosur
MCO1363918697,"Nuevas Perspectivas Sobre Los Medios De Prueba, De María De Los Ángeles González Coulon. Editorial J.m. Bosch Editor, Tapa Blanda En Español, 2022",new,MCO25350648,gold_special,https://www.mercadolibre.com.co/nuevas-perspectivas-sobre-los-medios-de-prueba-de-maria-de-los-angeles-gonzalez-coulon-editorial-jm-bosch-editor-tapa-blanda-en-espanol-2022/p/MCO25350648,buy_it_now,MCO,MCO1196,MCO-BOOKS,132661,1,,True,2043-11-18T04:00:00.000Z,True,[],,MCO3025,False,True,xd_drop_off,me2,['mandatory_free_shipping'],,,791273252,LIBERIMPORTACINSASLIBERIMP,36,3685.03,0,COP,J.M. BOSCH EDITOR
MCO1818749130,"Memoria Oral De Caldas. Mitos, Leyendas, Encantos Y Espantos, De Catherine López Cardona. Editorial Universidad Nacional De Colombia, Tapa Blanda, Edición 2016 En Español",new,MCO26589694,gold_special,https://www.mercadolibre.com.co/memoria-oral-de-caldas-mitos-leyendas-encantos-y-espantos-de-catherine-lopez-cardona-editorial-universidad-nacional-de-colombia-tapa-blanda-edicion-2016-en-espanol/p/MCO26589694,buy_it_now,MCO,MCO1196,MCO-BOOKS,130000,1,1278.0,True,2043-08-20T04:00:00.000Z,True,[],Libreria de la U,MCO3025,False,True,cross_docking,me2,['mandatory_free_shipping'],,,279263455,HIPERTEXTOSAS,36,3611.11,0,COP,Universidad Nacional de Colombia
MCO1338002559,Libro Jefa De Tu Vida,new,MCO21980503,gold_special,https://www.mercadolibre.com.co/libro-jefa-de-tu-vida/p/MCO21980503,buy_it_now,MCO,MCO1196,MCO-BOOKS,130469,1,,True,2043-09-09T04:00:00.000Z,True,[],,MCO3025,False,True,xd_drop_off,me2,['mandatory_free_shipping'],,,791273252,LIBERIMPORTACINSASLIBERIMP,36,3624.14,0,COP,MONTENA
