id,title,condition,catalog_product_id,listing_type_id,permalink,buying_mode,site_id,category_id,domain_id,price,available_quantity,official_store_id,accepts_mercadopago,stop_time,catalog_listing,promotions,official_store_name,category,shipping_store_pick_up,shipping_free_shipping,shipping_logistic_type,shipping_mode,shipping_tags,shipping_benefits,shipping_promise,seller_id,seller_nickname,installments_quantity,installments_amount,installments_rate,installments_currency_id,brand_value_name
MCO1363498685,"Blame Master Edition Vol.4, De Tsutomu Nihei. Editorial Panini, Tapa Blanda En Español, 2022",new,MCO25350502,gold_special,https://www.mercadolibre.com.co/blame-master-edition-vol4-de-tsutomu-nihei-editorial-panini-tapa-blanda-en-espanol-2022/p/MCO25350502,buy_it_now,MCO,MCO1196,MCO-BOOKS,141198,1,,True,2043-11-17T04:00:00.000Z,True,[],,MCO3025,False,True,xd_drop_off,me2,['mandatory_free_shipping'],,,791273252,LIBERIMPORTACINSASLIBERIMP,36,3922.17,0,COP,G64
MCO1343944063,Una Familia Anormal Y Unas Vacaciones Muy Extrañas ( Nuevo),new,,gold_special,https://articulo.mercadolibre.com.co/MCO-1343944063-una-familia-anormal-y-unas-vacaciones-muy-extranas-nuevo-_JM,buy_it_now,MCO,MCO1196,MCO-BOOKS,35000,1,,True,2043-09-25T04:00:00.000Z,False,[],,MCO3025,False,False,cross_docking,me2,['self_service_in'],,,394380898,MUNDIALDELIBROS,36,972.22,0,COP,
MCO1944015408,Artificial La Nueva Inteligencia Y El Contorno De Lo Humano ,new,MCO33534039,gold_special,https://articulo.mercadolibre.com.co/MCO-1944015408-artificial-la-nueva-inteligencia-y-el-contorno-de-lo-humano-_JM,buy_it_now,MCO,MCO1196,MCO-BOOKS,51000,1,,True,2043-09-27T04:00:00.000Z,False,[],,MCO3025,False,False,cross_docking,me2,['self_service_in'],,,394380898,MUNDIALDELIBROS,36,1416.67,0,COP,
MCO2026622498,Disney 365 Cuentos Rojo. Una Historia Para Cada Día Lexus ,new,MCO20845802,gold_special,https://www.mercadolibre.com.co/disney-365-cuentos-rojo-una-historia-para-cada-dia-lexus/p/MCO20845802,buy_it_now,MCO,MCO1196,MCO-BOOKS,56000,1,,True,2043-11-10T04:00:00.000Z,True,[],,MCO3025,False,False,xd_drop_off,me2,[],,,399076820,CUCI2254104,36,1555.56,0,COP,
MCO1356755261,"Maradona: El Pibe, El Rebelde, El Dios (deportes), De Balagué, Guillem. Editorial Libros Cupula, Tapa Dura En Español",new,MCO25012695,gold_special,https://www.mercadolibre.com.co/maradona-el-pibe-el-rebelde-el-dios-deportes-de-balague-guillem-editorial-libros-cupula-tapa-dura-en-espanol/p/MCO25012695,buy_it_now,MCO,MCO1196,MCO-BOOKS,140568,1,,True,2043-11-01T04:00:00.000Z,True,[],,MCO3025,False,True,xd_drop_off,me2,['mandatory_free_shipping'],,,791273252,LIBERIMPORTACINSASLIBERIMP,36,3904.67,0,COP,Libros Cupula
MCO2023645860,El Libro Negro De Las Horas,new,MCO25540195,gold_special,https://www.mercadolibre.com.co/el-libro-negro-de-las-horas/p/MCO25540195,buy_it_now,MCO,MCO1196,MCO-BOOKS,68000,1,2064.0,True,2043-11-09T04:00:00.000Z,True,[],El Bibliotecologo Libros,MCO3025,False,False,cross_docking,me2,['self_service_in'],,,213566545,ELBIBLIOTECOLOGO,36,1888.89,0,COP,
MCO1765748840,"Decalcomanía: Decalcomanía, De Lily Del Pilar. Editorial Crossbooks, Tapa Blanda, Edición 1 En Español, 2023",new,MCO25538000,gold_special,https://www.mercadolibre.com.co/decalcomania-decalcomania-de-lily-del-pilar-editorial-crossbooks-tapa-blanda-edicion-1-en-espanol-2023/p/MCO25538000,buy_it_now,MCO,MCO1196,MCO-BOOKS,61750,1,2064.0,True,2043-07-30T04:00:00.000Z,True,[],El Bibliotecologo Libros,MCO3025,False,False,cross_docking,me2,['self_service_in'],,,213566545,ELBIBLIOTECOLOGO,36,1715.28,0,COP,
MCO2037351948,Diccionario Biblico Ilustrado,new,MCO21466214,gold_special,https://www.mercadolibre.com.co/diccionario-biblico-ilustrado/p/MCO21466214,buy_it_now,MCO,MCO1196,MCO-BOOKS,308325,1,,True,2043-11-15T04:00:00.000Z,True,[],,MCO3025,False,True,xd_drop_off,me2,['mandatory_free_shipping'],,,791273252,LIBERIMPORTACINSASLIBERIMP,36,8564.58,0,COP,Clie
MCO1744262256,Libro El Libro Rojo De La Publicidad (ed. Actualizada),new,MCO20979954,gold_special,https://www.mercadolibre.com.co/libro-el-libro-rojo-de-la-publicidad-ed-actualizada/p/MCO20979954,buy_it_now,MCO,MCO1196,MCO-BOOKS,138202,1,,True,2043-07-22T04:00:00.000Z,True,[],,MCO3025,False,True,xd_drop_off,me2,['mandatory_free_shipping'],,,791273252,LIBERIMPORTACINSASLIBERIMP,36,3838.94,0,COP,DEBOLSILLO
MCO1744296432,Tu Modelo De Negocio - Alexander Osterwalder - Nuevo,new,MCO22203159,gold_special,https://www.mercadolibre.com.co/tu-modelo-de-negocio-alexander-osterwalder-nuevo/p/MCO22203159,buy_it_now,MCO,MCO1196,MCO-BOOKS,139039,1,,True,2043-07-22T04:00:00.000Z,True,[],,MCO3025,False,True,xd_drop_off,me2,['mandatory_free_shipping'],,,791273252,LIBERIMPORTACINSASLIBERIMP,36,3862.19,0,COP,Deusto
