id,title,condition,catalog_product_id,listing_type_id,permalink,buying_mode,site_id,category_id,domain_id,price,original_price,available_quantity,official_store_id,accepts_mercadopago,stop_time,catalog_listing,promotions,official_store_name,category,shipping_store_pick_up,shipping_free_shipping,shipping_logistic_type,shipping_mode,shipping_tags,shipping_benefits,shipping_promise,seller_id,seller_nickname,installments_quantity,installments_amount,installments_rate,installments_currency_id,brand_value_name
MCO936520842,Grifo Para Lavaplatos  Monomando Grifos Center D02  Plateado Acabado Satinado,new,MCO18365789,gold_pro,https://www.mercadolibre.com.co/grifo-para-lavaplatos-monomando-grifos-center-d02-plateado-acabado-satinado/p/MCO18365789,buy_it_now,MCO,MCO177118,MCO-KITCHEN_FAUCETS,66500,70000.0,500,,True,2042-07-28T04:00:00.000Z,True,[],,MCO172890,False,False,cross_docking,me2,"['MCO-chg-threshold-Jan-23', 'self_service_in']",,,401400212,WWWGRIFOSCENTER.COM,12.0,5541.67,0.0,COP,Grifos Center
MCO1913222480,Profilan Color Plus Limba 5l Pintura Para Madera,new,MCO27067712,gold_special,https://www.mercadolibre.com.co/profilan-color-plus-limba-5l-pintura-para-madera/p/MCO27067712,buy_it_now,MCO,MCO429718,MCO-WOOD_PROTECTIVE_PAINTS,433800,,1,657.0,True,2043-09-13T04:00:00.000Z,True,[],Durespo,MCO172890,False,True,not_specified,not_specified,[],,,381944851,DURESPO,36.0,12050.0,0.0,COP,Profilan
MCO615488809,Smart Switch Interruptor Inteligente Wifi App Tuya Domótica,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-615488809-smart-switch-interruptor-inteligente-wifi-app-tuya-domotica-_JM,buy_it_now,MCO,MCO417161,MCO-ELECTRONIC_SWITCHES,35490,,50,,True,2041-06-26T20:22:34.000Z,False,[],,MCO172890,False,False,xd_drop_off,me2,[],,,213078376,VIEJOYORK,36.0,985.83,0.0,COP,Smartlife
MCO1463990714,Gabinete De Baño De 50 X 40,new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-1463990714-gabinete-de-bano-de-50-x-40-_JM,buy_it_now,MCO,MCO441493,MCO-BATHROOM_VANITIES,97900,,50,,True,2043-04-12T04:00:00.000Z,False,[],,MCO172890,False,True,xd_drop_off,me2,"['self_service_in', 'mandatory_free_shipping']",,,1013806409,SANDYMARIN20211106170717,12.0,8158.33,0.0,COP,HS
MCO2204073790,2rodillos Con Bandeja Y 2brochas Jgo6 Pzs 9 Discover Pk008,new,MCO32438688,gold_special,https://www.mercadolibre.com.co/2rodillos-con-bandeja-y-2brochas-jgo6-pzs-9-discover-pk008/p/MCO32438688,buy_it_now,MCO,MCO411481,MCO-PAINT_BRUSHES,37990,,1,535.0,True,2044-02-04T04:00:00.000Z,True,[],Discover Tools,MCO172890,False,False,cross_docking,me2,['self_service_in'],,,303673478,DISCOVER TOOLS,36.0,1055.28,0.0,COP,Discover
MCO1954503276,Extensor De Extensión De Grifo Ajustable Giratorio De 360 ,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-1954503276-extensor-de-extension-de-grifo-ajustable-giratorio-de-360-_JM,buy_it_now,MCO,MCO177118,MCO-KITCHEN_FAUCETS,19900,,1,,True,2043-10-21T16:50:09.015Z,False,[],,MCO172890,False,False,xd_drop_off,me2,['self_service_in'],,,1479943615,UNAYONCE,36.0,552.78,0.0,COP,Genérica
MCO511895217,Multímetro Tester Digital Osblack + Puntas + 3 Fusibles ,new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-511895217-multimetro-tester-digital-osblack-puntas-3-fusibles-_JM,buy_it_now,MCO,MCO113267,MCO-MULTIMETERS,20000,,1,,True,2039-04-30T04:00:00.000Z,False,[],,MCO172890,False,False,fulfillment,me2,['fulfillment'],,,179230182,SKULLTRAP ELECTRONICS,12.0,1666.67,0.0,COP,Skulltrap Electronics
MCO648993295,Bomba Sumergible Tipo Bala Agua Limpia 1 Hp Toolcraft Tc4576,new,MCO10154039,gold_special,https://articulo.mercadolibre.com.co/MCO-648993295-bomba-sumergible-tipo-bala-agua-limpia-1-hp-toolcraft-tc4576-_JM,buy_it_now,MCO,MCO372060,MCO-SUBMERSIBLE_PUMPS,875700,1087600.0,1,663.0,True,2041-07-17T04:00:00.000Z,False,[],Soelco,MCO172890,False,True,drop_off,me2,['mandatory_free_shipping'],,,355766067,SOELCO S.A.S,36.0,24325.0,0.0,COP,Toolcraft
MCO1348251457,Organizador Para La Lavadora Estantería Ahorrador De Espacio,new,MCO27526091,gold_special,https://www.mercadolibre.com.co/organizador-para-la-lavadora-estanteria-ahorrador-de-espacio/p/MCO27526091,buy_it_now,MCO,MCO401159,MCO-BATHROOM_ORGANIZER_FURNITURE,74742,,50,,True,2043-10-29T22:02:03.419Z,True,[],,MCO172890,False,False,cross_docking,me2,['self_service_in'],,,66208468,52 BITS,36.0,2076.17,0.0,COP,OR
MCO637584815,Interruptor + Toma En Acero Inoxidable De Lujo,new,MCO32038005,gold_pro,https://articulo.mercadolibre.com.co/MCO-637584815-interruptor-toma-en-acero-inoxidable-de-lujo-_JM,buy_it_now,MCO,MCO388863,MCO-WALL_LIGHT_SWITCHES,10500,,1,,True,2041-06-14T04:00:00.000Z,False,[],,MCO172890,False,False,fulfillment,me2,['fulfillment'],,,97637240,LUMINAPLUS,,,,,Mercury
