id,title,condition,listing_type_id,permalink,buying_mode,site_id,category_id,domain_id,price,original_price,available_quantity,accepts_mercadopago,stop_time,catalog_listing,promotions,category,shipping_store_pick_up,shipping_free_shipping,shipping_logistic_type,shipping_mode,shipping_tags,shipping_benefits,shipping_promise,seller_id,seller_nickname,installments_quantity,installments_amount,installments_rate,installments_currency_id,brand_value_name
MCO1584558618,Billete Error 50000 Pesos 19/ago/2018 Colombia Vf Anulado,used,gold_pro,https://articulo.mercadolibre.com.co/MCO-1584558618-billete-error-50000-pesos-19ago2018-colombia-vf-anulado-_JM,buy_it_now,MCO,MCO9356,MCO-COLLECTIBLE_BILLS,280000,,1,True,2043-05-10T04:00:00.000Z,False,[],MCO1367,False,True,xd_drop_off,me2,['self_service_in'],,,156347552,CAROLN2014,12.0,23333.33,0.0,COP,
MCO2135220992,Fumltp Ventiladores De Techo Blancos De Perfil Bajo Con Luce,new,gold_special,https://articulo.mercadolibre.com.co/MCO-2135220992-fumltp-ventiladores-de-techo-blancos-de-perfil-bajo-con-luce-_JM,buy_it_now,MCO,MCO442135,MCO-FANS,418049,,1,True,2044-01-01T04:00:00.000Z,False,[],MCO1367,False,True,drop_off,me2,['mandatory_free_shipping'],,,1264947634,SHOPPINGETW0,36.0,11612.47,0.0,COP,FUMLTP
MCO1338968327,"Piano Portátil Kalimba De Madera Con 8 Teclas, Arpa Y Pulgar",new,gold_pro,https://articulo.mercadolibre.com.co/MCO-1338968327-piano-portatil-kalimba-de-madera-con-8-teclas-arpa-y-pulgar-_JM,buy_it_now,MCO,MCO429173,MCO-ANTIQUES,47861,,1,True,2043-09-11T04:00:00.000Z,False,[],MCO1367,False,True,drop_off,me2,['mandatory_free_shipping'],,,1340357286,CNDECORANDOTUCASA-COR,12.0,3988.42,0.0,COP,Genérica
MCO474918541,Lote 3 Monedas Canadá 1 Centavo 1980 A 1989 Reina Isabel Ii ,used,gold_special,https://articulo.mercadolibre.com.co/MCO-474918541-lote-3-monedas-canada-1-centavo-1980-a-1989-reina-isabel-ii-_JM,buy_it_now,MCO,MCO9355,MCO-COINS,6000,,1,True,2038-06-18T15:07:48.000Z,False,[],MCO1367,False,False,xd_drop_off,me2,[],,,285275226,IJGU IJGU,,,,,
MCO1597706666,Peru Duo Numeros Consecutivos 5000 Intis 1988 Sin Circular,new,gold_special,https://articulo.mercadolibre.com.co/MCO-1597706666-peru-duo-numeros-consecutivos-5000-intis-1988-sin-circular-_JM,buy_it_now,MCO,MCO9356,MCO-COLLECTIBLE_BILLS,15900,,1,True,2043-05-14T04:00:00.000Z,False,[],MCO1367,False,False,xd_drop_off,me2,[],,,179783507,LEONZ146,,,,,
MCO1705646136,Vasos Originales De Coca Cola,new,gold_special,https://articulo.mercadolibre.com.co/MCO-1705646136-vasos-originales-de-coca-cola-_JM,buy_it_now,MCO,MCO1885,MCO-ANTIQUES,136776,,1,True,2043-07-06T04:00:00.000Z,False,[],MCO1367,False,True,xd_drop_off,me2,['mandatory_free_shipping'],,,652703678,JOSEYOSIMARGARCIARAMOS,36.0,3799.33,0.0,COP,GET
MCO481048390,Moneda  Argentina 100 Pesos 1979 Conquista Del Desierto # 2,used,gold_special,https://articulo.mercadolibre.com.co/MCO-481048390-moneda-argentina-100-pesos-1979-conquista-del-desierto-2-_JM,buy_it_now,MCO,MCO9355,MCO-COINS,14666,,1,True,2042-11-16T18:16:07.000Z,False,[],MCO1367,False,False,xd_drop_off,me2,[],,,95325698,RONCESVALLES2010,,,,,
MCO643508832,1000 Billetes  2 Soberanos De Venezuela  ,new,gold_pro,https://articulo.mercadolibre.com.co/MCO-643508832-1000-billetes-2-soberanos-de-venezuela-_JM,buy_it_now,MCO,MCO9356,MCO-COLLECTIBLE_BILLS,120000,,1,True,2043-05-05T03:08:44.000Z,False,[],MCO1367,False,True,xd_drop_off,me2,"['self_service_in', 'mandatory_free_shipping']",,,748264739,COLECCIONES PRODUCTOSBOGOTA,12.0,10000.0,0.0,COP,
MCO605894468,Maquina De Coser Sigma,used,gold_special,https://articulo.mercadolibre.com.co/MCO-605894468-maquina-de-coser-sigma-_JM,buy_it_now,MCO,MCO439433,MCO-ANTIQUES,285000,,1,True,2041-01-30T04:00:00.000Z,False,[],MCO1367,False,False,not_specified,not_specified,[],,,251244220,VEDA217004,36.0,7916.67,0.0,COP,
MCO573396042,Centavo De Trigo Lincoln De 1955-s,new,gold_special,https://articulo.mercadolibre.com.co/MCO-573396042-centavo-de-trigo-lincoln-de-1955-s-_JM,buy_it_now,MCO,MCO9355,MCO-COINS,103900,,1,True,2040-07-24T04:00:00.000Z,False,[],MCO1367,False,True,cross_docking,me2,"['fs_threshold_mco_change_apr2021', 'fs_threshold_mco_change_jul2021', 'mandatory_free_shipping']",,,221747504,ANICAM-BUSINESS,36.0,2886.11,0.0,COP,
MCO1849817082,Billete De 2000 Pesos Colombiano Año 2001,new,gold_pro,https://articulo.mercadolibre.com.co/MCO-1849817082-billete-de-2000-pesos-colombiano-ano-2001-_JM,buy_it_now,MCO,MCO9356,MCO-COLLECTIBLE_BILLS,85000,,1,True,2043-08-28T04:59:18.000Z,False,[],MCO1367,False,True,xd_drop_off,me2,[],,,1049563066,CARLOSFORERO20220101232548,12.0,7083.33,0.0,COP,
MCO1113000550,Espada De Cruzada Medieval En Acero Del Conde De Huntingdon,new,gold_pro,https://articulo.mercadolibre.com.co/MCO-1113000550-espada-de-cruzada-medieval-en-acero-del-conde-de-huntingdon-_JM,buy_it_now,MCO,MCO442246,MCO-COLLECTIBLE_SWORDS,693405,729900.0,1,True,2042-11-29T04:00:00.000Z,False,[],MCO1367,False,True,xd_drop_off,me2,['mandatory_free_shipping'],,,655393932,IMPOCOLOMBIA2,12.0,57783.75,0.0,COP,
