id,title,condition,catalog_product_id,listing_type_id,permalink,buying_mode,site_id,category_id,domain_id,price,available_quantity,accepts_mercadopago,stop_time,catalog_listing,promotions,category,shipping_store_pick_up,shipping_free_shipping,shipping_logistic_type,shipping_mode,shipping_tags,shipping_benefits,shipping_promise,seller_id,seller_nickname,installments_quantity,installments_amount,installments_rate,installments_currency_id,brand_value_name
MCO1350115471,Capa Cuello Brujas Vampiro Dracula Malefica El Zorro Disfraz cosplay,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-1350115471-capa-cuello-brujas-vampiro-dracula-malefica-el-zorro-disfrazcosplay-_JM,buy_it_now,MCO,MCO118203,MCO-COSTUMES,23990,1,True,2043-10-15T04:00:00.000Z,False,[],MCO118204,False,False,cross_docking,me2,['self_service_in'],,,254808136,VITTORIA FAST,36.0,666.39,0.0,COP,Vittoria
MCO1371509073,Sombreros Y Cornetas Feliz Año Nuevo 2024 Happy New Year X 6,new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-1371509073-sombreros-y-cornetas-feliz-ano-nuevo-2024-happy-new-year-x-6-_JM,buy_it_now,MCO,MCO435878,MCO-PARTY_HATS,43900,1,True,2043-12-09T04:00:00.000Z,False,[],MCO118204,False,False,xd_drop_off,me2,['self_service_in'],,,688266578,PROODASTORE,12.0,3658.33,0.0,COP,de fiesta con lyly
MCO594610721,Regalo Para Ingeniera Civil Personalizado,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-594610721-regalo-para-ingeniera-civil-personalizado-_JM,buy_it_now,MCO,MCO8591,MCO-SOUVENIRS,84500,1,True,2040-11-09T04:00:00.000Z,False,[],MCO118204,False,False,xd_drop_off,me2,['MCO-chg-threshold-Jan-23'],,,131139548,SPONKEVENTOS,36.0,2347.22,0.0,COP,
MCO593401946,Balaca Neón Plástica - Diadema Neón Fiesta Hora Loca X 12,new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-593401946-balaca-neon-plastica-diadema-neon-fiesta-hora-loca-x-12-_JM,buy_it_now,MCO,MCO430977,MCO-PARTY_SUPPLIES,22999,1,True,2040-10-31T04:00:00.000Z,False,[],MCO118204,False,False,not_specified,not_specified,[],,,228426070,SPINSUMINISTROS,12.0,1916.58,0.0,COP,Spin
MCO1276554797,Botilito Vaso Sorpresa X 12 Vaso Fiesta Granja De Zenon Deco,new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-1276554797-botilito-vaso-sorpresa-x-12-vaso-fiesta-granja-de-zenon-deco-_JM,buy_it_now,MCO,MCO413643,MCO-DISPOSABLE_CUPS,48000,5000,True,2043-03-23T04:00:00.000Z,False,[],MCO118204,False,False,xd_drop_off,me2,[],,,207125861,FIESTA ARLEQUIN1,12.0,4000.0,0.0,COP,Arlequin
MCO1644887396,Cortina Metalizada Fiesta Decorativo Cuadros Azul Claro Mar,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-1644887396-cortina-metalizada-fiesta-decorativo-cuadros-azul-claro-mar-_JM,buy_it_now,MCO,MCO430968,MCO-DECORATIVE_PENNANTS_AND_GARLANDS,8500,1,True,2043-06-05T04:00:00.000Z,False,[],MCO118204,False,False,xd_drop_off,me2,['self_service_in'],,,1026596468,GLOBOS_Y_PELUCHES_MASMELO,,,,,Genérica
MCO837328393,30 Recordatorios Bautizo Mdf 3mm,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-837328393-30-recordatorios-bautizo-mdf-3mm-_JM,buy_it_now,MCO,MCO8591,MCO-SOUVENIRS,87000,1,True,2041-11-24T04:00:00.000Z,False,[],MCO118204,False,False,xd_drop_off,me2,['MCO-chg-threshold-Jan-23'],,,464132744,TIMICOLOMBIA,36.0,2416.67,0.0,COP,
MCO1304576947,Globo Metalizado Moño Rosado Pepitas Niñas 89x60cm,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-1304576947-globo-metalizado-mono-rosado-pepitas-ninas-89x60cm-_JM,buy_it_now,MCO,MCO435877,MCO-BALLOONS,8500,1,True,2043-06-05T04:00:00.000Z,False,[],MCO118204,False,False,xd_drop_off,me2,['self_service_in'],,,1026596468,GLOBOS_Y_PELUCHES_MASMELO,,,,,Genérica
MCO1309813727,"Kit Fiesta De Vasos, Platos Y Servilletas X 8 Uds Ed. Lujo",new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-1309813727-kit-fiesta-de-vasos-platos-y-servilletas-x-8-uds-ed-lujo-_JM,buy_it_now,MCO,MCO413642,MCO-DISPOSABLE_PARTY_KITS,23530,250,True,2043-06-24T04:00:00.000Z,False,[],MCO118204,False,False,xd_drop_off,me2,['self_service_in'],,,568086858,REGALOS NICO,12.0,1960.83,0.0,COP,Nico
MCO1131491891,Globo Metalizado Moto Motocicleta Azul Sport 64x49,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-1131491891-globo-metalizado-moto-motocicleta-azul-sport-64x49-_JM,buy_it_now,MCO,MCO435877,MCO-BALLOONS,7900,1,True,2042-12-04T04:00:00.000Z,False,[],MCO118204,False,False,xd_drop_off,me2,['self_service_in'],,,573609394,PELUCHES MASMELO,,,,,Genérica
MCO971457515,Globo Halloween Murcielago Terror Dia De Los Niños,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-971457515-globo-halloween-murcielago-terror-dia-de-los-ninos-_JM,buy_it_now,MCO,MCO435877,MCO-BALLOONS,6900,1,True,2042-09-21T04:00:00.000Z,False,[],MCO118204,False,False,xd_drop_off,me2,['self_service_in'],,,573609394,PELUCHES MASMELO,,,,,Genérica
MCO1780353402,15 Caja Recordatorio 6x6x4  En Mdf Para Primera Comunión,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-1780353402-15-caja-recordatorio-6x6x4-en-mdf-para-primera-comunion-_JM,buy_it_now,MCO,MCO8591,MCO-SOUVENIRS,87000,1,True,2043-08-03T04:00:00.000Z,False,[],MCO118204,False,False,xd_drop_off,me2,[],,,464132744,TIMICOLOMBIA,36.0,2416.67,0.0,COP,
MCO954665780,Bengala De Humo Color Rosado Bengalas De Colores - Rosado,new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-954665780-bengala-de-humo-color-rosado-bengalas-de-colores-rosado-_JM,buy_it_now,MCO,MCO414162,MCO-COLOR_POWDERS,24990,1,True,2043-09-15T14:50:03.000Z,False,[],MCO118204,False,False,xd_drop_off,me2,['self_service_in'],,,688266578,PROODASTORE,12.0,2082.5,0.0,COP,de fiesta con lyly
MCO1013524368,Globo Cerveza Corona Dorada Extra Decoracion Hombre 40x99cm,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-1013524368-globo-cerveza-corona-dorada-extra-decoracion-hombre-40x99cm-_JM,buy_it_now,MCO,MCO435877,MCO-BALLOONS,6500,1,True,2042-10-17T04:00:00.000Z,False,[],MCO118204,False,False,xd_drop_off,me2,['self_service_in'],,,573609394,PELUCHES MASMELO,,,,,Genérica
MCO1304593483,Decoracion Fiesta Niña Globos Unicornio Rosado Cortina ,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-1304593483-decoracion-fiesta-nina-globos-unicornio-rosado-cortina-_JM,buy_it_now,MCO,MCO435877,MCO-BALLOONS,47400,50,True,2043-06-05T04:00:00.000Z,False,[],MCO118204,False,False,xd_drop_off,me2,['self_service_in'],,,1026596468,GLOBOS_Y_PELUCHES_MASMELO,36.0,1316.67,0.0,COP,Genérica
MCO629338565,Globo R5 Sempertex Fashion X20,new,MCO28903479,gold_special,https://articulo.mercadolibre.com.co/MCO-629338565-globo-r5-sempertex-fashion-x20-_JM,buy_it_now,MCO,MCO435877,MCO-BALLOONS,6600,50,True,2041-05-26T04:00:00.000Z,False,[],MCO118204,False,False,xd_drop_off,me2,['self_service_in'],,,457215089,BONSURU,,,,,Sempertex
MCO628847734,Bolsitas De Yute Bolsa Decorativa Tamaño 10x12 Paq X 60und,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-628847734-bolsitas-de-yute-bolsa-decorativa-tamano-10x12-paq-x-60und-_JM,buy_it_now,MCO,MCO8591,MCO-SOUVENIRS,89900,1,True,2041-05-25T04:00:00.000Z,False,[],MCO118204,False,True,xd_drop_off,me2,['fs_threshold_mco_change_jul2021'],,,302882721,TIENDADEALEJO,36.0,2497.22,0.0,COP,
MCO1295186151,Globos Metalizados 45x45cm Corazón Lisos Brillantes ,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-1295186151-globos-metalizados-45x45cm-corazon-lisos-brillantes-_JM,buy_it_now,MCO,MCO435877,MCO-BALLOONS,5300,500,True,2043-10-10T23:29:09.267Z,False,[],MCO118204,False,False,xd_drop_off,me2,['self_service_in'],,,1372300779,VARIEDAD_RR,,,,,Premium
MCO1534436850,Vela Números Cumpleaños X 2 Unidades Todos Los Numeros Disp,new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-1534436850-vela-numeros-cumpleanos-x-2-unidades-todos-los-numeros-disp-_JM,buy_it_now,MCO,MCO441217,MCO-BIRTHDAY_CANDLES_AND_SPARKLERS,9990,150,True,2043-04-29T04:00:00.000Z,False,[],MCO118204,False,False,xd_drop_off,me2,['self_service_in'],,,688266578,PROODASTORE,,,,,DE FIESTA CON LYLY
MCO989108848,Kit Decoración Cabello Gemas Colores Niñas Peinados Mbk388,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-989108848-kit-decoracion-cabello-gemas-colores-ninas-peinados-mbk388-_JM,buy_it_now,MCO,MCO435356,MCO-PARTY_DECORATION_KITS,63990,1,True,2042-10-08T04:00:00.000Z,False,[],MCO118204,False,False,cross_docking,me2,['self_service_in'],,,101136210,MCKTOYS.COM,36.0,1777.5,0.0,COP,girls creator
MCO915124352,20 Suculentas Para Recordatorios,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-915124352-20-suculentas-para-recordatorios-_JM,buy_it_now,MCO,MCO8591,MCO-SOUVENIRS,72000,1,True,2042-06-21T04:00:00.000Z,False,[],MCO118204,False,True,xd_drop_off,me2,[],,,95679031,JUANPAHOGARYJARDIN,36.0,2000.0,0.0,COP,
MCO1013097224,Globo Foca Marina Mar Polar Hielo 45x60cm,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-1013097224-globo-foca-marina-mar-polar-hielo-45x60cm-_JM,buy_it_now,MCO,MCO435877,MCO-BALLOONS,6500,1,True,2042-10-17T04:00:00.000Z,False,[],MCO118204,False,False,xd_drop_off,me2,['self_service_in'],,,573609394,PELUCHES MASMELO,,,,,Genérica
MCO1266590020,Kit Arco Globos Decoracion Fiesta Disco Negro Plateado,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-1266590020-kit-arco-globos-decoracion-fiesta-disco-negro-plateado-_JM,buy_it_now,MCO,MCO435877,MCO-BALLOONS,69900,1,True,2043-02-24T04:00:00.000Z,False,[],MCO118204,False,False,xd_drop_off,me2,['self_service_in'],,,573609394,PELUCHES MASMELO,36.0,1941.67,0.0,COP,Genérica
MCO600052647,Globo Patrulla Canina Bulldog Rubble 54 X 40 Cm ,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-600052647-globo-patrulla-canina-bulldog-rubble-54-x-40-cm-_JM,buy_it_now,MCO,MCO435877,MCO-BALLOONS,5900,1,True,2041-04-05T03:51:41.000Z,False,[],MCO118204,False,False,xd_drop_off,me2,['self_service_in'],,,573609394,PELUCHES MASMELO,,,,,Genérica
MCO1584477906, Globos Bombas 112 Piezas Kit  Arco Fiesta Oro Rosa,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-1584477906-globos-bombas-112-piezas-kit-arco-fiesta-oro-rosa-_JM,buy_it_now,MCO,MCO435877,MCO-BALLOONS,41990,150,True,2043-05-10T04:00:00.000Z,False,[],MCO118204,False,False,xd_drop_off,me2,['self_service_in'],,,1085789498,LENCERIASEDUCTORA.CO,36.0,1166.39,0.0,COP,Premium
MCO1347102843,"Arcilla Magnética De Plastilina Para Niños, 6 Cajas De Recue",new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-1347102843-arcilla-magnetica-de-plastilina-para-ninos-6-cajas-de-recue-_JM,buy_it_now,MCO,MCO8591,MCO-SOUVENIRS,87745,250,True,2043-10-06T04:00:00.000Z,False,[],MCO118204,False,True,drop_off,me2,['mandatory_free_shipping'],,,1347376791,CNGUGUQIQI-COR,12.0,7312.08,0.0,COP,
MCO1337894713,"Moño O Lazo Grande Para Vehiculo (carros, Electrodomésticos)",new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-1337894713-mono-o-lazo-grande-para-vehiculo-carros-electrodomesticos-_JM,buy_it_now,MCO,MCO441200,MCO-PARTY_SUPPLIES,139000,1,True,2043-09-08T04:00:00.000Z,False,[],MCO118204,False,False,not_specified,not_specified,[],,,63127550,GIOHOSTING,12.0,11583.33,0.0,COP,Genérica
MCO1353228769,Piñata Fiesta Harry  Potter,new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-1353228769-pinata-fiesta-harry-potter-_JM,buy_it_now,MCO,MCO118212,MCO-PINATAS,35900,1,True,2043-10-22T04:00:00.000Z,False,[],MCO118204,False,False,xd_drop_off,me2,['self_service_in'],,,688266578,PROODASTORE,12.0,2991.67,0.0,COP,de fiesta con lyly
MCO2200340556,"Marimonda Carnaval De Barranquilla, Mascara De Marimonda ",new,,gold_special,https://articulo.mercadolibre.com.co/MCO-2200340556-marimonda-carnaval-de-barranquilla-mascara-de-marimonda-_JM,buy_it_now,MCO,MCO118203,MCO-COSTUMES,18500,1,True,2044-01-31T21:08:15.000Z,False,[],MCO118204,False,False,xd_drop_off,me2,['self_service_out'],,,175900878,CREACIONES AMOROSA,,,,,Creaciones Amorosa
MCO588710901,Sombrilla China Oriental Decoración China Oriental Asiática ,new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-588710901-sombrilla-china-oriental-decoracion-china-oriental-asiatica-_JM,buy_it_now,MCO,MCO118209,MCO-PARTY_SUPPLIES,21999,500,True,2040-10-07T04:00:00.000Z,False,[],MCO118204,False,False,cross_docking,me2,['self_service_in'],,,327773559,HORA_LOCA_LA_GRAN13,12.0,1833.25,0.0,COP,Hora loca la gran 13
MCO1355420183,9uds Peluche Llavero Colgante Twice Lovely Kpop Korea,new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-1355420183-9uds-peluche-llavero-colgante-twice-lovely-kpop-korea-_JM,buy_it_now,MCO,MCO8591,MCO-SOUVENIRS,82567,100,True,2043-10-28T04:00:00.000Z,False,[],MCO118204,False,True,drop_off,me2,['mandatory_free_shipping'],,,1190511119,CNRUNKAISHOP-COR,12.0,6880.58,0.0,COP,
MCO841490415,Platos Desechables Deluxe 9pulgadas-(22cm) Sempertex X10,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-841490415-platos-desechables-deluxe-9pulgadas-22cm-sempertex-x10-_JM,buy_it_now,MCO,MCO441228,MCO-DISPOSABLE_PLATES,15900,50,True,2041-12-08T04:00:00.000Z,False,[],MCO118204,False,False,xd_drop_off,me2,['self_service_in'],,,457215089,BONSURU,,,,,Sempertex
MCO1559196906,Sombrero De Copa Negro Mago X 2 Fiesta,new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-1559196906-sombrero-de-copa-negro-mago-x-2-fiesta-_JM,buy_it_now,MCO,MCO435878,MCO-PARTY_HATS,12500,1,True,2043-05-04T04:00:00.000Z,False,[],MCO118204,False,False,xd_drop_off,me2,['self_service_in'],,,688266578,PROODASTORE,,,,,de fiesta con lyly
MCO583841378,Explosión Papel Mini Party Popper 6 Cañón Lanza Confeti 20cm,new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-583841378-explosion-papel-mini-party-popper-6-canon-lanza-confeti-20cm-_JM,buy_it_now,MCO,MCO417267,MCO-CONFETTI_SHOOTERS,32799,1,True,2040-09-16T04:00:00.000Z,False,[],MCO118204,False,False,xd_drop_off,me2,[],,,228426070,SPINSUMINISTROS,12.0,2733.25,0.0,COP,Bull Party
MCO1361364377,Accesorio Navidad Para Novenas Gorro Blanco,new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-1361364377-accesorio-navidad-para-novenas-gorro-blanco-_JM,buy_it_now,MCO,MCO435878,MCO-PARTY_HATS,36900,1,True,2043-11-12T04:00:00.000Z,False,[],MCO118204,False,False,cross_docking,me2,[],,,535010463,GOBUY TIENDA,12.0,3075.0,0.0,COP,Go Desing
MCO1738099482, Álbum Diario De Fotos Bebe Niño Niña  Grande Recuerdos,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-1738099482-album-diario-de-fotos-bebe-nino-nina-grande-recuerdos-_JM,buy_it_now,MCO,MCO8591,MCO-SOUVENIRS,54900,1,True,2043-07-20T04:00:00.000Z,False,[],MCO118204,False,False,xd_drop_off,me2,['self_service_in'],,,1210105230,RODRÍGUEZCECILIA20221003153755,36.0,1525.0,0.0,COP,
MCO600249707,Kit Decoración Infantil Sonic Fiesta 24 Invitados Niños,new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-600249707-kit-decoracion-infantil-sonic-fiesta-24-invitados-ninos-_JM,buy_it_now,MCO,MCO435356,MCO-PARTY_DECORATION_KITS,38000,500,True,2041-01-01T22:33:12.000Z,False,[],MCO118204,False,False,xd_drop_off,me2,[],,,207125861,FIESTA ARLEQUIN1,12.0,3166.67,0.0,COP,Fiesta Arlequín
MCO909509433,Vasos Desechables Gold Tipo Cosechas 12 Oz X 150 Und,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-909509433-vasos-desechables-gold-tipo-cosechas-12-oz-x-150-und-_JM,buy_it_now,MCO,MCO413643,MCO-DISPOSABLE_CUPS,64900,1,True,2042-06-10T04:00:00.000Z,False,[],MCO118204,False,False,xd_drop_off,me2,['self_service_in'],,,219113521,GLOBAL OUTLET,36.0,1802.78,0.0,COP,Gold
MCO1261720074,Kit Despedida De Soltera Banda Y Tiara Bride To Be 2 Pcs,new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-1261720074-kit-despedida-de-soltera-banda-y-tiara-bride-to-be-2-pcs-_JM,buy_it_now,MCO,MCO432047,MCO-PARTY_SUPPLY_KITS,26990,1,True,2043-02-22T04:00:00.000Z,False,[],MCO118204,False,False,xd_drop_off,me2,['self_service_in'],,,688266578,PROODASTORE,12.0,2249.17,0.0,COP,despedida de soltera
MCO835833329,Árbol Navidad Mdf 12 Unidades Souvenir Recordatorio 15x9cm,new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-835833329-arbol-navidad-mdf-12-unidades-souvenir-recordatorio-15x9cm-_JM,buy_it_now,MCO,MCO8591,MCO-SOUVENIRS,60000,1,True,2043-04-21T23:58:28.000Z,False,[],MCO118204,False,False,xd_drop_off,me2,[],,,198179901,CREATIFHOME,12.0,5000.0,0.0,COP,
