id,title,condition,catalog_product_id,listing_type_id,permalink,buying_mode,site_id,category_id,domain_id,price,original_price,available_quantity,accepts_mercadopago,stop_time,catalog_listing,promotions,category,shipping_store_pick_up,shipping_free_shipping,shipping_logistic_type,shipping_mode,shipping_tags,shipping_benefits,shipping_promise,seller_id,seller_nickname,installments_quantity,installments_amount,installments_rate,installments_currency_id,brand_value_name
MCO1622195864,Caja De Incienso X 25 Cajitas - Aromaterapia Musk,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-1622195864-caja-de-incienso-x-25-cajitas-aromaterapia-musk-_JM,buy_it_now,MCO,MCO387586,MCO-INCENSES,27900,,500,True,2043-05-23T04:00:00.000Z,False,[],MCO1953,False,False,xd_drop_off,me2,['self_service_in'],,,523043874,SALAMANDRA AXES,36.0,775.0,0.0,COP,HEM
MCO573338470,Maquina Armadora Enrroladora Metal #12 King Size,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-573338470-maquina-armadora-enrroladora-metal-12-king-size-_JM,buy_it_now,MCO,MCO417903,MCO-CIGARETTE_ROLLING_MACHINES,20900,,1,True,2042-08-23T00:32:42.000Z,False,[],MCO1953,False,False,xd_drop_off,me2,['self_service_in'],,,454398705,YKURBANSHOP,36.0,580.56,0.0,COP,
MCO1312218768,Encendedor Gasolina Modelos Var,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-1312218768-encendedor-gasolina-modelos-var-_JM,buy_it_now,MCO,MCO172908,MCO-LIGHTERS,21900,,50,True,2043-03-09T04:00:00.000Z,False,[],MCO1953,False,False,not_specified,not_specified,['is_flammable'],,,523043874,SALAMANDRA AXES,36.0,608.33,0.0,COP,Jiantai
MCO1292651863,Pipa Resina Astronauta,new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-1292651863-pipa-resina-astronauta-_JM,buy_it_now,MCO,MCO442272,MCO-TOBACCO_PIPES,9000,,1,True,2043-09-17T22:59:14.896Z,False,[],MCO1953,False,False,fulfillment,me2,"['fulfillment', 'self_service_in']",,,523043874,SALAMANDRA AXES,,,,,Salamandra Axes
MCO1302763287,Raw Classic Black Kingsize Papeles De Liar Pack 3 Cajas,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-1302763287-raw-classic-black-kingsize-papeles-de-liar-pack-3-cajas-_JM,buy_it_now,MCO,MCO417902,MCO-CIGARETTE_PAPERS,26400,,1,True,2043-05-31T04:00:00.000Z,False,[],MCO1953,False,False,xd_drop_off,me2,['self_service_in'],,,1388587919,ARTEFACTOS DIVERSOS,36.0,733.33,0.0,COP,RAW
MCO864829453,Papel De Liar Ultra Fino Raw Kingsize Black Pack X 3unds,new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-864829453-papel-de-liar-ultra-fino-raw-kingsize-black-pack-x-3unds-_JM,buy_it_now,MCO,MCO417902,MCO-CIGARETTE_PAPERS,19900,,1,True,2042-02-22T04:00:00.000Z,False,[],MCO1953,False,False,xd_drop_off,me2,['self_service_in'],,,610185240,SONIARAQUELROJASORTIZ,12.0,1658.33,0.0,COP,redskinSHOP4:20
MCO881682198,Vela Ecológica Aromatizada Gracias Meditación,new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-881682198-vela-ecologica-aromatizada-gracias-meditacion-_JM,buy_it_now,MCO,MCO387587,MCO-CANDLES,28900,,1,True,2042-04-08T04:00:00.000Z,False,[],MCO1953,False,False,xd_drop_off,me2,['self_service_in'],,,1105777796,BLANCOEDUARDO20220412143905,12.0,2408.33,0.0,COP,
MCO634068445,Pipa Bate Metal Caucho Chupo Para Fumar,new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-634068445-pipa-bate-metal-caucho-chupo-para-fumar-_JM,buy_it_now,MCO,MCO442272,MCO-TOBACCO_PIPES,9000,,1,True,2041-06-04T04:00:00.000Z,False,[],MCO1953,False,False,cross_docking,me2,['self_service_in'],,,31369700,TIENDA ROCOCÓ,,,,,Genérica
MCO640049706,Encendedores - Encendedor De Pipa De Llama En Ángulo Vector ,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-640049706-encendedores-encendedor-de-pipa-de-llama-en-angulo-vector-_JM,buy_it_now,MCO,MCO172908,MCO-LIGHTERS,259000,,1,True,2041-06-21T04:00:00.000Z,False,[],MCO1953,False,False,not_specified,not_specified,['is_flammable'],,,666167877,MERA NATURAL,36.0,7194.44,0.0,COP,Genérica
MCO2096512810,Esferas Banger Terp  Vidrio Macizo Fluorescente 3 Und,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-2096512810-esferas-banger-terp-vidrio-macizo-fluorescente-3-und-_JM,buy_it_now,MCO,MCO417908,MCO-BONGS,26050,,1,True,2043-12-09T04:00:00.000Z,False,[],MCO1953,False,False,xd_drop_off,me2,['self_service_in'],,,1388587919,ARTEFACTOS DIVERSOS,36.0,723.61,0.0,COP,ESFERAS para  Banger terp
MCO621577939,Jabon Para Tatuaje Tattoo 12 Und Sobre 10 Ml Green Soap,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-621577939-jabon-para-tatuaje-tattoo-12-und-sobre-10-ml-green-soap-_JM,buy_it_now,MCO,MCO412100,MCO-UNCLASSIFIED_PRODUCTS,26000,,1,True,2041-05-02T04:00:00.000Z,False,[],MCO1953,False,False,xd_drop_off,me2,[],,,40058275,UND TATTOO,36.0,722.22,0.0,COP,GREEN SOAP
MCO958571906,Bandeja Enrollar Cigarros 27.5cm Pika Pika,new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-958571906-bandeja-enrollar-cigarros-275cm-pika-pika-_JM,buy_it_now,MCO,MCO417903,MCO-CIGARETTE_ROLLING_MACHINES,22000,,1,True,2042-12-11T02:29:01.000Z,False,[],MCO1953,False,False,xd_drop_off,me2,[],,,92026156,VAPORWEEDS,12.0,1833.33,0.0,COP,Genérica
MCO1345811359,Pipa Para Fumar Plegable En Aluminio De Bolsillo,new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-1345811359-pipa-para-fumar-plegable-en-aluminio-de-bolsillo-_JM,buy_it_now,MCO,MCO442272,MCO-TOBACCO_PIPES,17910,19900.0,1,True,2043-10-02T04:00:00.000Z,False,[],MCO1953,False,False,cross_docking,me2,['self_service_in'],,,408778182,NATA_STORE,,,,,MOKE
MCO1847988372,Combo 5 Cajitas Rolling Papers Cueros Smoking Rojo #8,new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-1847988372-combo-5-cajitas-rolling-papers-cueros-smoking-rojo-8-_JM,buy_it_now,MCO,MCO417902,MCO-CIGARETTE_PAPERS,20000,,50,True,2043-09-18T02:43:57.000Z,False,[],MCO1953,False,False,xd_drop_off,me2,['self_service_in'],,,18730357,FIX ME,12.0,1666.67,0.0,COP,Smoking
