id,title,condition,catalog_product_id,listing_type_id,permalink,buying_mode,site_id,category_id,domain_id,price,original_price,available_quantity,official_store_id,accepts_mercadopago,stop_time,location,seller_contact,catalog_listing,promotions,official_store_name,category,shipping_store_pick_up,shipping_free_shipping,shipping_logistic_type,shipping_mode,shipping_tags,shipping_benefits,shipping_promise,seller_id,seller_nickname,brand_value_name
MCO2181043420,Ford Escape Se 4x2 2018 Unico Dueño,used,MCO17049999,gold_premium,https://carro.mercadolibre.com.co/MCO-2181043420-ford-escape-se-4x2-2018-unico-dueno-_JM,classified,MCO,MCO1744,MCO-CARS_AND_VANS,71900000,,1,,False,2024-05-27T04:00:00.000Z,"{'address_line': '', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQlBPTjg5NjYx', 'name': 'Pontevedra'}, 'city': {'id': 'TUNPQ1NVQjUzNzQ4', 'name': 'Suba'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.570868, 'longitude': -74.297333}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],,MCO1743,False,False,,not_specified,[],,,200620945,JEDUARDOPINEDA,Ford
MCO2203087936,Audi A8 Sedan At 4.2 Full Equipo Rjl830,used,MCO17043178,gold_premium,https://carro.mercadolibre.com.co/MCO-2203087936-audi-a8-sedan-at-42-full-equipo-rjl830-_JM,classified,MCO,MCO1744,MCO-CARS_AND_VANS,105000000,,1,50484.0,False,2024-06-07T04:00:00.000Z,"{'address_line': '', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQlNBTjk3NDM2', 'name': 'San Ignacio'}, 'city': {'id': 'TUNPQ0VORzkzMTUz', 'name': 'Engativa'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.6744279, 'longitude': -74.1129847}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],Los coches Usados,MCO1743,False,False,,not_specified,[],,,159138388,DISTRIBUIDOSLOSCOCHESLASAB,Audi
MCO2223796972,Suzuki Jimny All Grip / Modelo 2021,used,,gold_premium,https://carro.mercadolibre.com.co/MCO-2223796972-suzuki-jimny-all-grip-modelo-2021-_JM,classified,MCO,MCO1744,MCO-CARS_AND_VANS,103800000,,1,,False,2024-03-24T04:00:00.000Z,"{'address_line': '', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkxBVTg0OTAyNg', 'name': 'Laureles'}, 'city': {'id': 'TUNPQ01FRGRjNjc4', 'name': 'Medellín'}, 'state': {'id': 'TUNPUEFOVGFiZWI3', 'name': 'Antioquia'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 6.2515938, 'longitude': -75.5887989}","{'contact': 'DAVID ARANGO', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],,MCO1743,False,False,,not_specified,[],,,1163774595,TUC_ELDIAMANTE,Suzuki
MCO1384827637,Bmw X1 Sdrive 20i 2018,used,MCO17044710,gold_premium,https://carro.mercadolibre.com.co/MCO-1384827637-bmw-x1-sdrive-20i-2018-_JM,classified,MCO,MCO1744,MCO-CARS_AND_VANS,102900000,,1,,False,2024-05-23T04:00:00.000Z,"{'address_line': '', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkxBUzEyODY5MQ', 'name': 'Las Palmas'}, 'city': {'id': 'TUNPQ01FRGRjNjc4', 'name': 'Medellín'}, 'state': {'id': 'TUNPUEFOVGFiZWI3', 'name': 'Antioquia'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 6.2386625, 'longitude': -75.564787}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],,MCO1743,False,False,,not_specified,[],,,339592220,CONCESIONARIO DANCARS,BMW
MCO1384760645,Ford Escape Titanium Tp 4x4 2016,used,MCO17049992,gold_premium,https://carro.mercadolibre.com.co/MCO-1384760645-ford-escape-titanium-tp-4x4-2016-_JM,classified,MCO,MCO1744,MCO-CARS_AND_VANS,67900000,,1,,False,2024-05-23T04:00:00.000Z,"{'address_line': '', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkxBUzEyODY5MQ', 'name': 'Las Palmas'}, 'city': {'id': 'TUNPQ01FRGRjNjc4', 'name': 'Medellín'}, 'state': {'id': 'TUNPUEFOVGFiZWI3', 'name': 'Antioquia'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 6.2386625, 'longitude': -75.564787}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],,MCO1743,False,False,,not_specified,[],,,339592220,CONCESIONARIO DANCARS,Ford
MCO2170895818,Volkswagen Teramont  3.6 At  4x4 Modelo 2023 Ft,new,MCO21074763,gold_premium,https://carro.mercadolibre.com.co/MCO-2170895818-volkswagen-teramont-36-at-4x4-modelo-2023-ft-_JM,classified,MCO,MCO1744,MCO-CARS_AND_VANS,209490000,,1,1724.0,False,2025-01-22T04:00:00.000Z,"{'address_line': '', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQlBVRTgxNDk5', 'name': 'Puente Aranda'}, 'city': {'id': 'TUNPQ1BVRTg0NTU0', 'name': 'Puente Aranda'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.614995, 'longitude': -74.114656}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],Casa Toro Volkswagen,MCO1743,False,False,,not_specified,[],,,178307321,CASATORO VOLKSWAGEN,Volkswagen
MCO2184916546,Jaguar Xe I4 Prestige 2.0t Tp 2017 Sunroof Tc 4ve Ee Aa Fe,used,MCO17054068,gold_premium,https://carro.mercadolibre.com.co/MCO-2184916546-jaguar-xe-i4-prestige-20t-tp-2017-sunroof-tc-4ve-ee-aa-fe-_JM,classified,MCO,MCO1744,MCO-CARS_AND_VANS,96000000,,1,1468.0,False,2024-05-29T04:00:00.000Z,"{'address_line': '', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQlNBTjI1MzE5', 'name': 'San José del Prado'}, 'city': {'id': 'TUNPQ1NVQjUzNzQ4', 'name': 'Suba'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],Ardila Amaya,MCO1743,False,False,,not_specified,[],,,402307014,ARDILAYAMAYACONCESIONARIO,Jaguar
MCO1389926953,Bmw Serie 3 330e Hibrido Enchufable 2021 29000km Twinturbo,used,MCO17044266,gold_premium,https://carro.mercadolibre.com.co/MCO-1389926953-bmw-serie-3-330e-hibrido-enchufable-2021-29000km-twinturbo-_JM,classified,MCO,MCO1744,MCO-CARS_AND_VANS,159000000,,1,,False,2024-06-07T04:00:00.000Z,"{'address_line': '', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkVMUDI3MDA0Ng', 'name': 'El Poblado'}, 'city': {'id': 'TUNPQ01FRGRjNjc4', 'name': 'Medellín'}, 'state': {'id': 'TUNPUEFOVGFiZWI3', 'name': 'Antioquia'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 6.2034815, 'longitude': -75.5716589}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],,MCO1743,False,False,,not_specified,[],,,462203677,USADOSBROKER,BMW
MCO2170847410,Bmw X5 E70 Xdrive 35i Sport Tp 3000cc T 4x4 2011,used,MCO17044873,gold_premium,https://carro.mercadolibre.com.co/MCO-2170847410-bmw-x5-e70-xdrive-35i-sport-tp-3000cc-t-4x4-2011-_JM,classified,MCO,MCO1744,MCO-CARS_AND_VANS,64990000,72990000.0,1,2030.0,False,2024-05-22T04:00:00.000Z,"{'address_line': '', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQk1PUjI2NzM2', 'name': 'Morato'}, 'city': {'id': 'TUNPQ1NVQjUzNzQ4', 'name': 'Suba'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],WCAR,MCO1743,False,False,,not_specified,[],,,55495229,WCAR S.A.S,BMW
MCO1384480031,Ford Escape Titanum 2019 Único Dueño,used,MCO17050004,gold_premium,https://carro.mercadolibre.com.co/MCO-1384480031-ford-escape-titanum-2019-unico-dueno-_JM,classified,MCO,MCO1744,MCO-CARS_AND_VANS,91900000,,1,,False,2024-05-22T04:00:00.000Z,"{'address_line': '', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkxBUzEyODY5MQ', 'name': 'Las Palmas'}, 'city': {'id': 'TUNPQ01FRGRjNjc4', 'name': 'Medellín'}, 'state': {'id': 'TUNPUEFOVGFiZWI3', 'name': 'Antioquia'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 6.2386625, 'longitude': -75.564787}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],,MCO1743,False,False,,not_specified,[],,,339592220,CONCESIONARIO DANCARS,Ford
MCO1384478573,Mazda 3 Grand Tourin Lx 2021,used,MCO17057095,gold_premium,https://carro.mercadolibre.com.co/MCO-1384478573-mazda-3-grand-tourin-lx-2021-_JM,classified,MCO,MCO1744,MCO-CARS_AND_VANS,94900000,,1,,False,2024-05-22T04:00:00.000Z,"{'address_line': '', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkxBUzEyODY5MQ', 'name': 'Las Palmas'}, 'city': {'id': 'TUNPQ01FRGRjNjc4', 'name': 'Medellín'}, 'state': {'id': 'TUNPUEFOVGFiZWI3', 'name': 'Antioquia'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 6.2386625, 'longitude': -75.564787}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],,MCO1743,False,False,,not_specified,[],,,339592220,CONCESIONARIO DANCARS,Mazda
MCO2221511670,Mazda Cx-5  2.5 Grand Touring Signature 2020,used,MCO17058061,gold_premium,https://carro.mercadolibre.com.co/MCO-2221511670-mazda-cx-5-25-grand-touring-signature-2020-_JM,classified,MCO,MCO1744,MCO-CARS_AND_VANS,143000000,,1,,False,2024-03-23T04:00:00.000Z,"{'address_line': '', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkJFTDc2MjY2Mw', 'name': 'Belén Rosales'}, 'city': {'id': 'TUNPQ01FRGRjNjc4', 'name': 'Medellín'}, 'state': {'id': 'TUNPUEFOVGFiZWI3', 'name': 'Antioquia'}, 'country': {'id': 'CO', 'name': 'Colombia'}}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],,MCO1743,False,False,,not_specified,[],,,1021227296,GRAL1445177,Mazda
MCO1384271309,Volkswagen Jetta Trendline Mt 2.0l Aa 2ab Abs Techo Fe,used,MCO17068693,gold_premium,https://carro.mercadolibre.com.co/MCO-1384271309-volkswagen-jetta-trendline-mt-20l-aa-2ab-abs-techo-fe-_JM,classified,MCO,MCO1744,MCO-CARS_AND_VANS,31500000,,1,,False,2024-05-21T04:00:00.000Z,"{'address_line': '', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {}, 'city': {'id': 'TUNPQ1pJUDI5OGQ0', 'name': 'Zipaquirá'}, 'state': {'id': 'TUNPUENVTmE3NmQ4', 'name': 'Cundinamarca'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 5.021476, 'longitude': -73.990955}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],,MCO1743,False,False,,not_specified,[],,,465618612,BEWI1531616,Volkswagen
MCO1394621017,Chevrolet Onix Premier / Modelo 2021,used,MCO17046813,gold_premium,https://carro.mercadolibre.com.co/MCO-1394621017-chevrolet-onix-premier-modelo-2021-_JM,classified,MCO,MCO1744,MCO-CARS_AND_VANS,62500000,,1,,False,2024-03-22T04:00:00.000Z,"{'address_line': '', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TG9zIENvbG9yZXNUVU5QUTAxRlJHUmpOamM0', 'name': 'Los Colores'}, 'city': {'id': 'TUNPQ01FRGRjNjc4', 'name': 'Medellín'}, 'state': {'id': 'TUNPUEFOVGFiZWI3', 'name': 'Antioquia'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 6.2665446, 'longitude': -75.5924368}","{'contact': 'EDWIN MUÑOZ', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],,MCO1743,False,False,,not_specified,[],,,1163774595,TUC_ELDIAMANTE,Chevrolet
MCO2217637780,Bmw 220i Gran Coupe,used,,gold_premium,https://carro.mercadolibre.com.co/MCO-2217637780-bmw-220i-gran-coupe-_JM,classified,MCO,MCO1744,MCO-CARS_AND_VANS,159000000,,1,,False,2024-03-21T04:00:00.000Z,"{'address_line': '', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQk1BWjkxMDI2', 'name': 'Mazurén'}, 'city': {'id': 'TUNPQ1NVQjUzNzQ4', 'name': 'Suba'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.570868, 'longitude': -74.297333}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],,MCO1743,False,False,,not_specified,[],,,1237728271,BSE4178101,BMW
MCO2181043664,Citroën C3 Aircross 2022 1.2 Aircross Shine,used,MCO21073180,gold_premium,https://carro.mercadolibre.com.co/MCO-2181043664-citron-c3-aircross-2022-12-aircross-shine-_JM,classified,MCO,MCO1744,MCO-CARS_AND_VANS,72900000,,1,,False,2024-05-27T04:00:00.000Z,"{'address_line': '', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {}, 'city': {'id': 'TUNPQ0JPUzQwMzcw', 'name': 'Bosa'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],,MCO1743,False,False,,not_specified,[],,,200620945,JEDUARDOPINEDA,Citroën
MCO2219681090,Suzuki Baleno At / Modelo 2017,used,MCO17066394,gold_premium,https://carro.mercadolibre.com.co/MCO-2219681090-suzuki-baleno-at-modelo-2017-_JM,classified,MCO,MCO1744,MCO-CARS_AND_VANS,43000000,,1,,False,2024-03-22T04:00:00.000Z,"{'address_line': '', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TVhYQ2l1ZGFkIERlbCBSaW9UVU5QUTAxRlJHU', 'name': 'Ciudad Del Rio'}, 'city': {'id': 'TUNPQ01FRGRjNjc4', 'name': 'Medellín'}, 'state': {'id': 'TUNPUEFOVGFiZWI3', 'name': 'Antioquia'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 6.2208376, 'longitude': -75.573519}","{'contact': 'LUZ DARY CASTRO', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],,MCO1743,False,False,,not_specified,[],,,1163774595,TUC_ELDIAMANTE,Suzuki
