id,title,condition,catalog_product_id,listing_type_id,permalink,buying_mode,site_id,category_id,domain_id,price,original_price,available_quantity,official_store_id,accepts_mercadopago,stop_time,location,seller_contact,catalog_listing,promotions,official_store_name,category,shipping_store_pick_up,shipping_free_shipping,shipping_logistic_type,shipping_mode,shipping_tags,shipping_benefits,shipping_promise,seller_id,seller_nickname,brand_value_name
MCO2168890126,Volkswagen Gli 2024 Ultimas Unidades!!,new,,gold_premium,https://carro.mercadolibre.com.co/MCO-2168890126-volkswagen-gli-2024-ultimas-unidades-_JM,classified,MCO,MCO1744,MCO-CARS_AND_VANS,154990000,,1,1729.0,False,2025-01-21T23:09:26.000Z,"{'address_line': '', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQk1PUjI2NzM2', 'name': 'Morato'}, 'city': {'id': 'TUNPQ1NVQjUzNzQ4', 'name': 'Suba'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],Autoland,MCO1743,False,False,,not_specified,[],,,358074289,AUTOLAND VOLKSWAGEN,Volkswagen
MCO2221291660,Mercedes Benz Clase Glk 220 Cdi 4matic Diesel 4x4 2200cc At ,used,MCO17059339,gold_premium,https://carro.mercadolibre.com.co/MCO-2221291660-mercedes-benz-clase-glk-220-cdi-4matic-diesel-4x4-2200cc-at-_JM,classified,MCO,MCO1744,MCO-CARS_AND_VANS,59900000,,1,,False,2024-03-23T04:00:00.000Z,"{'address_line': '', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQlJJQzk0NDg5', 'name': 'Ricaurte'}, 'city': {'id': 'TUNPQ01BUjU5NzU1', 'name': 'Martires'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.6091532, 'longitude': -74.0938969}","{'contact': 'Javier G', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],,MCO1743,False,False,,not_specified,[],,,224661264,TUC_PALOQUEMAO,Mercedes-Benz
MCO1388170141,Audi Q2 35tfsi 1.4 Ambition,used,MCO17043214,gold_premium,https://carro.mercadolibre.com.co/MCO-1388170141-audi-q2-35tfsi-14-ambition-_JM,classified,MCO,MCO1744,MCO-CARS_AND_VANS,104990000,,1,,False,2024-06-01T04:00:00.000Z,"{'address_line': '', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {}, 'city': {'id': 'TUNPQ01FRGRjNjc4', 'name': 'Medellín'}, 'state': {'id': 'TUNPUEFOVGFiZWI3', 'name': 'Antioquia'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 6.2476376, 'longitude': -75.5658153}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],,MCO1743,False,False,,not_specified,[],,,235347662,USADOS MEDELLIN,Audi
MCO1384091677,Volvo Xc40 Momentum T4 2.0 Aut 5p 2022 Ktm707,used,MCO21073702,gold_premium,https://carro.mercadolibre.com.co/MCO-1384091677-volvo-xc40-momentum-t4-20-aut-5p-2022-ktm707-_JM,classified,MCO,MCO1744,MCO-CARS_AND_VANS,143000000,,1,1800.0,False,2024-05-21T15:29:03.000Z,"{'address_line': '', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkxBMTY1MzE', 'name': 'La Calleja'}, 'city': {'id': 'TUNPQ1VTQTY3MTQ1', 'name': 'Usaquén'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],Autonal Usados,MCO1743,False,False,,not_specified,[],,,44766228,TUC_CVAUTONALVIRTUAL,Volvo
MCO1392101793,Toyota Fj Cruiser 2014 4.0 V6,used,MCO17067020,gold_premium,https://carro.mercadolibre.com.co/MCO-1392101793-toyota-fj-cruiser-2014-40-v6-_JM,classified,MCO,MCO1744,MCO-CARS_AND_VANS,152000000,,1,,False,2024-06-14T04:00:00.000Z,"{'address_line': '', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {}, 'city': {'id': 'TUNPQ0VOVjU5YjYx', 'name': 'Envigado'}, 'state': {'id': 'TUNPUEFOVGFiZWI3', 'name': 'Antioquia'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 6.1672865, 'longitude': -75.5836963}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],,MCO1743,False,False,,not_specified,[],,,1549680648,TRECEAUTOMOTORES,Toyota
MCO1384090869,Nissan New Versa Exclusive 1.6 Aut 2022 Jvp510,used,,gold_premium,https://carro.mercadolibre.com.co/MCO-1384090869-nissan-new-versa-exclusive-16-aut-2022-jvp510-_JM,classified,MCO,MCO1744,MCO-CARS_AND_VANS,80200000,,1,1800.0,False,2024-05-21T15:28:58.000Z,"{'address_line': '', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkxBMTY1MzE', 'name': 'La Calleja'}, 'city': {'id': 'TUNPQ1VTQTY3MTQ1', 'name': 'Usaquén'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],Autonal Usados,MCO1743,False,False,,not_specified,[],,,44766228,TUC_CVAUTONALVIRTUAL,Nissan
MCO2205576258,Mercedes Benz Cc 1132  Glb 200 Modelo 2022  At 4x2,used,,gold_premium,https://carro.mercadolibre.com.co/MCO-2205576258-mercedes-benz-cc-1132-glb-200-modelo-2022-at-4x2-_JM,classified,MCO,MCO1744,MCO-CARS_AND_VANS,179000000,,1,1749.0,False,2024-06-10T04:00:00.000Z,"{'address_line': '', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQlNPVDQzNjY2', 'name': 'Sotileza'}, 'city': {'id': 'TUNPQ1NVQjUzNzQ4', 'name': 'Suba'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.718775, 'longitude': -74.0744401}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],Carmax,MCO1743,False,False,,not_specified,[],,,84897492,CARMAXCOLOMBIA,Mercedes-Benz
MCO2217282626,Chevrolet Captiva 2.4 Sport At 2012,used,MCO27540150,gold_premium,https://carro.mercadolibre.com.co/MCO-2217282626-chevrolet-captiva-24-sport-at-2012-_JM,classified,MCO,MCO1744,MCO-CARS_AND_VANS,26800000,,1,,False,2024-03-21T04:00:00.000Z,"{'address_line': '', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkJFTDE1MDQ3NQ', 'name': 'Belén La Palma'}, 'city': {'id': 'TUNPQ01FRGRjNjc4', 'name': 'Medellín'}, 'state': {'id': 'TUNPUEFOVGFiZWI3', 'name': 'Antioquia'}, 'country': {'id': 'CO', 'name': 'Colombia'}}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],,MCO1743,False,False,,not_specified,[],,,1239904592,ARJU7506877,Chevrolet
MCO1394151507,Nissan Versa Advance At 2012,used,MCO17062975,gold_premium,https://carro.mercadolibre.com.co/MCO-1394151507-nissan-versa-advance-at-2012-_JM,classified,MCO,MCO1744,MCO-CARS_AND_VANS,33000000,,1,,False,2024-03-21T04:00:00.000Z,"{'address_line': '', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkNBUzI1MDYzOQ', 'name': 'Castilla'}, 'city': {'id': 'TUNPQ0tFTjQyODYy', 'name': 'Kennedy'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.6395037, 'longitude': -74.1401447}","{'contact': 'Alejandro Castaño', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],,MCO1743,False,False,,not_specified,[],,,1645938601,ACASTANO14350,Nissan
MCO2215451094,Mazda 3 Touring 2.0 2020,used,MCO17057093,gold_premium,https://carro.mercadolibre.com.co/MCO-2215451094-mazda-3-touring-20-2020-_JM,classified,MCO,MCO1744,MCO-CARS_AND_VANS,91000000,,1,,False,2024-03-20T04:00:00.000Z,"{'address_line': '', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkVMUDI3MDA0Ng', 'name': 'El Poblado'}, 'city': {'id': 'TUNPQ01FRGRjNjc4', 'name': 'Medellín'}, 'state': {'id': 'TUNPUEFOVGFiZWI3', 'name': 'Antioquia'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 6.2034815, 'longitude': -75.5716589}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],,MCO1743,False,False,,not_specified,[],,,1177817788,RAAN7342265,Mazda
MCO2215606140,Toyota Corolla Cross  2000cc At Aa,used,,gold_premium,https://carro.mercadolibre.com.co/MCO-2215606140-toyota-corolla-cross-2000cc-at-aa-_JM,classified,MCO,MCO1744,MCO-CARS_AND_VANS,155000000,,1,,False,2024-03-20T04:00:00.000Z,"{'address_line': '', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkNBUzI1MDYzOQ', 'name': 'Castilla'}, 'city': {'id': 'TUNPQ0tFTjQyODYy', 'name': 'Kennedy'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.6395037, 'longitude': -74.1401447}","{'contact': 'Angela M', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],,MCO1743,False,False,,not_specified,[],,,224661264,TUC_PALOQUEMAO,Toyota
