id,title,condition,catalog_product_id,listing_type_id,permalink,buying_mode,site_id,category_id,domain_id,price,original_price,available_quantity,official_store_id,accepts_mercadopago,stop_time,catalog_listing,promotions,category,shipping_store_pick_up,shipping_free_shipping,shipping_logistic_type,shipping_mode,shipping_tags,shipping_benefits,shipping_promise,seller_id,seller_nickname,installments_quantity,installments_amount,installments_rate,installments_currency_id,brand_value_name
MCO824886438,Reloj Inteligente Smart Watch T500 Plus + Audifonos I12,new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-824886438-reloj-inteligente-smart-watch-t500-plus-audifonos-i12-_JM,buy_it_now,MCO,MCO118449,MCO-SMARTWATCHES,118999,139999.0,1,,True,2041-10-21T04:00:00.000Z,False,[],MCO1051,False,True,cross_docking,me2,['mandatory_free_shipping'],,,177739182,STEGY STORE,12.0,9916.58,0.0,COP,Genérica
MCO959040850,Cargador Original Para Carro Xiaomi Tipo C / Tipo A 100w Max,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-959040850-cargador-original-para-carro-xiaomi-tipo-c-tipo-a-100w-max-_JM,buy_it_now,MCO,MCO39269,MCO-CELLPHONE_ACCESSORIES,129890,,1,,True,2042-09-06T04:00:00.000Z,False,[],MCO1051,False,True,fulfillment,me2,"['fulfillment', 'self_service_in', 'mandatory_free_shipping']",,,139705540,MUNDONETTECH,36.0,3608.06,0.0,COP,Xiaomi
MCO1554851800,Estación De Carga Inalámbrica iPhone Apple Airpod Iwatch 15w,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-1554851800-estacion-de-carga-inalambrica-iphone-apple-airpod-iwatch-15w-_JM,buy_it_now,MCO,MCO39268,MCO-MOBILE_DEVICE_CHARGERS,116100,129000.0,1,,True,2043-05-03T04:00:00.000Z,False,[],MCO1051,False,True,fulfillment,me2,"['fulfillment', 'self_service_in', 'mandatory_free_shipping']",,,53758656,GLOECOB SAS,36.0,3404.17,0.0,COP,Genérica
MCO1037184270,Estuche Forro Mate Rígido Antigolpes Compatible Con iPhone,new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-1037184270-estuche-forro-mate-rigido-antigolpes-compatible-con-iphone-_JM,buy_it_now,MCO,MCO169817,MCO-CELLPHONE_COVERS,21800,,150,,True,2042-10-29T04:00:00.000Z,False,[],MCO1051,False,False,xd_drop_off,me2,['self_service_in'],,,746116942,IDRXTT,12.0,1816.67,0.0,COP,Genérica
MCO1854546434,Power Bank Solar Carga Rápida Tipo C Power Delivery Wireless,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-1854546434-power-bank-solar-carga-rapida-tipo-c-power-delivery-wireless-_JM,buy_it_now,MCO,MCO39268,MCO-MOBILE_DEVICE_CHARGERS,279650,,1,,True,2043-08-28T04:00:00.000Z,False,[],MCO1051,False,True,fulfillment,me2,"['fulfillment', 'self_service_in', 'mandatory_free_shipping']",,,55477565,SISDATA.CO,36.0,7768.06,0.0,COP,Sisdata
MCO1333450477,Teléfono N-inc Kx-t628 Fijo - Color Blanco,new,MCO8992605,gold_pro,https://www.mercadolibre.com.co/telefono-n-inc-kx-t628-fijo-color-blanco/p/MCO8992605,buy_it_now,MCO,MCO2896,MCO-TELEPHONES,49900,,50,,True,2043-08-26T04:00:00.000Z,True,[],MCO1051,False,False,xd_drop_off,me2,['self_service_in'],,,706673549,TURELOJS,12.0,4158.33,0.0,COP,N-INC
MCO873405414,Cargador Original Tipo C Xiaomi 67w Carga Rapida,new,MCO19809863,gold_special,https://articulo.mercadolibre.com.co/MCO-873405414-cargador-original-tipo-c-xiaomi-67w-carga-rapida-_JM,buy_it_now,MCO,MCO39268,MCO-MOBILE_DEVICE_CHARGERS,107901,119890.0,1,,True,2042-03-18T04:00:00.000Z,False,[],MCO1051,False,True,fulfillment,me2,"['fulfillment', 'self_service_in', 'mandatory_free_shipping']",,,139705540,MUNDONETTECH,36.0,2997.25,0.0,COP,Xiaomi
MCO1188576866,Correa Manilla Ocean Para Apple Watch 42 44 45 Ultra Pulso,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-1188576866-correa-manilla-ocean-para-apple-watch-42-44-45-ultra-pulso-_JM,buy_it_now,MCO,MCO417313,MCO-SMARTWATCH_AND_WATCH_BANDS,22600,29800.0,1,,True,2043-01-06T04:00:00.000Z,False,[],MCO1051,False,False,fulfillment,me2,"['fulfillment', 'self_service_in']",,,125844433,HAPLAZ.COM,36.0,627.78,0.0,COP,Genérica
MCO855110973,Estuche Silicone Case Forro Para Samsung Galaxy,new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-855110973-estuche-silicone-case-forro-para-samsung-galaxy-_JM,buy_it_now,MCO,MCO169817,MCO-CELLPHONE_COVERS,22900,,500,,True,2042-01-28T04:00:00.000Z,False,[],MCO1051,False,False,cross_docking,me2,['self_service_in'],,,355873913,GHORAACCESORIOS,12.0,1908.33,0.0,COP,Genérica
MCO916312276,Cargador Xiaomi Carga Rápida Turbo Original 67w + Cable C 6a,new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-916312276-cargador-xiaomi-carga-rapida-turbo-original-67w-cable-c-6a-_JM,buy_it_now,MCO,MCO39268,MCO-MOBILE_DEVICE_CHARGERS,120000,,1,,True,2042-10-22T20:32:35.000Z,False,[],MCO1051,False,True,cross_docking,me2,"['self_service_in', 'mandatory_free_shipping']",,,1083219368,A4STORETIENDAVIRTUAL,12.0,10000.0,0.0,COP,Xiaomi
MCO1318638889,Audifonos Bluetooth Deportivos Inalambricos Cuello  Surtido,new,MCO20692806,gold_pro,https://www.mercadolibre.com.co/audifonos-bluetooth-deportivos-inalambricos-cuello-surtido/p/MCO20692806,buy_it_now,MCO,MCO5072,MCO-HEADPHONES,43605,45900.0,1,,True,2043-07-19T04:00:00.000Z,True,[],MCO1051,False,False,cross_docking,me2,['self_service_in'],,,1129537648,VGB CR,12.0,3633.75,0.0,COP,Genérica
MCO902474428,Lápiz Ópticos Capacitivo Para Pantalla Táctil 2 En 1,new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-902474428-lapiz-opticos-capacitivo-para-pantalla-tactil-2-en-1-_JM,buy_it_now,MCO,MCO39109,MCO-STYLUSES,18800,,50,,True,2042-06-17T23:29:32.000Z,False,[],MCO1051,False,False,cross_docking,me2,['self_service_in'],,,693500812,ARTE DICASA,,,,,Stylus
MCO867144035,Funda Estuche Antichoque Para Xiaomi + Pro Pantalla Y Camara,new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-867144035-funda-estuche-antichoque-para-xiaomi-pro-pantalla-y-camara-_JM,buy_it_now,MCO,MCO169817,MCO-CELLPHONE_COVERS,40950,,50,,True,2042-03-02T04:00:00.000Z,False,[],MCO1051,False,False,cross_docking,me2,['self_service_in'],,,1083219368,A4STORETIENDAVIRTUAL,12.0,3412.5,0.0,COP,Rzants
MCO606091902,Correa Pulso Silicona Samsung Galaxy Fit E,new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-606091902-correa-pulso-silicona-samsung-galaxy-fit-e-_JM,buy_it_now,MCO,MCO434353,MCO-SMARTWATCH_AND_WATCH_BANDS,13000,,100,,True,2042-10-23T04:52:52.000Z,False,[],MCO1051,False,False,cross_docking,me2,['self_service_in'],,,81213245,TAUXI_COMERCIALIZADORA,,,,,Samsung
MCO1980479642,Batería Inalámbrica Para Iphone13 Compatible Con Magsafe,new,MCO22811037,gold_special,https://www.mercadolibre.com.co/bateria-inalambrica-para-iphone13-compatible-con-magsafe/p/MCO22811037,buy_it_now,MCO,MCO39268,MCO-MOBILE_DEVICE_CHARGERS,225000,250000.0,1,,True,2043-10-18T04:00:00.000Z,True,[],MCO1051,False,True,xd_drop_off,me2,"['self_service_in', 'mandatory_free_shipping']",,,118755799,MOBILEWAVE,36.0,6250.0,0.0,COP,HyperGear
MCO1072546633,Manos Libres Samsung Akg Originales Tipo C ,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-1072546633-manos-libres-samsung-akg-originales-tipo-c-_JM,buy_it_now,MCO,MCO5072,MCO-HEADPHONES,47333,,1,,True,2043-12-16T14:07:53.496Z,False,[],MCO1051,False,False,cross_docking,me2,['self_service_in'],,,26207029,VENTAS ONLINE2020,36.0,1314.81,0.0,COP,Samsung
MCO847756235,Correa Banda Pulso Metálico Para Samsung Galaxy Fit 2,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-847756235-correa-banda-pulso-metalico-para-samsung-galaxy-fit-2-_JM,buy_it_now,MCO,MCO434353,MCO-SMARTWATCH_AND_WATCH_BANDS,37999,,1,,True,2042-03-24T15:19:54.000Z,False,[],MCO1051,False,False,cross_docking,me2,['self_service_in'],,,145328341,MERAKIESHOP.CO,36.0,1055.53,0.0,COP,Genérica
MCO853612994,Audifonos Inalámbricos In-ear Manos Libres A8s Tws Aut114,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-853612994-audifonos-inalambricos-in-ear-manos-libres-a8s-tws-aut114-_JM,buy_it_now,MCO,MCO5072,MCO-HEADPHONES,46191,54990.0,1,,True,2042-01-23T04:00:00.000Z,False,[],MCO1051,False,False,fulfillment,me2,['fulfillment'],,,814004182,HASTECKIMPORTACINSASHASTECK,36.0,1283.08,0.0,COP,1Hora
MCO640576101,Cable Mini Usb 2.0 Tipo A Usb Mini Tipo B 5 Pines V3 2metros,new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-640576101-cable-mini-usb-20-tipo-a-usb-mini-tipo-b-5-pines-v3-2metros-_JM,buy_it_now,MCO,MCO4922,MCO-DATA_CABLES_AND_ADAPTERS,10900,,250,,True,2041-06-23T04:00:00.000Z,False,[],MCO1051,False,False,xd_drop_off,me2,['self_service_in'],,,213665461,COLMETECNO COM,,,,,ColmeTecno
MCO817990505,Pantalla Para Oppo Realme 6  Rmx2001,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-817990505-pantalla-para-oppo-realme-6-rmx2001-_JM,buy_it_now,MCO,MCO48906,MCO-CELLPHONE_SCREENS,99900,,50,1603.0,True,2041-10-01T04:00:00.000Z,False,[],MCO1051,False,True,cross_docking,me2,"['self_service_in', 'mandatory_free_shipping']",,,201969527,CAMILO HERNANDEZSOLUCIONES,36.0,2775.0,0.0,COP,
MCO2174926566,Samsung Galaxy Watch 5 Pro R920 45mm Titanio Negro Color De La Caja Black Titanium Color De La Correa Black Titanium Color Del Bisel Black Titanium,new,MCO26825786,gold_special,https://www.mercadolibre.com.co/samsung-galaxy-watch-5-pro-r920-45mm-titanio-negro-color-de-la-caja-black-titanium-color-de-la-correa-black-titanium-color-del-bisel-black-titanium/p/MCO26825786,buy_it_now,MCO,MCO118449,MCO-SMARTWATCHES,1326000,1560000.0,1,,True,2044-01-20T04:00:00.000Z,True,[],MCO1051,False,True,xd_drop_off,me2,"['self_service_in', 'mandatory_free_shipping']",,,167506021,PASSCALL,36.0,36833.33,0.0,COP,Samsung
MCO598899120,"Gatillos Falcon Gamesir F4 Pubg, Free Fire, Cod,",new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-598899120-gatillos-falcon-gamesir-f4-pubg-free-fire-cod-_JM,buy_it_now,MCO,MCO167698,MCO-CELLPHONE_ACCESSORIES,135900,,1,,True,2040-12-12T04:00:00.000Z,False,[],MCO1051,False,True,fulfillment,me2,"['fulfillment', 'self_service_out', 'mandatory_free_shipping']",,,127583558,TIENDAS HORUSKY,12.0,11325.0,0.0,COP,GameSir
MCO1341875705,Combo Protector Lentes Cámara De Lujo Para Todo Celular X3,new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-1341875705-combo-protector-lentes-camara-de-lujo-para-todo-celular-x3-_JM,buy_it_now,MCO,MCO417275,MCO-CELLPHONE_CAMERA_PROTECTORS,19800,,500,,True,2043-09-19T04:00:00.000Z,False,[],MCO1051,False,False,xd_drop_off,me2,['self_service_in'],,,746116942,IDRXTT,12.0,1650.0,0.0,COP,Genérica
MCO2191776366,Auriculares Shinecon Vr 6.0 Y Gafas 3d De Realidad Virtual Con Control,new,MCO23491699,gold_pro,https://www.mercadolibre.com.co/auriculares-shinecon-vr-60-y-gafas-3d-de-realidad-virtual-con-control/p/MCO23491699,buy_it_now,MCO,MCO401278,MCO-VR_HEADSETS,219990,,1,,True,2044-01-27T04:00:00.000Z,True,[],MCO1051,False,True,xd_drop_off,me2,"['self_service_in', 'mandatory_free_shipping']",,,181980365,COMPRAS ONLINE_COLOMBIA2010,12.0,18332.5,0.0,COP,WCS
MCO629292048,Forro Rígido Transparente Para Samsung,new,MCO21951775,gold_pro,https://articulo.mercadolibre.com.co/MCO-629292048-forro-rigido-transparente-para-samsung-_JM,buy_it_now,MCO,MCO169817,MCO-CELLPHONE_COVERS,18905,19900.0,500,,True,2041-05-26T04:00:00.000Z,False,[],MCO1051,False,False,cross_docking,me2,['self_service_in'],,,734470958,SERVIPHONE_STORE_,,,,,Genérica
MCO608725214,Estuche Carcasa Para Samsung Note 10 20 +ultra / Antichoques,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-608725214-estuche-carcasa-para-samsung-note-10-20-ultra-antichoques-_JM,buy_it_now,MCO,MCO169817,MCO-CELLPHONE_COVERS,24900,,1,,True,2043-01-28T16:29:47.000Z,False,[],MCO1051,False,False,fulfillment,me2,['fulfillment'],,,203213641,TEQUI.CO,36.0,691.67,0.0,COP,Genérica
MCO962383220,Tarjeta De Memoria Sandisk Sdsdunc-032g-gn6in  Ultra 32gb,new,MCO8859565,gold_special,https://www.mercadolibre.com.co/tarjeta-de-memoria-sandisk-sdsdunc-032g-gn6in-ultra-32gb/p/MCO8859565,buy_it_now,MCO,MCO7908,MCO-MEMORY_CARDS,69000,,1,,True,2042-09-11T04:00:00.000Z,True,[],MCO1051,False,False,xd_drop_off,me2,"['MCO-chg-threshold-Jan-23', 'self_service_in']",,,652750106,CASAFOTOGRAFICA CALI,36.0,1916.67,0.0,COP,SanDisk
