id,title,condition,catalog_product_id,listing_type_id,permalink,buying_mode,site_id,category_id,domain_id,price,original_price,available_quantity,official_store_id,accepts_mercadopago,stop_time,catalog_listing,promotions,official_store_name,category,shipping_store_pick_up,shipping_free_shipping,shipping_logistic_type,shipping_mode,shipping_tags,shipping_benefits,shipping_promise,seller_id,seller_nickname,installments_quantity,installments_amount,installments_rate,installments_currency_id,brand_value_name
MCO1364074461,Organizador Maquillaje Cajones Acrilico Cosmeticos Joyas,new,MCO24382467,gold_special,https://www.mercadolibre.com.co/organizador-maquillaje-cajones-acrilico-cosmeticos-joyas/p/MCO24382467,buy_it_now,MCO,MCO181091,MCO-MAKEUP_ORGANIZERS,49900,,50,,True,2043-11-18T04:00:00.000Z,True,[],,MCO1574,False,False,cross_docking,me2,['self_service_in'],,,185444994,ALTECHLINA,36.0,1386.11,0.0,COP,Big Room
MCO927563625,Mesa De Noche / Nochero / Mesa Auxiliar ,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-927563625-mesa-de-noche-nochero-mesa-auxiliar-_JM,buy_it_now,MCO,MCO166361,MCO-NIGHTSTANDS,159900,,1,,True,2042-07-14T04:00:00.000Z,False,[],,MCO1574,False,True,xd_drop_off,me2,"['self_service_in', 'mandatory_free_shipping']",,,445541339,ARQUITICK DESIGN,36.0,4441.67,0.0,COP,arquitick design
MCO1765682546,Individuales Mesa Set De 6ecocuero Casatua +6 Portavasos Color Café,new,MCO25565246,gold_special,https://www.mercadolibre.com.co/individuales-mesa-set-de-6ecocuero-casatua-6-portavasos-color-cafe/p/MCO25565246,buy_it_now,MCO,MCO441762,MCO-PLACEMATS,39990,79990.0,1,,True,2043-07-30T04:00:00.000Z,True,[],,MCO1574,False,False,cross_docking,me2,"['MCO-chg-threshold-Jan-23', 'self_service_in']",,,160820235,BUILDER CO,36.0,1110.83,0.0,COP,Casatua
MCO599364423,Carro Organizador Rodante Metálico Multiusos  (iva Incluido),new,,gold_special,https://articulo.mercadolibre.com.co/MCO-599364423-carro-organizador-rodante-metalico-multiusos-iva-incluido-_JM,buy_it_now,MCO,MCO418204,MCO-SHELVES,161500,170000.0,50,,True,2041-03-22T16:43:24.000Z,False,[],,MCO1574,False,True,cross_docking,me2,['mandatory_free_shipping'],,,242072381,ENCHAPESYAPLIQUES.S.A,36.0,4486.11,0.0,COP,
MCO1316737671,Cubrecolchón Wonder Home Protector Colchón Protector Colchón Blanco Con Diseño Liso A Prueba De Agua De 25cm X 100cm X 190cm,new,MCO29110236,gold_pro,https://www.mercadolibre.com.co/cubrecolchon-wonder-home-protector-colchon-protector-colchon-blanco-con-diseno-liso-a-prueba-de-agua-de-25cm-x-100cm-x-190cm/p/MCO29110236,buy_it_now,MCO,MCO166646,MCO-MATTRESS_COVERS,27840,27840.0,1,,True,2043-07-14T04:00:00.000Z,True,[],,MCO1574,False,False,fulfillment,me2,"['fulfillment', 'self_service_in']",,,175227543,WONDER HOME,12.0,2320.0,0.0,COP,Wonder Home
MCO574651220,Silla Con Descansabrazo Rdn  Colores Disponibles En Blanco ,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-574651220-silla-con-descansabrazo-rdn-colores-disponibles-en-blanco-_JM,buy_it_now,MCO,MCO436413,MCO-GARDEN_CHAIRS_BENCHES_AND_SOFAS,43500,50000.0,500,,True,2043-09-14T23:00:40.000Z,False,[],,MCO1574,False,False,not_specified,not_specified,['lost_me2_by_dimensions'],,,304621565,CRISTALERIA-VARIEDADES,36.0,1208.33,0.0,COP,RDN
MCO577238346,Camara Robotica Inalambrica Wifi 3 Antenas 360º V.noct 1080p,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-577238346-camara-robotica-inalambrica-wifi-3-antenas-360-vnoct-1080p-_JM,buy_it_now,MCO,MCO5844,MCO-SURVEILLANCE_CAMERAS,64000,,1,,True,2040-08-09T04:00:00.000Z,False,[],,MCO1574,False,False,cross_docking,me2,"['fs_threshold_mco_change_apr2021', 'fs_threshold_mco_change_jul2021', 'self_service_in']",,,626158207,IG.KEJOSTOR,36.0,1777.78,0.0,COP,v380pro
MCO1100387659,Silla De Masaje Profesional Portátil Plegable Ligera,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-1100387659-silla-de-masaje-profesional-portatil-plegable-ligera-_JM,buy_it_now,MCO,MCO113544,MCO-OFFICE_CHAIRS,657712,657712.0,1,,True,2042-11-24T04:00:00.000Z,False,[],,MCO1574,False,True,drop_off,me2,['mandatory_free_shipping'],,,599455763,IECOMM SAS,36.0,18269.78,0.0,COP,Nova Microdermabrasion
MCO1359015913,Cámara Hdcvi Domo Dahua Technology Dh-hac-t1a51n-0280b- /vc,new,MCO19928304,gold_pro,https://www.mercadolibre.com.co/camara-hdcvi-domo-dahua-technology-dh-hac-t1a51n-0280b-vc/p/MCO19928304,buy_it_now,MCO,MCO5844,MCO-SURVEILLANCE_CAMERAS,90000,120000.0,1,,True,2043-11-06T04:00:00.000Z,True,[],,MCO1574,False,True,fulfillment,me2,"['fulfillment', 'self_service_in', 'mandatory_free_shipping']",,,1459845518,SCHOPFER,12.0,7500.0,0.0,COP,Dahua
MCO1670670460,Protector Silicona Grifo Escurridor Lavaplatos Antideslizant,new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-1670670460-protector-silicona-grifo-escurridor-lavaplatos-antideslizant-_JM,buy_it_now,MCO,MCO454691,MCO-HOME_SUPPLIES,21663,24900.0,50,,True,2043-06-19T04:00:00.000Z,False,[],,MCO1574,False,False,xd_drop_off,me2,['self_service_in'],,,1253822899,LULADISTRIBUCIONES,12.0,1805.25,0.0,COP,
