id,title,condition,catalog_product_id,listing_type_id,permalink,buying_mode,site_id,category_id,domain_id,price,original_price,available_quantity,accepts_mercadopago,stop_time,catalog_listing,promotions,category,shipping_store_pick_up,shipping_free_shipping,shipping_logistic_type,shipping_mode,shipping_tags,shipping_benefits,shipping_promise,seller_id,seller_nickname,installments_quantity,installments_amount,installments_rate,installments_currency_id,brand_value_name
MCO1266619332,Soporte Celular Moto Bicicleta Estuche Universal Impermeable,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-1266619332-soporte-celular-moto-bicicleta-estuche-universal-impermeable-_JM,buy_it_now,MCO,MCO6944,MCO-CELLPHONE_ACCESSORIES,19900,,200,True,2043-02-24T04:00:00.000Z,False,[],MCO1051,False,False,cross_docking,me2,['self_service_in'],,,61678362,ARTICULOSALTAGAMA,36.0,552.78,0.0,COP,Genérica
MCO820770897,Correas Manillas Compatible Apple Watch Series 38/40/42/44mm,new,MCO27126384,gold_special,https://articulo.mercadolibre.com.co/MCO-820770897-correas-manillas-compatible-apple-watch-series-38404244mm-_JM,buy_it_now,MCO,MCO434353,MCO-SMARTWATCH_AND_WATCH_BANDS,22990,,150,True,2042-07-23T16:24:52.000Z,False,[],MCO1051,False,False,fulfillment,me2,['fulfillment'],,,494573292,GITECHI,36.0,638.61,0.0,COP,Genérica
MCO1319698884,Audífonos Sony Zx Series Mdr-zx310ap Red,new,MCO6344425,gold_special,https://www.mercadolibre.com.co/audifonos-sony-zx-series-mdr-zx310ap-red/p/MCO6344425,buy_it_now,MCO,MCO5072,MCO-HEADPHONES,115000,,1,True,2043-03-11T04:00:00.000Z,True,[],MCO1051,False,True,xd_drop_off,me2,"['self_service_in', 'mandatory_free_shipping']",,,581634854,HEWI3884763,36.0,3194.44,0.0,COP,Sony
MCO1738060862,Audífonos In-ear Inalámbricos I7s Tws Blanco Con Luz Led,new,MCO15833648,gold_pro,https://www.mercadolibre.com.co/audifonos-in-ear-inalambricos-i7s-tws-blanco-con-luz-led/p/MCO15833648,buy_it_now,MCO,MCO5072,MCO-HEADPHONES,16504,,1,True,2043-07-20T04:00:00.000Z,True,[],MCO1051,False,False,fulfillment,me2,['fulfillment'],,,52297899,MICASATURCA,,,,,Genérica
MCO897439099,Tarjeta De Memoria Sandisk Sdsquar-256g-gn6ma  Ultra Con Adaptador Sd 256gb,new,MCO14867735,gold_special,https://www.mercadolibre.com.co/tarjeta-de-memoria-sandisk-sdsquar-256g-gn6ma-ultra-con-adaptador-sd-256gb/p/MCO14867735,buy_it_now,MCO,MCO7908,MCO-MEMORY_CARDS,206900,,1,True,2043-03-10T18:18:07.000Z,True,[],MCO1051,False,True,drop_off,me2,['mandatory_free_shipping'],,,85062679,E-TAG,36.0,5747.22,0.0,COP,SanDisk
MCO561056131,"Pulso Correa Manilla Nylon Para Apple Watch 38,40,42,44 Mm",new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-561056131-pulso-correa-manilla-nylon-para-apple-watch-38404244-mm-_JM,buy_it_now,MCO,MCO434353,MCO-SMARTWATCH_AND_WATCH_BANDS,25990,,250,True,2040-04-27T04:00:00.000Z,False,[],MCO1051,False,False,xd_drop_off,me2,['self_service_in'],,,27835248,TECHSITE.COL,12.0,2165.83,0.0,COP,Genérica
MCO1336263025,Base De Carga Inalambrica 3 En 1 Igoma,new,MCO21333911,gold_pro,https://www.mercadolibre.com.co/base-de-carga-inalambrica-3-en-1-igoma/p/MCO21333911,buy_it_now,MCO,MCO39268,MCO-MOBILE_DEVICE_CHARGERS,99900,,1,True,2043-09-03T04:00:00.000Z,True,[],MCO1051,False,True,cross_docking,me2,"['self_service_in', 'mandatory_free_shipping']",,,185444994,ALTECHLINA,12.0,8325.0,0.0,COP,Igoma
MCO1347184919,Super Cargador Huawei 66 Watts Tipo C Original P50 Nova 9 10,new,MCO21715291,gold_pro,https://www.mercadolibre.com.co/super-cargador-huawei-66-watts-tipo-c-original-p50-nova-9-10/p/MCO21715291,buy_it_now,MCO,MCO39268,MCO-MOBILE_DEVICE_CHARGERS,105000,,1,True,2043-10-06T04:00:00.000Z,True,[],MCO1051,False,True,drop_off,me2,['mandatory_free_shipping'],,,241173688,FRIFROC -,12.0,8750.0,0.0,COP,Huawei
MCO1653185774,Vidrio Premium Con Reconocimiento De Huella Para Samsung ,new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-1653185774-vidrio-premium-con-reconocimiento-de-huella-para-samsung-_JM,buy_it_now,MCO,MCO12953,MCO-CELLPHONE_TABLET_AND_GPS_SCREEN_PROTECTORS,23655,24900.0,500,True,2043-06-10T04:00:00.000Z,False,[],MCO1051,False,False,cross_docking,me2,['self_service_in'],,,130225743,AYF_ACCESORIOS_COLOMBIA_,12.0,1971.25,0.0,COP,Genérica
MCO1333423029,Pulsera Repuesto Metalica Para Xiaomi Redmi Watch 3 Active,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-1333423029-pulsera-repuesto-metalica-para-xiaomi-redmi-watch-3-active-_JM,buy_it_now,MCO,MCO434353,MCO-SMARTWATCH_AND_WATCH_BANDS,34890,,150,True,2043-08-26T04:00:00.000Z,False,[],MCO1051,False,False,cross_docking,me2,['self_service_in'],,,139705540,MUNDONETTECH,36.0,969.17,0.0,COP,Genérica
MCO1689209140,Audífonos Inalámbricos Jbl Tune 710bt Negro,new,MCO19037264,gold_pro,https://www.mercadolibre.com.co/audifonos-inalambricos-jbl-tune-710bt-negro/p/MCO19037264,buy_it_now,MCO,MCO5072,MCO-HEADPHONES,423300,,1,True,2043-06-28T04:00:00.000Z,True,[],MCO1051,False,True,xd_drop_off,me2,['mandatory_free_shipping'],,,53544867,CUENTAPREMIUMCOM,12.0,35275.0,0.0,COP,JBL
MCO657467607,"Huawei Band 6 1.47  Caja De  Polímero Dark Gray, Malla  Graphite Black De  Silicona Fra-b19",new,MCO17944055,gold_special,https://www.mercadolibre.com.co/huawei-series-6-band-6-sport-147-caja-de-polimero-dark-gray-malla-graphite-black-de-silicona-deportivo-fra-b19/p/MCO17944055,buy_it_now,MCO,MCO118449,MCO-SMARTWATCHES,181853,,1,True,2041-08-14T04:00:00.000Z,True,[],MCO1051,False,True,xd_drop_off,me2,"['self_service_in', 'mandatory_free_shipping']",,,201089319,VIRTUAL LIDER,36.0,5051.47,0.0,COP,Huawei
