id,title,condition,catalog_product_id,listing_type_id,permalink,buying_mode,site_id,category_id,domain_id,price,original_price,available_quantity,official_store_id,accepts_mercadopago,stop_time,catalog_listing,promotions,category,shipping_store_pick_up,shipping_free_shipping,shipping_logistic_type,shipping_mode,shipping_tags,shipping_benefits,shipping_promise,seller_id,seller_nickname,installments_quantity,installments_amount,installments_rate,installments_currency_id,brand_value_name
MCO869694058,Little Nightmares  Complete Edition Bandai Namco Ps4 Físico,new,MCO15264487,gold_special,https://www.mercadolibre.com.co/little-nightmares-complete-edition-bandai-namco-ps4-fisico/p/MCO15264487,buy_it_now,MCO,MCO163237,MCO-VIDEO_GAMES,139000,,1,,True,2042-03-07T04:00:00.000Z,True,[],MCO1144,False,True,xd_drop_off,me2,"['self_service_in', 'mandatory_free_shipping']",,,1059842769,PIPEGAMES22,36.0,3861.11,0.0,COP,
MCO880462057,Control Joystick Inalámbrico Nintendo Wii Remote Plus Black,new,MCO12875635,gold_special,https://www.mercadolibre.com.co/control-joystick-inalambrico-nintendo-wii-remote-plus-black/p/MCO12875635,buy_it_now,MCO,MCO441265,MCO-GAMEPADS_AND_JOYSTICKS,94900,,1,,True,2042-04-05T04:00:00.000Z,True,[],MCO1144,False,True,xd_drop_off,me2,"['MCO-chg-threshold-Jan-23', 'self_service_in', 'mandatory_free_shipping']",,,397642985,COMERCIALIZAORA JYC,36.0,2636.11,0.0,COP,Nintendo
MCO1370898365,Nintendo Dsi Twl-001 256mb Color  Matte Red,new,MCO15114385,gold_special,https://www.mercadolibre.com.co/nintendo-dsi-twl-001-256mb-color-matte-red/p/MCO15114385,buy_it_now,MCO,MCO2931,MCO-GAME_CONSOLES,899999,,1,,True,2043-12-07T04:00:00.000Z,True,[],MCO1144,False,True,xd_drop_off,me2,"['self_service_in', 'mandatory_free_shipping']",,,53387092,FIXXER STORE,36.0,24999.97,0.0,COP,Nintendo
MCO1197025685,Fire Emblem Engage  Standard Edition Nintendo Switch Físico,new,MCO20961962,gold_special,https://www.mercadolibre.com.co/fire-emblem-engage-standard-edition-nintendo-switch-fisico/p/MCO20961962,buy_it_now,MCO,MCO163237,MCO-VIDEO_GAMES,229770,,200,,True,2043-01-14T04:00:00.000Z,True,[],MCO1144,False,True,cross_docking,me2,"['self_service_in', 'mandatory_free_shipping']",,,783790319,MRBLIS.COM,36.0,6382.5,0.0,COP,Nintendo
MCO865731907,Kit Carga Y Juega Para Control Xbox 360 Pila Bateria Y Cable,new,MCO25096738,gold_special,https://articulo.mercadolibre.com.co/MCO-865731907-kit-carga-y-juega-para-control-xbox-360-pila-bateria-y-cable-_JM,buy_it_now,MCO,MCO18118,MCO-AUDIO_AND_VIDEO_CABLES_AND_ADAPTERS,14000,14000.0,250,,True,2042-02-25T04:00:00.000Z,False,[],MCO1144,False,False,cross_docking,me2,['self_service_in'],,,418664651,SEBASTIAN OROZCOALZATE,,,,,OEM
MCO446859275,Consola Xbox One S De 1tb + Battlefield V + Battlefield 1,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-446859275-consola-xbox-one-s-de-1tb-battlefield-v-battlefield-1-_JM,buy_it_now,MCO,MCO2931,MCO-GAME_CONSOLES,2499900,,50,,True,2037-05-17T18:07:14.000Z,False,[],MCO1144,False,True,cross_docking,me2,"['self_service_in', 'mandatory_free_shipping']",,,78429260,LEORTIZ000,36.0,69441.67,0.0,COP,Microsoft
MCO1301040983,Diadema Redragon Pelops H818 Gamer Headset Wireless Y 3.5mm,new,MCO20906381,gold_special,https://www.mercadolibre.com.co/diadema-redragon-pelops-h818-gamer-headset-wireless-y-35mm/p/MCO20906381,buy_it_now,MCO,MCO31377,MCO-HEADPHONES,238848,,1,,True,2043-05-26T04:00:00.000Z,True,[],MCO1144,False,True,fulfillment,me2,"['fulfillment', 'self_service_in', 'mandatory_free_shipping']",,,178562922,PYN COMPUSTAR,36.0,6634.67,0.0,COP,Redragon
MCO1290973885,The Last Of Us Part Ii  Standard Edition Sony Ps4 Físico,new,MCO15350833,gold_special,https://www.mercadolibre.com.co/the-last-of-us-part-ii-standard-edition-sony-ps4-fisico/p/MCO15350833,buy_it_now,MCO,MCO163237,MCO-VIDEO_GAMES,199900,,1,,True,2043-04-28T04:00:00.000Z,True,[],MCO1144,False,True,drop_off,me2,['mandatory_free_shipping'],,,1355729170,ARCADEDANIEL,36.0,5552.78,0.0,COP,
MCO2078823068,Corpower Consola De Juegos Retro Inalámbrica Corpower,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-2078823068-corpower-consola-de-juegos-retro-inalambrica-corpower-_JM,buy_it_now,MCO,MCO2931,MCO-GAME_CONSOLES,214900,,1,,True,2043-11-29T04:00:00.000Z,False,[],MCO1144,False,True,cross_docking,me2,['mandatory_free_shipping'],,,221747504,ANICAM-BUSINESS,36.0,5969.44,0.0,COP,Corpower
MCO1187636465,Audífonos Diadema Gamer Hp Dhe-8003 Usb Con Microfono Luces Color Negro,new,MCO20766808,gold_special,https://www.mercadolibre.com.co/audifonos-diadema-gamer-hp-dhe-8003-usb-con-microfono-luces-color-negro/p/MCO20766808,buy_it_now,MCO,MCO31377,MCO-HEADPHONES,154500,,1,,True,2043-01-05T04:00:00.000Z,True,[],MCO1144,False,True,cross_docking,me2,"['self_service_in', 'mandatory_free_shipping']",,,310122679,BOLDUTIENDA,36.0,4291.67,0.0,COP,HP
MCO2207432912,Control Playstation Dual Shock 4 Camuflado Verde Camo,new,MCO10312331,gold_special,https://www.mercadolibre.com.co/control-playstation-dual-shock-4-camuflado-verde-camo/p/MCO10312331,buy_it_now,MCO,MCO11067,MCO-GAMEPADS_AND_JOYSTICKS,100000,,1,,True,2044-02-08T04:00:00.000Z,True,[],MCO1144,False,True,drop_off,me2,"['self_service_in', 'mandatory_free_shipping']",,,1505212391,SHOPPINGBOGO20231009175331,36.0,2777.78,0.0,COP,PlayStation
MCO1297208641,Ps3 Super Slim 500gb+2controles+caja+ Garantia+ Lista Pa Jug,new,MCO6106601,gold_special,https://articulo.mercadolibre.com.co/MCO-1297208641-ps3-super-slim-500gb2controlescaja-garantia-lista-pa-jug-_JM,buy_it_now,MCO,MCO2931,MCO-GAME_CONSOLES,785000,,1,,True,2043-05-16T04:00:00.000Z,False,[],MCO1144,False,True,xd_drop_off,me2,"['self_service_out', 'mandatory_free_shipping']",,,102089790,CITYJUEGOS.L,36.0,21805.56,0.0,COP,Sony
MCO870296310,Plants Vs. Zombies: Battle For Neighborville  Standard Edition Electronic Arts Ps4 Físico,new,MCO15246354,gold_special,https://www.mercadolibre.com.co/plants-vs-zombies-battle-for-neighborville-standard-edition-electronic-arts-ps4-fisico/p/MCO15246354,buy_it_now,MCO,MCO163237,MCO-VIDEO_GAMES,124900,,1,,True,2042-03-09T04:00:00.000Z,True,[],MCO1144,False,True,xd_drop_off,me2,"['self_service_in', 'mandatory_free_shipping']",,,534289338,GIWI3254200,36.0,3469.44,0.0,COP,
MCO1975886056,Nintendo 3ds 2ds Standard Color  Azul Y Negro,new,MCO6106617,gold_special,https://www.mercadolibre.com.co/nintendo-3ds-2ds-standard-color-azul-y-negro/p/MCO6106617,buy_it_now,MCO,MCO2931,MCO-GAME_CONSOLES,1050000,,1,,True,2043-10-15T04:00:00.000Z,True,[],MCO1144,False,True,drop_off,me2,"['self_service_in', 'mandatory_free_shipping']",,,754190246,ACCESOGAMER,36.0,29166.67,0.0,COP,Nintendo
MCO1307431915,Convertidor De Accesorios A Hdmi Para Nintendo Wii Adaptador,new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-1307431915-convertidor-de-accesorios-a-hdmi-para-nintendo-wii-adaptador-_JM,buy_it_now,MCO,MCO43148,MCO-AUDIO_AND_VIDEO_CABLES_AND_ADAPTERS,21850,23000.0,50,,True,2043-10-26T11:48:21.000Z,False,[],MCO1144,False,False,fulfillment,me2,['fulfillment'],,,1285158927,ENCISOANA20230111200925,12.0,1820.83,0.0,COP,induge
MCO1386646955,The Witcher 3: Wild Hunt  Complete Edition Cd Projekt Red Ps4 Físico,new,MCO6244262,gold_special,https://www.mercadolibre.com.co/the-witcher-3-wild-hunt-complete-edition-cd-projekt-red-ps4-fisico/p/MCO6244262,buy_it_now,MCO,MCO163237,MCO-VIDEO_GAMES,148403,,1,,True,2044-01-24T04:00:00.000Z,True,[],MCO1144,False,True,xd_drop_off,me2,"['self_service_out', 'mandatory_free_shipping']",,,836229221,NEMESISVIDEOGAMES,36.0,4122.31,0.0,COP,
MCO1362297441,"Consola Nintendo Wii Original + Nunchuk, Wiimote + 10 Juegos",new,MCO5325901,gold_pro,https://articulo.mercadolibre.com.co/MCO-1362297441-consola-nintendo-wii-original-nunchuk-wiimote-10-juegos-_JM,buy_it_now,MCO,MCO2931,MCO-GAME_CONSOLES,449000,,1,,True,2043-11-14T04:00:00.000Z,False,[],MCO1144,False,True,xd_drop_off,me2,['mandatory_free_shipping'],,,1333748327,HOYOSVICTORIA20230318171841,12.0,37416.67,0.0,COP,Nintendo
MCO1338887305,Audífonos Gamer Genius Gx Gaming Hs-g600v Negro Y Rojo,new,MCO15397502,gold_special,https://www.mercadolibre.com.co/audifonos-gamer-genius-gx-gaming-hs-g600v-negro-y-rojo/p/MCO15397502,buy_it_now,MCO,MCO31377,MCO-HEADPHONES,84385,,1,,True,2043-09-11T04:00:00.000Z,True,[],MCO1144,False,True,drop_off,me2,[],,,1327242039,TYT TECNOLOGIA,36.0,2344.03,0.0,COP,Genius
MCO877425709,"Soporte Pared Xbox Series S, Base Repisa Stand",new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-877425709-soporte-pared-xbox-series-s-base-repisa-stand-_JM,buy_it_now,MCO,MCO455248,MCO-GAME_CONSOLES_VIDEO_GAMES_AND_ARCADE_MACHINES,23655,24900.0,150,,True,2042-03-27T04:00:00.000Z,False,[],MCO1144,False,False,xd_drop_off,me2,[],,,514144900,LANCER3D,12.0,1971.25,0.0,COP,LANCER 3D
MCO1391090355,Nintendo Game & Watch The Legend Of Zelda Color  Dorado Y Verde,new,MCO18617464,gold_special,https://www.mercadolibre.com.co/nintendo-game-watch-the-legend-of-zelda-color-dorado-y-verde/p/MCO18617464,buy_it_now,MCO,MCO2931,MCO-GAME_CONSOLES,305000,,1,,True,2044-02-07T04:00:00.000Z,True,[],MCO1144,False,True,xd_drop_off,me2,"['self_service_out', 'mandatory_free_shipping']",,,28639080,DUSACOM,36.0,8472.22,0.0,COP,Nintendo
MCO811805913,Fifa 21  Standard Edition Electronic Arts Ps4 Físico,new,MCO15996756,gold_special,https://www.mercadolibre.com.co/fifa-21-standard-edition-electronic-arts-ps4-fisico/p/MCO15996756,buy_it_now,MCO,MCO163237,MCO-VIDEO_GAMES,90000,,1,,True,2041-12-19T20:47:19.000Z,True,[],MCO1144,False,True,xd_drop_off,me2,['mandatory_free_shipping'],,,175741711,TIENDAJUEGOSHD,36.0,2500.0,0.0,COP,
MCO1391906333,Auriculares Redragon Ire Wireless H848 Black Color Negro,new,MCO24337761,gold_special,https://www.mercadolibre.com.co/auriculares-redragon-ire-wireless-h848-black-color-negro/p/MCO24337761,buy_it_now,MCO,MCO31377,MCO-HEADPHONES,229000,,1,,True,2044-02-09T04:00:00.000Z,True,[],MCO1144,False,True,fulfillment,me2,"['fulfillment', 'mandatory_free_shipping']",,,489857233,29.COM,36.0,6361.11,0.0,COP,Redragon
MCO2033905772,"Consola Nintendo Wii Original + 2 Nunchuk, 2 Wiimote +usb 64",new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-2033905772-consola-nintendo-wii-original-2-nunchuk-2-wiimote-usb-64-_JM,buy_it_now,MCO,MCO2931,MCO-GAME_CONSOLES,499000,,1,,True,2043-11-13T04:00:00.000Z,False,[],MCO1144,False,True,xd_drop_off,me2,['mandatory_free_shipping'],,,1333748327,HOYOSVICTORIA20230318171841,12.0,41583.33,0.0,COP,Nintendo
MCO1327843395,Just Dance 2020  Standard Edition Ubisoft Nintendo Switch Físico,new,MCO15247807,gold_special,https://www.mercadolibre.com.co/just-dance-2020-standard-edition-ubisoft-nintendo-switch-fisico/p/MCO15247807,buy_it_now,MCO,MCO163237,MCO-VIDEO_GAMES,147211,,1,,True,2043-08-13T04:00:00.000Z,True,[],MCO1144,False,True,drop_off,me2,['mandatory_free_shipping'],,,1355729170,ARCADEDANIEL,36.0,4089.19,0.0,COP,
MCO854871680,Acrílico Protector Transparente Para Nintendo Switch Oled,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-854871680-acrilico-protector-transparente-para-nintendo-switch-oled-_JM,buy_it_now,MCO,MCO413678,MCO-GAME_CONSOLE_COVERS_AND_BAGS,37900,,1,,True,2042-01-27T04:00:00.000Z,False,[],MCO1144,False,False,fulfillment,me2,"['fulfillment', 'MCO-chg-threshold-Jan-23', 'self_service_in']",,,210400291,ATARISTATION VIDEOJUEGOS,36.0,1052.78,0.0,COP,
MCO1362327781,"Consola Nintendo Wii + Wii Fit +game Fit + 2nunchuk, Wiimote",new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-1362327781-consola-nintendo-wii-wii-fit-game-fit-2nunchuk-wiimote-_JM,buy_it_now,MCO,MCO2931,MCO-GAME_CONSOLES,549000,,1,,True,2043-11-14T04:00:00.000Z,False,[],MCO1144,False,True,xd_drop_off,me2,['mandatory_free_shipping'],,,1333748327,HOYOSVICTORIA20230318171841,12.0,45750.0,0.0,COP,Nintendo
MCO2206675300,Xiaomi - Flipbuds Pro - Headphones - Negro,new,MCO19717257,gold_special,https://www.mercadolibre.com.co/xiaomi-flipbuds-pro-headphones-negro/p/MCO19717257,buy_it_now,MCO,MCO18116,MCO-HEADPHONES,335916,399900.0,1,,True,2044-02-07T04:00:00.000Z,True,[],MCO1144,False,True,drop_off,me2,"['self_service_out', 'mandatory_free_shipping']",,,8019088,HUECOVIRTUAL.CO,36.0,9331.0,0.0,COP,Xiaomi
MCO1634522832,Cyberpunk 2077  Collector's Edition Cd Projekt Red Ps4 Físico,new,MCO15475834,gold_special,https://www.mercadolibre.com.co/cyberpunk-2077-collectors-edition-cd-projekt-red-ps4-fisico/p/MCO15475834,buy_it_now,MCO,MCO163237,MCO-VIDEO_GAMES,145000,,1,,True,2043-05-29T04:00:00.000Z,True,[],MCO1144,False,True,xd_drop_off,me2,"['self_service_in', 'mandatory_free_shipping']",,,1059842769,PIPEGAMES22,36.0,4027.78,0.0,COP,
MCO517408634,Xbox 360 5.0 +control+silicona+grips+garantia+obsequios,new,MCO6107994,gold_special,https://articulo.mercadolibre.com.co/MCO-517408634-xbox-360-50-controlsiliconagripsgarantiaobsequios-_JM,buy_it_now,MCO,MCO2931,MCO-GAME_CONSOLES,699990,,500,,True,2039-06-13T13:09:11.000Z,False,[],MCO1144,False,True,xd_drop_off,me2,['mandatory_free_shipping'],,,305772147,TECHNOBESTPRICE,36.0,19444.17,0.0,COP,Microsoft
MCO1268327981,"Logitech Zone Vibe 125, Diadema Profesional Inalámbrica & Bt Color Grafito",new,MCO21633011,gold_special,https://www.mercadolibre.com.co/logitech-zone-vibe-125-diadema-profesional-inalambrica-bt-color-grafito/p/MCO21633011,buy_it_now,MCO,MCO31377,MCO-HEADPHONES,570000,,1,1603.0,True,2043-03-02T04:00:00.000Z,True,[],MCO1144,False,True,cross_docking,me2,"['self_service_in', 'mandatory_free_shipping']",,,201969527,CAMILO HERNANDEZSOLUCIONES,36.0,15833.33,0.0,COP,Logitech
MCO950436005,Nintendo Switch Oled + 1 Juego + Estuche + Vidrio ,new,MCO18537257,gold_special,https://articulo.mercadolibre.com.co/MCO-950436005-nintendo-switch-oled-1-juego-estuche-vidrio-_JM,buy_it_now,MCO,MCO2931,MCO-GAME_CONSOLES,1719800,,50,,True,2042-08-21T04:00:00.000Z,False,[],MCO1144,False,True,xd_drop_off,me2,"['self_service_in', 'mandatory_free_shipping']",,,139725231,RXGGAMES.CO,36.0,47772.22,0.0,COP,Nintendo
MCO619850272,Crash Bandicoot: N. Sane Trilogy 2.0  Standard Edition Activision Ps4 Físico,new,MCO15909370,gold_special,https://www.mercadolibre.com.co/crash-bandicoot-n-sane-trilogy-20-standard-edition-activision-ps4-fisico/p/MCO15909370,buy_it_now,MCO,MCO163237,MCO-VIDEO_GAMES,127609,,1,,True,2041-04-26T04:00:00.000Z,True,[],MCO1144,False,True,cross_docking,me2,"['self_service_in', 'mandatory_free_shipping']",,,78429260,LEORTIZ000,36.0,3544.69,0.0,COP,
MCO1005816943,Control Joystick Inalámbrico Nintendo Switch Pro Controller Japon Splatoon 2 Edition,new,MCO15077838,gold_special,https://www.mercadolibre.com.co/control-joystick-inalambrico-nintendo-switch-pro-controller-japon-splatoon-2-edition/p/MCO15077838,buy_it_now,MCO,MCO416556,MCO-GAMEPADS_AND_JOYSTICKS,429000,,1,,True,2042-10-15T04:00:00.000Z,True,[],MCO1144,False,True,cross_docking,me2,"['self_service_in', 'mandatory_free_shipping']",,,85622985,MR. ELECTRONICO,36.0,11916.67,0.0,COP,Nintendo Switch
MCO1209063768,"Xbox 360  1 Control, Disco Duro 500 Gb Paquete De Juegos.",new,MCO6107994,gold_pro,https://articulo.mercadolibre.com.co/MCO-1209063768-xbox-360-1-control-disco-duro-500-gb-paquete-de-juegos-_JM,buy_it_now,MCO,MCO2931,MCO-GAME_CONSOLES,870000,,1,,True,2043-01-25T04:58:03.000Z,False,[],MCO1144,False,True,xd_drop_off,me2,"['self_service_in', 'mandatory_free_shipping']",,,1184619613,LEMUSJENNY20220823230938,12.0,72500.0,0.0,COP,Microsoft
MCO611551549,Soporte Base Pared Control Xbox One / Xbox Series S/x,new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-611551549-soporte-base-pared-control-xbox-one-xbox-series-sx-_JM,buy_it_now,MCO,MCO117091,MCO-GAME_CONSOLES_VIDEO_GAMES_AND_ARCADE_MACHINES,12900,,1,,True,2041-03-06T04:00:00.000Z,False,[],MCO1144,False,False,xd_drop_off,me2,[],,,317145419,CALOPEZ261,,,,,
MCO1350211467,Marvel Spiderman 2 ::.. Spider Man 2 Ps5 Playstation 5,new,MCO26835194,gold_special,https://articulo.mercadolibre.com.co/MCO-1350211467-marvel-spiderman-2-spider-man-2-ps5-playstation-5-_JM,buy_it_now,MCO,MCO163237,MCO-VIDEO_GAMES,305797,,50,,True,2043-10-15T04:00:00.000Z,False,[],MCO1144,False,True,cross_docking,me2,"['self_service_in', 'mandatory_free_shipping']",,,783790319,MRBLIS.COM,36.0,8494.36,0.0,COP,PlayStation
MCO1159972695,Consola Hyperkin Supaboy Black Gold Standard Color  Negro Y Dorado,new,MCO15587449,gold_special,https://www.mercadolibre.com.co/consola-hyperkin-supaboy-black-gold-standard-color-negro-y-dorado/p/MCO15587449,buy_it_now,MCO,MCO2931,MCO-GAME_CONSOLES,999999,,1,,True,2042-12-21T04:00:00.000Z,True,[],MCO1144,False,True,xd_drop_off,me2,"['self_service_in', 'mandatory_free_shipping']",,,53387092,FIXXER STORE,36.0,27777.75,0.0,COP,Hyperkin
MCO1195782795,Audífonos Gamer Inalámbricos Logitech G Series G535 Negro,new,MCO20600435,gold_special,https://www.mercadolibre.com.co/audifonos-gamer-inalambricos-logitech-g-series-g535-negro/p/MCO20600435,buy_it_now,MCO,MCO31377,MCO-HEADPHONES,543900,,1,,True,2043-01-12T04:00:00.000Z,True,[],MCO1144,False,True,cross_docking,me2,"['self_service_in', 'mandatory_free_shipping']",,,178562922,PYN COMPUSTAR,36.0,15108.33,0.0,COP,Logitech
MCO1272237715,Microfono Gamer Vsg Omkara Condensador Usb Cardioide Mc440 Color Negro,new,MCO19726521,gold_special,https://www.mercadolibre.com.co/microfono-gamer-vsg-omkara-condensador-usb-cardioide-mc440-color-negro/p/MCO19726521,buy_it_now,MCO,MCO441395,MCO-MICROPHONES,249000,,1,,True,2043-03-12T04:00:00.000Z,True,[],MCO1144,False,True,cross_docking,me2,"['self_service_in', 'mandatory_free_shipping']",,,212604010,PROVEELONLINE,36.0,6916.67,0.0,COP,VSG
MCO1384932202,Nintendo Switch 32gb Standard + Juego Swicth Sport Digital,new,MCO22592795,gold_pro,https://articulo.mercadolibre.com.co/MCO-1384932202-nintendo-switch-32gb-standard-juego-swicth-sport-digital-_JM,buy_it_now,MCO,MCO2931,MCO-GAME_CONSOLES,1449990,,1,,True,2043-03-25T04:00:00.000Z,False,[],MCO1144,False,True,xd_drop_off,me2,['mandatory_free_shipping'],,,348678226,ROAL1257078,12.0,120832.5,0.0,COP,Nintendo
