id,title,condition,catalog_product_id,listing_type_id,permalink,buying_mode,site_id,category_id,domain_id,price,original_price,available_quantity,official_store_id,accepts_mercadopago,stop_time,catalog_listing,promotions,official_store_name,category,shipping_store_pick_up,shipping_free_shipping,shipping_logistic_type,shipping_mode,shipping_tags,shipping_benefits,shipping_promise,seller_id,seller_nickname,installments_quantity,installments_amount,installments_rate,installments_currency_id,brand_value_name
MCO1371432031,Grifo Ahorrador Giratorio Agua 360 Grados,new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-1371432031-grifo-ahorrador-giratorio-agua-360-grados-_JM,buy_it_now,MCO,MCO177118,MCO-KITCHEN_FAUCETS,14900,,500,,True,2043-12-09T04:00:00.000Z,False,[],,MCO172890,False,False,xd_drop_off,me2,[],,,464730937,GUXTO..,,,,,GUXTO
MCO805320659,Multimetro Digital Best Dt-9205m,new,MCO28626849,gold_special,https://articulo.mercadolibre.com.co/MCO-805320659-multimetro-digital-best-dt-9205m-_JM,buy_it_now,MCO,MCO113267,MCO-MULTIMETERS,39900,,1,,True,2041-09-02T04:00:00.000Z,False,[],,MCO172890,False,False,cross_docking,me2,['self_service_in'],,,212604010,PROVEELONLINE,36.0,1108.33,0.0,COP,Best
MCO957773186,Pack 8 Codos Pvc 5 Vías 1/2 PuLG - Unidad a $7500,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-957773186-pack-8-codos-pvc-5-vias-12-pulg-_JM,buy_it_now,MCO,MCO413526,MCO-HYDRAULIC_CONNECTING_COUPLERS_AND_ELBOWS,60000,,1,,True,2042-09-03T04:00:00.000Z,False,[],,MCO172890,False,False,custom,custom,[],,,258860865,MEGA_ STORE,36.0,1666.67,0.0,COP,Opla
MCO1217021198, Transferencia Manual Tripolar A 63a En Caja Conmutador,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-1217021198-transferencia-manual-tripolar-a-63a-en-caja-conmutador-_JM,buy_it_now,MCO,MCO417161,MCO-ELECTRONIC_SWITCHES,274990,,1,,True,2043-01-28T04:00:00.000Z,False,[],,MCO172890,False,True,xd_drop_off,me2,['mandatory_free_shipping'],,,307510304,MERCADOEFICAZ1,36.0,7638.61,0.0,COP,Pronext
MCO868799420,Manija Para Ducha Cruceta Negra,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-868799420-manija-para-ducha-cruceta-negra-_JM,buy_it_now,MCO,MCO417760,MCO-BATHROOM_FAUCETS_AND_MIXERS,118500,,50,,True,2042-03-05T04:00:00.000Z,False,[],,MCO172890,False,True,cross_docking,me2,"['self_service_in', 'mandatory_free_shipping']",,,173025671,LINFER2015,36.0,3291.67,0.0,COP,Smart
MCO589070563,Mezclador Para Lavaplatos Boccherini ,new,MCO21319386,gold_pro,https://articulo.mercadolibre.com.co/MCO-589070563-mezclador-para-lavaplatos-boccherini-_JM,buy_it_now,MCO,MCO177118,MCO-KITCHEN_FAUCETS,89400,,1,,True,2040-10-09T04:00:00.000Z,False,[],,MCO172890,False,False,xd_drop_off,me2,"['MCO-chg-threshold-Jan-23', 'self_service_in']",,,354157446,GRIFOSMAXI,12.0,7450.0,0.0,COP,Boccherini
MCO1760806352,Cerradura Alcoba Cromado Mate 271 Gato Ref.727102,new,MCO25413549,gold_pro,https://www.mercadolibre.com.co/cerradura-alcoba-cromado-mate-271-gato-ref727102/p/MCO25413549,buy_it_now,MCO,MCO177935,MCO-DOOR_AND_WINDOW_LOCKS,44064,,1,924.0,True,2043-07-27T04:00:00.000Z,True,[],Repares,MCO172890,False,False,xd_drop_off,me2,[],,,463279286,REPARES S.A.,12.0,3672.0,0.0,COP,Ideace
MCO1912794378,Kit Ducha 15cm+grifería Agua Fria+monocontrol Cuadrado Negro,new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-1912794378-kit-ducha-15cmgriferia-agua-friamonocontrol-cuadrado-negro-_JM,buy_it_now,MCO,MCO417758,MCO-BATHROOM_FAUCETS_AND_MIXERS,275499,289999.0,1,,True,2043-09-12T04:00:00.000Z,False,[],,MCO172890,False,True,xd_drop_off,me2,"['self_service_in', 'mandatory_free_shipping']",,,212751811,WWW.GRIFOSCENTER.COM,12.0,22958.25,0.0,COP,Grifos Center
MCO566328835,Griferia Baja Lavamanos Acero Inoxidable,new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-566328835-griferia-baja-lavamanos-acero-inoxidable-_JM,buy_it_now,MCO,MCO173551,MCO-BATHROOM_SUPPLIES,47499,49999.0,1,,True,2040-06-07T04:00:00.000Z,False,[],,MCO172890,False,False,cross_docking,me2,['self_service_in'],,,401400212,WWWGRIFOSCENTER.COM,12.0,3958.25,0.0,COP,Grifos Center
MCO858914355,Probador De Tomas Enchufes Tomacorrientes Tester Polo Tierra,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-858914355-probador-de-tomas-enchufes-tomacorrientes-tester-polo-tierra-_JM,buy_it_now,MCO,MCO113267,MCO-MULTIMETERS,46500,,1,,True,2042-02-06T04:00:00.000Z,False,[],,MCO172890,False,False,xd_drop_off,me2,['self_service_in'],,,89238592,TIENDA LUISCAR,36.0,1291.67,0.0,COP,Bside
MCO1704652008,Válvula Registro Regulación Metálico 1/2,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-1704652008-valvula-registro-regulacion-metalico-12-_JM,buy_it_now,MCO,MCO424956,MCO-SHUT_OFF_VALVES,18500,,50,,True,2043-07-06T04:00:00.000Z,False,[],,MCO172890,False,False,xd_drop_off,me2,['self_service_in'],,,789183323,DELUXEGRIFERIAS2DELUXELUJO,,,,,Smart
MCO547488831,Bomba Valvula Sacar Agua Automatica Botellon Oferta,new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-547488831-bomba-valvula-sacar-agua-automatica-botellon-oferta-_JM,buy_it_now,MCO,MCO177118,MCO-KITCHEN_FAUCETS,18700,,50,,True,2041-07-29T16:27:27.000Z,False,[],,MCO172890,False,False,cross_docking,me2,['self_service_out'],,,44201699,ACCESORIOSBETEL,,,,,China
MCO604623071,Interruptor Sencillo Color Madera,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-604623071-interruptor-sencillo-color-madera-_JM,buy_it_now,MCO,MCO388863,MCO-WALL_LIGHT_SWITCHES,12000,,500,,True,2041-01-23T04:00:00.000Z,False,[],,MCO172890,False,False,xd_drop_off,me2,['self_service_out'],,,150949104,ILUMINACIÓN.SURET.SAS,,,,,Cristal
MCO1075651198,Kit Ducha 20 Cm Cuadrada Negra Acero+ Tubo+ Manija Monomando,new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-1075651198-kit-ducha-20-cm-cuadrada-negra-acero-tubo-manija-monomando-_JM,buy_it_now,MCO,MCO411026,MCO-SHOWER_HEADS,220000,,1,,True,2044-01-22T18:09:44.750Z,False,[],,MCO172890,False,True,xd_drop_off,me2,"['self_service_in', 'mandatory_free_shipping']",,,151715476,JEISSON SARMIENTO,12.0,18333.33,0.0,COP,Genérica
