id,title,condition,listing_type_id,permalink,buying_mode,site_id,category_id,domain_id,price,available_quantity,official_store_id,official_store_name,accepts_mercadopago,stop_time,location,seller_contact,catalog_listing,promotions,category,shipping_store_pick_up,shipping_free_shipping,shipping_logistic_type,shipping_mode,shipping_tags,shipping_benefits,shipping_promise,seller_id,seller_nickname
MCO1393014317,Apartamento En Arriendo Villa Campestre 303-110530,used,gold_premium,https://apartamento.mercadolibre.com.co/MCO-1393014317-apartamento-en-arriendo-villa-campestre-303-110530-_JM,classified,MCO,MCO1473,MCO-APARTMENTS_FOR_RENT,3500000,1,1844.0,Bienco Inmobiliaria,False,2024-05-18T04:00:00.000Z,"{'address_line': 'VILLA CAMPESTRE', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQlZJTDE3Mjc2', 'name': 'Villa Campestre'}, 'city': {'id': 'TUNPQ1NVQjUzNzQ4', 'name': 'Suba'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}}","{'contact': 'Edgar Rafael San Juan Escolar', 'other_info': 'carrera 14 no. 83-54 piso 2', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1459,False,False,,not_specified,[],,,164069976,SPA SAS
MCO2217718840,Vendo Finca Con Casa ,used,gold_premium,https://inmueble.mercadolibre.com.co/MCO-2217718840-vendo-finca-con-casa-_JM,classified,MCO,MCO6403,MCO-FARM_HOUSES_FOR_SALE,1800000000,1,,,False,2024-03-21T04:07:36.000Z,"{'address_line': 'San Joaquín, La Mesa, Cundinamarca, Colombia', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkxBTTY3NDQ2NQ', 'name': 'La Mesa'}, 'city': {'id': 'TUNPQ0xBWjgyZmI3', 'name': 'La Mesa'}, 'state': {'id': 'TUNPUENVTmE3NmQ4', 'name': 'Cundinamarca'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.65005, 'longitude': -74.5166799}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1459,False,False,,not_specified,[],,,837916212,GAMA6545172
MCO1395858375,Apartamento En Venta Loma De Los Bernal,used,gold_premium,https://apartamento.mercadolibre.com.co/MCO-1395858375-apartamento-en-venta-loma-de-los-bernal-_JM,classified,MCO,MCO1474,MCO-INDIVIDUAL_APARTMENTS_FOR_SALE,830000000,1,,,False,2024-03-25T23:15:58.000Z,"{'address_line': 'calle 7 80-75', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkJFTDMyODg5OA', 'name': 'Belén'}, 'city': {'id': 'TUNPQ01FRGRjNjc4', 'name': 'Medellín'}, 'state': {'id': 'TUNPUEFOVGFiZWI3', 'name': 'Antioquia'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 6.2189252, 'longitude': -75.601641}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1459,False,False,,not_specified,[],,,534359280,WILLIAMJARAMILLOHENAO
MCO1395147385,Venta Apto De 2 Alcobas Frente Al Mar Bocagrande,new,gold_premium,https://apartamento.mercadolibre.com.co/MCO-1395147385-venta-apto-de-2-alcobas-frente-al-mar-bocagrande-_JM,classified,MCO,MCO1474,MCO-INDIVIDUAL_APARTMENTS_FOR_SALE,600000000,1,,,False,2024-08-20T04:00:00.000Z,"{'address_line': '', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkJPQzQ2MTUyMA', 'name': 'Bocagrande'}, 'city': {'id': 'TUNPQ0NBUjcwNTYz', 'name': 'Cartagena De Indias'}, 'state': {'id': 'TUNPUEJPTHI1Mzlk', 'name': 'Bolívar'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 10.4101185, 'longitude': -75.5505696}","{'contact': 'MERCEDES PARRA PRETELT', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1459,False,False,,not_specified,[],,,1076079077,PAME6186547
MCO2224421718,Venta Apartamento Vivari En Rionegro Sector San Nicolás,new,gold_premium,https://apartamento.mercadolibre.com.co/MCO-2224421718-venta-apartamento-vivari-en-rionegro-sector-san-nicolas-_JM,classified,MCO,MCO1474,MCO-INDIVIDUAL_APARTMENTS_FOR_SALE,450000000,1,,,False,2024-08-21T04:00:00.000Z,"{'address_line': '', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {}, 'city': {'id': 'TUNPQ1JJTzNmYmVk', 'name': 'Rionegro'}, 'state': {'id': 'TUNPUEFOVGFiZWI3', 'name': 'Antioquia'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 6.1536166, 'longitude': -75.3741691}","{'contact': 'Ana Lucia Hernandez M', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1459,False,False,,not_specified,[],,,366920631,PROPIEDADRAIZ ANAHERNANDEZ
MCO2223978740,Cabaña Con Licencia Y Escrituras 100% San Vicente,new,gold_premium,https://casa.mercadolibre.com.co/MCO-2223978740-cabana-con-licencia-y-escrituras-100-san-vicente-_JM,classified,MCO,MCO1468,MCO-INDIVIDUAL_HOUSES_FOR_SALE,360000000,1,,,False,2024-08-21T04:00:00.000Z,"{'address_line': 'Autopista', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {}, 'city': {'id': 'TUNPQ1NBTjNhNGY4', 'name': 'San Vicente'}, 'state': {'id': 'TUNPUEFOVGFiZWI3', 'name': 'Antioquia'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 6.285815, 'longitude': -75.33422}","{'contact': 'El Buho Inmobiliaria', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1459,False,False,,not_specified,[],,,1411094376,ELBUHOINMOBILIARIA
MCO2221681954,Venta Apartamento 3 Alcobas En Cavana Vista Gran Canal Serena Del Mar,used,gold_premium,https://apartamento.mercadolibre.com.co/MCO-2221681954-venta-apartamento-3-alcobas-en-cavana-vista-gran-canal-serena-del-mar-_JM,classified,MCO,MCO1474,MCO-INDIVIDUAL_APARTMENTS_FOR_SALE,1180000000,1,,,False,2024-08-20T04:00:00.000Z,"{'address_line': 'Zona Norte - Serena Del Mar', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {}, 'city': {'id': 'TUNPQ0NBUjcwNTYz', 'name': 'Cartagena De Indias'}, 'state': {'id': 'TUNPUEJPTHI1Mzlk', 'name': 'Bolívar'}, 'country': {'id': 'CO', 'name': 'Colombia'}}","{'contact': 'Nicanor Carazo Realtors', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1459,False,False,,not_specified,[],,,228270761,NICANORALBERTOCARAZOBUSTAMAN
MCO1392862813,"Hermoso Lote En Venta En Llanogrande, En Parcelacion! ",used,gold_premium,https://lote-casalote.mercadolibre.com.co/MCO-1392862813-hermoso-lote-en-venta-en-llanogrande-en-parcelacion-_JM,classified,MCO,MCO52059,MCO-INDIVIDUAL_LANDS_FOR_SALE,549000000,1,,,False,2025-02-16T04:00:00.000Z,"{'address_line': 'Llanogrande-Rio Negro, Rionegro, Antioquia, Colombia', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {}, 'city': {'id': 'TUNPQ1JJTzNmYmVk', 'name': 'Rionegro'}, 'state': {'id': 'TUNPUEFOVGFiZWI3', 'name': 'Antioquia'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 6.1321024, 'longitude': -75.4014757}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1459,False,False,,not_specified,[],,,168189074,LAGENCIAMED
MCO2215481828,Arriendo Hermosa Bodega 340mts + 80mt De Mezzanine Y 60mt De Oficina Ubicado En El Barrio Las Ferias Bogotá,used,gold_premium,https://inmueble.mercadolibre.com.co/MCO-2215481828-arriendo-hermosa-bodega-340mts-80mt-de-mezzanine-y-60mt-de-oficina-ubicado-en-el-barrio-las-ferias-bogota-_JM,classified,MCO,MCO50565,MCO-WAREHOUSES_FOR_RENT,11500000,1,,,False,2024-03-20T04:04:21.000Z,"{'address_line': '75 69H-27', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkxBUzI4Njk3', 'name': 'Las Ferias'}, 'city': {'id': 'TUNPQ0VORzkzMTUz', 'name': 'Engativa'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1459,False,False,,not_specified,[],,,161992954,ANNY CONTRERAS
MCO2219593530,Hermoso Apartamento Pereira 3 Habitaciones 2 Baños,used,gold_premium,https://apartamento.mercadolibre.com.co/MCO-2219593530-hermoso-apartamento-pereira-3-habitaciones-2-banos-_JM,classified,MCO,MCO1474,MCO-INDIVIDUAL_APARTMENTS_FOR_SALE,396000000,1,,,False,2024-03-22T04:00:12.000Z,"{'address_line': 'carrera 15 bis  10b-40', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TVhYTG9zIEFscGVzVFVOUFExQkZVbU13TWpKa', 'name': 'Los Alpes'}, 'city': {'id': 'TUNPQ1BFUmMwMjJk', 'name': 'Pereira'}, 'state': {'id': 'TUNPUFJJU2ExMWIyYg', 'name': 'Risaralda'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.8063193, 'longitude': -75.687109}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1459,False,False,,not_specified,[],,,314323383,MARIAFERNANDAGOMEZC
