id,title,condition,listing_type_id,permalink,buying_mode,site_id,category_id,domain_id,price,available_quantity,official_store_id,official_store_name,accepts_mercadopago,stop_time,location,seller_contact,catalog_listing,promotions,category,shipping_store_pick_up,shipping_free_shipping,shipping_logistic_type,shipping_mode,shipping_tags,shipping_benefits,shipping_promise,seller_id,seller_nickname
MCO2217926916,Alquilo Local Comercial Esquinero,used,gold_premium,https://inmueble.mercadolibre.com.co/MCO-2217926916-alquilo-local-comercial-esquinero-_JM,classified,MCO,MCO50560,MCO-RETAIL_SPACE_FOR_RENT,12000000,1,,,False,2024-03-21T04:01:04.000Z,"{'address_line': 'Calle 9 #29-10, Cali, Valle del Cauca, Colombia', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkNIQTYxOTI1Mg', 'name': 'Champagnat'}, 'city': {'id': 'TUNPQ0NBTDYyZDA0', 'name': 'Cali'}, 'state': {'id': 'TUNPUFZBTGExNmNjNg', 'name': 'Valle Del Cauca'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 3.431205, 'longitude': -76.5359467}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1459,False,False,,not_specified,[],,,1248971411,LOZANOVANESSA20221126210256
MCO2215385594,"Local En Venta, Centro Comercial Paseo Villa Del Rio ",used,gold_premium,https://inmueble.mercadolibre.com.co/MCO-2215385594-local-en-venta-centro-comercial-paseo-villa-del-rio-_JM,classified,MCO,MCO50561,MCO-RETAIL_SPACE_FOR_SALE,3600000000,1,,,False,2025-02-18T04:00:00.000Z,"{'address_line': 'Villa Del Rio', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {}, 'city': {'id': 'TUNPQ0JPUzQwMzcw', 'name': 'Bosa'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.5984114, 'longitude': -74.1532354}","{'contact': 'Paula Andrea Tovar', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1459,False,False,,not_specified,[],,,296979004,HOUSESOLUCIONESINMOBILIARIAS
MCO1393218955,Lotes Planos En Marinilla Vereda Cascajo A 10 De La Autopista Med/bog,new,gold_premium,https://lote-casalote.mercadolibre.com.co/MCO-1393218955-lotes-planos-en-marinilla-vereda-cascajo-a-10-de-la-autopista-medbog-_JM,classified,MCO,MCO52059,MCO-INDIVIDUAL_LANDS_FOR_SALE,242000000,1,,,False,2025-02-17T04:00:00.000Z,"{'address_line': 'Vereda Cascajo', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {}, 'city': {'id': 'TUNPQ01BUjdjNWY5', 'name': 'Marinilla'}, 'state': {'id': 'TUNPUEFOVGFiZWI3', 'name': 'Antioquia'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 6.175228, 'longitude': -75.33292}","{'contact': 'www.casafincaraiz.co ""OTRO LA TIENE. OTRO LA QUIERE, NOSOTROS SE LA UBICAMOS""', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1459,False,False,,not_specified,[],,,272720151,CASAFINCARAIZCASAFINCARAIZ
MCO1393168665,Lote Entre Marínilla Y Rionegro Vereda Cascajo Abajo Escrituras Al 100,new,gold_premium,https://lote-casalote.mercadolibre.com.co/MCO-1393168665-lote-entre-marinilla-y-rionegro-vereda-cascajo-abajo-escrituras-al-100-_JM,classified,MCO,MCO52059,MCO-INDIVIDUAL_LANDS_FOR_SALE,182000000,1,,,False,2025-02-17T04:00:00.000Z,"{'address_line': 'Vereda Cascajo Abajo', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {}, 'city': {'id': 'TUNPQ01BUjdjNWY5', 'name': 'Marinilla'}, 'state': {'id': 'TUNPUEFOVGFiZWI3', 'name': 'Antioquia'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 6.1544087, 'longitude': -75.3288594}","{'contact': 'www.casafincaraiz.co ""OTRO LA TIENE. OTRO LA QUIERE, NOSOTROS SE LA UBICAMOS""', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1459,False,False,,not_specified,[],,,272720151,CASAFINCARAIZCASAFINCARAIZ
MCO2221684898,Venta Apartamento De 2 Alcobas Bocagrande,new,gold_premium,https://apartamento.mercadolibre.com.co/MCO-2221684898-venta-apartamento-de-2-alcobas-bocagrande-_JM,classified,MCO,MCO1474,MCO-INDIVIDUAL_APARTMENTS_FOR_SALE,480000000,1,,,False,2024-08-20T04:00:00.000Z,"{'address_line': '', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkJPQzQ2MTUyMA', 'name': 'Bocagrande'}, 'city': {'id': 'TUNPQ0NBUjcwNTYz', 'name': 'Cartagena De Indias'}, 'state': {'id': 'TUNPUEJPTHI1Mzlk', 'name': 'Bolívar'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 10.4101185, 'longitude': -75.5505696}","{'contact': 'MERCEDES PARRA PRETELT', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1459,False,False,,not_specified,[],,,1076079077,PAME6186547
MCO1394590967,"Bodega En Venta, Sector Vereda Chachafruto, Zona Franca.",used,gold_premium,https://inmueble.mercadolibre.com.co/MCO-1394590967-bodega-en-venta-sector-vereda-chachafruto-zona-franca-_JM,classified,MCO,MCO50566,MCO-WAREHOUSES_FOR_SALE,3637500000,1,,,False,2025-02-20T04:00:00.000Z,"{'address_line': 'Vereda Chachafruto', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {}, 'city': {'id': 'TUNPQ1JJTzNmYmVk', 'name': 'Rionegro'}, 'state': {'id': 'TUNPUEFOVGFiZWI3', 'name': 'Antioquia'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 6.1490188, 'longitude': -75.3789523}","{'contact': 'A&H Constructora y Arrendamientos', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1459,False,False,,not_specified,[],,,187668854,AYHCONSTRUCTORAYARRENDAMIEN
MCO1395858343,Oferta Casa Barrio La Libertad,used,gold_premium,https://casa.mercadolibre.com.co/MCO-1395858343-oferta-casa-barrio-la-libertad-_JM,classified,MCO,MCO1468,MCO-INDIVIDUAL_HOUSES_FOR_SALE,850000000,1,,,False,2024-08-22T04:00:00.000Z,"{'address_line': 'Barrancabermeja, Santander, Colombia', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {}, 'city': {'id': 'TUNPQ0JBUjY3YjE4', 'name': 'Barrancabermeja'}, 'state': {'id': 'TUNPUFNBTnJlMjMw', 'name': 'Santander'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 7.0617085, 'longitude': -73.8519319}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1459,False,False,,not_specified,[],,,1682077478,COAR20240213131148
MCO1395830459,Apartamento Oferta Medellin Buenos Aires,used,gold_premium,https://apartamento.mercadolibre.com.co/MCO-1395830459-apartamento-oferta-medellin-buenos-aires-_JM,classified,MCO,MCO1474,MCO-INDIVIDUAL_APARTMENTS_FOR_SALE,240000000,1,,,False,2024-08-22T04:00:00.000Z,"{'address_line': 'Medellín, Antioquia, Colombia', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkJVRTM4NjMzOQ', 'name': 'Buenos Aires'}, 'city': {'id': 'TUNPQ01FRGRjNjc4', 'name': 'Medellín'}, 'state': {'id': 'TUNPUEFOVGFiZWI3', 'name': 'Antioquia'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 6.2476376, 'longitude': -75.5658153}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1459,False,False,,not_specified,[],,,1682077478,COAR20240213131148
MCO2225055486,"Calima, 7.670 M2, Lote En Venta",used,gold_premium,https://lote-casalote.mercadolibre.com.co/MCO-2225055486-calima-7670-m2-lote-en-venta-_JM,classified,MCO,MCO52059,MCO-INDIVIDUAL_LANDS_FOR_SALE,230000000,1,,,False,2025-02-23T04:00:00.000Z,"{'address_line': 'Calima, Valle del Cauca, Colombia', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {}, 'city': {'id': 'TUNPQ0NBTDVlZGNi', 'name': 'Calima (El Darien)'}, 'state': {'id': 'TUNPUFZBTGExNmNjNg', 'name': 'Valle Del Cauca'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 3.919267, 'longitude': -76.5950555}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1459,False,False,,not_specified,[],,,358961161,FINCASDELVALLEINMOBILIARIA
MCO1395775425,Casa En Venta Laureles Medellín ,new,gold_premium,https://casa.mercadolibre.com.co/MCO-1395775425-casa-en-venta-laureles-medellin-_JM,classified,MCO,MCO1468,MCO-INDIVIDUAL_HOUSES_FOR_SALE,580000000,1,,,False,2024-08-22T04:00:00.000Z,"{'address_line': '', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkxBVTg0OTAyNg', 'name': 'Laureles'}, 'city': {'id': 'TUNPQ01FRGRjNjc4', 'name': 'Medellín'}, 'state': {'id': 'TUNPUEFOVGFiZWI3', 'name': 'Antioquia'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 6.2478331, 'longitude': -75.5893719}","{'contact': 'VIVA INMOBILIARIA ASOCIADOS SAS', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1459,False,False,,not_specified,[],,,1460148565,VIVAVIVA20230825110301
MCO2219216218,"Bodegas En Venta En Guarne, Sector Recta Entrando Aeropuerto.",used,gold_premium,https://inmueble.mercadolibre.com.co/MCO-2219216218-bodegas-en-venta-en-guarne-sector-recta-entrando-aeropuerto-_JM,classified,MCO,MCO50566,MCO-WAREHOUSES_FOR_SALE,1417500000,1,,,False,2025-02-20T04:00:00.000Z,"{'address_line': '', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {}, 'city': {'id': 'TUNPQ0dVQTVkOTk0', 'name': 'Guarne'}, 'state': {'id': 'TUNPUEFOVGFiZWI3', 'name': 'Antioquia'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 6.2825086, 'longitude': -75.4445972}","{'contact': 'A&H Constructora y Arrendamientos', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1459,False,False,,not_specified,[],,,187668854,AYHCONSTRUCTORAYARRENDAMIEN
MCO2219544598,Casa Campestre Norte De Cali,used,gold_premium,https://casa.mercadolibre.com.co/MCO-2219544598-casa-campestre-norte-de-cali-_JM,classified,MCO,MCO1468,MCO-INDIVIDUAL_HOUSES_FOR_SALE,495000000,1,,,False,2024-03-22T04:01:47.000Z,"{'address_line': 'Calle 58 Norte #2gn69, Cali, Valle del Cauca, Colombia', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQlBBQzc1MzM1Ng', 'name': 'Pacará'}, 'city': {'id': 'TUNPQ0NBTDYyZDA0', 'name': 'Cali'}, 'state': {'id': 'TUNPUFZBTGExNmNjNg', 'name': 'Valle Del Cauca'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 3.4865893, 'longitude': -76.5102039}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1459,False,False,,not_specified,[],,,300137263,ANDRSOSPINAL
MCO1393168663,Lotes Baratos Con Escrituras Al 100% En Marinilla Vereda Aldana,new,gold_premium,https://lote-casalote.mercadolibre.com.co/MCO-1393168663-lotes-baratos-con-escrituras-al-100-en-marinilla-vereda-aldana-_JM,classified,MCO,MCO52059,MCO-INDIVIDUAL_LANDS_FOR_SALE,151000000,1,,,False,2025-02-17T04:00:00.000Z,"{'address_line': 'vereda aldana', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {}, 'city': {'id': 'TUNPQ01BUjdjNWY5', 'name': 'Marinilla'}, 'state': {'id': 'TUNPUEFOVGFiZWI3', 'name': 'Antioquia'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 6.1731064, 'longitude': -75.3378851}","{'contact': 'www.casafincaraiz.co ""OTRO LA TIENE. OTRO LA QUIERE, NOSOTROS SE LA UBICAMOS""', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1459,False,False,,not_specified,[],,,272720151,CASAFINCARAIZCASAFINCARAIZ
MCO2214064822,Apartamento En El Barrio La Florida,used,gold_premium,https://apartamento.mercadolibre.com.co/MCO-2214064822-apartamento-en-el-barrio-la-florida-_JM,classified,MCO,MCO1474,MCO-INDIVIDUAL_APARTMENTS_FOR_SALE,150000000,1,,,False,2024-08-16T04:00:00.000Z,"{'address_line': 'Cl. 2a #6b100, Tunja, Boyacá, Colombia', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {}, 'city': {'id': 'TUNPQ1RVTjFhNDk0', 'name': 'Tunja'}, 'state': {'id': 'TUNPUEJPWWE4YzMz', 'name': 'Boyaca'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 5.5163887, 'longitude': -73.3672397}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1459,False,False,,not_specified,[],,,1307440042,RAMÍREZNELLY20230210121830
MCO1394826899,Se Vende Ferretería Bien Ubicada Y Acreditada ,used,gold_premium,https://inmueble.mercadolibre.com.co/MCO-1394826899-se-vende-ferreteria-bien-ubicada-y-acreditada-_JM,classified,MCO,MCO50530,MCO-RETAIL_SPACE_FOR_SALE,150000000,1,,,False,2024-03-22T04:00:17.000Z,"{'address_line': 'Cl 134a #46-79', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkFMQzgwMzE5', 'name': 'Alcalá'}, 'city': {'id': 'TUNPQ1NVQjUzNzQ4', 'name': 'Suba'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.7197288, 'longitude': -74.0543616}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1459,False,False,,not_specified,[],,,472281420,IMPOTOLS SAS
MCO1393710191,Quinta  En Arriendo Carmen De Apicala. Condominio El Paraiso,used,gold_premium,https://casa.mercadolibre.com.co/MCO-1393710191-quinta-en-arriendo-carmen-de-apicala-condominio-el-paraiso-_JM,classified,MCO,MCO164684,MCO-HOUSES_FOR_VACATION_RENTAL,70000,1,,,False,2024-05-19T04:48:32.000Z,"{'address_line': 'La Canada, Carmen de Apicalá, Tolima, Colombia', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {}, 'city': {'id': 'TUNPQ0NBUjY0Yzlm', 'name': 'Carmen De Apicalá'}, 'state': {'id': 'TUNPUFRPTGExNGZkNA', 'name': 'Tolima'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.16835, 'longitude': -74.7383}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1459,False,False,,not_specified,[],,,346200835,RODRIGUEZPNELSON22
MCO1395129201,"Apartamento En Venta Vizcaya Castilla Reservado- En Campo Alegre, Kennedy",used,gold_premium,https://apartamento.mercadolibre.com.co/MCO-1395129201-apartamento-en-venta-vizcaya-castilla-reservado-en-campo-alegre-kennedy-_JM,classified,MCO,MCO1474,MCO-INDIVIDUAL_APARTMENTS_FOR_SALE,165000000,1,,,False,2024-08-20T04:00:00.000Z,"{'address_line': 'Calle 8a #90a-67, Bogotá, Colombia', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQlBBUjUwODcy', 'name': 'Parques del Tintal (Campo Alegre Londoño)'}, 'city': {'id': 'TUNPQ0tFTjQyODYy', 'name': 'Kennedy'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.6537647, 'longitude': -74.1554876}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1459,False,False,,not_specified,[],,,1467512446,KONSULTORKONSULTOR202309011111
