id,title,condition,catalog_product_id,listing_type_id,permalink,buying_mode,site_id,category_id,domain_id,price,original_price,available_quantity,accepts_mercadopago,stop_time,catalog_listing,promotions,category,shipping_store_pick_up,shipping_free_shipping,shipping_logistic_type,shipping_mode,shipping_tags,shipping_benefits,shipping_promise,seller_id,seller_nickname,installments_quantity,installments_amount,installments_rate,installments_currency_id,brand_value_name
MCO1956083984,Cuenco De Canto Budista Tibetano Buddha Sound Bowl Musical,new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-1956083984-cuenco-de-canto-budista-tibetano-buddha-sound-bowl-musical-_JM,buy_it_now,MCO,MCO409153,MCO-SINGING_BOWLS,68852,,150,True,2043-10-05T04:00:00.000Z,False,[],MCO1953,False,True,drop_off,me2,['mandatory_free_shipping'],,,821449099,MEIMEITUCO,12.0,5737.67,0.0,COP,Genérica
MCO899224924,Escapulario Cuero Cuatro Caras 6cm,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-899224924-escapulario-cuero-cuatro-caras-6cm-_JM,buy_it_now,MCO,MCO387588,MCO-ESOTERIC_PRODUCTS,10000,,1,True,2042-05-20T04:00:00.000Z,False,[],MCO1953,False,False,xd_drop_off,me2,[],,,256630100,LIBSAGRADAFAMILIA,,,,,
MCO1090548076,Carbón Instantáneo Sahumerios,new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-1090548076-carbon-instantaneo-sahumerios-_JM,buy_it_now,MCO,MCO387586,MCO-INCENSES,17900,,1,True,2042-11-18T04:00:00.000Z,False,[],MCO1953,False,False,xd_drop_off,me2,[],,,811489750,PLAZAVEGANA_CO,,,,,Genérica
MCO1944006510,Candela Electrónica Con Luz 50 - g a $30000,new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-1944006510-candela-electronica-con-luz-50-_JM,buy_it_now,MCO,MCO172908,MCO-LIGHTERS,30000,,50,True,2043-09-27T04:00:00.000Z,False,[],MCO1953,False,False,cross_docking,me2,['self_service_in'],,,455536115,FOCUS,12.0,2500.0,0.0,COP,Meteoro
MCO557992181,Combo 5 Sobres De Blones Rolling Papers Cueros Blunt Wrap X2,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-557992181-combo-5-sobres-de-blones-rolling-papers-cueros-blunt-wrap-x2-_JM,buy_it_now,MCO,MCO417902,MCO-CIGARETTE_PAPERS,20000,,1,True,2041-03-19T04:02:01.000Z,False,[],MCO1953,False,False,fulfillment,me2,['fulfillment'],,,269100027,WITOTO1,36.0,555.56,0.0,COP,Blunt Wrap
MCO893832259,Kit Pen Maquina Rotativa Tattoo Tatuaje Wtk304  Tatuar ,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-893832259-kit-pen-maquina-rotativa-tattoo-tatuaje-wtk304-tatuar-_JM,buy_it_now,MCO,MCO412110,MCO-TATTOO_KITS,299900,,1,True,2042-05-08T04:00:00.000Z,False,[],MCO1953,False,True,xd_drop_off,me2,['mandatory_free_shipping'],,,134346335,USAIMPORTACIONESUSA,36.0,8330.56,0.0,COP,Cinra
MCO1704004068,Salvia Blanca California 125 Gr,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-1704004068-salvia-blanca-california-125-gr-_JM,buy_it_now,MCO,MCO387586,MCO-INCENSES,13900,,1,True,2043-07-05T04:00:00.000Z,False,[],MCO1953,False,False,xd_drop_off,me2,['self_service_in'],,,776898233,PRMA811938,,,,,GR
MCO612897838,Cirio De Bautizo Con Pañuelo Blanco,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-612897838-cirio-de-bautizo-con-panuelo-blanco-_JM,buy_it_now,MCO,MCO116987,MCO-ESOTERIC_PRODUCTS,32900,,1,True,2041-03-15T04:00:00.000Z,False,[],MCO1953,False,False,xd_drop_off,me2,['self_service_in'],,,106815582,SEPIAMODAYMAS,36.0,913.89,0.0,COP,
MCO808608582,3 Sobre De Crema Vitamina A & D,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-808608582-3-sobre-de-crema-vitamina-a-d-_JM,buy_it_now,MCO,MCO412113,MCO-TATTOO_AFTERCARE_CREAMS,12900,,1,True,2042-03-26T16:06:42.000Z,False,[],MCO1953,False,False,xd_drop_off,me2,['self_service_in'],,,454398705,YKURBANSHOP,,,,,YkUrbanShop
MCO954730774,Encendedor Briquet Mechero Horno Estufa Cocina Asado Chimene,new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-954730774-encendedor-briquet-mechero-horno-estufa-cocina-asado-chimene-_JM,buy_it_now,MCO,MCO172908,MCO-LIGHTERS,8900,,1,True,2042-08-28T04:00:00.000Z,False,[],MCO1953,False,False,xd_drop_off,me2,['self_service_in'],,,1072134723,APOLO HIKE,,,,,Floppi
MCO1036920063,Porta Incienso Inciensario En Madera  31 X 3.5 Cm,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-1036920063-porta-incienso-inciensario-en-madera-31-x-35-cm-_JM,buy_it_now,MCO,MCO413742,MCO-INCENSE_HOLDERS,18000,,1,True,2042-10-29T04:00:00.000Z,False,[],MCO1953,False,False,xd_drop_off,me2,['self_service_in'],,,178626427,YARA EXPRESS,,,,,CM
MCO1312341275,Salvia Blanca Californiana Limpieza Energética ,new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-1312341275-salvia-blanca-californiana-limpieza-energetica-_JM,buy_it_now,MCO,MCO387586,MCO-INCENSES,25800,,100,True,2043-07-02T18:26:24.000Z,False,[],MCO1953,False,False,xd_drop_off,me2,['self_service_in'],,,428369106,BEMA5908497,12.0,2150.0,0.0,COP,Artesanal
MCO614315640,Bacitracin Zinc Dynarex Caja De 144 Sobres,new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-614315640-bacitracin-zinc-dynarex-caja-de-144-sobres-_JM,buy_it_now,MCO,MCO412113,MCO-TATTOO_AFTERCARE_CREAMS,130000,,1,True,2041-03-25T04:00:00.000Z,False,[],MCO1953,False,True,xd_drop_off,me2,['mandatory_free_shipping'],,,104300606,ES ORIGINAL,12.0,10833.33,0.0,COP,Dynarex
