level_id,power_seller_status,transactions_period,transactions_total,seller_id,user_type
5_green,,historic,716,1181218812,normal
5_green,silver,historic,631,126944280,normal
5_green,,historic,363,563693,normal
5_green,silver,historic,1827,752565072,normal
5_green,,historic,357,93375686,normal
5_green,silver,historic,1453,312460148,normal
5_green,silver,historic,2175,118755799,normal
5_green,silver,historic,819,1343889738,normal
5_green,,historic,549,784343241,normal
5_green,,historic,262,229077130,normal
5_green,,historic,2284,90967236,normal
3_yellow,,historic,385,442348733,brand
5_green,platinum,historic,6088,135462891,normal
5_green,,historic,130,621937964,normal
5_green,gold,historic,8478,85622985,normal
5_green,silver,historic,1313,60490686,normal
5_green,,historic,27,400335630,normal
3_yellow,,historic,193,1414918778,normal
5_green,silver,historic,2410,41785484,normal
5_green,,historic,1282,181424644,normal
5_green,platinum,historic,6443,826016138,normal
5_green,silver,historic,561,1357110642,normal
5_green,silver,historic,2753,535190207,normal
4_light_green,,historic,43,199649790,normal
5_green,,historic,458,142310503,normal
5_green,,historic,939,1331387233,normal
5_green,,historic,1153,216229714,normal
5_green,,historic,28,183282913,normal
5_green,silver,historic,928,518312407,normal
5_green,gold,historic,7338,306914978,normal
5_green,,historic,272,1092672848,normal
5_green,,historic,78,1335759406,normal
5_green,silver,historic,2201,287078901,brand
5_green,silver,historic,582,42334045,normal
5_green,silver,historic,1802,77737977,normal
5_green,,historic,57,246180820,normal
5_green,,historic,2377,207591665,normal
5_green,,historic,37,142995934,normal
5_green,,historic,278,27908895,normal
5_green,silver,historic,976,407067388,normal
5_green,,historic,207,86434261,normal
5_green,,historic,255,74858296,normal
5_green,silver,historic,1117,303963287,normal
3_yellow,,historic,24,397733084,normal
5_green,,historic,1552,112320549,normal
5_green,,historic,993,522582458,normal
5_green,,historic,16576,173111357,normal
5_green,gold,historic,1202,289102277,normal
5_green,silver,historic,3621,1307410367,normal
5_green,,historic,66,56728582,normal
5_green,gold,historic,3443,148766666,normal
5_green,silver,historic,2809,1077700162,normal
5_green,gold,historic,6528,713556367,normal
5_green,,historic,243,60626496,normal
5_green,,historic,502,1363966758,normal
5_green,gold,historic,7219,706673549,normal
3_yellow,,historic,734,1165484176,normal
5_green,silver,historic,1520,344150006,normal
5_green,gold,historic,7026,130148208,normal
5_green,silver,historic,3008,240400875,normal
5_green,silver,historic,1776,688080574,normal
5_green,,historic,2018,143246380,normal
5_green,,historic,109,1579507592,normal
5_green,,historic,348,277108459,normal
5_green,,historic,386,153756337,normal
5_green,silver,historic,1639,1159602705,normal
5_green,platinum,historic,15935,78014383,normal
5_green,,historic,3599,81054407,normal
5_green,gold,historic,1072,56402429,normal
5_green,silver,historic,2132,10099548,normal
5_green,,historic,569,278113909,normal
5_green,,historic,1748,704744501,normal
5_green,,historic,89,299026069,normal
5_green,,historic,36,1280029184,normal
5_green,,historic,182,186106585,normal
3_yellow,,historic,262,1075372014,normal
5_green,,historic,186,43234850,normal
5_green,,historic,32,1573292268,normal
5_green,,historic,176,503204598,normal
5_green,gold,historic,2954,16345013,normal
5_green,,historic,78,246170097,normal
5_green,,historic,19,569541661,normal
5_green,silver,historic,5213,746116942,normal
3_yellow,,historic,96,240955112,normal
5_green,silver,historic,1804,156515014,normal
5_green,,historic,311,619017862,normal
5_green,,historic,251,219139861,normal
5_green,,historic,1118,687605437,normal
5_green,,historic,3630,227238878,normal
5_green,silver,historic,2549,790650727,normal
5_green,,historic,2048,115943958,normal
5_green,,historic,63,1540759396,normal
5_green,,historic,196,1287374420,normal
5_green,,historic,607,1525304865,normal
5_green,,historic,1089,50832735,normal
5_green,silver,historic,2066,1074792760,normal
5_green,gold,historic,2404,176893593,normal
5_green,,historic,242,195118530,normal
5_green,gold,historic,2361,135262569,brand
5_green,silver,historic,641,1476145668,normal
5_green,,historic,334,225270830,normal
5_green,silver,historic,625,127583558,normal
5_green,,historic,287,201110656,normal
5_green,,historic,2557,348117105,normal
4_light_green,,historic,1933,197926676,normal
5_green,gold,historic,3154,1193716793,normal
5_green,,historic,380,759564201,normal
5_green,,historic,118,1507886580,normal
5_green,,historic,1236,87867675,normal
5_green,,historic,429,1393979601,brand
5_green,,historic,64,1368378974,normal
4_light_green,,historic,705,76502426,normal
5_green,,historic,25,1314274719,normal
4_light_green,,historic,426,38452655,normal
5_green,,historic,515,467774471,normal
5_green,,historic,273,177174609,normal
5_green,,historic,272,747951684,normal
5_green,silver,historic,1666,305689666,normal
5_green,gold,historic,7740,86863684,normal
3_yellow,,historic,89,273911152,normal
4_light_green,,historic,208,839373947,normal
5_green,,historic,437,451085248,normal
5_green,,historic,89,1245005557,normal
3_yellow,,historic,192,1241855032,normal
5_green,silver,historic,2424,1331398059,normal
3_yellow,,historic,221,1595374580,normal
5_green,,historic,413,93963203,normal
5_green,silver,historic,255,227250890,normal
5_green,,historic,2478,245110715,normal
5_green,gold,historic,3473,519472054,normal
5_green,,historic,454,177988,normal
5_green,gold,historic,3410,137731978,normal
5_green,silver,historic,5294,832633723,normal
3_yellow,,historic,212,1513179253,normal
5_green,,historic,137,1427341026,normal
5_green,,historic,212,535827190,normal
5_green,silver,historic,1606,191249857,normal
5_green,gold,historic,1093,228764922,normal
5_green,silver,historic,476,1332369122,normal
5_green,platinum,historic,2325,1240908464,normal
5_green,gold,historic,2948,35389829,normal
5_green,,historic,727,1010362333,normal
5_green,,historic,2038,252085756,normal
5_green,silver,historic,1561,798137600,normal
5_green,,historic,700,670821737,normal
5_green,silver,historic,814,435893009,normal
5_green,gold,historic,14749,741216217,normal
5_green,silver,historic,1812,136858597,normal
5_green,silver,historic,2176,81574815,normal
5_green,,historic,569,172425901,normal
5_green,,historic,283,814004182,normal
5_green,silver,historic,4139,299990542,normal
5_green,,historic,52,160073578,normal
5_green,gold,historic,13951,614021964,normal
5_green,,historic,312,29847697,normal
5_green,silver,historic,2364,420313630,normal
5_green,,historic,136,1528527633,normal
5_green,silver,historic,350,1140198063,normal
5_green,,historic,75,1446574619,normal
5_green,silver,historic,1804,64745760,normal
5_green,silver,historic,751,617632331,normal
5_green,silver,historic,413,542082113,normal
5_green,platinum,historic,3875,1234228543,normal
5_green,,historic,47,225651734,normal
5_green,,historic,860,117917967,normal
5_green,,historic,567,784984067,normal
5_green,gold,historic,1084,1305122305,normal
4_light_green,,historic,136,362814416,normal
5_green,,historic,109,45759375,normal
5_green,silver,historic,4938,436328562,normal
5_green,silver,historic,603,301470775,normal
5_green,platinum,historic,14958,179085534,normal
5_green,silver,historic,774,454392552,normal
5_green,platinum,historic,10475,535010463,normal
5_green,,historic,283,122302741,normal
5_green,,historic,1181,280821382,normal
5_green,silver,historic,1454,776379472,normal
5_green,gold,historic,2648,653646952,normal
5_green,silver,historic,2519,1002392737,normal
5_green,,historic,470,325868000,normal
5_green,,historic,1015,421449850,normal
5_green,silver,historic,1406,483137445,normal
5_green,,historic,359,66018804,normal
5_green,,historic,48,1128399459,normal
5_green,,historic,173,1429223866,normal
5_green,,historic,1551,635663676,normal
5_green,,historic,295,475229929,normal
5_green,,historic,210,119154066,normal
5_green,gold,historic,4221,189804311,normal
5_green,gold,historic,2579,192284960,normal
5_green,,historic,334,159630012,normal
5_green,silver,historic,1267,1105581869,normal
5_green,,historic,688,26874608,normal
5_green,,historic,145,612045649,normal
5_green,platinum,historic,10259,151440118,normal
5_green,,historic,661,619666012,normal
5_green,silver,historic,5770,61768656,normal
5_green,silver,historic,2001,1034927132,normal
5_green,,historic,964,146548363,normal
5_green,silver,historic,2725,593119508,normal
5_green,,historic,644,432707010,normal
5_green,,historic,243,15744639,normal
5_green,,historic,185,1258168214,normal
5_green,gold,historic,3150,173468091,normal
5_green,,historic,46,1325756606,normal
5_green,gold,historic,1947,606875577,normal
5_green,platinum,historic,5123,1092764957,normal
5_green,,historic,71,1369031821,normal
5_green,,historic,92,24771158,normal
5_green,silver,historic,3517,327881437,normal
5_green,silver,historic,1058,134920461,normal
5_green,,historic,51,1530150841,normal
5_green,silver,historic,496,113378453,normal
5_green,silver,historic,1241,659967662,normal
5_green,,historic,526,524719475,normal
5_green,,historic,99,236325193,normal
3_yellow,,historic,41,150994988,normal
5_green,gold,historic,4884,537432192,normal
5_green,silver,historic,3069,79637954,normal
5_green,,historic,660,169922907,normal
5_green,,historic,59,262638327,normal
5_green,silver,historic,4664,17691737,normal
5_green,,historic,198,184504855,brand
5_green,,historic,103,298305667,normal
5_green,,historic,2091,742996975,normal
5_green,,historic,1002,42983205,normal
5_green,,historic,133,634702619,normal
5_green,silver,historic,1071,30500734,normal
5_green,,historic,337,152077156,normal
5_green,,historic,176,152575651,normal
5_green,silver,historic,2763,145995246,normal
5_green,gold,historic,3646,1142684509,normal
5_green,,historic,1220,1011208831,normal
5_green,,historic,637,222523525,normal
5_green,silver,historic,2144,717660887,normal
5_green,,historic,152,620304846,normal
5_green,,historic,63,422404817,normal
5_green,,historic,654,127102100,normal
5_green,silver,historic,718,381236873,normal
5_green,silver,historic,597,304380660,normal
5_green,gold,historic,6406,44201699,normal
5_green,,historic,2033,231279081,normal
5_green,silver,historic,2332,215625027,normal
5_green,silver,historic,374,315236077,normal
5_green,silver,historic,1648,523882832,normal
5_green,silver,historic,1123,336663272,normal
5_green,,historic,3885,848892,normal
5_green,,historic,21,1668271973,normal
5_green,,historic,820,472518878,normal
5_green,silver,historic,502,1280712596,normal
5_green,gold,historic,4209,42485793,normal
5_green,,historic,153,180287126,normal
5_green,silver,historic,1072,540509025,normal
5_green,,historic,229,1395380508,normal
3_yellow,,historic,201,141982504,normal
5_green,silver,historic,407,1204128167,normal
5_green,,historic,122,1050688366,normal
5_green,,historic,13,205183440,normal
5_green,gold,historic,1521,526310449,brand
5_green,,historic,187,619668373,normal
5_green,silver,historic,523,531113006,normal
5_green,,historic,16,1104125182,normal
3_yellow,,historic,76,1060455978,normal
5_green,,historic,750,395467736,normal
5_green,,historic,410,1294265747,normal
5_green,,historic,884,528369454,normal
5_green,,historic,603,63833655,normal
5_green,silver,historic,501,628766905,normal
5_green,,historic,206,1440286454,normal
5_green,platinum,historic,8136,308779097,normal
5_green,,historic,83,743804673,normal
5_green,,historic,1064,104756589,normal
5_green,,historic,162,151672629,normal
5_green,,historic,220,388059209,normal
5_green,,historic,727,115698567,normal
5_green,,historic,45,1447641736,normal
5_green,platinum,historic,12558,625786821,normal
5_green,,historic,287,377634425,normal
4_light_green,,historic,112,427309424,normal
5_green,silver,historic,737,681447757,normal
5_green,silver,historic,472,638694563,normal
5_green,platinum,historic,8016,67018061,normal
5_green,,historic,237,198008311,normal
5_green,silver,historic,434,1361553233,normal
5_green,,historic,189,168263417,normal
5_green,,historic,88,1478943855,normal
3_yellow,,historic,99,1479430195,normal
5_green,silver,historic,610,92433626,normal
5_green,,historic,221,1083211588,normal
5_green,silver,historic,216,1418123882,normal
3_yellow,,historic,2788,780959069,normal
5_green,,historic,314,174182257,normal
5_green,,historic,531,533375455,normal
5_green,silver,historic,2564,264103127,normal
5_green,,historic,70,1231751269,normal
5_green,,historic,118,126537642,normal
5_green,,historic,26,210886765,normal
5_green,,historic,163,1110562055,normal
5_green,,historic,348,660831407,normal
5_green,,historic,221,659428391,normal
4_light_green,,historic,16,1357658172,normal
5_green,,historic,227,582439941,normal
5_green,,historic,277,1148810541,normal
5_green,silver,historic,548,744385663,normal
5_green,,historic,250,1355049493,normal
5_green,,historic,56,225940300,normal
5_green,,historic,186,136472201,normal
5_green,silver,historic,627,1300117043,normal
5_green,,historic,709,1270046792,normal
5_green,,historic,71,1390372497,normal
5_green,,historic,183,1272112161,normal
4_light_green,,historic,31,781979109,normal
5_green,silver,historic,1819,1105352817,normal
3_yellow,,historic,59,1458725985,normal
5_green,,historic,204,1000784474,normal
5_green,silver,historic,339,187657562,normal
5_green,,historic,226,783950834,normal
5_green,,historic,156,567303326,normal
5_green,silver,historic,1589,1111502306,normal
5_green,silver,historic,1492,630609261,normal
5_green,silver,historic,676,1484177763,normal
3_yellow,,historic,121,466649439,normal
5_green,silver,historic,1461,228960446,normal
5_green,,historic,245,814641075,normal
5_green,,historic,24,1149268331,normal
5_green,,historic,95,836932566,normal
3_yellow,,historic,413,537308772,normal
5_green,,historic,556,133722461,normal
5_green,gold,historic,2434,473982824,normal
3_yellow,,historic,41,578174162,normal
5_green,,historic,35,163414041,normal
5_green,gold,historic,1460,67189259,normal
5_green,,historic,74,95568496,normal
5_green,,historic,607,122509803,normal
5_green,,historic,492,329586501,normal
5_green,,historic,169,816217072,normal
5_green,platinum,historic,26292,269145705,normal
5_green,platinum,historic,4206,86533388,normal
5_green,platinum,historic,44327,69407075,brand
5_green,platinum,historic,4516,548278640,normal
5_green,platinum,historic,15374,813963976,normal
5_green,platinum,historic,17875,57067053,normal
5_green,platinum,historic,4248,164468098,normal
5_green,platinum,historic,8930,529097123,normal
5_green,gold,historic,1490,682922728,normal
5_green,platinum,historic,6931,752529445,normal
5_green,platinum,historic,15338,34541957,normal
5_green,platinum,historic,4755,653177932,normal
5_green,platinum,historic,5855,617148901,normal
5_green,platinum,historic,5507,570144827,normal
5_green,platinum,historic,11815,287784992,brand
5_green,silver,historic,2763,229280528,brand
5_green,,historic,293,93246213,normal
5_green,platinum,historic,4349,26018031,normal
5_green,platinum,historic,3003,1152072845,normal
5_green,,historic,2510,751839669,normal
5_green,gold,historic,7659,1032385099,normal
5_green,platinum,historic,6435,542062770,normal
5_green,platinum,historic,9087,553883313,normal
5_green,gold,historic,729,512300723,normal
5_green,platinum,historic,6684,306120995,normal
5_green,platinum,historic,11149,680435493,normal
5_green,platinum,historic,3214,245485739,normal
5_green,silver,historic,1454,40091290,normal
5_green,gold,historic,5053,364199796,normal
5_green,gold,historic,3615,30047309,normal
5_green,gold,historic,2725,351628434,normal
5_green,silver,historic,870,133373078,normal
5_green,silver,historic,2070,274572949,normal
5_green,,historic,172,258043372,normal
5_green,,historic,578,428412615,normal
5_green,gold,historic,4638,161353984,normal
5_green,gold,historic,3224,1294519519,brand
5_green,platinum,historic,4576,98721750,normal
5_green,gold,historic,4558,252275735,normal
5_green,,historic,1570,307547591,normal
5_green,,historic,78,384714487,normal
5_green,gold,historic,2408,108694883,normal
5_green,,historic,157,297443739,normal
5_green,gold,historic,2208,800041120,normal
5_green,silver,historic,2970,672724950,normal
5_green,,historic,334,108818725,normal
5_green,,historic,1562,713572525,normal
5_green,,historic,1662,483356651,normal
5_green,gold,historic,7887,293663695,normal
5_green,gold,historic,2898,351218512,normal
5_green,silver,historic,2584,536500818,normal
5_green,gold,historic,6814,137508622,normal
5_green,silver,historic,1621,144844068,normal
5_green,platinum,historic,22338,179284829,brand
5_green,gold,historic,10035,106449348,normal
3_yellow,,historic,3181,554705397,normal
5_green,gold,historic,7726,282795444,normal
5_green,gold,historic,2197,337813817,normal
5_green,,historic,233,199863190,normal
5_green,,historic,2235,279339914,normal
5_green,,historic,158,1205803169,normal
5_green,,historic,1507,514402193,normal
5_green,gold,historic,8038,186412940,normal
5_green,platinum,historic,6209,155397739,normal
5_green,platinum,historic,4475,264521476,normal
5_green,gold,historic,1551,568274937,normal
5_green,silver,historic,1278,613081153,brand
5_green,gold,historic,2404,174082647,normal
5_green,,historic,20,251521676,normal
5_green,silver,historic,1521,50825660,normal
5_green,,historic,172,257900727,normal
5_green,,historic,1580,4223996,normal
5_green,silver,historic,1235,471756109,brand
5_green,platinum,historic,12068,317864933,normal
5_green,,historic,462,81253537,normal
5_green,silver,historic,1239,801835147,normal
5_green,,historic,7250,238505104,normal
3_yellow,,historic,1267,55564993,normal
5_green,silver,historic,951,13399251,normal
5_green,gold,historic,3387,87069999,normal
5_green,,historic,126,1551147540,normal
5_green,silver,historic,804,1302108202,normal
5_green,,historic,980,311072530,normal
5_green,,historic,133,381890383,normal
5_green,,historic,163,24003331,normal
5_green,platinum,historic,7015,24840669,normal
5_green,gold,historic,2815,681685597,normal
5_green,,historic,820,236679250,normal
5_green,silver,historic,882,173830205,normal
5_green,,historic,197,65689400,normal
5_green,gold,historic,3941,183453906,normal
5_green,,historic,239,118011446,normal
5_green,silver,historic,648,304266023,normal
5_green,silver,historic,2835,114721810,normal
5_green,silver,historic,1334,328728554,normal
5_green,gold,historic,2097,342712019,normal
5_green,silver,historic,1489,162094416,normal
5_green,silver,historic,1883,126676633,normal
5_green,silver,historic,1075,86283304,normal
5_green,silver,historic,812,227927671,normal
5_green,,historic,302,355227899,normal
5_green,platinum,historic,12603,479100106,brand
5_green,gold,historic,3770,194549496,normal
5_green,platinum,historic,11398,240893296,normal
5_green,platinum,historic,4164,79728341,normal
5_green,,historic,139,286610392,normal
5_green,silver,historic,628,403322242,normal
5_green,silver,historic,1889,517770015,normal
5_green,,historic,587,245799536,normal
5_green,gold,historic,7870,538103054,normal
5_green,platinum,historic,3604,541540323,normal
5_green,silver,historic,1714,464571116,normal
5_green,,historic,671,489266488,normal
5_green,,historic,830,95770474,normal
4_light_green,,historic,35,1568616959,normal
5_green,silver,historic,849,507866881,normal
5_green,,historic,481,254446631,normal
5_green,silver,historic,1682,196038385,normal
5_green,platinum,historic,19606,216893546,normal
5_green,silver,historic,1419,571878258,normal
5_green,,historic,574,115145660,normal
5_green,silver,historic,754,208268389,normal
5_green,gold,historic,4773,674206545,normal
5_green,silver,historic,3037,346060135,normal
5_green,platinum,historic,2775,56112226,normal
5_green,silver,historic,1818,1158561213,normal
5_green,silver,historic,907,1178376562,normal
5_green,silver,historic,3735,178529650,normal
5_green,,historic,277,1019661681,normal
5_green,silver,historic,1675,467510194,normal
5_green,silver,historic,2100,541665939,normal
5_green,gold,historic,2462,417322207,normal
5_green,silver,historic,893,1395848666,normal
5_green,silver,historic,4509,95118817,normal
5_green,,historic,971,540684174,normal
5_green,silver,historic,1608,317822366,normal
5_green,silver,historic,2338,767102723,normal
5_green,,historic,57,36071275,normal
5_green,gold,historic,3658,415157381,normal
5_green,gold,historic,4952,5963192,normal
5_green,platinum,historic,9802,553859191,normal
5_green,silver,historic,2281,696566360,normal
5_green,,historic,567,1079075411,normal
4_light_green,,historic,249,577571316,normal
5_green,silver,historic,1804,817319544,normal
5_green,platinum,historic,7213,312981829,normal
5_green,platinum,historic,20898,244943571,brand
5_green,,historic,1949,280874472,brand
5_green,platinum,historic,11560,198853673,normal
5_green,,historic,586,179954106,normal
5_green,silver,historic,4548,114828680,normal
5_green,gold,historic,3825,556743192,normal
5_green,,historic,72,1312677068,normal
5_green,silver,historic,3519,206043271,normal
5_green,,historic,348,41364326,normal
5_green,,historic,547,160110434,normal
5_green,,historic,50,717028872,normal
5_green,silver,historic,508,212943456,normal
5_green,silver,historic,820,1212411681,normal
5_green,silver,historic,1906,153507672,normal
5_green,silver,historic,822,1120691891,normal
5_green,silver,historic,1721,152242998,normal
5_green,gold,historic,3581,270941232,normal
5_green,,historic,144,1342824629,normal
5_green,gold,historic,4025,507782077,normal
5_green,,historic,127,18633848,normal
5_green,platinum,historic,15299,472791551,normal
5_green,silver,historic,471,1359266914,normal
5_green,silver,historic,3507,202594040,normal
5_green,gold,historic,1760,151460475,normal
5_green,,historic,216,1164779806,normal
5_green,silver,historic,467,1479586884,normal
4_light_green,,historic,1100,570019680,normal
5_green,,historic,703,1038345873,normal
5_green,silver,historic,966,411988383,normal
5_green,silver,historic,1524,296176519,normal
5_green,silver,historic,884,275162225,normal
5_green,,historic,106,162152212,normal
5_green,gold,historic,6757,152737872,normal
5_green,silver,historic,1947,208020303,normal
5_green,,historic,64,70185522,normal
5_green,platinum,historic,18392,247730346,brand
5_green,,historic,434,558964408,normal
5_green,silver,historic,1394,1301040579,normal
5_green,,historic,135,449492399,normal
5_green,,historic,1155,123316374,normal
5_green,,historic,279,61356762,normal
5_green,platinum,historic,4167,240263817,normal
5_green,silver,historic,2055,237162616,normal
5_green,gold,historic,2959,753430529,normal
5_green,silver,historic,1270,1841943,normal
5_green,,historic,117,580370648,normal
5_green,,historic,111,287719272,normal
5_green,,historic,924,539360027,normal
5_green,,historic,86,11756876,normal
5_green,silver,historic,1514,452529652,normal
5_green,gold,historic,6435,499836100,normal
5_green,gold,historic,6709,1131977345,normal
5_green,gold,historic,3541,440376751,normal
5_green,silver,historic,1164,615005338,normal
5_green,,historic,638,1024989054,normal
5_green,,historic,644,82115902,normal
5_green,,historic,675,674396615,normal
5_green,,historic,533,1225335941,normal
5_green,,historic,149,569746649,normal
5_green,silver,historic,929,801357713,normal
5_green,,historic,929,190929753,normal
5_green,,historic,295,133746449,normal
5_green,silver,historic,717,110431339,normal
5_green,,historic,168,719022866,normal
5_green,,historic,202,204876390,normal
5_green,platinum,historic,6610,275395623,normal
5_green,silver,historic,3450,398530235,normal
5_green,silver,historic,419,1354370963,normal
4_light_green,,historic,152,166807315,normal
5_green,,historic,65,185665631,normal
5_green,silver,historic,2772,692301641,normal
5_green,gold,historic,2427,150746082,normal
5_green,,historic,993,764339100,normal
3_yellow,,historic,186,1275874393,normal
5_green,,historic,560,244664276,normal
5_green,,historic,208,78408605,normal
5_green,,historic,155,46001794,normal
3_yellow,,historic,1390,1190415501,normal
5_green,,historic,149,1181459129,normal
5_green,platinum,historic,22793,432439187,normal
3_yellow,,historic,196,1114464898,normal
5_green,silver,historic,4109,575586969,normal
5_green,gold,historic,5405,65034059,normal
5_green,,historic,141,299749148,normal
5_green,platinum,historic,15473,672911390,normal
5_green,silver,historic,1140,266513810,normal
5_green,,historic,81,5893526,normal
5_green,silver,historic,1434,1236707627,normal
5_green,,historic,424,341148038,normal
4_light_green,,historic,314,1456254969,normal
5_green,silver,historic,773,435400750,normal
5_green,,historic,190,300322725,normal
5_green,silver,historic,2149,1260003104,normal
5_green,,historic,738,94256393,normal
5_green,,historic,249,438264831,normal
5_green,,historic,982,129755784,normal
5_green,,historic,659,286012089,normal
5_green,,historic,1934,334190240,brand
5_green,silver,historic,2350,487898921,brand
4_light_green,,historic,8,1381291138,normal
5_green,,historic,125,796294606,normal
5_green,platinum,historic,31357,282454060,brand
5_green,,historic,126,149877230,normal
5_green,platinum,historic,8473,262534542,normal
5_green,,historic,534,347775275,normal
5_green,,historic,846,529757100,normal
5_green,,historic,150,714882204,normal
5_green,silver,historic,2205,253752122,normal
5_green,,historic,276,1057315983,normal
5_green,platinum,historic,22610,358429075,normal
4_light_green,,historic,515,809430262,normal
5_green,silver,historic,1311,312127320,normal
5_green,,historic,161,120187758,normal
5_green,gold,historic,7490,135562447,normal
5_green,silver,historic,1130,145421413,normal
5_green,silver,historic,1078,530754942,normal
5_green,silver,historic,862,389137064,normal
5_green,,historic,464,51021994,normal
5_green,silver,historic,1598,579081525,normal
5_green,gold,historic,4813,637614324,normal
5_green,,historic,324,695008453,normal
5_green,,historic,856,1134529183,normal
5_green,,historic,87,140903940,normal
5_green,,historic,82,47634206,normal
5_green,silver,historic,827,558185317,normal
5_green,silver,historic,3367,107556422,normal
5_green,silver,historic,347,1115494455,normal
5_green,,historic,141,1264957627,normal
5_green,silver,historic,1730,175820280,normal
5_green,silver,historic,1377,165861021,normal
5_green,,historic,120,266632996,normal
5_green,gold,historic,5927,480483865,normal
5_green,silver,historic,2177,741854713,normal
5_green,,historic,298,91660121,normal
5_green,silver,historic,459,1506819371,normal
5_green,,historic,38,1664112595,normal
5_green,,historic,341,438260862,normal
5_green,,historic,298,548139725,normal
5_green,,historic,585,98533670,normal
5_green,,historic,198,402618249,normal
5_green,,historic,376,357554544,normal
5_green,gold,historic,1936,264215789,normal
5_green,silver,historic,1817,73802931,normal
5_green,,historic,172,320134088,normal
5_green,platinum,historic,20136,467743684,brand
5_green,silver,historic,13401,226351451,normal
5_green,,historic,832,213765608,normal
5_green,platinum,historic,9763,360731303,normal
5_green,,historic,687,233199963,normal
5_green,,historic,107,131986950,normal
3_yellow,,historic,1379,204024077,normal
5_green,silver,historic,563,840831937,normal
5_green,,historic,396,139653856,normal
5_green,silver,historic,1674,453051122,normal
5_green,silver,historic,1547,80589188,normal
5_green,,historic,646,216813365,normal
5_green,,historic,598,309430510,normal
5_green,gold,historic,2109,265341518,normal
5_green,,historic,70,294130603,normal
5_green,gold,historic,2644,445541339,normal
5_green,,historic,110,1394560328,normal
5_green,,historic,1830,78146695,normal
5_green,,historic,454,92172009,normal
5_green,,historic,17,1658265058,normal
5_green,gold,historic,2894,266229640,normal
5_green,,historic,561,65523226,normal
5_green,,historic,597,349606515,normal
5_green,gold,historic,8413,225670024,normal
5_green,,historic,136,572705434,normal
5_green,,historic,1153,572231003,normal
5_green,,historic,286,1385644393,normal
5_green,silver,historic,4145,522583524,normal
5_green,silver,historic,1596,457356632,normal
5_green,gold,historic,3189,164168474,normal
5_green,silver,historic,4095,578748448,normal
5_green,gold,historic,7751,301299831,normal
5_green,,historic,333,1161828092,normal
5_green,,historic,287,172908896,normal
5_green,,historic,192,388140146,normal
5_green,gold,historic,3087,182943300,normal
5_green,,historic,174,611764215,normal
5_green,,historic,121,252193652,normal
5_green,,historic,350,1161620843,normal
5_green,silver,historic,3204,311316105,normal
5_green,,historic,619,790231725,normal
5_green,,historic,284,306611808,normal
5_green,,historic,156,393968780,normal
5_green,,historic,196,282232711,normal
5_green,silver,historic,987,1126501989,normal
5_green,,historic,225,575175157,normal
5_green,gold,historic,11434,1196168641,normal
5_green,gold,historic,3801,755116009,normal
5_green,silver,historic,3663,815874256,normal
5_green,,historic,21,560229154,normal
5_green,,historic,98,60263930,normal
5_green,,historic,252,608824658,normal
5_green,gold,historic,7174,525149875,normal
3_yellow,,historic,74,153540560,normal
5_green,,historic,175,92941716,normal
5_green,silver,historic,1621,631009417,brand
5_green,,historic,1579,703101875,normal
5_green,,historic,71,148222214,normal
5_green,platinum,historic,7780,659517250,normal
5_green,,historic,201,59024395,normal
5_green,,historic,735,64567079,normal
5_green,,historic,890,34949310,normal
3_yellow,,historic,100,234614889,normal
5_green,silver,historic,2549,109008405,normal
5_green,silver,historic,848,1437797526,normal
5_green,,historic,39,1471208214,normal
5_green,platinum,historic,4943,303888547,brand
5_green,,historic,591,292061921,normal
5_green,,historic,686,13061506,normal
5_green,gold,historic,3359,772951344,normal
5_green,platinum,historic,7425,221264567,brand
5_green,,historic,821,446599036,normal
5_green,,historic,377,733418381,normal
5_green,gold,historic,5889,450708146,brand
5_green,silver,historic,1706,455562436,normal
5_green,silver,historic,1031,1499362880,normal
5_green,gold,historic,1783,235000974,normal
5_green,gold,historic,6517,342366381,normal
5_green,,historic,435,1262617665,normal
5_green,,historic,1420,139091010,normal
5_green,silver,historic,4813,355034687,normal
5_green,gold,historic,8234,1182141517,brand
5_green,platinum,historic,7724,179432356,brand
5_green,silver,historic,471,383687976,normal
5_green,gold,historic,3104,241419485,normal
5_green,gold,historic,1239,1260109232,normal
5_green,silver,historic,685,39679774,normal
5_green,,historic,2990,760127832,normal
5_green,gold,historic,3861,137350780,normal
5_green,gold,historic,3984,1314331870,normal
5_green,,historic,461,1131230419,normal
5_green,silver,historic,2861,462676375,normal
5_green,silver,historic,3460,116139488,normal
5_green,silver,historic,1257,719880236,normal
5_green,silver,historic,562,1468156265,normal
5_green,platinum,historic,6684,178166103,normal
5_green,silver,historic,922,75289923,normal
5_green,gold,historic,5256,1059215078,normal
5_green,silver,historic,1478,9078481,normal
5_green,gold,historic,3432,415446870,normal
5_green,silver,historic,1646,87841979,normal
5_green,silver,historic,508,153304846,normal
5_green,silver,historic,1245,160389463,normal
5_green,,historic,215,337250030,normal
5_green,,historic,203,12488820,normal
5_green,,historic,144,1590885257,normal
5_green,silver,historic,7856,664154025,brand
5_green,,historic,258,1460928998,normal
5_green,silver,historic,593,182890635,normal
5_green,gold,historic,4828,576548101,normal
5_green,platinum,historic,11520,1040311386,brand
5_green,,historic,239,212289023,normal
5_green,,historic,293,46502269,normal
5_green,,historic,112,88071644,normal
5_green,silver,historic,906,618953279,normal
