id,title,condition,catalog_product_id,listing_type_id,permalink,buying_mode,site_id,category_id,domain_id,price,original_price,available_quantity,accepts_mercadopago,stop_time,catalog_listing,promotions,category,shipping_store_pick_up,shipping_free_shipping,shipping_logistic_type,shipping_mode,shipping_tags,shipping_benefits,shipping_promise,seller_id,seller_nickname,installments_quantity,installments_amount,installments_rate,installments_currency_id,brand_value_name
MCO1138068625,Lanza Confeti Cañon Multicolor Celebracion Fiesta ,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-1138068625-lanza-confeti-canon-multicolor-celebracion-fiesta-_JM,buy_it_now,MCO,MCO417267,MCO-CONFETTI_SHOOTERS,14900,,50,True,2042-12-07T04:00:00.000Z,False,[],MCO118204,False,False,xd_drop_off,me2,['self_service_in'],,,573609394,PELUCHES MASMELO,,,,,Fufang
MCO1493580988,Cajita Feliz Sorpresas Spidey X12und Fiesta Decoración ,new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-1493580988-cajita-feliz-sorpresas-spidey-x12und-fiesta-decoracion-_JM,buy_it_now,MCO,MCO8591,MCO-SOUVENIRS,17500,,1,True,2043-04-19T04:00:00.000Z,False,[],MCO118204,False,False,cross_docking,me2,['self_service_in'],,,1196168641,LA JUGUETERIA2022,,,,,
MCO1191911348,Mantel Plastico Tipo Tela Cumpleaños Fiesta 137*183 Verde Os,new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-1191911348-mantel-plastico-tipo-tela-cumpleanos-fiesta-137183-verde-os-_JM,buy_it_now,MCO,MCO413591,MCO-TABLECLOTHS,8000,,1,True,2043-01-08T04:00:00.000Z,False,[],MCO118204,False,False,xd_drop_off,me2,['self_service_in'],,,688266578,PROODASTORE,,,,,de fiesta con lyly
MCO1271624309,Guinalda Decoración Banderin Mexicano Calavera Cabeza 4metro,new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-1271624309-guinalda-decoracion-banderin-mexicano-calavera-cabeza-4metro-_JM,buy_it_now,MCO,MCO430968,MCO-DECORATIVE_PENNANTS_AND_GARLANDS,13999,,1,True,2043-03-10T04:00:00.000Z,False,[],MCO118204,False,False,xd_drop_off,me2,['self_service_in'],,,1331398059,ANDRADESONIA20230315134745,,,,,de fiesta con lyly
MCO951951183,Globo Cactus Fiesta Mexicana Desierto 73x63cm,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-951951183-globo-cactus-fiesta-mexicana-desierto-73x63cm-_JM,buy_it_now,MCO,MCO435877,MCO-BALLOONS,6900,,1,True,2042-08-24T04:00:00.000Z,False,[],MCO118204,False,False,xd_drop_off,me2,['self_service_in'],,,573609394,PELUCHES MASMELO,,,,,Genérica
MCO1233779020,Cajita Feliz Sorpresas X12und Chevron Rosado,new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-1233779020-cajita-feliz-sorpresas-x12und-chevron-rosado-_JM,buy_it_now,MCO,MCO8591,MCO-SOUVENIRS,20000,,1,True,2043-02-05T04:00:00.000Z,False,[],MCO118204,False,False,cross_docking,me2,['self_service_in'],,,1196168641,LA JUGUETERIA2022,12.0,1666.67,0.0,COP,
MCO1584964152,Globos Metalizados Animales Tigre Vaca León Jirafa Cebra60cm,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-1584964152-globos-metalizados-animales-tigre-vaca-leon-jirafa-cebra60cm-_JM,buy_it_now,MCO,MCO435877,MCO-BALLOONS,5699,,250,True,2043-10-10T23:29:12.000Z,False,[],MCO118204,False,False,xd_drop_off,me2,['self_service_in'],,,1372300779,VARIEDAD_RR,,,,,Premium
MCO1584807104,Kit Decoración Feliz Cumpleaños Bombas Azul+cortina+numeros,new,MCO32397086,gold_special,https://articulo.mercadolibre.com.co/MCO-1584807104-kit-decoracion-feliz-cumpleanos-bombas-azulcortinanumeros-_JM,buy_it_now,MCO,MCO435877,MCO-BALLOONS,31900,,150,True,2043-05-10T04:00:00.000Z,False,[],MCO118204,False,False,xd_drop_off,me2,['self_service_in'],,,1085789498,LENCERIASEDUCTORA.CO,36.0,886.11,0.0,COP,Premium
MCO974211485,Bouquet Globos Real Madrid Futbol España Europa Copa,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-974211485-bouquet-globos-real-madrid-futbol-espana-europa-copa-_JM,buy_it_now,MCO,MCO435877,MCO-BALLOONS,15900,,1,True,2042-09-23T04:00:00.000Z,False,[],MCO118204,False,False,xd_drop_off,me2,['self_service_in'],,,573609394,PELUCHES MASMELO,,,,,Genérica
MCO645557171,Varita Mágica Harry Potter Accesorio Para Disfraz Mago Hermi,new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-645557171-varita-magica-harry-potter-accesorio-para-disfraz-mago-hermi-_JM,buy_it_now,MCO,MCO455859,MCO-COSPLAY_WANDS,19900,,1,True,2042-05-06T14:56:15.000Z,False,[],MCO118204,False,False,cross_docking,me2,['self_service_in'],,,687395989,HOBBYHOUSE.COM,12.0,1658.33,0.0,COP,Hobby
MCO599520812,Urna De Cremación Para Cenizas Humanas Adultas,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-599520812-urna-de-cremacion-para-cenizas-humanas-adultas-_JM,buy_it_now,MCO,MCO8591,MCO-SOUVENIRS,302900,,1,True,2040-12-20T04:00:00.000Z,False,[],MCO118204,False,True,cross_docking,me2,['mandatory_free_shipping'],,,221747504,ANICAM-BUSINESS,36.0,8413.89,0.0,COP,
MCO1270862740,Kit Decoracion Lilo Y Stitch Azul Plateado Cortina Numero,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-1270862740-kit-decoracion-lilo-y-stitch-azul-plateado-cortina-numero-_JM,buy_it_now,MCO,MCO435877,MCO-BALLOONS,41990,,500,True,2043-02-25T04:00:00.000Z,False,[],MCO118204,False,False,xd_drop_off,me2,['self_service_in'],,,573609394,PELUCHES MASMELO,36.0,1166.39,0.0,COP,Genérica
MCO1613592956,Kit Decoración Y Globos Minecraft Pixel-steve 12 Puestos,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-1613592956-kit-decoracion-y-globos-minecraft-pixel-steve-12-puestos-_JM,buy_it_now,MCO,MCO435877,MCO-BALLOONS,55000,,1,True,2043-05-20T04:00:00.000Z,False,[],MCO118204,False,False,xd_drop_off,me2,['self_service_in'],,,143164040,MISTER PIÑATAS,36.0,1527.78,0.0,COP,Anagram
MCO1584620150,Globos Numeros Metalizados Degrade Multicolor 40 Cm X1unidad,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-1584620150-globos-numeros-metalizados-degrade-multicolor-40-cm-x1unidad-_JM,buy_it_now,MCO,MCO435877,MCO-BALLOONS,4000,,250,True,2043-05-10T04:00:00.000Z,False,[],MCO118204,False,False,xd_drop_off,me2,['self_service_in'],,,1085789498,LENCERIASEDUCTORA.CO,,,,,Premium
MCO1275168879,Vaso Pitillo Sorpresa X 12 Bluey Fiesta Infantil Obsequio ,new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-1275168879-vaso-pitillo-sorpresa-x-12-bluey-fiesta-infantil-obsequio-_JM,buy_it_now,MCO,MCO118212,MCO-PINATAS,36000,,1,True,2043-06-16T02:45:48.000Z,False,[],MCO118204,False,False,cross_docking,me2,['self_service_in'],,,1196168641,LA JUGUETERIA2022,12.0,3000.0,0.0,COP,LA JUGUETERIA
MCO564078133,Álbum Fotográfico Hojas 32cm X 25cm Cap 400 A 500 Fotos,new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-564078133-album-fotografico-hojas-32cm-x-25cm-cap-400-a-500-fotos-_JM,buy_it_now,MCO,MCO8591,MCO-SOUVENIRS,89500,,1,True,2041-05-30T02:44:51.000Z,False,[],MCO118204,False,False,xd_drop_off,me2,"['MCO-chg-threshold-Jan-23', 'self_service_in']",,,42642751,HUGHUEZ,12.0,7458.33,0.0,COP,
MCO1336187970,Piñata Fiesta Mexicana Papel Estrella Puntas,new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-1336187970-pinata-fiesta-mexicana-papel-estrella-puntas-_JM,buy_it_now,MCO,MCO118212,MCO-PINATAS,35000,,1,True,2043-03-15T04:00:00.000Z,False,[],MCO118204,False,False,xd_drop_off,me2,['self_service_in'],,,1331398059,ANDRADESONIA20230315134745,12.0,2916.67,0.0,COP,de fiesta con lyly
