id,title,condition,catalog_product_id,listing_type_id,permalink,buying_mode,site_id,category_id,domain_id,price,original_price,available_quantity,accepts_mercadopago,stop_time,catalog_listing,promotions,category,shipping_store_pick_up,shipping_free_shipping,shipping_logistic_type,shipping_mode,shipping_tags,shipping_benefits,shipping_promise,seller_id,seller_nickname,installments_quantity,installments_amount,installments_rate,installments_currency_id,brand_value_name
MCO550118031,Bolsa Dulcero - Tula Sorpresa Para Cumpleaños 20 Cm X 25cm,new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-550118031-bolsa-dulcero-tula-sorpresa-para-cumpleanos-20-cm-x-25cm-_JM,buy_it_now,MCO,MCO118212,MCO-PINATAS,4200,,1,True,2041-10-24T13:20:56.000Z,False,[],MCO118204,False,False,xd_drop_off,me2,[],,,252017937,CONFE-MIS-ANGELITOS,,,,,Personalizados
MCO1092278624,Escudos Capitan America Avengers Disfraz Cosplay 30cm,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-1092278624-escudos-capitan-america-avengers-disfraz-cosplay-30cm-_JM,buy_it_now,MCO,MCO455860,MCO-COSPLAY_SHIELDS,21490,,1,True,2043-11-18T00:24:14.267Z,False,[],MCO118204,False,False,cross_docking,me2,['self_service_in'],,,499836100,FARSSI_LA_BARBA,36.0,596.94,0.0,COP,Vittoria
MCO1705043016,Kit Decoracion Arco Fiesta Globos Bomba Inflador Y Accesorio,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-1705043016-kit-decoracion-arco-fiesta-globos-bomba-inflador-y-accesorio-_JM,buy_it_now,MCO,MCO435877,MCO-BALLOONS,111900,,1,True,2043-07-06T04:00:00.000Z,False,[],MCO118204,False,True,cross_docking,me2,['mandatory_free_shipping'],,,5162681,IMPORTADORAMAKA,36.0,3108.33,0.0,COP,Genérica
MCO567077016,Camisa De Vestuario De Mujer De Los Años 80,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-567077016-camisa-de-vestuario-de-mujer-de-los-anos-80-_JM,buy_it_now,MCO,MCO118203,MCO-COSTUMES,103900,,1,True,2040-06-13T04:00:00.000Z,False,[],MCO118204,False,True,cross_docking,me2,"['fs_threshold_mco_change_apr2021', 'mandatory_free_shipping']",,,221747504,ANICAM-BUSINESS,36.0,2886.11,0.0,COP,
MCO1388869395,Vaso Ecológico Snack De  Cartón 16 Oz Paquete X 50 Uds,new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-1388869395-vaso-ecologico-snack-de-carton-16-oz-paquete-x-50-uds-_JM,buy_it_now,MCO,MCO413643,MCO-DISPOSABLE_CUPS,46000,,1,True,2044-01-31T04:00:00.000Z,False,[],MCO118204,False,False,xd_drop_off,me2,[],,,1331756377,BOXPQ,12.0,3833.33,0.0,COP,PURA BOX
MCO585558317,Polvo De Color Para Revelación Sexo De Bebe Paquete 1kg,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-585558317-polvo-de-color-para-revelacion-sexo-de-bebe-paquete-1kg-_JM,buy_it_now,MCO,MCO430977,MCO-PARTY_SUPPLIES,31999,,1,True,2040-09-25T04:00:00.000Z,False,[],MCO118204,False,False,not_specified,not_specified,[],,,228426070,SPINSUMINISTROS,36.0,888.86,0.0,COP,Spin
MCO1363524571,2 Guante De Juguete Para Niños Lanza La Telaraña Spider-man,new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-1363524571-2-guante-de-juguete-para-ninos-lanza-la-telarana-spider-man-_JM,buy_it_now,MCO,MCO455861,MCO-TOY_GLOVES,79120,,500,True,2043-11-17T04:00:00.000Z,False,[],MCO118204,False,True,drop_off,me2,['mandatory_free_shipping'],,,816339703,RADIENTROSACO,12.0,6593.33,0.0,COP,"Generic,Spiderman Launcher,luva lança teia,Kits de Cosplay,Luvas,Spider man gloves,Cosplay Kits,Gloves,Spider-Man,OTHERS,"
MCO1362748757,Bengalita Estrobo X 5 Unidades,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-1362748757-bengalita-estrobo-x-5-unidades-_JM,buy_it_now,MCO,MCO118209,MCO-PARTY_SUPPLIES,15000,,1,True,2043-11-15T04:00:00.000Z,False,[],MCO118204,False,False,xd_drop_off,me2,[],,,175056950,ROSSMERY_DELGADO,,,,,Magia y Color
MCO1351697629,Bouquet Globos Gata Milu Marie Rosada Niña Animales,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-1351697629-bouquet-globos-gata-milu-marie-rosada-nina-animales-_JM,buy_it_now,MCO,MCO435877,MCO-BALLOONS,15105,,1,True,2043-10-19T04:00:00.000Z,False,[],MCO118204,False,False,xd_drop_off,me2,['self_service_in'],,,1026596468,GLOBOS_Y_PELUCHES_MASMELO,,,,,Genérica
MCO1385848435,Globos Bombas Estampados X20u Peach Princesa Super Mario,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-1385848435-globos-bombas-estampados-x20u-peach-princesa-super-mario-_JM,buy_it_now,MCO,MCO435877,MCO-BALLOONS,14800,,150,True,2044-01-21T04:00:00.000Z,False,[],MCO118204,False,False,xd_drop_off,me2,['self_service_in'],,,1372300779,VARIEDAD_RR,,,,,Premium
