id,title,condition,catalog_product_id,listing_type_id,permalink,buying_mode,site_id,category_id,domain_id,price,original_price,available_quantity,accepts_mercadopago,stop_time,catalog_listing,promotions,category,shipping_store_pick_up,shipping_free_shipping,shipping_logistic_type,shipping_mode,shipping_tags,shipping_benefits,shipping_promise,seller_id,seller_nickname,installments_quantity,installments_amount,installments_rate,installments_currency_id,brand_value_name
MCO1988603556,Inflador De Globos Electrico 600w Doble Boquilla,new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-1988603556-inflador-de-globos-electrico-600w-doble-boquilla-_JM,buy_it_now,MCO,MCO432170,MCO-ELECTRIC_AIR_PUMPS,93900,,1,True,2043-10-21T04:00:00.000Z,False,[],MCO118204,False,True,xd_drop_off,me2,['mandatory_free_shipping'],,,16345013,INSTITUTO DELECOMMERCE,12.0,7825.0,0.0,COP,Medellín Electrónica
MCO873291730,Relleno Piñata X 100 Pimpones ,new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-873291730-relleno-pinata-x-100-pimpones-_JM,buy_it_now,MCO,MCO118212,MCO-PINATAS,14000,,250,True,2042-03-17T04:00:00.000Z,False,[],MCO118204,False,False,xd_drop_off,me2,['self_service_in'],,,556743192,DISTRIBUCIONES JSOP,,,,,JSOP
MCO1681461650,Bolsa Para Empacar Bisutería O Recordatorio Amarillo Oro X50,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-1681461650-bolsa-para-empacar-bisuteria-o-recordatorio-amarillo-oro-x50-_JM,buy_it_now,MCO,MCO8591,MCO-SOUVENIRS,25000,,1,True,2043-06-24T04:00:00.000Z,False,[],MCO118204,False,False,xd_drop_off,me2,[],,,256630100,LIBSAGRADAFAMILIA,36.0,694.44,0.0,COP,
MCO1266072271,Kit Decoracion Juego Mario Bros Cumpleaños Rojo Azul Verde,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-1266072271-kit-decoracion-juego-mario-bros-cumpleanos-rojo-azul-verde-_JM,buy_it_now,MCO,MCO435877,MCO-BALLOONS,41990,,500,True,2043-02-25T04:00:00.000Z,False,[],MCO118204,False,False,xd_drop_off,me2,['self_service_in'],,,573609394,PELUCHES MASMELO,36.0,1166.39,0.0,COP,Genérica
MCO834117928,Moños Para Regalo Estrella 5mm Metalizado X 100und ,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-834117928-monos-para-regalo-estrella-5mm-metalizado-x-100und-_JM,buy_it_now,MCO,MCO441216,MCO-PARTY_POM_POMS,24650,,100,True,2043-11-07T13:30:50.000Z,False,[],MCO118204,False,False,cross_docking,me2,['self_service_in'],,,672911390,COSER ENLINEA,36.0,684.72,0.0,COP,
MCO1293323511,Vaso Pitillo Sorpresa Futbol X 12 Fiesta Infantil Soccer ,new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-1293323511-vaso-pitillo-sorpresa-futbol-x-12-fiesta-infantil-soccer-_JM,buy_it_now,MCO,MCO118212,MCO-PINATAS,36000,,50,True,2043-05-04T04:00:00.000Z,False,[],MCO118204,False,False,cross_docking,me2,['self_service_in'],,,1196168641,LA JUGUETERIA2022,12.0,3000.0,0.0,COP,LA JUGUETERIA
MCO1346565511,Mascara Patrulla Canina Paw Patrol Halloween,new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-1346565511-mascara-patrulla-canina-paw-patrol-halloween-_JM,buy_it_now,MCO,MCO157459,MCO-PARTY_MASKS,14000,,1,True,2043-10-04T04:00:00.000Z,False,[],MCO118204,False,False,cross_docking,me2,['self_service_in'],,,153470050,LUHERSAS,,,,,Genérica
MCO1073386646,Ángel De La Guarda Niño Souvenir Recordatorio 10 Unidades,new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-1073386646-angel-de-la-guarda-nino-souvenir-recordatorio-10-unidades-_JM,buy_it_now,MCO,MCO8591,MCO-SOUVENIRS,60000,,1,True,2043-04-22T00:01:06.000Z,False,[],MCO118204,False,False,xd_drop_off,me2,[],,,198179901,CREATIFHOME,12.0,5000.0,0.0,COP,
MCO1292183279,"Inflador Eléctrico Party Zealot 2 En 1, Para Globos, 110v",new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-1292183279-inflador-electrico-party-zealot-2-en-1-para-globos-110v-_JM,buy_it_now,MCO,MCO432170,MCO-ELECTRIC_AIR_PUMPS,196282,,1,True,2043-05-01T04:00:00.000Z,False,[],MCO118204,False,True,cross_docking,me2,['mandatory_free_shipping'],,,1140609752,USCLUBGLOBAL-COR,12.0,16356.83,0.0,COP,Party Zealot
MCO1228359632,Colorante Liposoluble Chococolor  Chocolate Verde Limón 25ml,new,MCO21334767,gold_pro,https://www.mercadolibre.com.co/colorante-liposoluble-chococolor-chocolate-verde-limon-25ml/p/MCO21334767,buy_it_now,MCO,MCO416942,MCO-FOOD_AND_DRINK_COLORINGS,17900,,1,True,2043-06-30T18:46:33.000Z,True,[],MCO118204,False,False,xd_drop_off,me2,['self_service_in'],,,216710137,PANCHISCAKES,,,,,Ma Baker and Chef
