id,title,condition,catalog_product_id,listing_type_id,permalink,buying_mode,site_id,category_id,domain_id,price,original_price,available_quantity,official_store_id,accepts_mercadopago,stop_time,catalog_listing,promotions,official_store_name,category,shipping_store_pick_up,shipping_free_shipping,shipping_logistic_type,shipping_mode,shipping_tags,shipping_benefits,shipping_promise,seller_id,seller_nickname,installments_quantity,installments_amount,installments_rate,installments_currency_id,brand_value_name
MCO2047331226,Pastillero Semanal Organizador De Pastillas 7 Días Pill Pro,new,MCO25955923,gold_pro,https://www.mercadolibre.com.co/pastillero-semanal-organizador-de-pastillas-7-dias-pill-pro/p/MCO25955923,buy_it_now,MCO,MCO180832,MCO-PILL_BOXES,24690,,50,,True,2043-11-18T04:00:00.000Z,True,[],,MCO180800,False,False,cross_docking,me2,['self_service_in'],,,170121574,HOME_STORE_HOME,12.0,2057.5,0.0,COP,Pill pro
MCO1224255186,Maca Negra Premium X2 + Regalo - Unidad a $650,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-1224255186-maca-negra-premium-x2-regalo-_JM,buy_it_now,MCO,MCO8830,MCO-SUPPLEMENTS,65000,73864.0,1,,True,2043-06-13T15:49:15.000Z,False,[],,MCO180800,False,True,drop_off,me2,[],,,171007361,PHARMA_VIDA,36.0,1805.56,0.0,COP,Natural Medix
MCO800355679,Esencia Hidrosolubles Humidificador,new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-800355679-esencia-hidrosolubles-humidificador-_JM,buy_it_now,MCO,MCO180889,MCO-ESSENTIAL_OILS,6900,,5000,,True,2041-07-02T04:00:00.000Z,False,[],,MCO180800,False,False,cross_docking,me2,['self_service_in'],,,455037891,YOSEPSHOP,,,,,Esencia
MCO957571834,Guasha Corazón Cuarzo Rosa 100% Natural Masajeador Facial ,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-957571834-guasha-corazon-cuarzo-rosa-100-natural-masajeador-facial-_JM,buy_it_now,MCO,MCO180875,MCO-MANUAL_MASSAGERS,32205,33900.0,50,,True,2042-09-03T04:00:00.000Z,False,[],,MCO180800,False,False,fulfillment,me2,"['fulfillment', 'self_service_in']",,,205212616,GYPSYMARKETCO,36.0,894.58,0.0,COP,GypsyMarket Co
MCO802854285,Humificador Difusor Aroma Lámpara Luna Luces Led Eléctrico,new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-802854285-humificador-difusor-aroma-lampara-luna-luces-led-electrico-_JM,buy_it_now,MCO,MCO180890,MCO-ELECTRIC_OIL_DIFFUSERS_HUMIDIFIERS_AND_VAPORIZERS,31680,36000.0,50,,True,2041-08-28T04:00:00.000Z,False,[],,MCO180800,False,False,fulfillment,me2,"['fulfillment', 'self_service_in']",,,347054769,WWW.8VENTAS.COM,12.0,2640.0,0.0,COP,3D Moonlight
MCO1326064685,Creatina Monohidratada Pura - g a $181,new,MCO19540223,gold_pro,https://articulo.mercadolibre.com.co/MCO-1326064685-creatina-monohidratada-pura-_JM,buy_it_now,MCO,MCO8830,MCO-SUPPLEMENTS,60000,100000.0,100,,True,2043-08-09T04:00:00.000Z,False,[],,MCO180800,False,True,cross_docking,me2,[],,,1194023989,3VOLUTION,12.0,5416.67,0.0,COP,RAW
MCO1293710167,100 Tirillas Mas Glucómetro Match Ii Okmeter Color Blanco,new,MCO21875187,gold_pro,https://www.mercadolibre.com.co/100-tirillas-mas-glucometro-match-ii-okmeter-color-blanco/p/MCO21875187,buy_it_now,MCO,MCO166749,MCO-BLOOD_GLUCOSE_METERS,99900,,50,,True,2043-05-05T04:00:00.000Z,True,[],,MCO180800,False,True,cross_docking,me2,['mandatory_free_shipping'],,,177556124,DISPOMEDC,12.0,8325.0,0.0,COP,Match Ii
MCO2082524352,Rodillera Abierta Refuerzo Rotuliano Hilado Cobre Medivaric. Color Negro,new,MCO28605805,gold_special,https://www.mercadolibre.com.co/rodillera-abierta-refuerzo-rotuliano-hilado-cobre-medivaric-color-negro/p/MCO28605805,buy_it_now,MCO,MCO180865,MCO-ORTHOPEDIC_KNEE_BRACES,50900,,1,,True,2043-12-01T04:00:00.000Z,True,[],,MCO180800,False,False,xd_drop_off,me2,['self_service_in'],,,812675325,FARMASTETICYJ,36.0,1413.89,0.0,COP,MediVaric
MCO472685858,Platinum Creatina Micronizada Mu - Unidad a $149600,new,MCO26824811,gold_special,https://articulo.mercadolibre.com.co/MCO-472685858-platinum-creatina-micronizada-muscletech-80servicios-musculo-_JM,buy_it_now,MCO,MCO8830,MCO-SUPPLEMENTS,149600,170000.0,1,51386.0,True,2038-05-29T04:00:00.000Z,False,[],BodyPlus,MCO180800,False,True,cross_docking,me2,"['self_service_in', 'mandatory_free_shipping']",,,18458680,TUMEJORCOMPRA0,36.0,4155.56,0.0,COP,MuscleTech
MCO1408591506,Sen Intimo Lubricante Café Moka - Ml A $597,new,MCO21874937,gold_pro,https://www.mercadolibre.com.co/sen-intimo-lubricante-cafe-moka-ml-a-597/p/MCO21874937,buy_it_now,MCO,MCO181037,MCO-PERSONAL_LUBRICANTS_AND_GELS,24900,,1,,True,2043-03-29T04:00:00.000Z,True,[],,MCO180800,False,False,fulfillment,me2,"['fulfillment', 'self_service_in']",,,827842172,CASA7876007,12.0,2075.0,0.0,COP,Sen Intimo
