id,title,condition,catalog_product_id,listing_type_id,permalink,buying_mode,site_id,category_id,domain_id,price,original_price,available_quantity,official_store_id,official_store_name,accepts_mercadopago,stop_time,location,seller_contact,catalog_listing,promotions,category,shipping_store_pick_up,shipping_free_shipping,shipping_logistic_type,shipping_mode,shipping_tags,shipping_benefits,shipping_promise,seller_id,seller_nickname,brand_value_name
MCO2211799654,Honda Crv Exl 1.500cc Automática Gasolina 4x4,used,MCO17052035,gold_premium,https://carro.mercadolibre.com.co/MCO-2211799654-honda-crv-exl-1500cc-automatica-gasolina-4x4-_JM,classified,MCO,MCO1744,MCO-CARS_AND_VANS,133000000,,1,1874.0,Distoyota Usados,False,2024-06-16T18:35:07.000Z,"{'address_line': '', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkJPUzI1NTAy', 'name': 'Bosque de Pinos'}, 'city': {'id': 'TUNPQ1VTQTY3MTQ1', 'name': 'Usaquén'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.7235084, 'longitude': -74.0234023}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1743,False,False,,not_specified,[],,,37418405,TUC_CVTOYOTAMORATO,Honda
MCO2211812420,Hyundai Staria D22 9 Psjr 2200cc Mt Aa,used,,gold_premium,https://vehiculo.mercadolibre.com.co/MCO-2211812420-hyundai-staria-d22-9-psjr-2200cc-mt-aa-_JM,classified,MCO,MCO47664,MCO-BUSES,196000000,,1,,,False,2024-03-17T04:00:00.000Z,"{'address_line': '', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkNJVTE4MjY5', 'name': 'Ciudad Salitre Nor-Oriental'}, 'city': {'id': 'TUNPQ1RFVTY1OTk1', 'name': 'Teusaquillo'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.6538621, 'longitude': -74.1137188}","{'contact': 'Miguel D', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1743,False,False,,not_specified,[],,,224661264,TUC_PALOQUEMAO,Hyundai
MCO2211708146,Nissan March Sense Mt 1598 Placa Fpk319,used,MCO17061986,gold_premium,https://carro.mercadolibre.com.co/MCO-2211708146-nissan-march-sense-mt-1598-placa-fpk319-_JM,classified,MCO,MCO1744,MCO-CARS_AND_VANS,44500000,,1,1958.0,Sanautos Usados,False,2024-06-15T04:00:00.000Z,"{'address_line': '', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQk5JWjQ3MDYz', 'name': 'Niza'}, 'city': {'id': 'TUNPQ1NVQjUzNzQ4', 'name': 'Suba'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1743,False,False,,not_specified,[],,,259900520,SANAUTOS S.A,Nissan
MCO2211758694,Furgon Dong Feng Duolika Dfa 1063 Dj10,used,,gold_premium,https://carro.mercadolibre.com.co/MCO-2211758694-furgon-dong-feng-duolika-dfa-1063-dj10-_JM,classified,MCO,MCO1744,MCO-CARS_AND_VANS,80000000,,1,,,False,2024-03-17T04:00:00.000Z,"{'address_line': '', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkJFTDk4NTUw', 'name': 'Belén'}, 'city': {'id': 'TUNPQ0ZPTjcyNzAz', 'name': 'Fontibón'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}}","{'contact': 'MAURICIO RODIGURZ', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1743,False,False,,not_specified,[],,,1317682419,CENTROFOTOGRAFIATOBERIN,Dongfeng
MCO2211771430,Renault Duster Dynamique Placa Emv658,used,,gold_premium,https://carro.mercadolibre.com.co/MCO-2211771430-renault-duster-dynamique-placa-emv658-_JM,classified,MCO,MCO1744,MCO-CARS_AND_VANS,63500000,,1,1958.0,Sanautos Usados,False,2024-06-15T04:00:00.000Z,"{'address_line': '', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQk5JWjQ3MDYz', 'name': 'Niza'}, 'city': {'id': 'TUNPQ1NVQjUzNzQ4', 'name': 'Suba'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1743,False,False,,not_specified,[],,,259900520,SANAUTOS S.A,Renault
MCO1392449143,Land Rover Evoque 2012 2.0 Prestige Si4,used,MCO17056020,gold_premium,https://carro.mercadolibre.com.co/MCO-1392449143-land-rover-evoque-2012-20-prestige-si4-_JM,classified,MCO,MCO1744,MCO-CARS_AND_VANS,85700000,,1,,,False,2024-06-15T04:00:00.000Z,"{'address_line': '', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {}, 'city': {'id': 'TUNPQ1NVQjUzNzQ4', 'name': 'Suba'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1743,False,False,,not_specified,[],,,690296014,DOGARSASREPRESENTACIONES,Land Rover
MCO1392382329,Subaru Crosstrek 2.0 Hybrid Limited,new,,gold_premium,https://carro.mercadolibre.com.co/MCO-1392382329-subaru-crosstrek-20-hybrid-limited-_JM,classified,MCO,MCO1744,MCO-CARS_AND_VANS,169900000,,1,1600.0,Derco Center,False,2025-02-15T04:00:00.000Z,"{'address_line': '', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkNIQTI1MzQz', 'name': 'Chapinero Norte'}, 'city': {'id': 'TUNPQ0NIQTk2OTI1', 'name': 'Chapinero'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.6532161, 'longitude': -74.0586529}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1743,False,False,,not_specified,[],,,1672341286,SUBARUCOLOMBIA,Subaru
MCO2209228962,Nissan Frontier Np300,used,MCO17061805,gold_premium,https://carro.mercadolibre.com.co/MCO-2209228962-nissan-frontier-np300-_JM,classified,MCO,MCO1744,MCO-CARS_AND_VANS,95900000,,1,,,False,2024-06-14T04:00:00.000Z,"{'address_line': '', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQlBPTjg5NjYx', 'name': 'Pontevedra'}, 'city': {'id': 'TUNPQ1NVQjUzNzQ4', 'name': 'Suba'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.570868, 'longitude': -74.297333}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1743,False,False,,not_specified,[],,,200620945,JEDUARDOPINEDA,Nissan
MCO2209126498,Renault Logan 1.6 Privilege / Intens / Modelo 2021,used,MCO17064526,gold_premium,https://carro.mercadolibre.com.co/MCO-2209126498-renault-logan-16-privilege-intens-modelo-2021-_JM,classified,MCO,MCO1744,MCO-CARS_AND_VANS,52500000,,1,,,False,2024-03-16T04:00:00.000Z,"{'address_line': '', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {}, 'city': {'id': 'TUNPQ1BJRTY3YjUy', 'name': 'Piedecuesta'}, 'state': {'id': 'TUNPUFNBTnJlMjMw', 'name': 'Santander'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 6.991539, 'longitude': -73.053998}","{'contact': 'JOSE AGUILAR', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1743,False,False,,not_specified,[],,,1400166466,DCF20230615124454,Renault
MCO1392313621,Mazda Cx3 Grand Touring Lx 4x4 2019,used,MCO27943130,gold_premium,https://carro.mercadolibre.com.co/MCO-1392313621-mazda-cx3-grand-touring-lx-4x4-2019-_JM,classified,MCO,MCO1744,MCO-CARS_AND_VANS,86900000,,1,,,False,2024-06-14T04:00:00.000Z,"{'address_line': '', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkxBUzEyODY5MQ', 'name': 'Las Palmas'}, 'city': {'id': 'TUNPQ01FRGRjNjc4', 'name': 'Medellín'}, 'state': {'id': 'TUNPUEFOVGFiZWI3', 'name': 'Antioquia'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 6.2386625, 'longitude': -75.564787}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],MCO1743,False,False,,not_specified,[],,,339592220,CONCESIONARIO DANCARS,Mazda
