id,title,condition,catalog_product_id,listing_type_id,permalink,buying_mode,site_id,category_id,domain_id,price,original_price,available_quantity,official_store_id,accepts_mercadopago,stop_time,catalog_listing,promotions,official_store_name,category,shipping_store_pick_up,shipping_free_shipping,shipping_logistic_type,shipping_mode,shipping_tags,shipping_benefits,shipping_promise,seller_id,seller_nickname,installments_quantity,installments_amount,installments_rate,installments_currency_id,brand_value_name
MCO597468668,Ecsencia Pájaro Macua Original,new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-597468668-ecsencia-pajaro-macua-original-_JM,buy_it_now,MCO,MCO116987,MCO-ESOTERIC_PRODUCTS,29900,,1,,True,2040-11-30T04:00:00.000Z,False,[],,MCO1953,False,False,xd_drop_off,me2,[],,,203127812,IMPORTACIONES ZL,12.0,2491.67,0.0,COP,
MCO818439216,"Péndulo Radiestesia, Cristal Piedra Cuarzo Blanco + Manual",new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-818439216-pendulo-radiestesia-cristal-piedra-cuarzo-blanco-manual-_JM,buy_it_now,MCO,MCO409091,MCO-ESOTERIC_PENDULUMS,30000,,1,,True,2041-10-02T04:00:00.000Z,False,[],,MCO1953,False,False,xd_drop_off,me2,[],,,52295300,BSARAY24,12.0,2500.0,0.0,COP,
MCO818483261,"Péndulo Para Radiestesia, Cristal Rojo + Manual",new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-818483261-pendulo-para-radiestesia-cristal-rojo-manual-_JM,buy_it_now,MCO,MCO409091,MCO-ESOTERIC_PENDULUMS,30000,,1,,True,2041-10-02T04:00:00.000Z,False,[],,MCO1953,False,False,xd_drop_off,me2,[],,,52295300,BSARAY24,12.0,2500.0,0.0,COP,
MCO1250801288,Paquete De Velas Pequeñas Para Pebetero Mecha En Algodón,new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-1250801288-paquete-de-velas-pequenas-para-pebetero-mecha-en-algodon-_JM,buy_it_now,MCO,MCO387587,MCO-CANDLES,20900,,1,,True,2043-02-16T04:00:00.000Z,False,[],,MCO1953,False,False,xd_drop_off,me2,['self_service_in'],,,604191822,ENAMESTE01,12.0,1741.67,0.0,COP,
MCO1599172682,Encendedor Tipo Antorcha     Wf9729 Wolfox,new,MCO21896874,gold_pro,https://www.mercadolibre.com.co/encendedor-tipo-antorcha-wf9729-wolfox/p/MCO21896874,buy_it_now,MCO,MCO172908,MCO-LIGHTERS,9315,,1,,True,2043-05-14T04:00:00.000Z,True,[],,MCO1953,False,False,not_specified,not_specified,['is_flammable'],,,325623349,ACE COMADERAS,,,,,Wolfox
MCO2172946244,Light Red Perpetual 1 Onz Pigmento Para Tatuar.,new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-2172946244-light-red-perpetual-1-onz-pigmento-para-tatuar-_JM,buy_it_now,MCO,MCO412105,MCO-TATTOO_INKS,37000,,50,,True,2044-01-19T04:00:00.000Z,False,[],,MCO1953,False,True,xd_drop_off,me2,[],,,1640206410,CTTSSAS,12.0,3083.33,0.0,COP,Perpetual
MCO1292502713,"Velón Calavera, Veladora Craneo X3 Unidades",new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-1292502713-velon-calavera-veladora-craneo-x3-unidades-_JM,buy_it_now,MCO,MCO387587,MCO-CANDLES,30000,,1,,True,2043-05-03T04:53:39.000Z,False,[],,MCO1953,False,False,xd_drop_off,me2,[],,,539617718,JOHANAALEXANDRARIAO,12.0,2500.0,0.0,COP,
MCO1348476609,Cortador V+plano Tabaco Puro Portatil Acero Tijera Cuchilla ,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-1348476609-cortador-vplano-tabaco-puro-portatil-acero-tijera-cuchilla-_JM,buy_it_now,MCO,MCO442269,MCO-HUMIDORS,33000,,1,,True,2043-10-10T04:00:00.000Z,False,[],,MCO1953,False,False,xd_drop_off,me2,[],,,535581059,ONLINEVIRTUALSTORE,36.0,916.67,0.0,COP,Genérica
MCO1390428595, Cotton Blue Perpetual 1 Onz Pigmento Para Tatuar,new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-1390428595-cotton-blue-perpetual-1-onz-pigmento-para-tatuar-_JM,buy_it_now,MCO,MCO412105,MCO-TATTOO_INKS,37000,,50,,True,2044-02-05T04:00:00.000Z,False,[],,MCO1953,False,True,xd_drop_off,me2,[],,,1640206410,CTTSSAS,12.0,3083.33,0.0,COP,perpetual
MCO566150669,Encendedor Metalico Zippo Recargable ,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-566150669-encendedor-metalico-zippo-recargable-_JM,buy_it_now,MCO,MCO442266,MCO-UNCLASSIFIED_PRODUCTS,22410,24900.0,1,,True,2042-08-23T00:49:04.000Z,False,[],,MCO1953,False,False,xd_drop_off,me2,['self_service_in'],,,454398705,YKURBANSHOP,36.0,622.5,0.0,COP,
MCO1735560522,49822 Enc Zippo Aguila Cromo,new,MCO24638869,gold_special,https://www.mercadolibre.com.co/49822-enc-zippo-aguila-cromo/p/MCO24638869,buy_it_now,MCO,MCO172908,MCO-LIGHTERS,151600,,1,327.0,True,2043-07-19T04:00:00.000Z,True,[],Zippo,MCO1953,False,False,not_specified,not_specified,['is_flammable'],,,264866970,GOIMPORTACIONES,36.0,4211.11,0.0,COP,Zippo
MCO1786283358,Virgen Desatanudos En Porcelana Italiana 21x10cm Más Novena,new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-1786283358-virgen-desatanudos-en-porcelana-italiana-21x10cm-mas-novena-_JM,buy_it_now,MCO,MCO116987,MCO-ESOTERIC_PRODUCTS,110000,,1,,True,2043-08-07T04:00:00.000Z,False,[],,MCO1953,False,True,xd_drop_off,me2,['mandatory_free_shipping'],,,256630100,LIBSAGRADAFAMILIA,12.0,9166.67,0.0,COP,
MCO801714058,Grinder Rascador Metal Plateado Recolector Pequeño,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-801714058-grinder-rascador-metal-plateado-recolector-pequeno-_JM,buy_it_now,MCO,MCO413500,MCO-HERB_GRINDERS,29900,,1,,True,2042-08-29T00:49:46.000Z,False,[],,MCO1953,False,False,xd_drop_off,me2,['self_service_in'],,,454398705,YKURBANSHOP,36.0,830.56,0.0,COP,YkUrbanShop
