id,title,condition,listing_type_id,permalink,buying_mode,site_id,category_id,domain_id,price,original_price,available_quantity,accepts_mercadopago,stop_time,catalog_listing,promotions,category,shipping_store_pick_up,shipping_free_shipping,shipping_logistic_type,shipping_mode,shipping_tags,shipping_benefits,shipping_promise,seller_id,seller_nickname,installments_quantity,installments_amount,installments_rate,installments_currency_id,brand_value_name
MCO2148142052,Papel Para Fumar Smoking Medium Número 9 Red 100 Libros,new,gold_pro,https://articulo.mercadolibre.com.co/MCO-2148142052-papel-para-fumar-smoking-medium-numero-9-red-100-libros-_JM,buy_it_now,MCO,MCO417902,MCO-CIGARETTE_PAPERS,200000,,1,True,2044-01-07T04:00:00.000Z,False,[],MCO1953,False,True,drop_off,me2,['mandatory_free_shipping'],,,204946381,OPTIONSA,12.0,16666.67,0.0,COP,Smoking
MCO1351923415,"Papel De Transferencia De Tatuajes, 100 Piezas, Papel De Tat",new,gold_pro,https://articulo.mercadolibre.com.co/MCO-1351923415-papel-de-transferencia-de-tatuajes-100-piezas-papel-de-tat-_JM,buy_it_now,MCO,MCO412108,MCO-STENCIL_TRANSFER_PAPERS,90122,,50,True,2043-10-20T04:00:00.000Z,False,[],MCO1953,False,True,cross_docking,me2,['mandatory_free_shipping'],,,1300117043,CNSUPERLATIVE-COR,12.0,7510.17,0.0,COP,Genérica
MCO1305842613,Bong Percolador  100% Vidrio Pipa De Agua + Tapete Doble Fun,new,gold_special,https://articulo.mercadolibre.com.co/MCO-1305842613-bong-percolador-100-vidrio-pipa-de-agua-tapete-doble-fun-_JM,buy_it_now,MCO,MCO417908,MCO-BONGS,167713,175800.0,1,True,2043-06-10T04:00:00.000Z,False,[],MCO1953,False,True,xd_drop_off,me2,"['self_service_in', 'mandatory_free_shipping']",,,1388587919,ARTEFACTOS DIVERSOS,36.0,4658.69,0.0,COP,Bong   100% vidrio + tapete
MCO1337092698,"Kit De Tatuaje Portátil Para Máquina De Tatuaje, Bolígrafo,",new,gold_pro,https://articulo.mercadolibre.com.co/MCO-1337092698-kit-de-tatuaje-portatil-para-maquina-de-tatuaje-boligrafo-_JM,buy_it_now,MCO,MCO412110,MCO-TATTOO_KITS,193305,,50,True,2043-03-16T04:00:00.000Z,False,[],MCO1953,False,True,drop_off,me2,['mandatory_free_shipping'],,,751837866,AIBECYCO,12.0,16108.75,0.0,COP,Genérica
MCO610628276,Mechero Zippo Harley Davidson Ride Forever Modelo 28823,new,gold_special,https://articulo.mercadolibre.com.co/MCO-610628276-mechero-zippo-harley-davidson-ride-forever-modelo-28823-_JM,buy_it_now,MCO,MCO172908,MCO-LIGHTERS,166000,,1,True,2041-02-28T04:00:00.000Z,False,[],MCO1953,False,True,not_specified,not_specified,['is_flammable'],,,667006,JASHOP CALI,36.0,4611.11,0.0,COP,Zippo
MCO1375005531,Paquete Limpia Pipas Chelines X 50 Und Rosado,new,gold_pro,https://articulo.mercadolibre.com.co/MCO-1375005531-paquete-limpia-pipas-chelines-x-50-und-rosado-_JM,buy_it_now,MCO,MCO442272,MCO-TOBACCO_PIPES,12000,,250,True,2043-12-21T04:00:00.000Z,False,[],MCO1953,False,False,xd_drop_off,me2,['self_service_in'],,,556743192,DISTRIBUCIONES JSOP,,,,,LIMPIA PIPAS / CHELINES
MCO2093235918,Paquete Limpia Pipas Chelines X 50 Und Rojo,new,gold_pro,https://articulo.mercadolibre.com.co/MCO-2093235918-paquete-limpia-pipas-chelines-x-50-und-rojo-_JM,buy_it_now,MCO,MCO442272,MCO-TOBACCO_PIPES,12000,,250,True,2043-12-08T04:00:00.000Z,False,[],MCO1953,False,False,xd_drop_off,me2,['self_service_in'],,,556743192,DISTRIBUCIONES JSOP,,,,,LIMPIA PIPAS / CHELINES
MCO602211767,Piel Sintética 3d Para Practica - Unidad A $10000,new,gold_special,https://articulo.mercadolibre.com.co/MCO-602211767-piel-sintetica-3d-para-practica-unidad-a-10000-_JM,buy_it_now,MCO,MCO412100,MCO-UNCLASSIFIED_PRODUCTS,10000,,1,True,2041-01-11T04:00:00.000Z,False,[],MCO1953,False,False,cross_docking,me2,[],,,195889150,DISTRIESTETIC-YZ,,,,,Genérica
MCO1371255943,Paquete Limpia Pipas Chelines X 50 Und Azul,new,gold_pro,https://articulo.mercadolibre.com.co/MCO-1371255943-paquete-limpia-pipas-chelines-x-50-und-azul-_JM,buy_it_now,MCO,MCO442272,MCO-TOBACCO_PIPES,12000,,250,True,2043-12-08T04:00:00.000Z,False,[],MCO1953,False,False,xd_drop_off,me2,['self_service_in'],,,556743192,DISTRIBUCIONES JSOP,,,,,LIMPIA PIPAS / CHELINES
MCO1302054170,Mike Tyson Tribal Design Temporary Tattoos (4-pack) | Plus .,new,gold_special,https://articulo.mercadolibre.com.co/MCO-1302054170-mike-tyson-tribal-design-temporary-tattoos-4-pack-plus--_JM,buy_it_now,MCO,MCO412101,MCO-TEMPORARY_TATTOOS,88990,,1,True,2043-03-06T04:00:00.000Z,False,[],MCO1953,False,True,drop_off,me2,[],,,790164335,SAKE827264,36.0,2471.94,0.0,COP,Fashiontats
