id,title,condition,catalog_product_id,listing_type_id,permalink,buying_mode,site_id,category_id,domain_id,price,original_price,available_quantity,official_store_id,accepts_mercadopago,stop_time,catalog_listing,promotions,official_store_name,category,shipping_store_pick_up,shipping_free_shipping,shipping_logistic_type,shipping_mode,shipping_tags,shipping_benefits,shipping_promise,seller_id,seller_nickname,installments_quantity,installments_amount,installments_rate,installments_currency_id,brand_value_name
MCO986005026,Bully Max Para Perro Suplemento Muscular Premium 60 Tabletas,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-986005026-bully-max-para-perro-suplemento-muscular-premium-60-tabletas-_JM,buy_it_now,MCO,MCO155538,MCO-CATS_AND_DOGS_SUPPLEMENTS,149900,,1,,True,2042-10-06T04:00:00.000Z,False,[],,MCO1071,False,True,cross_docking,me2,['mandatory_free_shipping'],,,179179763,IMPORTACIONESGOLD.,36.0,4163.89,0.0,COP,Bully Max
MCO1477716022,Leche En Polvo Cachorros 12oz,new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-1477716022-leche-en-polvo-cachorros-12oz-_JM,buy_it_now,MCO,MCO1077,MCO-CATS_AND_DOGS_FOODS,159900,,1,,True,2043-09-23T22:40:52.000Z,False,[],,MCO1071,False,True,xd_drop_off,me2,['mandatory_free_shipping'],,,1074955008,RANYAVE TULUA,12.0,13325.0,0.0,COP,Esbilac
MCO1366179405,Royal Canin Glycobalance 85grs,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-1366179405-royal-canin-glycobalance-85grs-_JM,buy_it_now,MCO,MCO1087,MCO-CATS_AND_DOGS_FOODS,11900,,1,,True,2043-11-24T04:00:00.000Z,False,[],,MCO1071,False,False,xd_drop_off,me2,['self_service_in'],,,40091290,MISHIPETS,,,,,Royal Canin
MCO1043150339,Filtro Carbón Para Literas Areneras Gatos 8 Unidades 22 X11 ,new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-1043150339-filtro-carbon-para-literas-areneras-gatos-8-unidades-22-x11-_JM,buy_it_now,MCO,MCO172701,MCO-PET_SANITARY_BOXES,64900,,50,,True,2042-11-01T04:00:00.000Z,False,[],,MCO1071,False,False,xd_drop_off,me2,['MCO-chg-threshold-Jan-23'],,,393968780,ACEITESOH,12.0,5408.33,0.0,COP,gencat
MCO1059375559,"Alimentador Automático Doble, Gatos Y Perros, Graba Voz ",new,,gold_special,https://articulo.mercadolibre.com.co/MCO-1059375559-alimentador-automatico-doble-gatos-y-perros-graba-voz-_JM,buy_it_now,MCO,MCO437305,MCO-CAT_AND_DOG_DRINKERS_AND_FEEDERS,391200,489000.0,1,,True,2042-11-08T04:00:00.000Z,False,[],,MCO1071,False,True,fulfillment,me2,"['fulfillment', 'mandatory_free_shipping']",,,132406771,JUVEZONE,36.0,10866.67,0.0,COP,Voluas
MCO1274430591,Dog Chow Longevidad 8 Kg ,new,MCO22225984,gold_special,https://articulo.mercadolibre.com.co/MCO-1274430591-dog-chow-longevidad-8-kg-_JM,buy_it_now,MCO,MCO1077,MCO-CATS_AND_DOGS_FOODS,135800,,50,,True,2043-03-17T04:00:00.000Z,False,[],,MCO1071,False,True,cross_docking,me2,"['self_service_in', 'mandatory_free_shipping']",,,553883313,DISTRIBUIDORAPREMIUMPETS,36.0,3772.22,0.0,COP,Dog Chow
MCO1331601581,Proplan Cat Adulto X 3 Kg,new,MCO9364519,gold_special,https://articulo.mercadolibre.com.co/MCO-1331601581-proplan-cat-adulto-x-3-kg-_JM,buy_it_now,MCO,MCO1087,MCO-CATS_AND_DOGS_FOODS,144000,,1,,True,2043-08-21T04:00:00.000Z,False,[],,MCO1071,False,True,xd_drop_off,me2,"['self_service_in', 'mandatory_free_shipping']",,,752529445,ALICANTE S.A.S,36.0,4000.0,0.0,COP,Pro Plan
MCO1358103865,Digest V Lha X 200 Grs,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-1358103865-digest-v-lha-x-200-grs-_JM,buy_it_now,MCO,MCO155538,MCO-CATS_AND_DOGS_SUPPLEMENTS,58000,,1,,True,2043-11-04T04:00:00.000Z,False,[],,MCO1071,False,False,cross_docking,me2,[],,,548278640,TIENDAMISIFU_COM,36.0,1611.11,0.0,COP,LHA
MCO577479496,Cobija Térmica Doble Faz - Talla M (80x80cm),new,,gold_special,https://articulo.mercadolibre.com.co/MCO-577479496-cobija-termica-doble-faz-talla-m-80x80cm-_JM,buy_it_now,MCO,MCO412761,MCO-CATS_AND_DOGS_BLANKETS,33000,,1,,True,2040-08-11T04:00:00.000Z,False,[],,MCO1071,False,False,xd_drop_off,me2,['self_service_in'],,,417322207,BELLACONSTANZACHIVATAARENAS,36.0,916.67,0.0,COP,ORIONSHOP
MCO925456833,Hill's Multicare  Chicken C/d 8.5 Lb ,new,MCO15698082,gold_special,https://articulo.mercadolibre.com.co/MCO-925456833-hills-multicare-chicken-cd-85-lb-_JM,buy_it_now,MCO,MCO1077,MCO-CATS_AND_DOGS_FOODS,193700,,1,,True,2042-07-09T04:00:00.000Z,False,[],,MCO1071,False,True,xd_drop_off,me2,"['self_service_in', 'mandatory_free_shipping']",,,1152072845,DIAZNELSON20220630105106,36.0,5380.56,0.0,COP,Hill's
