id,title,condition,catalog_product_id,listing_type_id,permalink,buying_mode,site_id,category_id,domain_id,price,available_quantity,accepts_mercadopago,stop_time,catalog_listing,promotions,category,shipping_store_pick_up,shipping_free_shipping,shipping_logistic_type,shipping_mode,shipping_tags,shipping_benefits,shipping_promise,seller_id,seller_nickname,installments_quantity,installments_amount,installments_rate,installments_currency_id,brand_value_name
MCO1098300454,Disco Vinilo Am Arctic Monkeys,new,MCO28099563,gold_special,https://articulo.mercadolibre.com.co/MCO-1098300454-disco-vinilo-am-arctic-monkeys-_JM,buy_it_now,MCO,MCO1176,MCO-MUSIC_ALBUMS,175550,1,True,2042-11-23T04:00:00.000Z,False,[],MCO1168,False,True,cross_docking,me2,['mandatory_free_shipping'],,,218237182,SIMARO.CO,36.0,4876.39,0.0,COP,Domino Record Co.
MCO1100201794,Disco Vinilo Positions Ariana Grande Vinilo Verde Edición,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-1100201794-disco-vinilo-positions-ariana-grande-vinilo-verde-edicion-_JM,buy_it_now,MCO,MCO1176,MCO-MUSIC_ALBUMS,420550,1,True,2042-11-24T04:00:00.000Z,False,[],MCO1168,False,True,cross_docking,me2,['mandatory_free_shipping'],,,218237182,SIMARO.CO,36.0,11681.94,0.0,COP,Ariana Grande Vinyl
MCO1156938026,Marilyn Manson - Smells Like Children  - Cd Original,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-1156938026-marilyn-manson-smells-like-children-cd-original-_JM,buy_it_now,MCO,MCO1176,MCO-MUSIC_ALBUMS,75000,1,True,2042-12-18T04:00:00.000Z,False,[],MCO1168,False,False,xd_drop_off,me2,[],,,499571,DISIDENCIA STORE,36.0,2083.33,0.0,COP,
MCO1173069592,Aplicación Blackpink Lightstick Bluetooth Concert Kpop V2 De,new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-1173069592-aplicacion-blackpink-lightstick-bluetooth-concert-kpop-v2-de-_JM,buy_it_now,MCO,MCO1176,MCO-MUSIC_ALBUMS,314568,150,True,2042-12-29T04:00:00.000Z,False,[],MCO1168,False,True,cross_docking,me2,['mandatory_free_shipping'],,,1094085416,CNHANDLIST-COR,12.0,26214.0,0.0,COP,
MCO1231641828,Cd: Be (edición De Lujo),new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-1231641828-cd-be-edicion-de-lujo-_JM,buy_it_now,MCO,MCO1176,MCO-MUSIC_ALBUMS,244900,50,True,2043-02-04T04:00:00.000Z,False,[],MCO1168,False,True,cross_docking,me2,['mandatory_free_shipping'],,,817708959,THEBOOKSTORECO,12.0,20408.33,0.0,COP,Entertainment
MCO1231658847,Cd: En Torno A Los Cuatro,new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-1231658847-cd-en-torno-a-los-cuatro-_JM,buy_it_now,MCO,MCO1176,MCO-MUSIC_ALBUMS,120599,50,True,2043-02-04T04:00:00.000Z,False,[],MCO1168,False,True,cross_docking,me2,['mandatory_free_shipping'],,,817708959,THEBOOKSTORECO,12.0,10049.92,0.0,COP,Maverick
MCO1231684079,Vinilo: Renaissance,new,MCO22870622,gold_pro,https://articulo.mercadolibre.com.co/MCO-1231684079-vinilo-renaissance-_JM,buy_it_now,MCO,MCO1176,MCO-MUSIC_ALBUMS,314419,50,True,2043-02-04T04:00:00.000Z,False,[],MCO1168,False,True,cross_docking,me2,['mandatory_free_shipping'],,,817708959,THEBOOKSTORECO,12.0,26201.58,0.0,COP,Columbia Records Group
MCO1243356205,Wganda Kenya Lp Vinilo 1976 Fuentes El Evangelio Colombia,used,,gold_special,https://articulo.mercadolibre.com.co/MCO-1243356205-wganda-kenya-lp-vinilo-1976-fuentes-el-evangelio-colombia-_JM,buy_it_now,MCO,MCO1176,MCO-MUSIC_ALBUMS,190000,1,True,2043-02-12T04:00:00.000Z,False,[],MCO1168,False,False,drop_off,me2,[],,,132184821,VINYL SHOP,36.0,5277.78,0.0,COP,
MCO1259834667,Lp Vinilo Kraken Escudo Y Espada  Soy Real 7 Pulgadas 1987,used,,gold_special,https://articulo.mercadolibre.com.co/MCO-1259834667-lp-vinilo-kraken-escudo-y-espada-soy-real-7-pulgadas-1987-_JM,buy_it_now,MCO,MCO1176,MCO-MUSIC_ALBUMS,200000,1,True,2043-02-21T04:00:00.000Z,False,[],MCO1168,False,True,xd_drop_off,me2,[],,,144233416,VINILOSMAOMIX,36.0,5555.56,0.0,COP,
MCO1289013015,Vilma Palma E Vampiros - 3980 - Lp Nuevo Vinilo Color Rojo,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-1289013015-vilma-palma-e-vampiros-3980-lp-nuevo-vinilo-color-rojo-_JM,buy_it_now,MCO,MCO1176,MCO-MUSIC_ALBUMS,140000,1,True,2043-04-21T04:00:00.000Z,False,[],MCO1168,False,True,xd_drop_off,me2,['mandatory_free_shipping'],,,499571,DISIDENCIA STORE,36.0,3888.89,0.0,COP,
