id,title,condition,catalog_product_id,listing_type_id,permalink,buying_mode,site_id,category_id,domain_id,price,original_price,available_quantity,official_store_id,accepts_mercadopago,stop_time,location,seller_contact,catalog_listing,promotions,official_store_name,category,shipping_store_pick_up,shipping_free_shipping,shipping_logistic_type,shipping_mode,shipping_tags,shipping_benefits,shipping_promise,seller_id,seller_nickname,brand_value_name
MCO1389609517,Audi Q3 1.4l Tfsi Sportline 150 Hp Sunroof,used,MCO17043243,gold_premium,https://carro.mercadolibre.com.co/MCO-1389609517-audi-q3-14l-tfsi-sportline-150-hp-sunroof-_JM,classified,MCO,MCO1744,MCO-CARS_AND_VANS,94900000,,1,,False,2024-06-06T04:00:00.000Z,"{'address_line': '', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkNFRDEzNzQw', 'name': 'Cedritos'}, 'city': {'id': 'TUNPQ1VTQTY3MTQ1', 'name': 'Usaquén'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],,MCO1743,False,False,,not_specified,[],,,465618612,BEWI1531616,Audi
MCO1389645333,Volvo Xc60 T6 2015,used,,gold_premium,https://carro.mercadolibre.com.co/MCO-1389645333-volvo-xc60-t6-2015-_JM,classified,MCO,MCO1744,MCO-CARS_AND_VANS,85800000,,1,1728.0,False,2024-06-06T04:00:00.000Z,"{'address_line': '', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkFMSDMzNzQ0', 'name': 'Alhambra'}, 'city': {'id': 'TUNPQ1NVQjUzNzQ4', 'name': 'Suba'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.6994048, 'longitude': -74.0601215}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],AutoExpo,MCO1743,False,False,,not_specified,[],,,1669576395,AUAU20240206112003,Volvo
MCO1389580477,Volkswagen Tiguan Trend & Fun S2009,used,MCO17068968,gold_premium,https://carro.mercadolibre.com.co/MCO-1389580477-volkswagen-tiguan-trend-fun-s2009-_JM,classified,MCO,MCO1744,MCO-CARS_AND_VANS,39800000,,1,1728.0,False,2024-06-06T04:00:00.000Z,"{'address_line': '', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkFMSDMzNzQ0', 'name': 'Alhambra'}, 'city': {'id': 'TUNPQ1NVQjUzNzQ4', 'name': 'Suba'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.6994048, 'longitude': -74.0601215}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],AutoExpo,MCO1743,False,False,,not_specified,[],,,1669576395,AUAU20240206112003,Volkswagen
MCO1389592809,Volkswagen Tiguan New Allspace Trendline 2019,used,MCO17068995,gold_premium,https://carro.mercadolibre.com.co/MCO-1389592809-volkswagen-tiguan-new-allspace-trendline-2019-_JM,classified,MCO,MCO1744,MCO-CARS_AND_VANS,86800000,,1,1728.0,False,2024-06-06T04:00:00.000Z,"{'address_line': '', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkFMSDMzNzQ0', 'name': 'Alhambra'}, 'city': {'id': 'TUNPQ1NVQjUzNzQ4', 'name': 'Suba'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.6994048, 'longitude': -74.0601215}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],AutoExpo,MCO1743,False,False,,not_specified,[],,,1669576395,AUAU20240206112003,Volkswagen
MCO1389695973,Volkswagen Golf Comfortline Turbo 2017,used,MCO17068588,gold_premium,https://carro.mercadolibre.com.co/MCO-1389695973-volkswagen-golf-comfortline-turbo-2017-_JM,classified,MCO,MCO1744,MCO-CARS_AND_VANS,61800000,,1,1728.0,False,2024-06-06T04:00:00.000Z,"{'address_line': '', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkFMSDMzNzQ0', 'name': 'Alhambra'}, 'city': {'id': 'TUNPQ1NVQjUzNzQ4', 'name': 'Suba'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.6994048, 'longitude': -74.0601215}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],AutoExpo,MCO1743,False,False,,not_specified,[],,,1669576395,AUAU20240206112003,Volkswagen
MCO1389579557,Volkswagen Gol Trendline 2020,used,MCO17068456,gold_premium,https://carro.mercadolibre.com.co/MCO-1389579557-volkswagen-gol-trendline-2020-_JM,classified,MCO,MCO1744,MCO-CARS_AND_VANS,43800000,,1,1728.0,False,2024-06-06T04:00:00.000Z,"{'address_line': '', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkxBOTY0ODM', 'name': 'La Hortua'}, 'city': {'id': 'TUNPQ0FOVDMyNjIx', 'name': 'Antonio Nariño'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],AutoExpo,MCO1743,False,False,,not_specified,[],,,1669576395,AUAU20240206112003,Volkswagen
MCO1389604415,Suzuki Sx4 Crossover 2013,used,MCO17066572,gold_premium,https://carro.mercadolibre.com.co/MCO-1389604415-suzuki-sx4-crossover-2013-_JM,classified,MCO,MCO1744,MCO-CARS_AND_VANS,35800000,,1,1728.0,False,2024-06-06T04:00:00.000Z,"{'address_line': '', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkFMSDMzNzQ0', 'name': 'Alhambra'}, 'city': {'id': 'TUNPQ1NVQjUzNzQ4', 'name': 'Suba'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.6994048, 'longitude': -74.0601215}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],AutoExpo,MCO1743,False,False,,not_specified,[],,,1669576395,AUAU20240206112003,Suzuki
MCO1389617629,Suzuki Grand Vitara Sport Glx 2015,used,MCO17066481,gold_premium,https://carro.mercadolibre.com.co/MCO-1389617629-suzuki-grand-vitara-sport-glx-2015-_JM,classified,MCO,MCO1744,MCO-CARS_AND_VANS,57800000,,1,1728.0,False,2024-06-06T04:00:00.000Z,"{'address_line': '', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkFMSDMzNzQ0', 'name': 'Alhambra'}, 'city': {'id': 'TUNPQ1NVQjUzNzQ4', 'name': 'Suba'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.6994048, 'longitude': -74.0601215}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],AutoExpo,MCO1743,False,False,,not_specified,[],,,1669576395,AUAU20240206112003,Suzuki
MCO1389617249,Ssangyong Korando C Elite 2020,used,MCO17065845,gold_premium,https://carro.mercadolibre.com.co/MCO-1389617249-ssangyong-korando-c-elite-2020-_JM,classified,MCO,MCO1744,MCO-CARS_AND_VANS,68800000,,1,1728.0,False,2024-06-06T04:00:00.000Z,"{'address_line': '', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkxBOTY0ODM', 'name': 'La Hortua'}, 'city': {'id': 'TUNPQ0FOVDMyNjIx', 'name': 'Antonio Nariño'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],AutoExpo,MCO1743,False,False,,not_specified,[],,,1669576395,AUAU20240206112003,Ssangyong
MCO1389616921,Renault Sandero Authentique Polar 2019,used,MCO27539773,gold_premium,https://carro.mercadolibre.com.co/MCO-1389616921-renault-sandero-authentique-polar-2019-_JM,classified,MCO,MCO1744,MCO-CARS_AND_VANS,41800000,,1,1728.0,False,2024-06-06T04:00:00.000Z,"{'address_line': '', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkxBOTY0ODM', 'name': 'La Hortua'}, 'city': {'id': 'TUNPQ0FOVDMyNjIx', 'name': 'Antonio Nariño'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],AutoExpo,MCO1743,False,False,,not_specified,[],,,1669576395,AUAU20240206112003,Renault
