id,title,condition,listing_type_id,permalink,buying_mode,site_id,category_id,domain_id,price,original_price,available_quantity,accepts_mercadopago,stop_time,catalog_listing,promotions,category,shipping_store_pick_up,shipping_free_shipping,shipping_logistic_type,shipping_mode,shipping_tags,shipping_benefits,shipping_promise,seller_id,seller_nickname,installments_quantity,installments_amount,installments_rate,installments_currency_id,brand_value_name
MCO928790153,Cinta Cubre Grip Tattoo X 12 Unidades,new,gold_special,https://articulo.mercadolibre.com.co/MCO-928790153-cinta-cubre-grip-tattoo-x-12-unidades-_JM,buy_it_now,MCO,MCO412106,MCO-TATTOO_NEEDLE_CARTRIDGES,89900,,1,True,2042-07-15T04:00:00.000Z,False,[],MCO1953,False,True,xd_drop_off,me2,['MCO-chg-threshold-Jan-23'],,,34576908,ANCESTRAL ONLINE,36,2497.22,0,COP,Tattoo
MCO1264142705,Kit Tatuaje Tatooine Completo Maquinas Bobinas Rotativa,new,gold_special,https://articulo.mercadolibre.com.co/MCO-1264142705-kit-tatuaje-tatooine-completo-maquinas-bobinas-rotativa-_JM,buy_it_now,MCO,MCO412110,MCO-TATTOO_KITS,477700,,1,True,2043-02-23T04:00:00.000Z,False,[],MCO1953,False,True,cross_docking,me2,['mandatory_free_shipping'],,,158416189,DISTRICHENGYANG,36,13269.44,0,COP,Tatooine Kit Tattoo + Micky Sharpz
MCO617327718,Bomba Contra Brujeria Saca Males- Pimienta Voladora,new,gold_pro,https://articulo.mercadolibre.com.co/MCO-617327718-bomba-contra-brujeria-saca-males-pimienta-voladora-_JM,buy_it_now,MCO,MCO116987,MCO-ESOTERIC_PRODUCTS,75000,,1,True,2041-04-11T04:00:00.000Z,False,[],MCO1953,False,False,xd_drop_off,me2,['MCO-chg-threshold-Jan-23'],,,65188670,EL-ERMITAÑO-BOUTIQUE-ANCESTRAL,12,6250.0,0,COP,
MCO1182767839,Maquina Pen Tattoo Inhalambrica Portex,new,gold_special,https://articulo.mercadolibre.com.co/MCO-1182767839-maquina-pen-tattoo-inhalambrica-portex-_JM,buy_it_now,MCO,MCO412107,MCO-TATTOO_MACHINES,664050,699000.0,1,True,2043-01-03T04:00:00.000Z,False,[],MCO1953,False,True,cross_docking,me2,"['self_service_in', 'mandatory_free_shipping']",,,51926984,INKSUMOS-COM,36,18445.83,0,COP,EZ-Portex Gen 2S
MCO616160718,Cruz Espíritu Indio Zippo,new,gold_special,https://articulo.mercadolibre.com.co/MCO-616160718-cruz-espiritu-indio-zippo-_JM,buy_it_now,MCO,MCO172908,MCO-LIGHTERS,969000,,1,True,2041-04-06T04:00:00.000Z,False,[],MCO1953,False,False,not_specified,not_specified,['is_flammable'],,,279242493,YMAGINARIUM,36,26916.67,0,COP,Genérica
MCO1298801101,Rascador / Trillador / Grinder Rosa Pokemon,new,gold_pro,https://articulo.mercadolibre.com.co/MCO-1298801101-rascador-trillador-grinder-rosa-pokemon-_JM,buy_it_now,MCO,MCO413500,MCO-HERB_GRINDERS,74750,,1,True,2043-05-20T04:00:00.000Z,False,[],MCO1953,False,False,xd_drop_off,me2,[],,,244612736,CAMILOANDREBANDERA,12,6229.17,0,COP,Genérica
MCO1952706574,Tatto Cream Mamacure Aftercare X 200g 10 Ingredientes,new,gold_special,https://articulo.mercadolibre.com.co/MCO-1952706574-tatto-cream-mamacure-aftercare-x-200g-10-ingredientes-_JM,buy_it_now,MCO,MCO412113,MCO-TATTOO_AFTERCARE_CREAMS,84900,,200,True,2043-10-03T04:00:00.000Z,False,[],MCO1953,False,False,xd_drop_off,me2,[],,,535313030,SAULVARELACAMARGO,36,2358.33,0,COP,MamaCure
MCO606388436,San Pancracio 20cm Poliresina 532-33724 Religiozzi,new,gold_special,https://articulo.mercadolibre.com.co/MCO-606388436-san-pancracio-20cm-poliresina-532-33724-religiozzi-_JM,buy_it_now,MCO,MCO116987,MCO-ESOTERIC_PRODUCTS,74500,,1,True,2041-02-03T04:00:00.000Z,False,[],MCO1953,False,False,xd_drop_off,me2,['MCO-chg-threshold-Jan-23'],,,260761353,VELASARTEYRELIGION,36,2069.44,0,COP,
MCO1237265538,Cruz El Sueño De Francisco,new,gold_pro,https://articulo.mercadolibre.com.co/MCO-1237265538-cruz-el-sueno-de-francisco-_JM,buy_it_now,MCO,MCO3530,MCO-UNCLASSIFIED_PRODUCTS,76000,,1,True,2043-11-09T19:04:34.492Z,False,[],MCO1953,False,False,not_specified,not_specified,[],,,1164458130,LIZKATHERINELOPEZMARTINEZ,12,6333.33,0,COP,
MCO1267679791,"Burt's Bees  Goodness Glows Liquid Makeup, Warm Honey - 1.0",new,gold_special,https://articulo.mercadolibre.com.co/MCO-1267679791-burts-bees-goodness-glows-liquid-makeup-warm-honey-10-_JM,buy_it_now,MCO,MCO3530,MCO-UNCLASSIFIED_PRODUCTS,80000,,1,True,2043-03-01T04:00:00.000Z,False,[],MCO1953,False,True,not_specified,not_specified,[],,,381325956,ALEXANDERGUERRERO830ALEXANDERG,36,2222.22,0,COP,Burt's Bees
