id,title,condition,listing_type_id,permalink,buying_mode,site_id,category_id,domain_id,price,original_price,available_quantity,accepts_mercadopago,stop_time,catalog_listing,promotions,category,shipping_store_pick_up,shipping_free_shipping,shipping_logistic_type,shipping_mode,shipping_tags,shipping_benefits,shipping_promise,seller_id,seller_nickname,installments_quantity,installments_amount,installments_rate,installments_currency_id,brand_value_name
MCO1681477390,Colombia Moneda 20 Pesos 2003,used,gold_special,https://articulo.mercadolibre.com.co/MCO-1681477390-colombia-moneda-20-pesos-2003-_JM,buy_it_now,MCO,MCO9355,MCO-COINS,14000,,1,True,2043-06-24T04:00:00.000Z,False,[],MCO1367,False,False,drop_off,me2,[],,,91086457,NIKY6919,,,,,
MCO2162854294,Moneda Plata Pura 30g Panda 2016 + Estuche De Lujo Ley 999,new,gold_special,https://articulo.mercadolibre.com.co/MCO-2162854294-moneda-plata-pura-30g-panda-2016-estuche-de-lujo-ley-999-_JM,buy_it_now,MCO,MCO9355,MCO-COINS,219900,,1,True,2044-01-14T04:00:00.000Z,False,[],MCO1367,False,True,drop_off,me2,['mandatory_free_shipping'],,,243873649,JOHN JANER,36.0,6108.33,0.0,COP,BULLION
MCO1337829493,Escritorio Para El Hogar Telefone Vintage Retro Antigo Fixo,new,gold_pro,https://articulo.mercadolibre.com.co/MCO-1337829493-escritorio-para-el-hogar-telefone-vintage-retro-antigo-fixo-_JM,buy_it_now,MCO,MCO442119,MCO-ANTIQUE_TELEPHONES,100486,,50,True,2043-09-08T04:00:00.000Z,False,[],MCO1367,False,True,cross_docking,me2,['mandatory_free_shipping'],,,1185361621,CNJQFDIRECT-COR,12.0,8373.83,0.0,COP,Genérica
MCO1289034011,Lingotes Zimbabwe 32 Gramos,used,gold_special,https://articulo.mercadolibre.com.co/MCO-1289034011-lingotes-zimbabwe-32-gramos-_JM,buy_it_now,MCO,MCO9356,MCO-COLLECTIBLE_BILLS,70000,,250,True,2043-09-19T20:46:29.550Z,False,[],MCO1367,False,False,xd_drop_off,me2,[],,,26392150,NUMISMATICS INT,36.0,1944.44,0.0,COP,
MCO1762132232,Moneda Conmemorativa Bicentenario Naval ,new,gold_pro,https://articulo.mercadolibre.com.co/MCO-1762132232-moneda-conmemorativa-bicentenario-naval-_JM,buy_it_now,MCO,MCO9355,MCO-COINS,70000,,1,True,2043-07-28T04:00:00.000Z,False,[],MCO1367,False,True,drop_off,me2,[],,,77152226,HROJAS TRILLOS,12.0,5833.33,0.0,COP,Topcoinscol
MCO1782855874,Bandera De Boyaca ( Tamaño 90cmx150cm) Doble Faz En Vendaval,new,gold_special,https://articulo.mercadolibre.com.co/MCO-1782855874-bandera-de-boyaca-tamano-90cmx150cm-doble-faz-en-vendaval-_JM,buy_it_now,MCO,MCO393901,MCO-FLAGS,90000,,1,True,2043-08-04T04:00:00.000Z,False,[],MCO1367,False,True,drop_off,me2,['mandatory_free_shipping'],,,44221962,BANDERFLAG,36.0,2500.0,0.0,COP,
MCO1360946722,"Billetes De Banco, Dólares, Dinero, Regalo, Dollar Prop Play",new,gold_pro,https://articulo.mercadolibre.com.co/MCO-1360946722-billetes-de-banco-dolares-dinero-regalo-dollar-prop-play-_JM,buy_it_now,MCO,MCO9356,MCO-COLLECTIBLE_BILLS,134394,142300.0,150,True,2043-03-21T04:00:00.000Z,False,[],MCO1367,False,True,drop_off,me2,['mandatory_free_shipping'],,,791481704,GOSHOPPINGCO1,12.0,11199.5,0.0,COP,Genérica
MCO2162868254,Estuche De Viaje En Cuero/cedro Para Habanos Y Puros Cohiba ,new,gold_special,https://articulo.mercadolibre.com.co/MCO-2162868254-estuche-de-viaje-en-cuerocedro-para-habanos-y-puros-cohiba-_JM,buy_it_now,MCO,MCO1885,MCO-ANTIQUES,198000,,1,True,2044-01-14T04:00:00.000Z,False,[],MCO1367,False,True,xd_drop_off,me2,['mandatory_free_shipping'],,,295322925,HEJO4393328,36.0,5500.0,0.0,COP,Amancy
MCO529448745,Au 1943 Steel Cent + Nazi Coin Ww2 3rd Reich German Us Lot.,new,gold_special,https://articulo.mercadolibre.com.co/MCO-529448745-au-1943-steel-cent-nazi-coin-ww2-3rd-reich-german-us-lot-_JM,buy_it_now,MCO,MCO9355,MCO-COINS,213000,,1,True,2039-08-06T04:00:00.000Z,False,[],MCO1367,False,True,cross_docking,me2,['mandatory_free_shipping'],,,315504023,MAUJA_GROUP,36.0,5916.67,0.0,COP,Genérica
MCO1840000452,Nostalgia  - Vintage Maquina Granizados Cocteles Margaritas,new,gold_pro,https://articulo.mercadolibre.com.co/MCO-1840000452-nostalgia-vintage-maquina-granizados-cocteles-margaritas-_JM,buy_it_now,MCO,MCO381965,MCO-BLENDERS,517900,,1,True,2043-08-26T04:00:00.000Z,False,[],MCO1367,False,True,xd_drop_off,me2,"['self_service_in', 'mandatory_free_shipping']",,,31351747,TODOS COMPRANDO,12.0,43158.33,0.0,COP,Nostalgia
