id,title,condition,catalog_product_id,listing_type_id,permalink,buying_mode,site_id,category_id,domain_id,price,available_quantity,official_store_id,accepts_mercadopago,stop_time,catalog_listing,promotions,official_store_name,category,shipping_store_pick_up,shipping_free_shipping,shipping_logistic_type,shipping_mode,shipping_tags,shipping_benefits,shipping_promise,seller_id,seller_nickname,installments_quantity,installments_amount,installments_rate,installments_currency_id,brand_value_name
MCO2111723210,"Bailando Con La Muerte, De Roy Barreras. Editorial Aguilar, Tapa Blanda, Edición 1 En Español, 2023",new,MCO24781396,gold_special,https://www.mercadolibre.com.co/bailando-con-la-muerte-de-roy-barreras-editorial-aguilar-tapa-blanda-edicion-1-en-espanol-2023/p/MCO24781396,buy_it_now,MCO,MCO1196,MCO-BOOKS,49000,1,,True,2043-12-18T04:00:00.000Z,True,[],,MCO3025,False,True,xd_drop_off,me2,[],,,635691994,LIBRERIA LIIBROS,36,1361.11,0,COP,
MCO1334947907,Metodologia Investigacion Rutas Cnt Clt Con Connect 12 Meses,new,MCO21440646,gold_special,https://www.mercadolibre.com.co/metodologia-investigacion-rutas-cnt-clt-con-connect-12-meses/p/MCO21440646,buy_it_now,MCO,MCO1196,MCO-BOOKS,120000,1,2068.0,True,2043-08-31T04:00:00.000Z,True,[],LIBRERIA EBOOK,MCO3025,False,True,cross_docking,me2,"['self_service_in', 'mandatory_free_shipping']",,,515528688,E-BOOK S.A.S,36,3333.33,0,COP,
MCO1744261542,H(tm)lderlin - R?diger Safranski,new,MCO20978231,gold_special,https://www.mercadolibre.com.co/htmlderlin-rdiger-safranski/p/MCO20978231,buy_it_now,MCO,MCO1196,MCO-BOOKS,124276,1,,True,2043-07-22T04:00:00.000Z,True,[],,MCO3025,False,True,xd_drop_off,me2,['mandatory_free_shipping'],,,791273252,LIBERIMPORTACINSASLIBERIMP,36,3452.11,0,COP,Tusquets Editores S.A.
MCO1813782888,"Neon Genesis Evangelion, De Yoshiyuki Sadamoto, Gainax - Khara., Vol. 5. Editorial Norma, Tapa Blanda, Edición 1 En Español, 2022",new,MCO23620763,gold_pro,https://www.mercadolibre.com.co/neon-genesis-evangelion-de-yoshiyuki-sadamoto-gainax-khara-vol-5-editorial-norma-tapa-blanda-edicion-1-en-espanol-2022/p/MCO23620763,buy_it_now,MCO,MCO1196,MCO-BOOKS,122000,1,,True,2043-08-19T04:00:00.000Z,True,[],,MCO3025,False,True,cross_docking,me2,"['self_service_out', 'mandatory_free_shipping']",,,438128163,SOLUCIONESONLINE_COLOMBIA_SAS,12,10166.67,0,COP,
MCO1320596965,Chuang Tzu Octavio Paz - Siruela,new,MCO21977810,gold_special,https://www.mercadolibre.com.co/chuang-tzu-octavio-paz-siruela/p/MCO21977810,buy_it_now,MCO,MCO1196,MCO-BOOKS,85392,1,,True,2043-07-25T04:00:00.000Z,True,[],,MCO3025,False,False,xd_drop_off,me2,[],,,791273252,LIBERIMPORTACINSASLIBERIMP,36,2372.0,0,COP,Siruela
MCO1321322605,La Estrategia En El Ajedrez. Anatoli Karpov. Hispano Europea,new,MCO22214989,gold_special,https://www.mercadolibre.com.co/la-estrategia-en-el-ajedrez-anatoli-karpov-hispano-europea/p/MCO22214989,buy_it_now,MCO,MCO1196,MCO-BOOKS,124079,1,,True,2043-07-27T04:00:00.000Z,True,[],,MCO3025,False,True,xd_drop_off,me2,['mandatory_free_shipping'],,,791273252,LIBERIMPORTACINSASLIBERIMP,36,3446.64,0,COP,"Editorial Hispano Europea, S.A."
MCO1339913541,"Robãâ³tica: Diseãâ±o Y Aplicaciãâ³n, De Rocha Díaz, Alberto. Editorial Marcombo, Tapa Blanda En Español",new,MCO26535196,gold_special,https://www.mercadolibre.com.co/robtica-diseo-y-aplicacin-de-rocha-diaz-alberto-editorial-marcombo-tapa-blanda-en-espanol/p/MCO26535196,buy_it_now,MCO,MCO1196,MCO-BOOKS,118965,1,,True,2043-09-14T04:00:00.000Z,True,[],,MCO3025,False,True,xd_drop_off,me2,['mandatory_free_shipping'],,,791273252,LIBERIMPORTACINSASLIBERIMP,36,3304.58,0,COP,Marcombo
MCO1751881370,"Neuronas Espejo, Las - Marco Iacoboni",new,MCO21185224,gold_special,https://www.mercadolibre.com.co/neuronas-espejo-las-marco-iacoboni/p/MCO21185224,buy_it_now,MCO,MCO1196,MCO-BOOKS,216446,1,,True,2043-07-24T04:00:00.000Z,True,[],,MCO3025,False,True,xd_drop_off,me2,['mandatory_free_shipping'],,,791273252,LIBERIMPORTACINSASLIBERIMP,36,6012.39,0,COP,Katz editores
MCO1320379519,Entrenamiento De La Tactica Y Estrategia En El Futbol - D...,new,MCO22040665,gold_special,https://www.mercadolibre.com.co/entrenamiento-de-la-tactica-y-estrategia-en-el-futbol-d/p/MCO22040665,buy_it_now,MCO,MCO1196,MCO-BOOKS,124079,1,,True,2043-07-24T04:00:00.000Z,True,[],,MCO3025,False,True,xd_drop_off,me2,['mandatory_free_shipping'],,,791273252,LIBERIMPORTACINSASLIBERIMP,36,3446.64,0,COP,EDITORIAL INDE
MCO1320529173,"El Líder Que No Tenía Cargo, De Robin Sharma. Editorial Planeta, Tapa Blanda En Español",new,MCO24084266,gold_special,https://www.mercadolibre.com.co/el-lider-que-no-tenia-cargo-de-robin-sharma-editorial-planeta-tapa-blanda-en-espanol/p/MCO24084266,buy_it_now,MCO,MCO1196,MCO-BOOKS,57000,1,,True,2043-07-25T04:00:00.000Z,True,[],,MCO3025,False,False,xd_drop_off,me2,['self_service_in'],,,41202381,MERCADOLIBROS2008,36,1583.33,0,COP,Random House
